name,team,position,salary,projected_fpts,dk_avg_fpts,edge,value,floor,ceiling,predicted_ownership,ownership_tier,leverage_score,dk_id
Nathan MacKinnon,COL,C,10300,13.016547652767951,20.88,-7.863452347232048,1.2637424905599952,3.2541369131919877,37.54136913191988,12.069854498327075,Moderate (10-15%),0.9959213895176915,41804255
Mackenzie Blackwood,COL,G,8300,12.154294209770775,13.81,-1.6557057902292254,1.4643727963579245,3.038573552442694,34.30858841954155,13.997646813798914,Moderate (10-15%),0.8104134175628106,41805351
Ilya Sorokin,NYI,G,7500,12.083628030119913,14.52,-2.4363719698800868,1.6111504040159883,3.020907007529978,34.16725606023982,11.910035323569193,Moderate (10-15%),0.935987216708807,41805379
Alex Lyon,BUF,G,7400,11.696329970345106,13.61,-1.9136700296548934,1.580585131127717,2.9240824925862765,33.39265994069021,10.51836494170306,Moderate (10-15%),1.015450546109866,41805383
Joseph Woll,TOR,G,7800,11.075767336105075,13.34,-2.2642326638949246,1.4199701712955226,2.768941834026269,32.15153467221015,11.416429202914989,Moderate (10-15%),0.8920251672280168,41805366
Filip Gustavsson,MIN,G,8100,11.039475037529945,13.14,-2.1005249624700557,1.3628981527814747,2.759868759382486,32.07895007505989,11.970216632872539,Moderate (10-15%),0.851140374136142,41805356
Casey DeSmith,DAL,G,8200,11.01654235601766,12.59,-1.5734576439823407,1.343480775124105,2.754135589004415,32.03308471203532,11.505495673710472,Moderate (10-15%),0.8809360815003161,41805355
Alex Nedeljkovic,SJS,G,7900,10.601955955519557,11.15,-0.5480440444804433,1.3420197412050072,2.6504889888798893,31.203911911039114,9.21819659589915,Low (5-10%),1.0375564666444588,41805365
Spencer Knight,CHI,G,7500,10.493690379787415,12.55,-2.056309620212586,1.3991587173049886,2.6234225949468537,30.98738075957483,8.902196152758608,Low (5-10%),1.0597336406898006,41805377
Macklin Celebrini,SJS,C,10000,10.294356212542763,17.04,-6.745643787457237,1.0294356212542763,2.5735890531356906,30.735890531356908,9.65110585342465,Low (5-10%),0.9665058590355498,41804257
John Gibson,DET,G,7100,9.819276235159824,12.03,-2.210723764840175,1.382996652839412,2.454819058789956,29.63855247031965,7.040602477223249,Low (5-10%),1.221211502866241,41805391
Karel Vejmelka,UTA,G,8400,9.780710397098845,11.15,-1.369289602901155,1.1643702853689102,2.4451775992747113,29.56142079419769,9.841489473442214,Low (5-10%),0.9021555959684414,41805349
Connor Bedard,CHI,C,7700,9.323779441830293,15.06,-5.736220558169707,1.210880446990947,2.3309448604575733,28.309448604575735,8.70441922058759,Low (5-10%),0.9607766554489131,41804265
Auston Matthews,TOR,C,9800,9.16030873027193,16.11,-6.949691269728069,0.9347253806399929,2.2900771825679826,27.900771825679826,8.941947590983624,Low (5-10%),0.9213797041717899,41804259
Connor Hellebuyck,WPG,G,7200,9.14439567334876,10.7,-1.55560432665124,1.270054954631772,2.28609891833719,28.28879134669752,5.7028782535646645,Low (5-10%),1.3642491072377256,41805388
Kirill Kaprizov,MIN,W,9000,8.768514508893528,14.81,-6.041485491106473,0.9742793898770586,2.192128627223382,26.92128627223382,1.8203237166442758,Contrarian (<5%),3.109045411044739,41804495
Tage Thompson,BUF,C,8500,8.73290806183319,14.32,-5.587091938166811,1.0274009484509634,2.1832270154582973,26.83227015458297,8.015249980095174,Low (5-10%),0.9686817427264504,41804263
Cale Makar,COL,D,8300,8.696965845183353,13.81,-5.113034154816647,1.0478272102630546,2.1742414612958383,26.742414612958385,6.403865943628268,Low (5-10%),1.1746519874077301,41804971
Jason Robertson,DAL,W,8100,8.677920493840714,14.98,-6.302079506159286,1.0713482091161377,2.1694801234601786,26.694801234601787,1.7851757911826875,Contrarian (<5%),3.1157532394591696,41804497
Jakub Dobes,MTL,G,7300,8.503917380730591,11.29,-2.7860826192694077,1.164920189141177,2.125979345182648,27.007834761461183,6.187024626846909,Low (5-10%),1.1832319801666562,41805386
Jakob Chychrun,WSH,D,6500,8.431782940823837,13.13,-4.698217059176164,1.2971973755113595,2.107945735205959,26.079457352059592,7.165133733593432,Low (5-10%),1.0326570532621335,41804979
Brady Tkachuk,OTT,W,7900,8.405915094638265,14.37,-5.964084905361734,1.0640398853972488,2.1014787736595664,26.014787736595665,1.6522594337292908,Contrarian (<5%),3.1693411993331555,41804499
Juuse Saros,NSH,G,8000,8.370308626638636,10.86,-2.4896913733613637,1.0462885783298295,2.092577156659659,26.74061725327727,7.8767962339494675,Low (5-10%),0.942942521833073,41805360
Matt Boldy,MIN,W,7600,8.21104098944555,14.25,-6.03895901055445,1.080400130190204,2.0527602473613875,25.527602473613875,1.6567632924459341,Contrarian (<5%),3.090618201776682,41804501
Alex DeBrincat,DET,W,7300,8.12271389903237,14.13,-6.007286100967631,1.1127005341140233,2.0306784747580924,25.306784747580924,1.7172954252515418,Contrarian (<5%),2.989264186569057,41804507
Kyle Connor,WPG,W,7500,8.01185218744541,13.57,-5.558147812554591,1.0682469583260545,2.0029630468613524,25.029630468613526,1.6820073639143036,Contrarian (<5%),2.987259578494359,41804503
Wyatt Johnston,DAL,C,6700,7.949750139142324,12.98,-5.030249860857676,1.1865298715137798,1.987437534785581,24.87437534785581,7.425519583808525,Low (5-10%),0.9435323317531069,41804273
Martin Necas,COL,C,6800,7.854724852185978,12.19,-4.335275147814022,1.1551065959097027,1.9636812130464945,24.636812130464946,1.408033553420109,Contrarian (<5%),3.26188347377053,41804519
Bo Horvat,NYI,C,7300,7.83906017637329,12.81,-4.97093982362671,1.0738438597771631,1.9597650440933225,24.597650440933226,6.826790088685632,Low (5-10%),1.0015677036880541,41804267
Dustin Wolf,CGY,G,7600,7.787057960584475,10.02,-2.2329420394155246,1.0246128895505888,1.9467644901461187,25.57411592116895,5.848350668505517,Low (5-10%),1.1370705645077326,41805373
Cole Caufield,MTL,W,7400,7.706199415128944,13.03,-5.323800584871055,1.041378299341749,1.926549853782236,24.26549853782236,1.544285832176698,Contrarian (<5%),3.0288261317464107,41804505
Brad Marchand,FLA,W,6300,7.701336852403625,12.76,-5.058663147596374,1.2224344210164486,1.9253342131009064,24.253342131009063,1.5730398436616755,Contrarian (<5%),2.9930888444556327,41804529
Tim Stützle,OTT,C,6900,7.6173356050115375,12.36,-4.742664394988462,1.10396168188573,1.9043339012528844,24.043339012528843,6.978069217587032,Low (5-10%),0.9547843465960053,41804269
Rasmus Dahlin,BUF,D,6600,7.600279737989869,12.05,-4.449720262010132,1.151557536059071,1.9000699344974672,24.00069934497467,5.496143125641365,Low (5-10%),1.169968024255853,41804977
Arturs Silovs,PIT,G,7800,7.594349648599737,10.58,-2.9856503514002632,0.9736345703332996,1.8985874121499342,25.188699297199474,6.502827868989138,Low (5-10%),1.0121983045871115,41805369
Sam Reinhart,FLA,C,7000,7.561683630146715,12.16,-4.598316369853285,1.0802405185923878,1.8904209075366787,23.904209075366786,1.4677384797416229,Contrarian (<5%),3.0642159581425488,41804515
Roman Josi,NSH,D,6800,7.531871279876288,11.81,-4.278128720123712,1.107628129393572,1.882967819969072,23.82967819969072,5.068504683365581,Low (5-10%),1.241141215647728,41804975
Mark Scheifele,WPG,C,6400,7.484824444583028,12.09,-4.605175555416972,1.169503819466098,1.871206111145757,23.71206111145757,6.876398586819415,Low (5-10%),0.950285128676492,41804279
Sidney Crosby,PIT,C,8700,7.426735578940552,11.72,-4.293264421059448,0.8536477676943164,1.856683894735138,23.566838947351382,6.477986055727432,Low (5-10%),0.9931464867138089,41804261
Mikko Rantanen,DAL,W,7100,7.393912551822806,12.71,-5.3160874481771945,1.0413961340595503,1.8484781379557016,23.484781379557017,1.4974202590608394,Contrarian (<5%),2.9606200738530504,41804511
Evgeni Malkin,PIT,C,5600,7.393899053502063,11.58,-4.1861009464979375,1.320339116696797,1.8484747633755156,23.484747633755156,1.5242526161384562,Contrarian (<5%),2.929143860733352,41804543
Nick Suzuki,MTL,C,6200,7.256108729145771,11.82,-4.56389127085423,1.1703401176041566,1.8140271822864427,23.140271822864428,6.714779025480905,Low (5-10%),0.9405465412787318,41804283
Dylan Larkin,DET,C,6500,7.238910844572241,11.61,-4.371089155427758,1.1136785914726526,1.8097277111430603,23.097277111430603,6.5787247897720205,Low (5-10%),0.9551621209865834,41804277
William Nylander,TOR,W,6500,7.126741135600797,12.35,-5.223258864399202,1.0964217131693534,1.7816852839001993,22.816852839001992,1.3722699537484877,Contrarian (<5%),3.004186401442063,41804525
Brock Nelson,COL,C,6800,7.055986091877263,11.48,-4.424013908122737,1.0376450135113622,1.7639965229693158,22.639965229693157,5.909252776973582,Low (5-10%),1.0212372190799992,41804271
Jake Sanderson,OTT,D,6300,6.889135319663258,11.69,-4.800864680336741,1.0935135428036917,1.7222838299158145,22.222838299158145,4.809814624599549,Contrarian (<5%),1.1857754101987552,41804981
John Carlson,WSH,D,5000,6.851827920920131,10.8,-3.9481720790798693,1.3703655841840263,1.7129569802300328,22.129569802300328,5.11219555017816,Low (5-10%),1.12100927803601,41805003
Lane Hutson,MTL,D,5900,6.81941263826492,11.12,-4.300587361735079,1.1558326505533763,1.70485315956623,22.0485315956623,4.87334864087031,Contrarian (<5%),1.1610774458051623,41804985
Will Smith,SJS,C,6200,6.815346370344388,10.72,-3.9046536296556127,1.0992494145716754,1.703836592586097,22.03836592586097,1.274725354866126,Contrarian (<5%),2.9961183471072226,41804531
Dylan Guenther,UTA,W,7000,6.736665136506753,12.04,-5.303334863493246,0.962380733786679,1.6841662841266882,21.84166284126688,1.0521532392403588,Contrarian (<5%),3.282730065031815,41804513
Filip Forsberg,NSH,W,7200,6.687557130244395,11.12,-4.432442869755604,0.9288273792006103,1.6718892825610987,21.718892825610986,1.031027651183638,Contrarian (<5%),3.292696249776331,41804509
Tom Wilson,WSH,W,6000,6.675139158358042,11.53,-4.854860841641957,1.1125231930596737,1.6687847895895105,21.687847895895104,1.4432085750160084,Contrarian (<5%),2.73212005991519,41804535
Matthew Schaefer,NYI,D,5800,6.653930679608992,10.25,-3.596069320391008,1.1472294275187918,1.663482669902248,21.63482669902248,3.7810191136600952,Contrarian (<5%),1.391738983138073,41804987
Linus Ullmark,OTT,G,7600,6.6097443145435895,8.8,-2.1902556854564112,0.8697031992820513,1.6524360786358974,23.21948862908718,4.413492394948252,Contrarian (<5%),1.2209760044572433,41805375
Miro Heiskanen,DAL,D,5700,6.563985520009625,11.09,-4.5260144799903745,1.1515764070192325,1.6409963800024063,21.409963800024062,4.773281108413019,Contrarian (<5%),1.1369592778782875,41804989
Bryan Rust,PIT,W,6400,6.547336196825956,12.03,-5.482663803174043,1.0230212807540555,1.636834049206489,21.36834049206489,1.1149752355596723,Contrarian (<5%),3.0957034799952994,41804527
Joel Eriksson Ek,MIN,C,5900,6.547079814647697,10.25,-3.702920185352303,1.1096745448555418,1.6367699536619242,21.36769953661924,5.352455980680045,Low (5-10%),1.0306375730205086,41804287
Alex Tuch,BUF,W,5800,6.518862777678679,11.89,-5.371137222321321,1.1239418582204619,1.6297156944196698,21.297156944196697,1.4190384088560788,Contrarian (<5%),2.6948157391024377,41804539
Sam Bennett,FLA,C,6600,6.511089107336375,10.01,-3.498910892663625,0.9865286526267235,1.6277722768340936,21.277722768340936,5.007861605747066,Low (5-10%),1.0837615002828835,41804275
Brock Faber,MIN,D,5400,6.491677219283521,11.08,-4.588322780716479,1.202162448015467,1.6229193048208803,21.229193048208803,4.742565393531646,Contrarian (<5%),1.1304489848031447,41804995
Rickard Rakell,PIT,W,6600,6.451815510605873,11.4,-4.948184489394127,0.9775478046372535,1.6129538776514682,21.129538776514682,1.1791922605691292,Contrarian (<5%),2.960645385607639,41804523
Alex Ovechkin,WSH,W,6700,6.42783480958963,10.27,-3.8421651904103697,0.959378329789497,1.6069587023974075,21.069587023974073,0.6883561920129057,Contrarian (<5%),3.8071556464197194,41804521
Matthew Tkachuk,FLA,W,6900,6.417870805825036,10.61,-4.192129194174964,0.9301262037427588,1.604467701456259,21.044677014562588,0.803346792575775,Contrarian (<5%),3.5588666762526553,41804517
Noah Dobson,MTL,D,5300,6.368632824536918,11.43,-5.061367175463082,1.2016288348182864,1.5921582061342294,20.921582061342292,4.909877045661293,Contrarian (<5%),1.077625266199475,41804997
Steven Stamkos,NSH,C,5200,6.319134416840326,9.9,-3.5808655831596745,1.215218157084678,1.5797836042100815,20.797836042100815,1.3285428677922564,Contrarian (<5%),2.713771992023337,41804551
Moritz Seider,DET,D,6000,6.292119589052032,11.2,-4.907880410947968,1.0486865981753386,1.573029897263008,20.73029897263008,4.274398324534294,Contrarian (<5%),1.1929549499103478,41804983
John Tavares,TOR,C,5700,6.283012085509535,9.78,-3.4969879144904645,1.1022828220192167,1.5707530213773837,20.707530213773836,5.047308047389288,Low (5-10%),1.0389766878540285,41804291
Josh Morrissey,WPG,D,5500,6.270140535283819,10.55,-4.279859464716182,1.1400255518697853,1.5675351338209547,20.675351338209545,4.348601291547569,Contrarian (<5%),1.172295370977187,41804993
Lucas Raymond,DET,W,5700,6.258706437466195,10.84,-4.581293562533805,1.0980186732396833,1.5646766093665487,20.646766093665487,1.322411685661137,Contrarian (<5%),2.6949168728818576,41804541
Kyle Palmieri,NYI,C,2500,6.229694531053217,9.67,-3.440305468946783,2.491877812421287,1.5574236327633042,20.57423632763304,1.0805234491617919,Contrarian (<5%),2.9942919093572615,41804835
Ryan O'Reilly,NSH,C,5000,6.2068077120997085,10.2,-3.993192287900291,1.2413615424199418,1.5517019280249271,20.517019280249272,5.786903857317747,Low (5-10%),0.9145271308665188,41804305
Roope Hintz,DAL,C,5200,6.1964062066824,9.57,-3.3735937933176006,1.1916165782081538,1.5491015516706,20.491015516706,5.057488014052229,Low (5-10%),1.0229333004552228,41804301
Nick Schmaltz,UTA,C,6000,6.148224643298089,10.61,-4.46177535670191,1.0247041072163483,1.5370561608245223,20.370561608245225,5.6706745107006515,Low (5-10%),0.921679604279225,41804285
Kevin Lankinen,VAN,G,7000,6.128337402078671,7.69,-1.5616625979213294,0.8754767717255244,1.5320843505196677,22.256674804157342,1.4946823995415517,Contrarian (<5%),2.4565601630110816,41805393
Sergei Bobrovsky,FLA,G,8000,6.118548073626782,7.94,-1.8214519263732187,0.7648185092033477,1.5296370184066954,22.237096147253563,4.381859650360579,Contrarian (<5%),1.136883618512208,41805358
Dylan Cozens,OTT,C,5100,6.037193629939734,9.48,-3.442806370060266,1.1837634568509283,1.5092984074849336,20.092984074849337,4.944914155999846,Contrarian (<5%),1.0155224232879387,41804303
Mathew Barzal,NYI,C,6300,6.030795268726241,9.92,-3.889204731273759,0.9572690902740065,1.5076988171815602,20.0769881718156,4.843781616924279,Contrarian (<5%),1.0320021629932832,41804281
Carter Verhaeghe,FLA,C,5900,5.996243633986145,9.22,-3.2237563660138555,1.0163124803366348,1.4990609084965363,19.990609084965364,0.6837934967844507,Contrarian (<5%),3.561151438960421,41804537
Clayton Keller,UTA,W,6100,5.994905267594545,10.67,-4.675094732405455,0.9827713553433681,1.4987263168986362,19.987263168986363,1.0872106570290387,Contrarian (<5%),2.872209016088374,41804533
Dylan Strome,WSH,C,5800,5.984172422261222,9.66,-3.6758275777387786,1.0317538659071073,1.4960431055653054,19.960431055653054,5.25579486205853,Low (5-10%),0.9565806670796222,41804289
Gabriel Vilardi,WPG,C,4700,5.938596389464416,9.49,-3.5514036105355844,1.2635311466945565,1.484649097366104,19.84649097366104,1.1738353781803377,Contrarian (<5%),2.7318519373971473,41804577
Tyler Bertuzzi,CHI,W,4300,5.910368935768397,9.95,-4.039631064231602,1.374504403667069,1.4775922339420993,19.775922339420994,1.546392342098994,Contrarian (<5%),2.321075522437549,41804597
Logan Cooley,UTA,C,4900,5.891204974515074,10.19,-4.298795025484925,1.202286729492872,1.4728012436287685,19.728012436287685,5.112104929093731,Low (5-10%),0.963858612189858,41804307
Anton Lundell,FLA,C,4500,5.883527782086553,9.46,-3.576472217913448,1.3074506182414563,1.4708819455216382,19.708819455216382,4.799043252620566,Contrarian (<5%),1.0145687013849756,41804315
Mikhail Sergachev,UTA,D,5600,5.879627821964893,10.38,-4.500372178035108,1.049933539636588,1.4699069554912232,19.69906955491223,3.747383764468834,Contrarian (<5%),1.2384985317534658,41804991
Nazem Kadri,CGY,C,5600,5.838143927567041,8.98,-3.14185607243296,1.0425257013512572,1.4595359818917601,19.5953598189176,4.4943989936214175,Contrarian (<5%),1.0625627906427408,41804293
Erik Karlsson,PIT,D,5100,5.837231232464391,8.6,-2.7627687675356087,1.1445551436204688,1.4593078081160977,19.593078081160975,3.1633745691564052,Contrarian (<5%),1.40204325493758,41805001
Aliaksei Protas,WSH,C,4900,5.826892551030679,9.18,-3.353107448969321,1.1891617451083016,1.4567231377576697,19.567231377576697,1.145902264946995,Contrarian (<5%),2.7153578456074774,41804561
Drake Batherson,OTT,W,4900,5.794623844207066,9.72,-3.925376155792935,1.1825762947361358,1.4486559610517664,19.486559610517666,1.2962324432925307,Contrarian (<5%),2.523535394308012,41804565
Juraj Slafkovský,MTL,W,5100,5.728357238526977,10.3,-4.571642761473024,1.1232073016719564,1.4320893096317442,19.32089309631744,1.0772714398324466,Contrarian (<5%),2.7576353906781814,41804555
Artturi Lehkonen,COL,W,5500,5.721305953287905,9.38,-3.658694046712096,1.0402374460523462,1.4303264883219762,19.30326488321976,0.9589445246504137,Contrarian (<5%),2.9206064190658534,41804545
