name,team,position,salary,projected_fpts,dk_avg_fpts,edge,value,floor,ceiling,player_type
Curtis Lazar,EDM,C,2500,3.279375869138799,2.74,0.5393758691387989,1.3117503476555197,0.8198439672846998,13.198439672846998,skater
Mitchell Chaffee,TBL,W,2500,3.21883180251701,2.09,1.12883180251701,1.287532721006804,0.8047079506292525,13.047079506292524,skater
Tim Washe,ANA,C,2500,2.946416128231775,2.62,0.326416128231775,1.17856645129271,0.7366040320579438,12.366040320579437,skater
Maxim Tsyplakov,NYI,W,2500,2.9309303753740212,1.74,1.1909303753740212,1.1723721501496085,0.7327325938435053,12.327325938435052,skater
Liam O'Brien,UTA,C,2500,2.8637372968887034,2.64,0.22373729688870325,1.1454949187554813,0.7159343242221758,12.159343242221759,skater
Trent Frederic,EDM,C,2500,2.8479338368338776,2.2,0.6479338368338774,1.139173534733551,0.7119834592084694,12.119834592084693,skater
Matt Rempe,NYR,C,2500,2.6021150153145878,1.64,0.9621150153145879,1.040846006125835,0.6505287538286469,11.50528753828647,skater
Brett Berard,NYR,W,2500,2.4919122152142674,2.48,0.011912215214267441,0.996764886085707,0.6229780538035669,11.22978053803567,skater
Curtis Douglas,TBL,C,2500,2.3967061341830935,1.6,0.7967061341830934,0.9586824536732375,0.5991765335457734,10.991765335457734,skater
Brandon Tanev,UTA,W,2500,2.2118496294920713,2.35,-0.13815037050792878,0.8847398517968286,0.5529624073730178,10.52962407373018,skater
Garnet Hathaway,PHI,W,2500,2.0879329390309644,2.08,0.00793293903096437,0.8351731756123858,0.5219832347577411,10.21983234757741,skater
Jaroslav Chmelar,NYR,W,2500,1.966893452541356,1.4,0.566893452541356,0.7867573810165424,0.491723363135339,9.91723363135339,skater
Nicolas Deslauriers,PHI,W,2500,1.7515414952596502,1.11,0.6415414952596501,0.7006165981038601,0.43788537381491255,9.378853738149125,skater
Andrei Vasilevskiy,TBL,G,8200,15.96028962402271,13.43,2.5302896240227106,1.946376783417404,3.1920579248045424,41.92057924804542,goalie
Ilya Sorokin,NYI,G,7400,15.559236039287342,14.1,1.459236039287342,2.1025994647685597,3.1118472078574686,41.11847207857468,goalie
Jeremy Swayman,BOS,G,7800,14.694560414066684,12.09,2.6045604140666843,1.8839180018034212,2.938912082813337,39.38912082813337,goalie
Connor Ingram,EDM,G,8400,13.927505351228616,12.22,1.7075053512286154,1.65803635133674,2.7855010702457235,37.855010702457236,goalie
Joonas Korpisalo,BOS,G,7800,13.832586182162098,10.6,3.2325861821620983,1.7734084848925766,2.7665172364324198,37.66517236432419,goalie
Karel Vejmelka,UTA,G,7200,13.146084935271203,11.4,1.7460849352712025,1.8258451298987781,2.6292169870542406,36.29216987054241,goalie
David Rittich,NYI,G,7400,13.108898910262429,11.38,1.7288989102624281,1.771472825711139,2.621779782052486,36.21779782052486,goalie
Lukas Dostal,ANA,G,7000,12.81684109483052,10.52,2.296841094830521,1.830977299261503,2.5633682189661045,35.633682189661045,goalie
Jonas Johansson,TBL,G,8200,12.386284133362738,9.5,2.8862841333627376,1.5105224552881389,2.477256826672548,34.77256826672547,goalie
Ville Husso,ANA,G,7000,12.080953677544517,9.46,2.6209536775445166,1.7258505253635026,2.416190735508904,34.161907355089035,goalie
Calvin Pickard,EDM,G,8200,9.682022325908587,6.34,3.3420223259085873,1.1807344299888523,1.9364044651817176,29.364044651817174,goalie
Jonathan Quick,NYR,G,7600,9.638801876319809,7.32,2.3188018763198084,1.2682634047789223,1.9277603752639618,29.277603752639617,goalie
Spencer Martin,NYR,G,7600,9.362144603867076,4.0,5.362144603867076,1.2318611320877733,1.8724289207734153,28.724289207734152,goalie
Vitek Vanecek,UTA,G,7200,8.709063539332549,6.68,2.029063539332549,1.2095921582406317,1.7418127078665098,27.418127078665098,goalie
Samuel Ersson,PHI,G,8000,7.841338935223542,5.54,2.3013389352235416,0.9801673669029427,1.5682677870447084,25.682677870447083,goalie
