name,team,position,salary,projected_fpts,dk_avg_fpts,edge,value,floor,ceiling,predicted_ownership,ownership_tier,leverage_score,dk_id
Ryan Donato,CHI,C,2800,6.452944126924945,5.46,0.9929441269249448,2.3046229024731946,1.6132360317312362,21.13236031731236,0.2041064810022612,Contrarian (<5%),5.359114188600424,41767129
Jared Spurgeon,MIN,D,3100,6.438901901034089,6.78,-0.3410980989659116,2.077065129365835,1.6097254752585222,21.097254752585222,0.7969754465566875,Contrarian (<5%),3.5831885813309956,41767683
Yan Kuznetsov,CGY,D,2800,6.426475140497961,6.13,0.29647514049796087,2.2951696930349863,1.6066187851244902,21.0661878512449,0.693022127440598,Contrarian (<5%),3.795860099131186,41767731
Matthew Wood,NSH,W,2500,6.4157309776645395,5.45,0.9657309776645393,2.566292391065816,1.6039327444161349,21.039327444161348,0.3061597215033918,Contrarian (<5%),4.911903859874061,41767431
Emmitt Finnie,DET,C,2600,6.415090701023534,5.83,0.5850907010235336,2.4673425773167437,1.6037726752558834,21.037726752558832,0.2662258447855581,Contrarian (<5%),5.066308453141676,41767185
Parker Kelly,COL,C,2700,6.410408902785312,5.94,0.47040890278531133,2.3742255195501154,1.602602225696328,21.02602225696328,1.0236058592340722,Contrarian (<5%),3.1678149544455407,41766623
Pontus Holmberg,TBL,W,2700,6.410289956535782,5.03,1.3802899565357816,2.374181465383623,1.6025724891339455,21.025724891339454,0.2662258447855581,Contrarian (<5%),5.062517072237929,41767157
Noah Ostlund,BUF,C,3300,6.4064992330674295,5.37,1.0364992330674294,1.9413634039598273,1.6016248082668574,21.016248082668575,1.0236058592340722,Contrarian (<5%),3.165882923215229,41766579
Jamie Benn,DAL,W,2700,6.39347373887443,5.41,0.9834737388744301,2.367953236620159,1.5983684347186076,20.983684347186077,0.3061597215033918,Contrarian (<5%),4.894863647698103,41767167
Mario Ferraro,SJS,D,2800,6.360351353918033,6.81,-0.4496486460819664,2.2715540549707263,1.5900878384795083,20.900878384795085,0.693022127440598,Contrarian (<5%),3.756803440917339,41767743
Nikita Zadorov,BOS,D,2900,6.34916349412239,6.05,0.2991634941223902,2.1893667221111692,1.5872908735305975,20.872908735305977,0.693022127440598,Contrarian (<5%),3.750195222622782,41767709
Matias Maccelli,TOR,W,3900,6.304743191743207,5.21,1.0947431917432073,1.6166008183956941,1.5761857979358018,20.76185797935802,0.7986775343566744,Contrarian (<5%),3.505210395591113,41766985
Brett Pesce,NJD,D,3000,6.290494776338495,7.37,-1.0795052236615055,2.0968315921128315,1.5726236940846237,20.726236940846235,0.693022127440598,Contrarian (<5%),3.715541973363372,41767689
Braden Schneider,NYR,D,3500,6.283336705781625,5.87,0.4133367057816253,1.7952390587947502,1.5708341764454063,20.70834176445406,2.079066382321794,Contrarian (<5%),2.0406629561015266,41767627
Kevin Hayes,PIT,W,2500,6.2753764598259965,4.6,1.6753764598259968,2.5101505839303986,1.5688441149564991,20.68844114956499,1.0236058592340722,Contrarian (<5%),3.1010863262677075,41766753
A.J. Greer,FLA,W,2500,6.263269751423236,5.05,1.213269751423236,2.5053079005692944,1.565817437855809,20.65817437855809,0.2662258447855581,Contrarian (<5%),4.946408081319769,41767399
Teuvo Teravainen,CHI,C,3200,6.255647917255343,5.94,0.315647917255343,1.9548899741422947,1.5639119793138359,20.63911979313836,0.3327823059819477,Contrarian (<5%),4.693675695706659,41767061
Matthew Robertson,NYR,D,2800,6.252129519975492,4.89,1.3621295199754924,2.232903399991247,1.563032379993873,20.63032379993873,0.693022127440598,Contrarian (<5%),3.6928811612327,41767741
Marshall Warren,NYI,D,2500,6.246265134640175,4.0,2.2462651346401747,2.4985060538560697,1.5615662836600437,20.615662836600436,1.039533191160897,Contrarian (<5%),3.062595481020251,41767905
Mavrik Bourque,DAL,C,3200,6.241027793582018,5.23,1.0110277935820173,1.9503211854943805,1.5602569483955044,20.602569483955044,0.2041064810022612,Contrarian (<5%),5.183119509818748,41767073
Josh Anderson,MTL,W,2500,6.229826595390447,5.53,0.699826595390447,2.491930638156179,1.5574566488476118,20.57456648847612,0.2662258447855581,Contrarian (<5%),4.919996397992888,41767235
Joel Nystrom,CAR,D,2500,6.213641947887823,3.79,2.4236419478878233,2.4854567791551294,1.5534104869719558,20.534104869719556,1.039533191160897,Contrarian (<5%),3.0466000626109127,41767887
Rutger McGroarty,PIT,W,2500,6.211129220578366,4.51,1.7011292205783661,2.4844516882313465,1.5527823051445915,20.527823051445914,0.2662258447855581,Contrarian (<5%),4.905230173713799,41767417
Michael Misa,SJS,C,2900,6.207895790008728,5.59,0.6178957900087285,2.140653720692665,1.551973947502182,20.519739475021822,0.7847644920794554,Contrarian (<5%),3.478271680974456,41766611
Dalibor Dvorsky,STL,W,2700,6.172875642332558,4.87,1.302875642332558,2.2862502379009473,1.5432189105831395,20.432189105831394,1.5354087888511085,Contrarian (<5%),2.4346668156537103,41766625
Uvis Balinskis,FLA,D,3000,6.166933374469698,4.08,2.086933374469698,2.055644458156566,1.5417333436174245,20.417333436174246,1.039533191160897,Contrarian (<5%),3.023698462568043,41767697
Tanner Laczynski,VGK,C,2500,6.142368928848298,4.74,1.402368928848298,2.4569475715393194,1.5355922322120745,20.355922322120747,1.177146738119183,Contrarian (<5%),2.821293035192765,41766701
Yanni Gourde,TBL,C,2900,6.132799914238216,5.08,1.052799914238216,2.1147585911166265,1.533199978559554,20.331999785595542,0.6824039061560482,Contrarian (<5%),3.6452601493599834,41766607
Nick Lardis,CHI,W,2500,6.119847436267803,5.5,0.6198474362678033,2.4479389745071214,1.5299618590669508,20.29961859066951,0.2662258447855581,Contrarian (<5%),4.8331405187075696,41767203
Kirby Dach,MTL,C,2700,6.114612988693336,6.35,-0.2353870113066634,2.264671477293828,1.528653247173334,20.28653247173334,0.17748389652370541,Contrarian (<5%),5.192948291476049,41767151
Carl Grundstrom,PHI,W,2800,6.112026479473707,5.49,0.6220264794737069,2.1828665998120385,1.5280066198684268,20.280066198684267,0.17748389652370541,Contrarian (<5%),5.190751650632581,41767133
Jonathan Drouin,NYI,W,3300,6.102134514503186,5.11,0.9921345145031859,1.8491316710615717,1.5255336286257966,20.255336286257965,0.2662258447855581,Contrarian (<5%),4.819151764775907,41767053
Samuel Girard,COL,D,2800,6.094503353757018,4.39,1.7045033537570182,2.1766083406275065,1.5236258384392545,20.236258384392546,0.693022127440598,Contrarian (<5%),3.599777731771466,41767725
Colton Parayko,STL,D,3600,6.093379132845646,7.91,-1.816620867154354,1.692605314679346,1.5233447832114115,20.233447832114116,2.079066382321794,Contrarian (<5%),1.978969718818107,41767613
Nino Niederreiter,WPG,W,2600,6.089772607480597,4.98,1.109772607480597,2.3422202336463833,1.5224431518701493,20.224431518701493,0.2041064810022612,Contrarian (<5%),5.057503388248237,41767181
Brendan Gallagher,MTL,W,2500,6.07631815404203,4.64,1.4363181540420307,2.4305272616168123,1.5190795385105076,20.190795385105076,0.3061597215033918,Contrarian (<5%),4.652048332227072,41767233
Kaedan Korczak,VGK,D,2500,6.054506464806098,5.16,0.8945064648060983,2.4218025859224395,1.5136266162015246,20.136266162015247,0.693022127440598,Contrarian (<5%),3.576153179969899,41767881
Johnathan Kovacevic,NJD,D,2500,6.0452410509385555,5.64,0.4052410509385558,2.4180964203754223,1.5113102627346389,20.11310262734639,0.693022127440598,Contrarian (<5%),3.570680473076487,41767847
Barrett Hayton,UTA,C,3300,6.0167231716348555,5.84,0.17672317163485562,1.8232494459499564,1.5041807929087139,20.04180792908714,1.0236058592340722,Contrarian (<5%),2.97326830923101,41766577
Alex Steeves,BOS,C,2700,6.009045836548603,5.64,0.36904583654860357,2.225572532055038,1.5022614591371508,20.022614591371507,0.17748389652370541,Contrarian (<5%),5.10329343296257,41767149
Nick Paul,TBL,W,2800,6.0057861320882555,4.89,1.1157861320882558,2.1449236186029483,1.5014465330220639,20.014465330220638,0.2041064810022612,Contrarian (<5%),4.987753348100264,41767139
Ryker Evans,SEA,D,2500,5.994373043968071,4.81,1.1843730439680717,2.3977492175872284,1.4985932609920178,19.985932609920177,0.693022127440598,Contrarian (<5%),3.540634789593671,41767933
John Marino,UTA,D,2800,5.989091082617122,5.22,0.7690910826171224,2.1389611009346865,1.4972727706542805,19.972727706542805,0.693022127440598,Contrarian (<5%),3.537514947705406,41767739
Tyler Myers,VAN,D,2900,5.980522041963346,5.56,0.42052204196334664,2.062248979987361,1.4951305104908366,19.951305104908364,0.693022127440598,Contrarian (<5%),3.5324535604294285,41767713
Peyton Krebs,BUF,C,2600,5.976650098221089,5.08,0.8966500982210892,2.2987115762388806,1.4941625245552723,19.94162524555272,1.0236058592340722,Contrarian (<5%),2.9534655036446824,41766641
Shane Wright,SEA,C,3400,5.972931385573219,5.69,0.2829313855732183,1.7567445251685938,1.4932328463933047,19.932328463933047,0.7847644920794554,Contrarian (<5%),3.346621591857236,41766571
Adam Larsson,SEA,D,3200,5.955404929008238,7.14,-1.1845950709917616,1.8610640403150742,1.4888512322520595,19.888512322520597,0.693022127440598,Contrarian (<5%),3.5176178931643594,41767665
Gabe Perreault,NYR,W,2800,5.951739026307727,4.91,1.0417390263077273,2.1256210808241884,1.4879347565769319,19.87934756576932,0.17748389652370541,Contrarian (<5%),5.054624563341454,41767145
Marat Khusnutdinov,BOS,C,2900,5.951663122192042,5.48,0.47166312219204176,2.0522976283420835,1.4879157805480105,19.879157805480105,0.17748389652370541,Contrarian (<5%),5.054560100365858,41767109
Jake McCabe,TOR,D,3500,5.948371123792451,7.48,-1.5316288762075496,1.6995346067978432,1.4870927809481127,19.870927809481127,2.079066382321794,Contrarian (<5%),1.9318749208995734,41767623
Ian Moore,ANA,D,2500,5.92929495055625,5.47,0.45929495055625047,2.3717179802225,1.4823237376390626,19.823237376390626,0.693022127440598,Contrarian (<5%),3.502195780228683,41767857
Dylan DeMelo,WPG,D,2700,5.922283736660269,5.92,0.0022837366602690423,2.193438420985285,1.4805709341650672,19.805709341650672,0.693022127440598,Contrarian (<5%),3.4980545384915884,41767755
Max Shabanov,NYI,W,2800,5.92135737238084,4.61,1.31135737238084,2.1147704901360145,1.48033934309521,19.8033934309521,0.17748389652370541,Contrarian (<5%),5.02882238123384,41767137
Ben Chiarot,DET,D,3100,5.9106268053267135,6.89,-0.9793731946732862,1.9066538081699076,1.4776567013316784,19.776567013316786,0.693022127440598,Contrarian (<5%),3.491169258527069,41767679
Alex Iafallo,WPG,W,3000,5.900993656010443,5.63,0.2709936560104431,1.9669978853368144,1.4752484140026108,19.752484140026105,0.2041064810022612,Contrarian (<5%),4.900724104647819,41767099
Reilly Smith,VGK,W,3100,5.881710090325575,4.08,1.8017100903255745,1.897325835588895,1.4704275225813936,19.704275225813937,0.2218548706546318,Contrarian (<5%),4.813755079745549,41767081
Jordan Martinook,CAR,W,2800,5.857070715079901,5.26,0.5970707150799015,2.0918109696713936,1.4642676787699753,19.642676787699752,0.17748389652370541,Contrarian (<5%),4.974225747266503,41767135
Dylan Samberg,WPG,D,2900,5.837289727294384,5.9,-0.06271027270561635,2.0128585266532357,1.459322431823596,19.59322431823596,0.693022127440598,Contrarian (<5%),3.447851999500339,41767719
Jeremy Lauzon,VGK,D,2900,5.830804839199954,5.47,0.3608048391999539,2.0106223583448117,1.4577012097999884,19.577012097999884,0.693022127440598,Contrarian (<5%),3.4440216372213572,41767715
Nate Schmidt,UTA,D,2600,5.829953410657449,5.34,0.48995341065744924,2.242289773329788,1.4574883526643623,19.574883526643625,0.693022127440598,Contrarian (<5%),3.4435187326646446,41767775
Nick Bjugstad,STL,C,2500,5.828693982670119,5.14,0.6886939826701193,2.3314775930680476,1.4571734956675297,19.571734956675297,1.0236058592340722,Contrarian (<5%),2.8803504180780832,41766653
Jonathan Toews,WPG,C,3000,5.828475631066273,5.09,0.7384756310662732,1.9428252103554244,1.4571189077665683,19.571189077665682,1.0236058592340722,Contrarian (<5%),2.8802425158386975,41766601
Alexandre Carrier,MTL,D,3000,5.82434491840403,7.31,-1.4856550815959695,1.9414483061346768,1.4560862296010075,19.560862296010075,0.693022127440598,Contrarian (<5%),3.440206022120278,41767685
Kaiden Guhle,MTL,D,2500,5.815407752807359,4.87,0.945407752807359,2.3261631011229436,1.4538519382018398,19.5385193820184,0.693022127440598,Contrarian (<5%),3.4349271982633316,41767823
Cole Smith,NSH,W,2500,5.803187924244021,4.46,1.3431879242440212,2.3212751696976084,1.4507969810610053,19.507969810610053,0.17748389652370541,Contrarian (<5%),4.928464789520109,41767429
Danila Yurov,MIN,W,3400,5.777758314154384,5.19,0.5877583141543834,1.6993406806336424,1.444439578538596,19.444395785385957,0.6824039061560482,Contrarian (<5%),3.4342278290089028,41766573
Kevin Bahl,CGY,D,3000,5.768424765232988,5.09,0.6784247652329878,1.9228082550776626,1.442106191308247,19.421061913082468,0.693022127440598,Contrarian (<5%),3.4071762393048703,41767693
Samuel Ersson,PHI,G,7100,5.759772345328452,5.3,0.4597723453284521,0.8112355415955567,1.1519544690656904,21.519544690656904,2.5312158751157523,Contrarian (<5%),1.6311017363501312,41768130
Tyler Tucker,STL,D,2500,5.754104486307083,3.89,1.8641044863070833,2.3016417945228334,1.4385261215767708,19.38526121576771,0.693022127440598,Contrarian (<5%),3.398717827159039,41767803
Wyatt Kaiser,CHI,D,2500,5.733275975144601,4.29,1.4432759751446014,2.2933103900578407,1.4333189937861504,19.333189937861505,0.693022127440598,Contrarian (<5%),3.386415264289427,41767791
Matt Savoie,EDM,C,2700,5.722694608725967,4.94,0.7826946087259667,2.119516521750358,1.4306736521814918,19.30673652181492,0.17748389652370541,Contrarian (<5%),4.860104350998873,41767161
Denver Barkey,PHI,C,2900,5.699645672357525,5.08,0.6196456723575245,1.9653950594336291,1.4249114180893812,19.249114180893812,0.2041064810022612,Contrarian (<5%),4.733506348718691,41767115
John Leonard,DET,W,2500,5.692695770854292,5.37,0.3226957708542919,2.277078308341717,1.423173942713573,19.23173942713573,0.17748389652370541,Contrarian (<5%),4.83462728251391,41767463
Michael Kesselring,BUF,D,2600,5.685322249653918,4.98,0.7053222496539178,2.1866624037130453,1.4213305624134795,19.213305624134797,0.693022127440598,Contrarian (<5%),3.358090929531218,41767781
Ryan Poehling,ANA,C,4100,5.673795538880015,5.98,-0.306204461119985,1.3838525704585405,1.4184488847200039,19.184488847200036,1.2283270310808867,Contrarian (<5%),2.546213127490469,41766539
Mackenzie MacEachern,VAN,W,2500,5.670699124091783,5.04,0.630699124091783,2.268279649636713,1.4176747810229458,19.176747810229458,0.17748389652370541,Contrarian (<5%),4.815946222987364,41767253
Cale Fleury,SEA,D,2500,5.630730904831302,4.45,1.180730904831302,2.252292361932521,1.4076827262078255,19.076827262078254,0.693022127440598,Contrarian (<5%),3.3258460203018605,41767937
Scott Laughton,TOR,C,3200,5.620681088303168,5.32,0.3006810883031674,1.7564628400947397,1.405170272075792,19.05170272075792,0.6824039061560482,Contrarian (<5%),3.3408630755888367,41766585
Alex Vlasic,CHI,D,2600,5.619531753715088,5.48,0.13953175371508753,2.1613583668134955,1.404882938428772,19.04882938428772,0.693022127440598,Contrarian (<5%),3.3192311326788944,41767765
Drew Helleson,ANA,D,2500,5.601545755729621,4.85,0.7515457557296212,2.2406183022918484,1.4003864389324052,19.00386438932405,0.693022127440598,Contrarian (<5%),3.308607527887233,41767855
Nick Seeler,PHI,D,3100,5.589478338098104,6.14,-0.5505216619018958,1.8030575284187431,1.397369584524526,18.97369584524526,0.693022127440598,Contrarian (<5%),3.3014797901950153,41767673
Jack Drury,COL,C,3000,5.544475927884132,5.19,0.3544759278841312,1.8481586426280439,1.386118981971033,18.86118981971033,0.6824039061560482,Contrarian (<5%),3.295567674086144,41766593
Nils Lundkvist,DAL,D,2600,5.542729157716596,4.5,1.0427291577165958,2.1318189068140754,1.385682289429149,18.85682289429149,0.693022127440598,Contrarian (<5%),3.273866931730973,41767783
Scott Morrow,NYR,D,3000,5.526337441125729,4.24,1.2863374411257285,1.8421124803752429,1.3815843602814322,18.815843602814322,0.7969754465566875,Contrarian (<5%),3.0753550092824793,41767701
Niko Mikkola,FLA,D,2500,5.523697869209899,4.22,1.3036978692098993,2.2094791476839597,1.3809244673024748,18.809244673024747,0.693022127440598,Contrarian (<5%),3.26262591591775,41767981
Andrew Peeke,BOS,D,2500,5.512746692666639,5.9,-0.3872533073333617,2.2050986770666556,1.3781866731666597,18.781866731666597,0.693022127440598,Contrarian (<5%),3.256157496890164,41767813
Brenden Dillon,NJD,D,2600,5.499188758008164,4.72,0.7791887580081642,2.1150725992339092,1.374797189502041,18.74797189502041,0.693022127440598,Contrarian (<5%),3.248149370806797,41767767
Will Borgen,NYR,D,2500,5.490112889057911,4.71,0.7801128890579108,2.1960451556231644,1.3725282222644777,18.72528222264478,0.693022127440598,Contrarian (<5%),3.2427886204638745,41768015
Ryan Greene,CHI,C,3100,5.464193610862128,4.8,0.664193610862128,1.7626431002781058,1.366048402715532,18.66048402715532,0.17748389652370541,Contrarian (<5%),4.640567592469084,41767075
Alexander Petrovic,DAL,D,2500,5.458689298152423,5.25,0.20868929815242332,2.1834757192609695,1.3646723245381058,18.646723245381057,0.693022127440598,Contrarian (<5%),3.2242279706081094,41768049
Brian Dumoulin,LAK,D,2500,5.458111929102939,4.96,0.4981119291029392,2.1832447716411756,1.3645279822757348,18.64527982275735,0.693022127440598,Contrarian (<5%),3.2238869419587335,41767923
Ilya Solovyov,COL,D,2500,5.449424998880254,4.76,0.6894249988802539,2.1797699995521014,1.3623562497200634,18.623562497200634,0.693022127440598,Contrarian (<5%),3.2187559220613045,41767991
Henri Jokiharju,BOS,D,2500,5.449174399612778,3.84,1.6091743996127779,2.179669759845111,1.3622935999031944,18.622935999031945,0.693022127440598,Contrarian (<5%),3.218607903164555,41767815
Warren Foegele,LAK,W,3100,5.444713658278016,4.44,1.0047136582780158,1.7563592446058116,1.361178414569504,18.61178414569504,0.2041064810022612,Contrarian (<5%),4.521787519776494,41767083
Marcus Pettersson,VAN,D,3000,5.422838866893689,5.09,0.332838866893689,1.8076129556312297,1.3557097167234222,18.55709716723422,0.693022127440598,Contrarian (<5%),3.203052564405397,41767687
Oliver Moore,CHI,C,2600,5.387200436140712,4.66,0.7272004361407118,2.0720001677464275,1.346800109035178,18.46800109035178,1.0236058592340722,Contrarian (<5%),2.6621787101267578,41766633
Harrison Brunicke,PIT,D,2500,5.382626559610744,4.82,0.5626265596107434,2.1530506238442975,1.345656639902686,18.45656639902686,0.693022127440598,Contrarian (<5%),3.179300773669067,41768001
Jani Nyman,SEA,W,2500,5.382445554884925,3.99,1.392445554884925,2.15297822195397,1.3456113887212313,18.45611388721231,0.17748389652370541,Contrarian (<5%),4.57114154238165,41767353
Otto Stenberg,STL,C,2500,5.36009535040525,4.83,0.5300953504052499,2.1440381401621,1.3400238376013125,18.400238376013125,0.6824039061560482,Contrarian (<5%),3.185974147344903,41766659
Taylor Ward,LAK,W,2500,5.34570355454709,4.29,1.0557035545470903,2.138281421818836,1.3364258886367726,18.364258886367725,0.2041064810022612,Contrarian (<5%),4.4395604864592135,41767343
Hunter Brzustewicz,CGY,D,2500,5.333432471731329,2.83,2.5034324717313288,2.1333729886925314,1.3333581179328322,18.33358117932832,0.7969754465566875,Contrarian (<5%),2.9680052011568097,41767859
Max Jones,EDM,W,2500,5.322228603856795,4.26,1.062228603856795,2.128891441542718,1.3305571509641987,18.305571509641986,0.17748389652370541,Contrarian (<5%),4.520001181816287,41767395
Adam Wilsby,NSH,D,2500,5.321963653064151,3.9,1.4219636530641515,2.1287854612256605,1.3304909132660379,18.304909132660377,0.693022127440598,Contrarian (<5%),3.1434696374048894,41768007
Sam Dickinson,SJS,D,2500,5.313058555064024,3.68,1.6330585550640238,2.1252234220256097,1.328264638766006,18.28264638766006,0.693022127440598,Contrarian (<5%),3.1382097545859984,41768041
Jamie Oleksiak,SEA,D,2500,5.30109964804397,5.15,0.15109964804396991,2.120439859217588,1.3252749120109926,18.252749120109925,0.693022127440598,Contrarian (<5%),3.1311461097427187,41767931
Nick Perbix,NSH,D,2700,5.2885634941146815,4.31,0.9785634941146819,1.9587272200424746,1.3221408735286704,18.221408735286705,0.693022127440598,Contrarian (<5%),3.123741508393391,41767761
Sam Steel,DAL,C,2900,5.283183457656413,4.67,0.6131834576564135,1.8217873991918667,1.3207958644141033,18.207958644141033,0.17748389652370541,Contrarian (<5%),4.486841368492594,41767125
J.T. Compher,DET,W,2600,5.282148270991607,4.98,0.3021482709916068,2.031595488842926,1.3205370677479018,18.205370677479017,0.7847644920794554,Contrarian (<5%),2.9595771847955685,41766639
Zemgus Girgensons,TBL,C,2500,5.243067871622846,4.64,0.6030678716228461,2.0972271486491385,1.3107669679057115,18.107669679057114,0.17748389652370541,Contrarian (<5%),4.452772464321589,41767359
Matt Grzelcyk,CHI,D,2500,5.229807094190628,3.51,1.719807094190628,2.0919228376762513,1.307451773547657,18.07451773547657,0.7969754465566875,Contrarian (<5%),2.9103386494299817,41767795
Alexander Holtz,VGK,W,2500,5.229612576510902,4.1,1.129612576510902,2.0918450306043606,1.3074031441277254,18.074031441277256,0.17748389652370541,Contrarian (<5%),4.44134530582569,41767303
David Tomasek,EDM,W,2500,5.228574382936108,4.01,1.218574382936108,2.091429753174443,1.307143595734027,18.07143595734027,0.17748389652370541,Contrarian (<5%),4.440463600710352,41767393
Jason Dickinson,CHI,C,2500,5.207888910552933,4.91,0.297888910552933,2.0831555642211734,1.3019722276382333,18.019722276382332,0.6824039061560482,Contrarian (<5%),3.095504528666902,41766645
Tanner Jeannot,BOS,W,2500,5.205711056122541,5.12,0.08571105612254115,2.0822844224490167,1.3014277640306353,18.014277640306354,0.17748389652370541,Contrarian (<5%),4.421046497104038,41767225
Jake Middleton,MIN,D,2700,5.205157397169732,4.91,0.29515739716973144,1.9278360730258264,1.301289349292433,18.012893492924327,0.693022127440598,Contrarian (<5%),3.0744768853308218,41767763
Marco Kasper,DET,C,3100,5.1923265538430945,4.76,0.4323265538430947,1.6749440496268047,1.2980816384607736,17.980816384607735,0.25513310125282657,Contrarian (<5%),4.13687325165778,41767087
Noel Acciari,PIT,C,2500,5.1871775311481105,4.74,0.4471775311481103,2.074871012459244,1.2967943827870276,17.967943827870275,0.17748389652370541,Contrarian (<5%),4.40530655787502,41767413
Emil Andrae,PHI,D,2500,5.183619875600401,3.93,1.2536198756004011,2.0734479502401606,1.2959049689001003,17.959049689001002,0.693022127440598,Contrarian (<5%),3.061755538562667,41767871
William Carrier,CAR,W,2500,5.171902681132039,4.0,1.171902681132039,2.0687610724528156,1.2929756702830097,17.929756702830097,0.17748389652370541,Contrarian (<5%),4.392334108688099,41767313
Gavin Brindley,COL,C,2600,5.1675890381862715,4.06,1.1075890381862719,1.9875342454562581,1.2918972595465679,17.91897259546568,0.2041064810022612,Contrarian (<5%),4.291637923819602,41767169
Timothy Liljegren,SJS,D,3000,5.161125821904409,5.67,-0.5088741780955912,1.7203752739681362,1.2902814554761022,17.902814554761022,0.693022127440598,Contrarian (<5%),3.0484692067827055,41767703
Dominic James,TBL,C,2700,5.156798824861095,4.26,0.8967988248610954,1.9099254906892944,1.2891997062152738,17.89199706215274,0.7847644920794554,Contrarian (<5%),2.8893441390986174,41766629
Robby Fabbri,STL,C,2500,5.148105383039567,4.47,0.6781053830395676,2.059242153215827,1.2870263457598918,17.870263457598917,0.17748389652370541,Contrarian (<5%),4.3721238126808855,41767209
Brandon Carlo,TOR,D,2900,5.128794493030148,5.81,-0.6812055069698513,1.7685498251828098,1.282198623257537,17.82198623257537,0.693022127440598,Contrarian (<5%),3.0293723926594684,41767721
Erik Cernak,TBL,D,2700,5.127733701592044,5.49,-0.3622662984079561,1.8991606302192754,1.281933425398011,17.81933425398011,0.693022127440598,Contrarian (<5%),3.028745825870464,41767757
Mark Kastelic,BOS,C,2500,5.124954102774532,5.23,-0.10504589722546864,2.0499816411098126,1.281238525693633,17.81238525693633,0.17748389652370541,Contrarian (<5%),4.352462159274511,41767223
Blake Lizotte,PIT,C,2500,5.090861574267839,4.27,0.8208615742678393,2.0363446297071355,1.2727153935669597,17.727153935669598,0.6824039061560482,Contrarian (<5%),3.0259449325099497,41766755
Philippe Myers,TOR,D,2500,5.080990140373876,4.12,0.9609901403738759,2.03239605614955,1.270247535093469,17.70247535093469,0.693022127440598,Contrarian (<5%),3.0011362864199476,41767963
Max Sasson,VAN,C,2500,5.0778095006343795,4.34,0.7378095006343797,2.0311238002537517,1.2694523751585949,17.694523751585947,0.6824039061560482,Contrarian (<5%),3.0181869419431773,41766667
Jack McBain,UTA,C,2800,5.0727870666255965,5.23,-0.1572129333744039,1.811709666651999,1.2681967666563991,17.68196766656399,0.7847644920794554,Contrarian (<5%),2.842272517824028,41766619
Jeff Petry,FLA,D,2500,5.050872754478115,3.44,1.6108727544781147,2.020349101791246,1.2627181886195287,17.627181886195288,0.693022127440598,Contrarian (<5%),2.983347159268201,41767985
Connor Clifton,PIT,D,2500,5.050731692442656,4.5,0.550731692442656,2.0202926769770624,1.262682923110664,17.62682923110664,0.693022127440598,Contrarian (<5%),2.9832638396038136,41767995
Bradly Nadeau,CAR,W,2500,5.036068804213217,4.28,0.7560688042132169,2.014427521685287,1.2590172010533043,17.590172010533042,0.17748389652370541,Contrarian (<5%),4.27697467377791,41767317
Cole Koepke,WPG,W,2500,5.019605319937866,4.11,0.9096053199378655,2.007842127975146,1.2549013299844665,17.549013299844667,0.17748389652370541,Contrarian (<5%),4.2629927549389715,41767333
Scott Mayfield,NYI,D,2800,5.0129874493571736,3.98,1.0329874493571736,1.7903526604847049,1.2532468623392934,17.532468623392933,0.693022127440598,Contrarian (<5%),2.9609698350106535,41767733
Connor Murphy,CHI,D,2500,5.00193067664716,4.98,0.021930676647159864,2.000772270658864,1.25048266916179,17.5048266916179,0.693022127440598,Contrarian (<5%),2.954439044579268,41767793
Freddy Gaudreau,SEA,C,2900,4.9955381682442965,4.96,0.035538168244296564,1.7225993683601024,1.2488845420610741,17.48884542061074,0.6824039061560482,Contrarian (<5%),2.969285883113579,41766605
Noah Laba,NYR,C,2600,4.983418355308931,4.55,0.43341835530893125,1.9166993674265118,1.2458545888272328,17.458545888272326,0.7847644920794554,Contrarian (<5%),2.79219940637808,41766637
Mikey Anderson,LAK,D,2600,4.976910534281921,4.58,0.396910534281921,1.9141963593392004,1.2442276335704803,17.442276335704804,0.693022127440598,Contrarian (<5%),2.939660653937048,41767771
Ian Cole,UTA,D,2500,4.967497777701914,6.04,-1.0725022222980858,1.9869991110807657,1.2418744444254786,17.418744444254784,0.693022127440598,Contrarian (<5%),2.9341009176362376,41767949
Daniil But,UTA,W,2800,4.941485517183589,4.91,0.03148551718358927,1.7648162561369964,1.2353713792958974,17.353713792958974,0.2041064810022612,Contrarian (<5%),4.103860908605399,41767141
Vladislav Namestnikov,WPG,C,2500,4.9408328342952785,4.63,0.31083283429527864,1.9763331337181114,1.2352082085738196,17.352082085738196,0.2041064810022612,Contrarian (<5%),4.1033188611215525,41767331
Jaccob Slavin,CAR,D,2900,4.933195238802837,5.02,-0.08680476119716296,1.7011018064837369,1.2332988097007092,17.332988097007092,0.693022127440598,Contrarian (<5%),2.9138397891234438,41767717
Gage Goncalves,TBL,C,2900,4.92159117555792,4.05,0.8715911755579198,1.6971004053648,1.23039779388948,17.3039779388948,0.2041064810022612,Contrarian (<5%),4.087338830251406,41767117
Sean Kuraly,BOS,C,2500,4.916331090993449,4.63,0.2863310909934489,1.9665324363973795,1.2290827727483622,17.290827727483624,0.6824039061560482,Contrarian (<5%),2.9222061795055314,41766661
Jake Evans,MTL,C,2500,4.913730739973472,4.79,0.12373073997347195,1.9654922959893888,1.228432684993368,17.28432684993368,0.6824039061560482,Contrarian (<5%),2.920660563134539,41766663
