name,team,actual_fpts,projected_fpts,error,position,date
I. Demidov,MTL,0.0,8.479657309385319,8.479657309385319,W,2026-01-31
M. Matheson,MTL,8.2,8.160460073783936,-0.03953992621606339,D,2026-01-31
K. Guhle,MTL,8.2,6.021107407322685,-2.1788925926773146,D,2026-01-31
A. Carrier,MTL,1.3,5.93412691437667,4.634126914376671,D,2026-01-31
L. Hutson,MTL,6.3,11.473920003719211,5.1739200037192115,D,2026-01-31
N. Dobson,MTL,12.6,9.993338144367186,-2.6066618556328134,D,2026-01-31
A. Xhekaj,MTL,0.0,3.847527278334092,3.847527278334092,D,2026-01-31
Z. Benson,BUF,0.0,8.760033343047594,8.760033343047594,W,2026-01-31
J. Zucker,BUF,0.0,11.473947103190634,11.473947103190634,W,2026-01-31
P. Krebs,BUF,0.0,5.933015348616198,5.933015348616198,C,2026-01-31
J. Quinn,BUF,0.0,9.60438619951166,9.60438619951166,W,2026-01-31
B. Malenstyn,BUF,2.6,3.707872229849259,1.1078722298492587,W,2026-01-31
T. Kozak,BUF,0.0,3.221895182242186,3.221895182242186,C,2026-01-31
R. McLeod,BUF,0.0,8.307733452658841,8.307733452658841,C,2026-01-31
T. Thompson,BUF,5.0,16.84664763599146,11.84664763599146,C,2026-01-31
N. Ostlund,BUF,8.5,6.28678560446108,-2.2132143955389196,C,2026-01-31
A. Tuch,BUF,5.0,13.122934589014095,8.122934589014095,W,2026-01-31
J. Doan,BUF,0.0,10.585398902510123,10.585398902510123,W,2026-01-31
K. Helenius,BUF,0.0,9.24500912941586,9.24500912941586,C,2026-01-31
B. Byram,BUF,6.3,8.797346141832309,2.497346141832309,D,2026-01-31
M. Kesselring,BUF,1.3,5.713297087095959,4.413297087095959,D,2026-01-31
M. Samuelsson,BUF,0.0,9.845664191784962,9.845664191784962,D,2026-01-31
O. Power,BUF,11.1,7.5741509523027,-3.5258490476972995,D,2026-01-31
R. Dahlin,BUF,6.3,14.408883671785429,8.108883671785428,D,2026-01-31
Z. Metsa,BUF,0.0,4.262532286734624,4.262532286734624,D,2026-01-31
C. Glass,NJD,6.3,7.619444086471094,1.3194440864710941,C,2026-01-31
L. Glendening,NJD,1.3,2.3668278119578767,1.0668278119578767,C,2026-01-31
C. Brown,NJD,5.0,6.596023950685672,1.5960239506856722,W,2026-01-31
T. Meier,NJD,8.5,11.636281946883926,3.1362819468839263,W,2026-01-31
L. Hameenaho,NJD,0.0,8.470303277036132,8.470303277036132,W,2026-01-31
E. Dadonov,NJD,6.9,2.310705234920991,-4.589294765079009,W,2026-01-31
P. Cotter,NJD,0.0,3.817352807581723,3.817352807581723,W,2026-01-31
J. Bratt,NJD,0.0,10.083234661409096,10.083234661409096,W,2026-01-31
A. Gritsyuk,NJD,0.0,8.43175496784734,8.43175496784734,W,2026-01-31
D. Mercer,NJD,0.0,8.607630112316572,8.607630112316572,C,2026-01-31
B. Dillon,NJD,0.0,5.211265483526373,5.211265483526373,D,2026-01-31
D. Hamilton,NJD,0.0,10.63622370977654,10.63622370977654,D,2026-01-31
J. Kovacevic,NJD,0.0,5.590822429454218,5.590822429454218,D,2026-01-31
S. Nemec,NJD,1.3,8.944841445438918,7.644841445438918,D,2026-01-31
B. Pesce,NJD,1.3,6.016652935252833,4.716652935252833,D,2026-01-31
J. Siegenthaler,NJD,2.6,4.652167624545898,2.052167624545898,D,2026-01-31
B. Tkachuk,OTT,22.8,15.194808760328929,-7.605191239671072,W,2026-01-31
S. Pinto,OTT,9.8,9.30820618255511,-0.4917938174448899,C,2026-01-31
T. Stützle,OTT,13.5,12.956078231266554,-0.5439217687334459,C,2026-01-31
D. Batherson,OTT,5.0,10.929181868068415,5.929181868068415,W,2026-01-31
F. Zetterlund,OTT,0.0,6.8357903389142045,6.8357903389142045,W,2026-01-31
N. Cousins,OTT,2.6,4.164064147946897,1.564064147946897,C,2026-01-31
M. Amadio,OTT,5.0,5.095890023350508,0.095890023350508,W,2026-01-31
D. Cozens,OTT,8.5,10.564875031500828,2.0648750315008275,C,2026-01-31
C. Giroux,OTT,5.0,8.19670780696533,3.19670780696533,W,2026-01-31
R. Greig,OTT,1.3,7.532162714841946,6.232162714841946,C,2026-01-31
S. Halliday,OTT,0.0,5.7602255226601695,5.7602255226601695,C,2026-01-31
L. Eller,OTT,1.3,3.664033980642737,2.364033980642737,C,2026-01-31
A. Zub,OTT,2.6,6.559193729265814,3.9591937292658135,D,2026-01-31
N. Jensen,OTT,8.2,5.353343824603129,-2.8466561753968707,D,2026-01-31
J. Spence,OTT,0.0,7.119850476163799,7.119850476163799,D,2026-01-31
T. Kleven,OTT,2.6,5.595469597810979,2.995469597810979,D,2026-01-31
T. Chabot,OTT,1.3,9.00110518742642,7.70110518742642,D,2026-01-31
J. Sanderson,OTT,16.9,11.212711980431331,-5.687288019568667,D,2026-01-31
F. Forsberg,NSH,17.0,12.443349614368936,-4.556650385631064,W,2026-01-31
T. Jost,NSH,5.0,3.985628578627883,-1.0143714213721169,C,2026-01-31
C. Smith,NSH,1.3,5.574264895702595,4.274264895702595,W,2026-01-31
M. McCarron,NSH,0.0,4.624791047231506,4.624791047231506,C,2026-01-31
E. Haula,NSH,6.3,6.780540957478179,0.48054095747817893,W,2026-01-31
M. Bunting,NSH,1.3,7.880339532039305,6.580339532039305,W,2026-01-31
M. Wood,NSH,14.8,6.014127802832268,-8.785872197167732,W,2026-01-31
L. Evangelista,NSH,0.0,9.443310114904614,9.443310114904614,W,2026-01-31
J. Marchessault,NSH,5.0,8.169692182545985,3.169692182545985,W,2026-01-31
O. Wiesblatt,NSH,0.0,3.112202548776726,3.112202548776726,C,2026-01-31
R. O'Reilly,NSH,1.3,10.998984024734405,9.698984024734404,C,2026-01-31
S. Stamkos,NSH,5.0,11.331701034453731,6.331701034453731,C,2026-01-31
J. Barron,NSH,0.0,4.2258561995802255,4.2258561995802255,D,2026-01-31
N. Perbix,NSH,0.0,5.2954075988544,5.2954075988544,D,2026-01-31
R. Josi,NSH,14.8,12.730197295177383,-2.0698027048226173,D,2026-01-31
B. Skjei,NSH,0.0,6.844587914027104,6.844587914027104,D,2026-01-31
A. Wilsby,NSH,5.0,5.539151918452567,0.5391519184525668,D,2026-01-31
S. Holmstrom,NYI,6.3,6.788835927688995,0.48883592768899486,W,2026-01-31
A. Duclair,NYI,5.0,6.7201601633476615,1.7201601633476615,W,2026-01-31
M. Barzal,NYI,14.8,10.833404868155446,-3.9665951318445547,C,2026-01-31
B. Horvat,NYI,0.0,14.628017216774715,14.628017216774715,C,2026-01-31
M. Gatcomb,NYI,1.3,3.917322716607546,2.6173227166075463,C,2026-01-31
A. Lee,NYI,5.0,9.550888898734112,4.550888898734112,W,2026-01-31
K. MacLean,NYI,0.0,3.1771923212135027,3.1771923212135027,C,2026-01-31
J. Pageau,NYI,9.8,6.726576765114185,-3.0734232348858157,C,2026-01-31
M. Shabanov,NYI,1.3,5.659686324334879,4.359686324334879,W,2026-01-31
E. Heineman,NYI,0.0,8.596103917374528,8.596103917374528,W,2026-01-31
C. Cizikas,NYI,0.0,4.1493010700213455,4.1493010700213455,C,2026-01-31
A. Pelech,NYI,6.9,6.376296744168513,-0.5237032558314869,D,2026-01-31
R. Pulock,NYI,5.0,7.171409527952119,2.171409527952119,D,2026-01-31
S. Mayfield,NYI,1.3,4.994498265605926,3.694498265605926,D,2026-01-31
M. Schaefer,NYI,8.5,12.062192330502375,3.5621923305023753,D,2026-01-31
T. DeAngelo,NYI,6.3,9.063444522392672,2.763444522392672,D,2026-01-31
C. Coyle,CBJ,0.0,9.005749465481362,9.005749465481362,C,2026-01-31
C. Sillinger,CBJ,0.0,6.87987608858991,6.87987608858991,C,2026-01-31
D. Voronkov,CBJ,6.3,8.633175026980332,2.3331750269803324,W,2026-01-31
M. Wood,CBJ,6.3,6.235869419567859,-0.06413058043214104,W,2026-01-31
A. Fantilli,CBJ,5.0,10.49637953580366,5.49637953580366,C,2026-01-31
S. Monahan,CBJ,5.0,7.183023659776801,2.1830236597768007,C,2026-01-31
M. Olivier,CBJ,1.3,5.5261699270938545,4.226169927093855,W,2026-01-31
B. Jenner,CBJ,5.0,9.223534917502368,4.223534917502368,C,2026-01-31
K. Marchenko,CBJ,5.0,13.190469204831627,8.190469204831627,W,2026-01-31
K. Johnson,CBJ,13.5,5.477557739443792,-8.022442260556208,C,2026-01-31
D. Mateychuk,CBJ,9.8,7.493522785108182,-2.306477214891819,D,2026-01-31
Z. Werenski,CBJ,5.0,17.490576565070594,12.490576565070594,D,2026-01-31
I. Provorov,CBJ,11.9,8.492522616881809,-3.4074773831181915,D,2026-01-31
E. Gudbranson,CBJ,1.3,5.889646746210376,4.589646746210376,D,2026-01-31
D. Severson,CBJ,8.5,6.917064926177547,-1.582935073822453,D,2026-01-31
R. Fabbri,STL,0.0,4.843992312558705,4.843992312558705,C,2026-01-31
B. Schenn,STL,11.3,6.315412614095459,-4.9845873859045415,C,2026-01-31
A. Toropchenko,STL,0.0,3.457932873781099,3.457932873781099,W,2026-01-31
J. Snuggerud,STL,14.8,7.951062158075778,-6.848937841924223,W,2026-01-31
P. Suter,STL,5.0,6.620773200944614,1.6207732009446136,C,2026-01-31
J. Kyrou,STL,0.0,9.822590621842531,9.822590621842531,W,2026-01-31
N. Walker,STL,2.6,4.437225899353667,1.8372258993536668,W,2026-01-31
D. Dvorsky,STL,5.0,5.490922175655367,0.490922175655367,W,2026-01-31
O. Sundqvist,STL,0.0,4.418718539609295,4.418718539609295,C,2026-01-31
N. Bjugstad,STL,0.0,5.365811552047699,5.365811552047699,C,2026-01-31
P. Buchnevich,STL,0.0,7.4882757025072895,7.4882757025072895,W,2026-01-31
P. Broberg,STL,1.3,6.355823410713433,5.055823410713433,D,2026-01-31
C. Fowler,STL,0.0,6.439462604325157,6.439462604325157,D,2026-01-31
L. Mailloux,STL,1.3,4.295712310124848,2.9957123101248486,D,2026-01-31
C. Parayko,STL,2.6,5.790508539975135,3.1905085399751347,D,2026-01-31
J. Faulk,STL,0.0,9.333941897264932,9.333941897264932,D,2026-01-31
T. Tucker,STL,11.1,5.426870985927494,-5.673129014072505,D,2026-01-31
M. Domi,TOR,9.8,7.222012077879281,-2.5779879221207196,C,2026-01-31
S. Lorentz,TOR,0.0,4.462876479078796,4.462876479078796,C,2026-01-31
C. Jarnkrok,TOR,0.0,4.125892735085144,4.125892735085144,C,2026-01-31
M. Knies,TOR,1.3,9.934954529246914,8.634954529246913,W,2026-01-31
S. Laughton,TOR,0.0,5.269858760558561,5.269858760558561,C,2026-01-31
A. Matthews,TOR,5.0,15.46342003769463,10.46342003769463,C,2026-01-31
N. Roy,TOR,8.5,4.629860975081135,-3.870139024918865,C,2026-01-31
M. Maccelli,TOR,0.0,5.979362015524107,5.979362015524107,W,2026-01-31
B. McMann,TOR,5.0,8.839137801974926,3.8391378019749265,C,2026-01-31
W. Nylander,TOR,1.3,13.439613939522102,12.139613939522102,W,2026-01-31
N. Robertson,TOR,7.6,7.058060538778068,-0.5419394612219319,W,2026-01-31
J. Tavares,TOR,0.0,11.371300784884422,11.371300784884422,C,2026-01-31
J. McCabe,TOR,1.3,5.827267703634511,4.527267703634511,D,2026-01-31
B. Carlo,TOR,0.0,4.910954702930507,4.910954702930507,D,2026-01-31
M. Rielly,TOR,1.3,9.712016271589835,8.412016271589835,D,2026-01-31
O. Ekman-Larsson,TOR,6.3,8.59571537951057,2.295715379510571,D,2026-01-31
C. Garland,VAN,0.0,8.757591135732621,8.757591135732621,W,2026-01-31
D. O'Connor,VAN,0.0,6.920759374159691,6.920759374159691,W,2026-01-31
E. Pettersson,VAN,7.6,10.06324829913702,2.463248299137021,C,2026-01-31
T. Blueger,VAN,0.0,11.237435765555112,11.237435765555112,C,2026-01-31
A. Raty,VAN,0.0,4.550853069140124,4.550853069140124,C,2026-01-31
D. Kampf,VAN,0.0,4.086398087409962,4.086398087409962,C,2026-01-31
F. Chytil,VAN,0.0,8.142165090776171,8.142165090776171,C,2026-01-31
J. DeBrusk,VAN,1.3,10.814129793781394,9.514129793781393,W,2026-01-31
E. Kane,VAN,7.6,9.149827287239678,1.5498272872396779,W,2026-01-31
L. Karlsson,VAN,1.3,7.506305545860845,6.206305545860845,C,2026-01-31
T. Willander,VAN,9.8,6.549698480117602,-3.250301519882399,D,2026-01-31
P. Joseph,VAN,7.6,4.583423601224995,-3.0165763987750047,D,2026-01-31
F. Hronek,VAN,6.9,9.162039326294618,2.2620393262946177,D,2026-01-31
E. Pettersson,VAN,6.9,10.06324829913702,3.1632482991370203,C,2026-01-31
M. Pettersson,VAN,6.9,10.06324829913702,3.1632482991370203,C,2026-01-31
T. Myers,VAN,2.6,5.871746060155882,3.271746060155882,D,2026-01-31
R. Faksa,DAL,0.0,3.762285063256532,3.762285063256532,C,2026-01-31
J. Benn,DAL,10.0,6.391596332909371,-3.608403667090629,W,2026-01-31
S. Steel,DAL,5.0,5.2954844177973035,0.2954844177973035,C,2026-01-31
J. Robertson,DAL,0.0,15.920673440967724,15.920673440967724,W,2026-01-31
M. Bourque,DAL,6.3,6.422296633789137,0.12229663378913713,C,2026-01-31
R. Hintz,DAL,2.6,10.971621545173708,8.371621545173708,C,2026-01-31
J. Hryckowian,DAL,0.0,4.71894179124598,4.71894179124598,C,2026-01-31
W. Johnston,DAL,9.8,13.378848773955989,3.578848773955988,C,2026-01-31
A. Erne,DAL,0.0,3.532278436597456,3.532278436597456,W,2026-01-31
M. Duchene,DAL,8.5,7.0316437958734195,-1.4683562041265805,C,2026-01-31
M. Rantanen,DAL,5.0,13.429386477857872,8.429386477857872,W,2026-01-31
M. Heiskanen,DAL,11.9,10.498846125686004,-1.4011538743139962,D,2026-01-31
N. Lundkvist,DAL,0.0,5.320842812997639,5.320842812997639,D,2026-01-31
K. Capobianco,DAL,1.3,4.466247173470522,3.1662471734705218,D,2026-01-31
E. Lindell,DAL,0.0,6.44457487815001,6.44457487815001,D,2026-01-31
A. Petrovic,DAL,6.9,5.2246532220007715,-1.6753467779992288,D,2026-01-31
T. Harley,DAL,8.5,7.779199995575964,-0.7208000044240359,D,2026-01-31
N. Schmaltz,UTA,0.0,10.41586363985743,10.41586363985743,C,2026-01-31
C. Keller,UTA,0.0,10.97682133781148,10.97682133781148,W,2026-01-31
B. Tanev,UTA,0.0,2.1029566611932022,2.1029566611932022,W,2026-01-31
D. But,UTA,0.0,4.8606957720961095,4.8606957720961095,W,2026-01-31
J. McBain,UTA,0.0,5.151224902991025,5.151224902991025,C,2026-01-31
B. Hayton,UTA,5.0,6.063148625748658,1.0631486257486582,C,2026-01-31
M. Carcone,UTA,0.0,6.768219451647046,6.768219451647046,W,2026-01-31
K. Yamamoto,UTA,17.0,4.943263128104466,-12.056736871895534,W,2026-01-31
L. Crouse,UTA,0.0,6.632008905368463,6.632008905368463,W,2026-01-31
J. Peterka,UTA,10.0,8.429185020167493,-1.570814979832507,W,2026-01-31
K. Stenlund,UTA,8.2,3.5230766273030016,-4.676923372696997,C,2026-01-31
J. Marino,UTA,5.0,5.87210288405166,0.8721028840516603,D,2026-01-31
I. Cole,UTA,1.3,4.927141602226041,3.6271416022260414,D,2026-01-31
S. Durzi,UTA,2.6,7.87147610263404,5.27147610263404,D,2026-01-31
N. DeSimone,UTA,0.0,4.694339258394129,4.694339258394129,D,2026-01-31
N. Schmidt,UTA,1.3,5.712425056654112,4.412425056654112,D,2026-01-31
M. Sergachev,UTA,0.0,9.481715690498795,9.481715690498795,D,2026-01-31
M. Boldy,MIN,5.0,15.022188451673989,10.022188451673989,W,2026-01-31
Y. Trenin,MIN,5.0,4.322721687581699,-0.6772783124183013,C,2026-01-31
J. Eriksson Ek,MIN,13.5,11.313102599906353,-2.186897400093647,C,2026-01-31
M. Foligno,MIN,6.3,4.427397930377993,-1.8726020696220065,W,2026-01-31
T. Pitlick,MIN,9.8,2.6001308379862107,-7.1998691620137905,C,2026-01-31
D. Yurov,MIN,6.3,5.437683907889391,-0.8623160921106088,W,2026-01-31
M. Zuccarello,MIN,14.8,9.640115307310534,-5.159884692689467,W,2026-01-31
R. Hartman,MIN,7.6,7.973783157745773,0.3737831577457733,W,2026-01-31
M. Johansson,MIN,0.0,8.06678817006103,8.06678817006103,W,2026-01-31
V. Tarasenko,MIN,8.5,8.60465838324184,0.10465838324184062,W,2026-01-31
K. Kaprizov,MIN,8.5,16.15515070806108,7.655150708061079,W,2026-01-31
J. Middleton,MIN,13.2,5.120004013850857,-8.079995986149143,D,2026-01-31
B. Faber,MIN,21.7,10.3661181880036,-11.333881811996399,D,2026-01-31
J. Spurgeon,MIN,1.3,6.2448479980027605,4.944847998002761,D,2026-01-31
D. Hunt,MIN,2.6,4.4327197569694095,1.8327197569694094,D,2026-01-31
T. Frederic,EDM,0.0,2.7842256609698084,2.7842256609698084,C,2026-01-31
M. Janmark,EDM,1.3,3.0698642933163214,1.7698642933163213,C,2026-01-31
Z. Hyman,EDM,1.3,14.61627883674874,13.31627883674874,W,2026-01-31
C. Lazar,EDM,0.0,3.06570438524081,3.06570438524081,C,2026-01-31
M. Savoie,EDM,1.3,5.524827011558938,4.224827011558938,C,2026-01-31
J. Roslovic,EDM,8.5,8.804399781538919,0.304399781538919,C,2026-01-31
L. Draisaitl,EDM,8.5,16.678296883789958,8.178296883789958,C,2026-01-31
K. Kapanen,EDM,0.0,8.216460627828276,8.216460627828276,W,2026-01-31
V. Podkolzin,EDM,1.3,6.5377390288436485,5.237739028843649,W,2026-01-31
R. Nugent-Hopkins,EDM,8.5,9.866271882977982,1.3662718829779816,C,2026-01-31
C. McDavid,EDM,7.6,20.4097278503909,12.809727850390901,C,2026-01-31
E. Bouchard,EDM,5.0,14.444802679246774,9.444802679246774,D,2026-01-31
M. Ekholm,EDM,1.3,8.546787952846055,7.246787952846055,D,2026-01-31
D. Nurse,EDM,13.2,8.523930177319752,-4.6760698226802475,D,2026-01-31
T. Emberson,EDM,2.6,4.5335773025330885,1.9335773025330885,D,2026-01-31
J. Walman,EDM,1.3,9.285458433152703,7.985458433152703,D,2026-01-31
J. Eberle,SEA,1.3,10.191552789733276,8.891552789733275,W,2026-01-31
C. Stephenson,SEA,10.0,7.5184523135701,-2.4815476864299004,C,2026-01-31
M. Beniers,SEA,1.3,9.02322114139345,7.7232211413934495,C,2026-01-31
T. Kartye,SEA,0.0,3.180806777637043,3.180806777637043,W,2026-01-31
J. Schwartz,SEA,1.3,8.320477116074619,7.020477116074619,W,2026-01-31
J. McCann,SEA,8.5,12.521323159621655,4.021323159621655,W,2026-01-31
E. Tolvanen,SEA,9.8,7.865665561555981,-1.9343344384440195,W,2026-01-31
R. Winterton,SEA,5.0,4.091349267390293,-0.9086507326097069,C,2026-01-31
S. Wright,SEA,0.0,6.119091261808198,6.119091261808198,C,2026-01-31
J. Melanson,SEA,0.0,3.519136711528866,3.519136711528866,W,2026-01-31
K. Kakko,SEA,8.5,6.523589681278118,-1.9764103187218822,W,2026-01-31
F. Gaudreau,SEA,2.6,4.9183645072559035,2.3183645072559034,C,2026-01-31
A. Larsson,SEA,6.3,5.814319583212592,-0.4856804167874076,D,2026-01-31
J. Oleksiak,SEA,2.6,5.181354877643086,2.581354877643086,D,2026-01-31
V. Dunn,SEA,6.3,9.989050519009394,3.6890505190093945,D,2026-01-31
R. Evans,SEA,2.6,5.754722111230694,3.154722111230694,D,2026-01-31
R. Lindgren,SEA,2.6,4.667181702110226,2.067181702110226,D,2026-01-31
B. Montour,SEA,1.3,11.251912051235582,9.951912051235581,D,2026-01-31
J. Eichel,VGK,12.6,18.948677372123747,6.348677372123747,C,2026-01-31
P. Dorofeyev,VGK,0.0,13.097876401102862,13.097876401102862,W,2026-01-31
R. Smith,VGK,0.0,5.713392315097341,5.713392315097341,W,2026-01-31
C. Reinhardt,VGK,0.0,3.255584362667891,3.255584362667891,W,2026-01-31
A. Holtz,VGK,1.3,4.71466491884758,3.4146649188475804,W,2026-01-31
B. Bowman,VGK,0.0,7.405182329179518,7.405182329179518,W,2026-01-31
T. Hertl,VGK,5.0,13.572204028929717,8.572204028929717,C,2026-01-31
I. Barbashev,VGK,15.4,8.788758316770744,-6.611241683229256,W,2026-01-31
K. Kolesar,VGK,0.0,4.539347687212786,4.539347687212786,W,2026-01-31
M. Stone,VGK,0.0,17.072457363714644,17.072457363714644,W,2026-01-31
M. Marner,VGK,8.5,12.072767932206974,3.5727679322069736,W,2026-01-31
J. Lauzon,VGK,2.6,5.7819509723973646,3.1819509723973645,D,2026-01-31
K. Korczak,VGK,0.0,5.9225065142631035,5.9225065142631035,D,2026-01-31
N. Hanifin,VGK,2.6,10.056539614308564,7.456539614308564,D,2026-01-31
B. Hutton,VGK,6.3,7.51705738514514,1.2170573851451403,D,2026-01-31
S. Theodore,VGK,0.0,11.515216798734464,11.515216798734464,D,2026-01-31
A. Kempe,LAK,5.0,10.576451917357216,5.5764519173572165,W,2026-02-01
C. Perry,LAK,1.3,7.420971941678593,6.120971941678593,W,2026-02-01
A. Kopitar,LAK,2.6,6.002510813486026,3.402510813486026,C,2026-02-01
T. Moore,LAK,0.0,5.819508528513445,5.819508528513445,W,2026-02-01
A. Laferriere,LAK,1.3,7.819370312820782,6.519370312820782,W,2026-02-01
K. Fiala,LAK,1.3,9.577654357683992,8.277654357683991,W,2026-02-01
J. Malott,LAK,6.3,3.179768022398327,-3.120231977601673,W,2026-02-01
J. Armia,LAK,0.0,5.347800225295778,5.347800225295778,W,2026-02-01
T. Ward,LAK,1.3,4.039552526831897,2.739552526831897,W,2026-02-01
Q. Byfield,LAK,9.8,7.345360296100283,-2.4546397038997174,W,2026-02-01
S. Helenius,LAK,8.5,2.5460511603597458,-5.953948839640255,C,2026-02-01
A. Kuzmenko,LAK,0.0,5.402303656703435,5.402303656703435,W,2026-02-01
B. Dumoulin,LAK,5.0,4.676396113576627,-0.32360388642337323,D,2026-02-01
C. Ceci,LAK,8.2,4.143787086574689,-4.05621291342531,D,2026-02-01
J. Edmundson,LAK,6.9,5.715798228472803,-1.1842017715271975,D,2026-02-01
D. Doughty,LAK,6.9,6.140355335213707,-0.7596446647862933,D,2026-02-01
M. Anderson,LAK,1.3,4.360464827290434,3.060464827290434,D,2026-02-01
B. Clarke,LAK,10.8,8.277472545056737,-2.5225274549432637,D,2026-02-01
J. Staal,CAR,8.5,5.877255150860657,-2.622744849139343,C,2026-02-01
S. Aho,CAR,9.8,10.581651776354557,0.7816517763545558,C,2026-02-01
L. Stankoven,CAR,0.0,6.877433203760155,6.877433203760155,C,2026-02-01
S. Jarvis,CAR,7.6,12.478577568936668,4.878577568936668,C,2026-02-01
N. Ehlers,CAR,1.3,9.348098121260412,8.048098121260411,W,2026-02-01
W. Carrier,CAR,0.0,4.173960798538916,4.173960798538916,W,2026-02-01
A. Svechnikov,CAR,5.0,10.633851102737957,5.633851102737957,W,2026-02-01
J. Martinook,CAR,0.0,4.958062150493411,4.958062150493411,W,2026-02-01
J. Blake,CAR,2.6,7.905023264067615,5.305023264067614,W,2026-02-01
T. Hall,CAR,0.0,6.321504000537589,6.321504000537589,W,2026-02-01
M. Jankowski,CAR,0.0,3.869308834023163,3.869308834023163,W,2026-02-01
J. Kotkaniemi,CAR,0.0,3.9321648869591046,3.9321648869591046,C,2026-02-01
S. Gostisbehere,CAR,10.0,11.416522207501398,1.416522207501398,D,2026-02-01
J. Chatfield,CAR,1.3,5.6579645813115835,4.357964581311584,D,2026-02-01
K. Miller,CAR,1.3,7.507926213378996,6.207926213378996,D,2026-02-01
A. Nikishin,CAR,8.5,6.9450794588798015,-1.5549205411201985,D,2026-02-01
S. Walker,CAR,6.9,7.534649007833055,0.6346490078330547,D,2026-02-01
J. Slavin,CAR,1.3,4.765310689634502,3.465310689634502,D,2026-02-01
C. Mittelstadt,BOS,0.0,6.1631386161045825,6.1631386161045825,C,2026-02-01
A. Steeves,BOS,9.8,5.402510039004133,-4.397489960995868,C,2026-02-01
M. Geekie,BOS,26.3,11.026665682781358,-15.273334317218643,C,2026-02-01
M. Kastelic,BOS,7.6,4.673731306304012,-2.926268693695988,C,2026-02-01
S. Kuraly,BOS,0.0,4.506232914189729,4.506232914189729,C,2026-02-01
V. Arvidsson,BOS,9.8,9.391798421491284,-0.4082015785087165,W,2026-02-01
M. Eyssimont,BOS,5.0,5.923866127646338,0.9238661276463382,C,2026-02-01
T. Jeannot,BOS,1.3,4.796258544141875,3.4962585441418748,W,2026-02-01
D. Pastrnak,BOS,5.0,13.74919485200105,8.74919485200105,W,2026-02-01
M. Khusnutdinov,BOS,6.3,5.4640284841612665,-0.8359715158387333,C,2026-02-01
F. Minten,BOS,1.3,6.275116426675651,4.975116426675651,C,2026-02-01
M. Lohrei,BOS,0.0,6.345336558338774,6.345336558338774,D,2026-02-01
A. Peeke,BOS,2.6,5.291037872098962,2.691037872098962,D,2026-02-01
H. Lindholm,BOS,8.2,7.311398129348378,-0.8886018706516214,D,2026-02-01
J. Aspirot,BOS,5.0,4.257666984762005,-0.7423330152379952,D,2026-02-01
C. McAvoy,BOS,16.9,9.223947032907764,-7.676052967092234,D,2026-02-01
N. Zadorov,BOS,1.3,5.701610882643005,4.401610882643006,D,2026-02-01
D. James,TBL,0.0,4.5256524071440705,4.5256524071440705,C,2026-02-01
N. Paul,TBL,9.8,4.923031286269353,-4.876968713730648,W,2026-02-01
O. Bjorkstrand,TBL,9.8,5.745304407046557,-4.054695592953443,W,2026-02-01
Z. Girgensons,TBL,0.0,4.531772455752256,4.531772455752256,C,2026-02-01
P. Holmberg,TBL,1.3,4.959032371914875,3.6590323719148747,W,2026-02-01
Y. Gourde,TBL,0.0,5.397018742136783,5.397018742136783,C,2026-02-01
B. Hagel,TBL,24.1,12.676310310975406,-11.423689689024595,W,2026-02-01
J. Guentzel,TBL,10.0,12.26987744199095,2.2698774419909498,C,2026-02-01
A. Cirelli,TBL,0.0,8.474462111014077,8.474462111014077,C,2026-02-01
N. Kucherov,TBL,26.5,14.636819351161463,-11.863180648838537,W,2026-02-01
G. Goncalves,TBL,0.0,4.031108374346132,4.031108374346132,C,2026-02-01
M. Crozier,TBL,0.0,5.697445483519694,5.697445483519694,D,2026-02-01
R. McDonagh,TBL,7.6,6.676213058999386,-0.9237869410006132,D,2026-02-01
D. Raddysh,TBL,14.8,12.666510630870963,-2.1334893691290375,D,2026-02-01
D. Carlile,TBL,0.0,3.8613940749230338,3.8613940749230338,D,2026-02-01
V. Hedman,TBL,0.0,7.710386022584601,7.710386022584601,D,2026-02-01
E. Cernak,TBL,7.6,4.527886511968386,-3.072113488031613,D,2026-02-01
J. Moser,TBL,2.6,6.6183218649002065,4.018321864900207,D,2026-02-01
J. Eichel,VGK,6.3,13.990094344032215,7.690094344032215,C,2026-02-01
P. Dorofeyev,VGK,5.0,10.337166420332982,5.3371664203329825,W,2026-02-01
R. Smith,VGK,1.3,4.457857709182975,3.1578577091829754,W,2026-02-01
A. Holtz,VGK,5.0,3.6738904090560687,-1.3261095909439313,W,2026-02-01
T. Laczynski,VGK,0.0,4.327235289987418,4.327235289987418,C,2026-02-01
B. Bowman,VGK,1.3,5.8265910755384605,4.526591075538461,W,2026-02-01
T. Hertl,VGK,8.5,10.986091037891024,2.4860910378910237,C,2026-02-01
I. Barbashev,VGK,9.8,7.224957284575119,-2.575042715424882,W,2026-02-01
K. Kolesar,VGK,0.0,3.684726385195057,3.684726385195057,W,2026-02-01
M. Stone,VGK,11.3,13.458412060380567,2.1584120603805665,W,2026-02-01
M. Marner,VGK,8.5,9.869199967693383,1.3691999676933833,W,2026-02-01
J. Lauzon,VGK,1.3,4.844917844851741,3.5449178448517413,D,2026-02-01
K. Korczak,VGK,0.0,4.827774023088316,4.827774023088316,D,2026-02-01
