name,team,position,actual_fpts,projected_fpts,error,abs_error,salary,date
D. Vladar,PHI,G,12.5,6.720780676181185,-5.779219323818815,5.779219323818815,7500,2026-02-05
S. Crosby,PIT,C,12.0,12.757733841885887,0.7577338418858872,0.7577338418858872,8000,2026-02-05
R. McDonagh,TBL,D,11.9,6.767899833037796,-5.132100166962204,5.132100166962204,2900,2026-02-05
S. Gostisbehere,CAR,D,11.8,12.334923849565842,0.5349238495658408,0.5349238495658408,5300,2026-02-05
J. Slavin,CAR,D,11.8,4.762021061997347,-7.037978938002654,7.037978938002654,3300,2026-02-05
Q. Byfield,LAK,R,11.8,7.646732571048837,-4.153267428951164,4.153267428951164,4400,2026-02-05
D. Strome,WSH,C,11.5,9.479400402368654,-2.020599597631346,2.020599597631346,5800,2026-02-05
T. Moore,LAK,L,11.5,5.63201208661925,-5.86798791338075,5.86798791338075,3400,2026-02-05
J. Drysdale,PHI,D,11.5,6.304520407296338,-5.195479592703662,5.195479592703662,3700,2026-02-05
J. Spence,OTT,D,11.4,6.1645991812751015,-5.235400818724899,5.235400818724899,2600,2026-02-05
O. Power,BUF,D,11.4,6.164798059462253,-5.235201940537747,5.235201940537747,3300,2026-02-05
J. Quinn,BUF,R,11.0,8.606480348138668,-2.3935196518613324,2.3935196518613324,3800,2026-02-05
B. Tkachuk,OTT,L,11.0,15.481337489542188,4.481337489542188,4.481337489542188,7500,2026-02-05
J. Bratt,NJD,L,11.0,8.613999624450102,-2.386000375549898,2.386000375549898,5200,2026-02-05
M. Robertson,NYR,D,11.0,4.971872320371279,-6.028127679628721,6.028127679628721,2600,2026-02-05
N. Kucherov,TBL,R,10.8,17.502177765902818,6.702177765902817,6.702177765902817,9900,2026-02-05
M. Amadio,OTT,R,10.6,4.82521876386688,-5.774781236133119,5.774781236133119,3000,2026-02-05
J. Zucker,BUF,L,10.0,9.809042107038032,-0.1909578929619684,0.1909578929619684,4600,2026-02-05
B. Hagel,TBL,L,10.0,13.936315935895866,3.936315935895866,3.936315935895866,7900,2026-02-05
J. Guentzel,TBL,C,10.0,13.437680360492218,3.4376803604922177,3.4376803604922177,6900,2026-02-05
T. Stützle,OTT,C,10.0,14.12494427355142,4.124944273551421,4.124944273551421,6600,2026-02-05
M. Barzal,NYI,C,10.0,11.139888200947157,1.1398882009471567,1.1398882009471567,6400,2026-02-05
I. Barbashev,VGK,L,10.0,7.618505415600602,-2.381494584399398,2.381494584399398,3900,2026-02-05
E. Frank,WSH,C,9.9,6.567355334765068,-3.332644665234932,3.332644665234932,3000,2026-02-05
J. Lauzon,VGK,D,9.7,4.96542149260907,-4.734578507390929,4.734578507390929,2600,2026-02-05
J. Blake,CAR,R,9.5,8.419637496608242,-1.0803625033917577,1.0803625033917577,3600,2026-02-05
D. Raddysh,TBL,D,9.3,14.934896460406698,5.634896460406697,5.634896460406697,6700,2026-02-05
S. Pinto,OTT,C,9.3,8.634472412464136,-0.6655275875358644,0.6655275875358644,4200,2026-02-05
J. Armia,LAK,R,9.3,5.576414064864795,-3.7235859351352056,3.7235859351352056,2800,2026-02-05
J. Carlson,WSH,D,9.1,10.738904983858813,1.6389049838588132,1.6389049838588132,5000,2026-02-05
P. Wotherspoon,PIT,D,9.1,5.3670548321769616,-3.732945167823038,3.732945167823038,2700,2026-02-05
R. McLeod,BUF,C,9.1,7.52825896081484,-1.5717410391851594,1.5717410391851594,3700,2026-02-05
B. Byram,BUF,D,9.1,7.207415411173317,-1.8925845888266828,1.8925845888266828,3000,2026-02-05
C. Dewar,PIT,C,8.5,5.8662050029367485,-2.6337949970632515,2.6337949970632515,2500,2026-02-05
T. Kleven,OTT,D,8.4,5.183450334861841,-3.2165496651381593,3.2165496651381593,2700,2026-02-05
T. van Riemsdyk,WSH,D,8.4,3.786792836839985,-4.613207163160015,4.613207163160015,2500,2026-02-05
A. Lundell,FLA,C,8.0,9.68430244990709,1.68430244990709,1.68430244990709,4500,2026-02-05
E. Haula,NSH,L,8.0,5.9724991967129375,-2.0275008032870625,2.0275008032870625,3000,2026-02-05
A. Ovechkin,WSH,L,8.0,10.994310959382354,2.9943109593823536,2.9943109593823536,6600,2026-02-05
M. Jankowski,CAR,L,7.8,3.804101310905165,-3.995898689094835,3.995898689094835,2500,2026-02-05
R. O'Reilly,NSH,C,7.3,11.21473821474322,3.9147382147432195,3.9147382147432195,5500,2026-02-05
W. Cuylle,NYR,L,7.3,7.115936467817182,-0.1840635321828179,0.1840635321828179,3400,2026-02-05
D. Hamilton,NJD,D,7.1,9.474990018562105,2.374990018562105,2.374990018562105,5600,2026-02-05
J. Kovacevic,NJD,D,7.1,4.561872313866417,-2.538127686133583,2.538127686133583,2500,2026-02-05
T. Chabot,OTT,D,7.1,8.294286665703819,1.1942866657038191,1.1942866657038191,4600,2026-02-05
B. Clarke,LAK,D,7.1,9.267941792378943,2.1679417923789437,2.1679417923789437,4700,2026-02-05
B. Rust,PIT,R,6.9,11.342960004667688,4.442960004667688,4.442960004667688,6100,2026-02-05
A. Kopitar,LAK,C,6.5,5.70883072331017,-0.7911692766898302,0.7911692766898302,3900,2026-02-05
G. Goncalves,TBL,C,6.5,3.842696108633715,-2.657303891366285,2.657303891366285,2700,2026-02-05
K. MacLean,NYI,C,6.5,2.5703923153724135,-3.9296076846275865,3.9296076846275865,2500,2026-02-05
M. Gatcomb,NYI,C,6.5,3.151138035519817,-3.348861964480183,3.348861964480183,2500,2026-02-05
T. Zegras,PHI,C,6.5,10.430605763404314,3.930605763404314,3.930605763404314,5000,2026-02-05
T. Hertl,VGK,C,6.5,11.788132453453809,5.288132453453809,5.288132453453809,5900,2026-02-05
R. Dahlin,BUF,D,6.5,13.307336694278913,6.807336694278913,6.807336694278913,6500,2026-02-05
C. Smith,NSH,R,6.3,4.306462844499472,-1.993537155500528,1.993537155500528,2500,2026-02-05
R. McGroarty,PIT,R,6.3,4.8071853263792415,-1.4928146736207584,1.4928146736207584,2500,2026-02-05
Y. Gourde,TBL,C,6.3,5.33083017882116,-0.9691698211788395,0.9691698211788395,3000,2026-02-05
G. Forsling,FLA,D,6.0,5.690641185281702,-0.30935881471829774,0.30935881471829774,3500,2026-02-05
C. Reinhardt,VGK,L,6.0,2.816542022421018,-3.183457977578982,3.183457977578982,2500,2026-02-05
S. Walker,CAR,D,5.8,7.182460036858629,1.382460036858629,1.382460036858629,3200,2026-02-05
A. Beauvillier,WSH,L,5.8,6.362310625109311,0.5623106251093111,0.5623106251093111,3000,2026-02-05
A. Laferriere,LAK,R,5.8,8.589987297827271,2.7899872978272713,2.7899872978272713,4800,2026-02-05
V. Trocheck,NYR,C,5.8,9.485892684543838,3.6858926845438384,3.6858926845438384,5700,2026-02-05
C. Brown,NJD,R,5.6,5.6130371068569564,0.013037106856956804,0.013037106856956804,3500,2026-02-05
K. Miller,CAR,D,5.6,8.277890885025633,2.677890885025633,2.677890885025633,2900,2026-02-05
D. James,TBL,C,5.0,4.579619598975718,-0.420380401024282,0.420380401024282,2900,2026-02-05
A. Mantha,PIT,R,5.0,9.284807855007124,4.284807855007124,4.284807855007124,3600,2026-02-05
B. Brink,PHI,R,5.0,6.946245022829564,1.9462450228295642,1.9462450228295642,3700,2026-02-05
J. Boqvist,FLA,C,5.0,2.756364221809764,-2.243635778190236,2.243635778190236,2500,2026-02-05
A. Lyon,BUF,G,4.899999999999999,8.540972553327762,3.6409725533277637,3.6409725533277637,8000,2026-02-05
S. Bennett,FLA,C,4.5,10.85002872655622,6.35002872655622,6.35002872655622,6500,2026-02-05
T. Ward,LAK,R,4.5,3.9063668385306474,-0.5936331614693526,0.5936331614693526,2500,2026-02-05
A. Kempe,LAK,R,4.5,12.002362159403594,7.502362159403594,7.502362159403594,6100,2026-02-05
R. Josi,NSH,D,4.5,13.87787283288422,9.37787283288422,9.37787283288422,7300,2026-02-05
M. Tkachuk,FLA,L,4.5,11.139752254749792,6.6397522547497925,6.6397522547497925,6900,2026-02-05
T. Hall,CAR,L,4.5,6.9405545573580785,2.4405545573580785,2.4405545573580785,3300,2026-02-05
A. Tuch,BUF,R,4.5,10.706801830498462,6.206801830498462,6.206801830498462,5600,2026-02-05
D. Cozens,OTT,C,4.3,11.434163584407218,7.134163584407218,7.134163584407218,5100,2026-02-05
M. Bunting,NSH,L,4.3,7.1689582831690775,2.8689582831690776,2.8689582831690776,3200,2026-02-05
W. Carrier,CAR,L,4.3,4.1679171789259915,-0.13208282107400837,0.13208282107400837,2500,2026-02-05
J. Moverare,LAK,D,4.3,2.338092376548462,-1.961907623451538,1.961907623451538,2500,2026-02-05
C. Perry,LAK,R,4.3,8.017714498213437,3.7177144982134367,3.7177144982134367,3100,2026-02-05
S. Jarvis,CAR,C,4.3,14.582495567039487,10.282495567039486,10.282495567039486,6800,2026-02-05
A. Lafrenière,NYR,L,4.3,7.925014090140074,3.6250140901400743,3.6250140901400743,3900,2026-02-05
K. Fiala,LAK,L,4.3,10.562297232760926,6.262297232760926,6.262297232760926,5300,2026-02-05
J. Miller,NYR,C,4.3,10.100423042097017,5.800423042097017,5.800423042097017,5800,2026-02-05
N. Mikkola,FLA,D,4.3,4.3317670801228765,0.031767080122876656,0.031767080122876656,2500,2026-02-05
N. Hanifin,VGK,D,4.1,7.830163620184107,3.7301636201841077,3.7301636201841077,4100,2026-02-05
S. Sabourin,TBL,R,4.1,3.267209598699778,-0.8327904013002216,0.8327904013002216,2500,2026-02-05
T. Raddysh,NYR,R,4.1,3.469557956187754,-0.6304420438122458,0.6304420438122458,2500,2026-02-05
W. Borgen,NYR,D,4.1,4.407079232736296,0.3070792327362968,0.3070792327362968,2500,2026-02-05
J. Edmundson,LAK,D,4.1,5.648640182086349,1.5486401820863493,1.5486401820863493,2500,2026-02-05
M. Roy,WSH,D,4.1,5.663074800794347,1.5630748007943476,1.5630748007943476,3600,2026-02-05
A. Holtz,VGK,R,3.0,4.2372371650037355,1.2372371650037355,1.2372371650037355,2700,2026-02-05
C. Verhaeghe,FLA,C,3.0,10.83974272420903,7.83974272420903,7.83974272420903,5900,2026-02-05
R. Smith,VGK,R,3.0,4.2864567497244055,1.2864567497244055,1.2864567497244055,2800,2026-02-05
J. Barron,NSH,D,3.0,3.6255155355411106,0.6255155355411106,0.6255155355411106,2500,2026-02-05
T. Sanheim,PHI,D,3.0,7.163547589082504,4.163547589082504,4.163547589082504,3800,2026-02-05
J. Petry,FLA,D,3.0,3.811734819873151,0.8117348198731511,0.8117348198731511,2500,2026-02-05
B. Duhaime,WSH,R,3.0,2.487647129243459,-0.512352870756541,0.512352870756541,2500,2026-02-05
N. Dowd,WSH,C,3.0,3.8684512313168766,0.8684512313168766,0.8684512313168766,2800,2026-02-05
S. Stamkos,NSH,C,3.0,11.817187216037231,8.817187216037231,8.817187216037231,5500,2026-02-05
S. Couturier,PHI,C,3.0,5.903811385632443,2.9038113856324426,2.9038113856324426,3200,2026-02-05
E. Karlsson,PIT,D,3.0,10.296958940849136,7.2969589408491355,7.2969589408491355,4900,2026-02-05
M. Michkov,PHI,R,3.0,7.902574461684877,4.902574461684877,4.902574461684877,4100,2026-02-05
A. Nikishin,CAR,D,3.0,7.319683391282536,4.319683391282536,4.319683391282536,3300,2026-02-05
J. Chatfield,CAR,D,3.0,5.409197863536087,2.409197863536087,2.409197863536087,2700,2026-02-05
A. Lee,NYI,L,3.0,8.109022766094197,5.109022766094197,5.109022766094197,4800,2026-02-05
B. Malenstyn,BUF,L,3.0,3.02569986807338,0.025699868073380205,0.025699868073380205,2500,2026-02-05
T. Konecny,PHI,R,3.0,10.934711731830264,7.934711731830264,7.934711731830264,5900,2026-02-05
I. Rosen,BUF,R,3.0,4.88898829808324,1.8889882980832402,1.8889882980832402,2500,2026-02-05
J. Brazeau,PIT,R,3.0,8.57611922203615,5.57611922203615,5.57611922203615,4200,2026-02-05
T. Meier,NJD,R,3.0,10.6634514769759,7.663451476975901,7.663451476975901,5700,2026-02-05
L. Stankoven,CAR,C,3.0,7.288907559015891,4.288907559015891,4.288907559015891,4000,2026-02-05
R. Sandin,WSH,D,2.8,5.9356910801645295,3.1356910801645297,3.1356910801645297,2600,2026-02-05
R. Greig,OTT,C,2.8,6.482937307446745,3.6829373074467453,3.6829373074467453,3700,2026-02-05
M. Zibanejad,NYR,C,2.8,12.69561805480075,9.89561805480075,9.89561805480075,6800,2026-02-05
D. Carlile,TBL,D,2.8,3.716324253987871,0.9163242539878711,0.9163242539878711,2500,2026-02-05
C. Glass,NJD,C,2.8,6.703482677480962,3.9034826774809623,3.9034826774809623,3300,2026-02-05
T. Kozak,BUF,C,2.8,2.562888028366806,-0.23711197163319397,0.23711197163319397,2500,2026-02-05
J. Sanderson,OTT,D,2.8,12.26003212434482,9.46003212434482,9.46003212434482,6100,2026-02-05
B. Skjei,NSH,D,2.8,5.750632165836846,2.950632165836846,2.950632165836846,3400,2026-02-05
P. Cotter,NJD,L,2.8,3.0733748237839302,0.2733748237839304,0.2733748237839304,2500,2026-02-05
L. Evangelista,NSH,R,2.8,9.427644807641736,6.627644807641736,6.627644807641736,4700,2026-02-05
J. Martinook,CAR,L,2.8,5.144353111981704,2.344353111981704,2.344353111981704,2700,2026-02-05
T. Jost,NSH,C,2.8,3.43667202075629,0.6366720207562904,0.6366720207562904,2500,2026-02-05
L. Kunin,FLA,C,2.8,2.468771580697531,-0.3312284193024686,0.3312284193024686,2500,2026-02-05
S. Theodore,VGK,D,2.8,9.272405691819454,6.472405691819454,6.472405691819454,4800,2026-02-05
C. Douglas,TBL,C,2.8,1.8176811724041593,-0.9823188275958405,0.9823188275958405,2500,2026-02-05
S. Helenius,LAK,C,2.8,3.0622658724487177,0.2622658724487179,0.2622658724487179,2500,2026-02-05
D. Mercer,NJD,C,2.8,7.1034715958875285,4.303471595887529,4.303471595887529,3300,2026-02-05
D. Barkey,PHI,C,2.8,4.946600246098096,2.146600246098096,2.146600246098096,2900,2026-02-05
J. Sourdif,WSH,R,2.8,6.1843628300482365,3.3843628300482367,3.3843628300482367,4300,2026-02-05
N. Ostlund,BUF,C,2.6,5.330421007911053,2.7304210079110534,2.7304210079110534,2800,2026-02-05
C. Clifton,PIT,D,2.6,4.15847736785829,1.55847736785829,1.55847736785829,2500,2026-02-05
S. Nemec,NJD,D,2.6,7.537469703583864,4.937469703583863,4.937469703583863,3100,2026-02-05
C. Ritchie,NYI,C,2.6,5.37404550430677,2.77404550430677,2.77404550430677,2600,2026-02-05
B. Pesce,NJD,D,2.6,5.444745709617834,2.844745709617834,2.844745709617834,2900,2026-02-05
N. Jensen,OTT,D,2.6,4.7272849049734225,2.1272849049734224,2.1272849049734224,2500,2026-02-05
N. Seeler,PHI,D,2.6,5.0475163714163145,2.4475163714163144,2.4475163714163144,3200,2026-02-05
N. Juulsen,PHI,D,2.6,3.8256325532716895,1.2256325532716894,1.2256325532716894,2500,2026-02-05
M. Kesselring,BUF,D,1.5,4.452260369152236,2.9522603691522358,2.9522603691522358,2500,2026-02-05
K. Hayes,PIT,R,1.5,4.697206573536189,3.1972065735361888,3.1972065735361888,2500,2026-02-05
R. Schaefer,NSH,L,1.5,3.5490767587725016,2.0490767587725016,2.0490767587725016,2500,2026-02-05
C. Dvorak,PHI,C,1.5,8.301460470591453,6.8014604705914525,6.8014604705914525,4600,2026-02-05
F. Forsberg,NSH,L,1.5,12.80425781381089,11.30425781381089,11.30425781381089,7400,2026-02-05
N. Cates,PHI,L,1.5,5.969742387563965,4.469742387563965,4.469742387563965,3400,2026-02-05
F. Zetterlund,OTT,L,1.5,5.8211227710629565,4.3211227710629565,4.3211227710629565,3100,2026-02-05
R. Ristolainen,PHI,D,1.5,6.69481098035851,5.19481098035851,5.19481098035851,3400,2026-02-05
O. Tippett,PHI,R,1.5,10.58414215061792,9.08414215061792,9.08414215061792,4900,2026-02-05
A. Kuzmenko,LAK,L,1.5,6.081352361684403,4.581352361684403,4.581352361684403,3200,2026-02-05
A. Pelech,NYI,D,1.5,5.574503772439088,4.074503772439088,4.074503772439088,3100,2026-02-05
A. Greer,FLA,L,1.5,5.1156288614114445,3.6156288614114445,3.6156288614114445,2500,2026-02-05
B. Dumoulin,LAK,D,1.5,4.657668043703896,3.1576680437038958,3.1576680437038958,2500,2026-02-05
R. Shea,PIT,D,1.5,5.870193142259581,4.370193142259581,4.370193142259581,3000,2026-02-05
A. Protas,WSH,C,1.5,9.756486782507404,8.256486782507404,8.256486782507404,5000,2026-02-05
C. Giroux,OTT,R,1.5,7.644346251179016,6.144346251179016,6.144346251179016,3700,2026-02-05
V. Gavrikov,NYR,D,1.5,7.10459928740106,5.60459928740106,5.60459928740106,4300,2026-02-05
R. Leonard,WSH,R,1.5,7.2554993523762175,5.7554993523762175,5.7554993523762175,4500,2026-02-05
S. Halliday,OTT,C,1.5,5.175492603438305,3.675492603438305,3.675492603438305,2500,2026-02-05
L. Eller,OTT,C,1.5,3.3506928139846512,1.8506928139846512,1.8506928139846512,2500,2026-02-05
S. Holmstrom,NYI,R,1.5,6.062040531140656,4.562040531140656,4.562040531140656,3500,2026-02-05
J. Malott,LAK,L,1.5,3.510510709385292,2.010510709385292,2.010510709385292,2500,2026-02-05
E. Dadonov,NJD,L,1.5,2.121542091133167,0.621542091133167,0.621542091133167,2500,2026-02-05
E. Heineman,NYI,L,1.5,7.51710635270425,6.01710635270425,6.01710635270425,4000,2026-02-05
J. Moser,TBL,D,1.3,6.472003422630211,5.172003422630211,5.172003422630211,3500,2026-02-05
R. Pulock,NYI,D,1.3,6.3795259779046365,5.079525977904637,5.079525977904637,3600,2026-02-05
T. DeAngelo,NYI,D,1.3,7.990038750457792,6.690038750457792,6.690038750457792,3800,2026-02-05
S. Mayfield,NYI,D,1.3,4.2971375513639885,2.9971375513639886,2.9971375513639886,2500,2026-02-05
J. Finley,TBL,C,1.3,2.373653411611072,1.0736534116110719,1.0736534116110719,2500,2026-02-05
N. Laba,NYR,C,1.3,4.114375839904837,2.8143758399048373,2.8143758399048373,2500,2026-02-05
C. Ceci,LAK,D,1.3,4.103269085263414,2.8032690852634143,2.8032690852634143,2500,2026-02-05
M. Rempe,NYR,C,1.3,1.817002353903388,0.5170023539033879,0.5170023539033879,2500,2026-02-05
C. York,PHI,D,1.3,7.011221813185435,5.7112218131854355,5.7112218131854355,4400,2026-02-05
B. Hutton,VGK,D,1.3,5.806317286408365,4.506317286408366,4.506317286408366,2500,2026-02-05
A. Zub,OTT,D,1.3,5.799272697722801,4.499272697722801,4.499272697722801,3100,2026-02-05
N. Perbix,NSH,D,1.3,4.48367350919322,3.18367350919322,3.18367350919322,2700,2026-02-05
U. Vaakanainen,NYR,D,1.3,3.7701102034501712,2.4701102034501714,2.4701102034501714,2500,2026-02-05
B. Schneider,NYR,D,1.3,5.310413719170166,4.010413719170166,4.010413719170166,3500,2026-02-05
B. Bowman,VGK,R,1.3,5.568255217495993,4.268255217495994,4.268255217495994,2500,2026-02-05
J. Allen,NJD,G,0.6999999999999993,6.76698853519224,6.066988535192241,6.066988535192241,7800,2026-02-05
K. Kolesar,VGK,R,0.0,3.759046228179306,3.759046228179306,3.759046228179306,2600,2026-02-05
J. Doan,BUF,R,0.0,8.708343901768949,8.708343901768949,8.708343901768949,4400,2026-02-05
K. Helenius,BUF,C,0.0,7.003184362616539,7.003184362616539,7.003184362616539,2500,2026-02-05
P. Krebs,BUF,C,0.0,5.334933304568595,5.334933304568595,5.334933304568595,2700,2026-02-05
M. Samuelsson,BUF,D,0.0,9.14483968629874,9.14483968629874,9.14483968629874,4000,2026-02-05
K. Korczak,VGK,D,0.0,4.670639886832829,4.670639886832829,4.670639886832829,2500,2026-02-05
J. Drouin,NYI,L,0.0,4.758093356534399,4.758093356534399,4.758093356534399,3100,2026-02-05
J. Bryson,BUF,D,0.0,3.296753671239175,3.296753671239175,3.296753671239175,2500,2026-02-05
J. Pageau,NYI,C,0.0,5.91393957341301,5.91393957341301,5.91393957341301,3200,2026-02-05
D. Doughty,LAK,D,0.0,6.014704613812636,6.014704613812636,6.014704613812636,3500,2026-02-05
C. Grundstrom,PHI,R,0.0,5.494373067246954,5.494373067246954,5.494373067246954,2600,2026-02-05
M. Schaefer,NYI,D,0.0,11.620384047374614,11.620384047374614,11.620384047374614,5800,2026-02-05
H. Lapierre,WSH,C,0.0,2.7113292199448487,2.7113292199448487,2.7113292199448487,2500,2026-02-05
S. Carrick,NYR,C,0.0,3.126496389888031,3.126496389888031,3.126496389888031,2500,2026-02-05
J. Saros,NSH,G,0.0,5.053219961514331,5.053219961514331,5.053219961514331,7300,2026-02-05
G. Perreault,NYR,R,0.0,4.8953433688189865,4.8953433688189865,4.8953433688189865,2700,2026-02-05
D. Batherson,OTT,R,0.0,10.70256325220478,10.70256325220478,10.70256325220478,5100,2026-02-05
N. Hague,NSH,D,0.0,4.448637908032053,4.448637908032053,4.448637908032053,2500,2026-02-05
O. Wiesblatt,NSH,C,0.0,2.636366238864772,2.636366238864772,2.636366238864772,2500,2026-02-05
G. Hathaway,PHI,R,0.0,1.811409194159214,1.811409194159214,1.811409194159214,2500,2026-02-05
N. Grebenkin,PHI,R,0.0,3.2630159241191237,3.2630159241191237,3.2630159241191237,2900,2026-02-05
J. Brodzinski,NYR,C,0.0,3.728730975009321,3.728730975009321,3.728730975009321,2500,2026-02-05
S. Reinhart,FLA,C,0.0,12.646277086248224,12.646277086248224,12.646277086248224,7000,2026-02-05
L. Hameenaho,NJD,R,0.0,5.918964456545585,5.918964456545585,5.918964456545585,2900,2026-02-05
A. Gritsyuk,NJD,R,0.0,7.220824777304,7.220824777304,7.220824777304,3100,2026-02-05
B. Dillon,NJD,D,0.0,4.40828505154643,4.40828505154643,4.40828505154643,2500,2026-02-05
J. Siegenthaler,NJD,D,0.0,4.079161145357139,4.079161145357139,4.079161145357139,2500,2026-02-05
J. Kotkaniemi,CAR,C,0.0,3.819488085942883,3.819488085942883,3.819488085942883,2500,2026-02-05
S. Aho,CAR,C,0.0,12.413492050378622,12.413492050378622,12.413492050378622,7000,2026-02-05
S. Vilmanis,FLA,L,0.0,3.7931532934918737,3.7931532934918737,3.7931532934918737,2500,2026-02-05
C. Schwindt,FLA,R,0.0,2.926401103431835,2.926401103431835,2.926401103431835,2500,2026-02-05
E. Luostarinen,FLA,C,0.0,6.124403332720364,6.124403332720364,6.124403332720364,2900,2026-02-05
A. Schmid,VGK,G,0.0,5.178302078980734,5.178302078980734,5.178302078980734,8300,2026-02-05
A. Forsberg,LAK,G,-1.4000000000000004,7.612892261207873,9.012892261207874,9.012892261207874,7100,2026-02-05
D. Tarasov,FLA,G,-3.5,6.728841477186608,10.228841477186608,10.228841477186608,7200,2026-02-05
