name,team,position,actual_fpts,projected_fpts,error,abs_error,salary,date
L. Mailloux,STL,D,0.0,3.5433171781695445,3.5433171781695445,3.5433171781695445,2500,2026-02-04
C. Fowler,STL,D,0.0,5.495633549866349,5.495633549866349,5.495633549866349,2800,2026-02-04
O. Moore,CHI,C,0.0,4.424253227335063,4.424253227335063,4.424253227335063,2500,2026-02-04
E. Soderblom,DET,L,0.0,2.8059098134553455,2.8059098134553455,2.8059098134553455,2500,2026-02-04
A. Greer,FLA,L,0.0,5.00202813103779,5.00202813103779,5.00202813103779,2500,2026-02-04
B. Schenn,STL,C,0.0,5.57832327291959,5.57832327291959,5.57832327291959,3500,2026-02-04
K. Stenlund,UTA,C,0.0,3.194533481164751,3.194533481164751,3.194533481164751,2700,2026-02-04
T. Bjornfot,FLA,D,0.0,5.516469164947633,5.516469164947633,5.516469164947633,2500,2026-02-04
R. Fabbri,STL,C,0.0,4.088498534508371,4.088498534508371,4.088498534508371,2500,2026-02-04
S. Vilmanis,FLA,L,0.0,3.904690564368756,3.904690564368756,3.904690564368756,2500,2026-02-04
J. Moverare,LAK,D,0.0,2.4717762952749287,2.4717762952749287,2.4717762952749287,2500,2026-02-04
J. Aspirot,BOS,D,0.0,4.190972468930406,4.190972468930406,4.190972468930406,2500,2026-02-04
C. Schwindt,FLA,R,0.0,3.049722620365487,3.049722620365487,3.049722620365487,2500,2026-02-04
J. Armia,LAK,R,0.0,5.261721614642765,5.261721614642765,5.261721614642765,2800,2026-02-04
B. Tanev,UTA,L,0.0,1.8502748946407568,1.8502748946407568,1.8502748946407568,2500,2026-02-04
T. Teravainen,CHI,C,0.0,5.402276740756472,5.402276740756472,5.402276740756472,3500,2026-02-04
Z. Parekh,CGY,D,0.0,3.714538980431272,3.714538980431272,3.714538980431272,2500,2026-02-04
A. Gaudette,SJS,R,0.0,6.011921844245677,6.011921844245677,6.011921844245677,2600,2026-02-04
A. Mangiapane,EDM,L,0.0,3.604706871201211,3.604706871201211,3.604706871201211,2500,2026-02-04
I. Demidov,MTL,R,0.0,7.389886142674427,7.389886142674427,7.389886142674427,4900,2026-02-04
M. Frost,CGY,C,0.0,6.492032293300545,6.492032293300545,6.492032293300545,3300,2026-02-04
M. Sasson,VAN,C,0.0,3.999272403437626,3.999272403437626,3.999272403437626,2500,2026-02-04
A. Iafallo,WPG,L,0.0,4.927538911748144,4.927538911748144,4.927538911748144,3100,2026-02-04
G. Nyquist,WPG,R,0.0,3.756415641195463,3.756415641195463,3.756415641195463,2700,2026-02-04
A. Klapka,CGY,R,0.0,3.5235751007763247,3.5235751007763247,3.5235751007763247,2600,2026-02-04
T. Pitlick,MIN,C,0.0,2.53226932247944,2.53226932247944,2.53226932247944,2500,2026-02-04
M. Janmark,EDM,C,0.0,2.543962565455218,2.543962565455218,2.543962565455218,2500,2026-02-04
J. Hryckowian,DAL,C,0.0,4.192282211654269,4.192282211654269,4.192282211654269,2700,2026-02-04
W. Kaiser,CHI,D,0.0,4.729072383394382,4.729072383394382,4.729072383394382,2600,2026-02-04
N. Tolopilo,VAN,G,0.0,7.742923959492312,7.742923959492312,7.742923959492312,7000,2026-02-04
J. Dobes,MTL,G,0.0,5.57445823586719,5.57445823586719,5.57445823586719,7600,2026-02-04
S. Girard,COL,D,0.0,4.871883791372518,4.871883791372518,4.871883791372518,2600,2026-02-04
D. Voronkov,CBJ,L,0.0,7.384970373776564,7.384970373776564,7.384970373776564,3200,2026-02-04
M. Wood,CBJ,L,0.0,5.298441314083742,5.298441314083742,5.298441314083742,2500,2026-02-04
D. Mateychuk,CBJ,D,0.0,6.69580407060622,6.69580407060622,6.69580407060622,3200,2026-02-04
D. Kuemper,LAK,G,-0.7000000000000011,6.16131668006329,6.861316680063291,6.861316680063291,8000,2026-02-04
J. Binnington,STL,G,-1.4000000000000021,2.6482782792569823,4.0482782792569845,4.0482782792569845,7200,2026-02-04
