team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
STL,2024,STL,STL,Team Level,4on5,82,0.07,0.11,0.13,18290,43.06,2.87,1.91,6.12,1.29,13.69,32.13,2.84,2.87,2.84,48,10,6,64,3,0,0,3,0,6,46,45,55,2,4,167,30,14,27,49,8,1,1.68,0.89,0.3,2,1,0,64,58,58,21,0.44,0,0,3.3,3.3,3.27,290.86,40.67,25.69,62.6,9.95,171.08,90,36.28,40.67,36.28,274,126,119,519,47,38,5,54,0,142,119,227,353,9,18,156,13,20,45,266,82,52,7.18,9.69,23.8,9,11,27,519,400,400,5,6.69,7.98,7.98,39.38,39.38,36.97
STL,2024,STL,STL,Team Level,5on4,82,0.91,0.87,0.85,18369,272.53,34.63,23.87,59.05,9.34,162.37,83.75,32.8,34.63,32.8,241,132,124,497,39,34,5,53,2,126,119,202,334,9,21,173,28,11,50,265,64,44,7.14,7.47,20.01,4,9,26,497,373,373,5,6.28,6.38,6.13,34.77,34.77,33.5,48.87,3.43,2.36,7.87,1.6,16.16,35.57,3.35,3.43,3.35,53,14,10,77,5,2,0,4,0,10,46,48,62,5,15,156,54,16,25,56,7,4,1.52,0.97,0.94,3,1,1,77,67,67,15,0.55,0.4,0.4,3.58,3.58,3.54
ANA,2024,ANA,ANA,Team Level,other,82,0.43,0.44,0.44,11675,157.69,35.85,10.74,28.82,5.53,82.56,52.51,32.66,35.85,32.66,147,69,80,296,34,19,3,22,0,75,66,113,182,7,14,135,30,11,33,108,54,54,4.29,6.65,24.9,10,7,17,296,216,216,17,3.1,5.48,5.48,33.47,33.47,31.14,201.84,46.74,13.89,36.19,6.86,107.22,67.08,41.2,46.74,41.2,194,84,101,379,38,16,4,41,1,86,96,156,240,7,14,156,34,15,32,145,61,72,6.3,7.3,33.14,4,11,23,379,278,278,14,4.22,7.48,7.48,43.49,43.49,39.29
ANA,2024,ANA,ANA,Team Level,all,82,0.45,0.46,0.46,299356,2508.99,241.34,163.58,615.17,85.04,1354.26,992.67,228.34,240.12,227.22,2270,1183,1302,4755,217,283,31,513,8,1064,1368,2053,3236,310,657,2087,1876,349,1171,2569,614,270,75.36,75.46,90.51,89,74,54,4711.01,3453,3432.41,556,36.14,59.92,59.92,217.5,216.54,210.01,2931.27,296.71,198.68,699.52,98.33,1598.89,1147.85,280.82,298.38,282.45,2649,1391,1509,5549,261,279,39,654,6,1275,1565,2388,3779,284,607,2588,1448,358,1108,2962,743,335,88.24,92.51,115.95,78,96,87,5608.25,4040,4071.7,497,44.34,60.19,60.25,280.81,282.23,272.05
ANA,2024,ANA,ANA,Team Level,5on5,82,0.45,0.46,0.46,242858,1967.5,160.38,121.86,504.28,66.47,1057.91,800.17,153.64,159.16,152.51,1774,938,1063,3775,157,220,25,425,6,800,1104,1617,2555,278,590,1611,1774,298,1045,2114,435,163,60.31,53.84,46.24,73,59,25,3731.01,2712,2691.41,501,25.26,44.84,45.04,140.54,139.58,137,2309.94,195.44,148.78,579.29,77.75,1263.2,930.54,188.82,197.1,190.44,2065,1130,1251,4446,164,218,24,529,4,1009,1271,1901,3031,257,550,1983,1362,306,980,2427,577,191,71.53,72.53,51.37,62,69,33,4505.25,3195,3226.7,455,30.78,41.5,41.91,184.3,185.72,182.71
ANA,2024,ANA,ANA,Team Level,4on5,82,0.12,0.12,0.13,22389,54.97,6.6,2.76,8.78,1.99,16.67,36.2,5.7,6.6,5.7,59,14,15,88,3,9,1,1,0,9,51,56,70,10,20,172,65,24,31,47,16,10,1.59,2.22,2.78,1,1,1,88,73,73,25,0.63,2.49,2.49,4.74,4.74,4.6,363.96,48.8,33.19,75.89,11.74,211.54,112.83,45.12,48.8,45.12,335,159,150,644,54,45,11,78,1,167,149,281,440,6,10,228,14,11,63,342,87,65,8.86,10.34,29.6,10,14,30,644,494,494,2,8.7,11.22,10.86,46.64,46.64,43.73
ANA,2024,ANA,ANA,Team Level,5on4,82,0.87,0.88,0.86,22434,328.83,38.52,28.24,73.29,11.06,197.12,103.78,36.34,38.52,36.34,290,162,144,596,23,35,2,65,2,180,147,267,429,15,33,169,7,16,62,300,109,43,9.18,12.74,16.59,5,7,11,596,452,452,13,7.15,7.11,6.92,38.75,38.75,37.26,55.51,5.73,2.82,8.15,1.97,16.93,37.4,5.68,5.73,5.68,55,18,7,80,5,0,0,6,0,13,49,50,68,14,33,221,38,26,33,48,18,7,1.56,2.34,1.83,2,2,1,80,73,73,26,0.65,0,0,6.38,6.38,6.31
NJD,2024,NJD,NJD,Team Level,other,82,0.58,0.55,0.55,11236,170.85,40.75,12.89,31.25,6.1,88.84,51.17,37.51,40.75,37.51,153,78,81,312,32,26,1,22,1,86,64,121,199,6,14,116,41,11,26,109,61,61,4.61,7.63,28.51,4,10,18,312,231,231,9,3.69,7.27,7.27,37.17,37.17,35.31,135.8,29.53,9.53,25.56,4.71,74.95,45.72,26.99,29.53,26.99,121,69,64,254,29,17,2,18,2,63,61,92,161,4,8,102,42,10,30,98,49,43,4.05,5.53,19.95,6,4,19,254,190,190,11,2.7,4.45,5.12,27.12,27.12,25.18
NJD,2024,NJD,NJD,Team Level,all,82,0.53,0.52,0.51,297808,2581.81,276.25,176.98,620.36,87.94,1370.15,978.31,261.73,277.75,263.14,2304,1206,1491,5001,240,295,32,480,6,1101,1388,2064,3270,271,611,2256,1929,342,1252,2494,677,339,72.88,84.39,118.98,85,72,83,5034.31,3510,3532.84,604,39.64,62.67,63.22,252.68,253.93,246.37,2459.57,243.35,166.14,602.62,83.94,1331.67,966.29,228.18,243.43,228.23,2164,1230,1277,4671,220,268,30,451,8,1022,1425,1944,3174,258,579,2272,1777,361,1212,2507,612,275,71.14,76.36,95.84,84,77,59,4644.39,3394,3377.96,553,36.92,55.92,56,224.25,223.78,215.21
NJD,2024,NJD,NJD,Team Level,5on5,82,0.52,0.51,0.5,244612,1999.83,172.34,128.55,507.99,68.11,1067.61,787.41,165.79,173.83,167.19,1755,977,1217,3949,149,218,23,395,2,831,1137,1606,2583,251,569,1771,1796,297,1107,2055,489,188,58.47,61.13,52.74,73,46,30,3982.31,2732,2754.84,553,26.73,42.4,42.96,156.12,157.36,154.88,1957.23,161.44,123.74,502.14,66.86,1062.37,790.44,155.74,161.54,155.79,1717,990,1043,3750,152,189,19,389,5,804,1168,1565,2555,240,543,1815,1664,318,1070,2063,492,152,57.61,61.63,42.2,67,64,21,3723.39,2707,2690.96,505,25.67,37.07,36.67,150.43,149.98,147.76
NJD,2024,NJD,NJD,Team Level,4on5,82,0.13,0.14,0.16,22307,60.5,7.08,3.37,8.66,1.95,19.03,39.9,6.83,7.08,6.83,63,17,16,96,6,6,0,4,0,11,53,57,74,5,10,173,53,20,36,49,23,8,1.76,3.02,2.3,3,2,1,96,80,80,29,0.76,1.08,1.07,6.77,6.77,6.75,311.99,46.95,30.05,66.97,10.59,177.74,93.7,40.24,46.95,40.24,268,158,157,583,36,58,9,42,0,145,145,232,390,10,20,192,24,17,71,298,53,75,7.97,6.71,32.27,9,8,19,583,426,426,3,7.9,13.59,13.4,41.45,41.45,37.05
NJD,2024,NJD,NJD,Team Level,5on4,82,0.91,0.88,0.87,19653,350.62,56.1,32.17,72.46,11.77,194.67,99.83,51.6,56.1,51.6,333,134,177,644,53,45,8,59,3,173,134,280,414,9,18,196,39,14,83,281,104,82,8.05,12.62,35.43,5,14,34,644,467,467,13,8.47,11.93,11.93,52.63,52.63,49.44,54.57,5.41,2.81,7.95,1.79,16.62,36.42,5.21,5.41,5.21,58,13,13,84,3,4,0,2,1,10,51,55,68,4,8,163,47,16,41,48,18,5,1.5,2.49,1.42,2,1,0,84,71,71,34,0.64,0.8,0.8,5.24,5.24,5.21
DET,2024,DET,DET,Team Level,other,82,0.49,0.47,0.49,10193,143.38,38.98,9.83,25.01,4.78,69.81,45.59,35,38.98,35,131,63,58,252,33,14,3,24,1,57,65,98,161,1,2,127,24,16,32,94,44,56,3.49,5.53,29.95,3,8,22,252,194,194,8,2.91,4.36,4.79,37.09,37.09,34.4,150.29,39.83,10.35,26.5,5.01,78.58,41.74,36.54,39.83,36.54,133,69,85,287,36,19,1,25,0,73,49,97,166,8,16,124,35,18,31,88,54,60,3.48,6.46,29.9,7,5,24,287,202,202,11,3.07,6.09,6.19,36.72,36.72,34.25
DET,2024,DET,DET,Team Level,all,82,0.49,0.48,0.49,298437,2495.34,257.26,166.65,598.14,83.43,1337.34,962.18,243.72,257.27,243.7,2250,1155,1275,4680,235,248,26,436,9,1083,1394,2015,3170,218,467,2267,1570,367,1255,2453,659,293,70.42,81.85,105.01,74,81,80,4667.3,3405,3404.25,615,37.11,54.38,54.38,240,239.97,233.01,2596.08,267.17,173.13,630.89,88.07,1398.42,1003.31,252.33,268.84,253.9,2337,1224,1408,4969,259,264,30,503,7,1160,1368,2078,3302,267,563,2362,1827,386,1253,2564,686,311,71.68,84.11,111.38,96,77,86,4997.45,3561,3576.07,596,38.23,58.27,58.29,247.1,248.63,241.15
DET,2024,DET,DET,Team Level,5on5,82,0.48,0.48,0.48,249463,1947.39,163.88,121.84,489.54,65.73,1046.27,782.75,157.52,163.88,157.51,1746,924,1067,3737,143,190,15,362,6,838,1131,1603,2527,202,435,1787,1484,320,1133,2022,485,163,57.34,60.44,46.09,59,59,25,3724.3,2670,2669.25,577,25.27,39.65,39.22,149.93,149.9,147.8,2105,179.02,134.39,536.67,72.02,1135.04,840.86,170.86,180.69,172.43,1881,1017,1153,4051,162,203,21,439,4,942,1148,1719,2736,242,513,1920,1733,342,1149,2171,539,188,59.3,66.38,53.34,77,60,25,4079.45,2898,2913.07,554,27.86,41.72,41.63,165.25,166.77,163.58
DET,2024,DET,DET,Team Level,4on5,82,0.07,0.09,0.11,17311,38.64,3.28,1.7,6.31,1.15,11.75,25.81,3.17,3.28,3.17,41,9,7,57,2,2,0,3,0,4,39,39,48,3,6,144,50,18,31,38,7,5,1.04,0.88,1.35,1,1,0,57,50,50,27,0.39,0.54,0.54,3.13,3.13,3.1,294.49,44.24,25.96,60.87,9.55,169.83,88.56,40.96,44.24,40.96,273,126,158,557,54,39,8,36,3,138,129,219,345,10,20,150,9,6,37,259,81,59,7.46,9.55,27.22,8,11,35,557,399,399,3,6.73,9.99,9.99,40.98,40.98,39.21
DET,2024,DET,DET,Team Level,5on4,82,0.93,0.9,0.89,21470,365.94,51.13,33.27,77.28,11.78,209.52,108.03,48.03,51.13,48.03,332,159,143,634,57,42,8,47,2,184,159,275,434,12,24,209,12,13,59,299,123,69,8.54,14.99,27.61,11,13,33,634,491,491,3,8.54,9.82,9.82,49.85,49.85,47.69,46.3,4.07,2.44,6.86,1.49,14.97,32.16,3.96,4.07,3.96,50,12,12,74,7,3,0,3,0,7,42,43,55,7,14,168,50,20,36,46,12,4,1.44,1.72,0.91,4,1,2,74,62,62,28,0.56,0.48,0.48,4.15,4.15,4.1
NYI,2024,NYI,NYI,Team Level,other,82,0.43,0.48,0.48,10726,166.27,31.19,13.01,31.7,5.81,96.27,51.03,28.37,31.19,28.37,158,71,76,305,26,20,2,21,2,92,68,132,203,6,20,133,34,18,24,131,56,42,4.71,6.78,19.7,5,6,15,305,229,229,12,3.7,5.07,5.07,29.82,29.82,27.57,178.83,41.95,12.72,31.72,5.89,96.95,57.77,36.39,41.95,36.39,174,73,89,336,44,20,4,20,0,84,79,130,203,3,6,105,24,18,24,122,61,64,5.16,7.52,29.27,9,8,27,336,247,247,11,3.69,8.27,8.27,37.37,37.37,34.46
NYI,2024,NYI,NYI,Team Level,all,82,0.48,0.5,0.5,298682,2648.98,243.07,181.53,650.85,90.71,1443.12,1039.74,232.11,242.91,231.97,2420,1229,1384,5033,222,287,29,525,5,1212,1398,2198,3427,201,441,2541,1814,412,1214,2742,651,256,78.49,81.35,83.22,76,92,54,5014.97,3649,3640.65,578,40.46,56.31,56.33,227.19,226.96,220.53,2614.12,259.32,177.28,625.72,87.15,1414.02,1024.5,244.97,260.64,246.22,2357,1231,1459,5047,257,279,22,421,6,1194,1431,2100,3331,221,481,2087,1752,448,1210,2641,658,289,76.55,82.67,100.1,106,80,71,5081.55,3588,3609.61,584,39.34,60.94,60.94,237.73,238.87,232.2
NYI,2024,NYI,NYI,Team Level,5on5,82,0.5,0.5,0.51,249107,2116.25,175.52,136.69,538.89,72.36,1149.81,848.72,169.11,175.37,168.97,1903,1019,1157,4079,162,217,23,425,2,967,1149,1741,2760,182,397,2006,1723,357,1097,2253,495,174,64.94,62.66,47.94,67,71,24,4060.97,2922,2913.65,541,28.42,43.66,43.81,160.13,159.89,157.06,2075.68,175.45,133.96,520.29,69.59,1120.76,833.94,169.06,176.77,170.31,1852,1002,1238,4092,161,213,14,348,6,952,1174,1691,2693,209,457,1667,1663,393,1109,2165,518,171,61.57,65.61,48.28,82,63,16,4126.55,2854,2875.61,539,27.8,44.08,44.16,159.09,160.23,157.66
NYI,2024,NYI,NYI,Team Level,4on5,82,0.13,0.15,0.17,17207,64.52,5.82,3.1,9.07,1.89,19.64,45.47,5.76,5.82,5.76,70,15,9,94,9,3,1,7,0,15,51,61,76,3,6,173,37,22,20,59,21,5,1.79,2.58,1.46,2,5,2,94,85,85,14,0.7,0.28,0.28,6.24,6.24,6.23,305.3,37.79,28.08,65.5,10.01,179.12,94.5,35.45,37.79,35.45,273,142,123,538,46,43,4,52,0,144,130,227,369,5,10,156,17,14,46,298,67,50,8.2,8.13,21.46,10,8,28,538,415,415,10,7.29,7.89,7.82,37.25,37.25,36.09
NYI,2024,NYI,NYI,Team Level,5on4,82,0.88,0.87,0.85,21642,301.94,30.53,28.72,71.19,10.65,177.4,94.52,28.88,30.53,28.88,289,124,142,555,25,47,3,72,1,138,130,264,388,10,18,229,20,15,73,299,79,35,7.06,9.34,14.13,2,10,13,555,413,413,11,7.64,7.29,7.17,31,31,29.66,54.31,4.13,2.52,8.21,1.66,17.19,38.29,4.07,4.13,4.07,58,14,9,81,6,3,0,1,0,14,48,52,66,4,8,159,48,23,31,56,12,4,1.63,1.41,1.09,5,1,0,81,72,72,24,0.57,0.69,0.69,4.01,4.01,4
SEA,2024,SEA,SEA,Team Level,other,82,0.47,0.55,0.53,13203,169.53,38.24,12.62,30.4,5.89,95.8,54.06,34.7,38.24,34.7,155,82,103,340,40,17,3,24,2,81,73,115,197,9,20,128,19,18,35,115,68,54,4.56,8.16,25.52,7,13,20,340,237,237,17,3.66,5.95,6.03,35.86,35.86,32.92,145.46,43.4,9.77,24.2,5.03,76.89,47.71,39.13,43.4,39.13,123,84,68,275,35,12,2,23,1,75,61,88,172,6,12,143,28,13,33,94,36,77,3.53,4.42,35.45,3,4,28,275,207,207,14,2.88,3.42,3.42,42.84,42.84,38.92
SEA,2024,SEA,SEA,Team Level,all,82,0.47,0.48,0.48,297525,2507.79,238.29,166.36,607.12,85.11,1384.19,1006.94,226.6,237.49,225.86,2243,1245,1300,4788,245,231,25,464,8,1156,1384,1998,3243,234,525,2245,1697,418,1164,2643,608,237,74.79,75.76,87.73,94,89,62,4743.1,3488,3464.86,548,36.82,49.91,49.95,225.16,224.23,217.73,2671.11,267.41,179.66,650.42,91.17,1467.26,1052.07,253.76,270.04,256.32,2343,1365,1441,5149,262,276,29,561,10,1260,1339,2081,3446,273,589,2376,1688,355,1136,2760,626,322,78.48,78.69,110.24,99,88,75,5227.46,3708,3759.19,531,39.69,55.03,55.44,251.67,253.8,244.89
SEA,2024,SEA,SEA,Team Level,5on5,82,0.46,0.48,0.48,245088,1989.61,154.01,125.17,504.19,67.84,1096.52,823.28,148.99,153.22,148.25,1766,1005,1072,3843,168,181,18,385,6,907,1124,1598,2603,213,481,1770,1626,365,1042,2191,455,125,61.28,57.05,35.69,82,64,22,3798.1,2771,2747.86,497,25.85,34.39,34.57,145.3,144.37,142.22,2142.61,179.75,137.89,546.28,73.26,1172.61,864.22,172.67,182.38,175.23,1873,1101,1206,4180,184,230,25,465,9,993,1093,1689,2790,245,531,1865,1606,312,1035,2285,507,182,64.69,64.1,50.97,85,76,23,4258.46,2974,3025.19,492,28.59,45.84,46.26,162.08,164.21,161.19
SEA,2024,SEA,SEA,Team Level,4on5,82,0.12,0.11,0.13,17552,53.32,5.11,2.58,8.37,1.69,16.16,36.09,4.9,5.11,4.9,58,12,8,78,3,5,0,0,0,14,48,55,67,3,6,159,45,18,35,52,10,8,1.4,1.47,2.24,2,1,0,78,70,70,28,0.61,0.98,0.98,4.74,4.74,4.68,325.3,39.02,29.26,71.47,11.19,200.39,100.67,36.73,39.02,36.73,291,161,157,609,40,32,2,66,0,180,134,251,412,13,28,187,13,7,38,330,66,56,8.97,7.91,22.14,10,8,22,609,452,452,3,7.61,5.74,5.74,40.89,40.89,38.95
SEA,2024,SEA,SEA,Team Level,5on4,82,0.89,0.86,0.85,21682,295.32,40.93,25.99,64.17,9.69,175.71,93.5,38,40.93,38,264,146,117,527,34,28,4,55,0,154,139,230,376,9,18,188,7,17,52,285,75,50,7.56,9.1,24.27,3,11,20,527,410,410,6,6.7,8.59,8.37,39.27,39.27,37.92,57.75,5.24,2.74,8.48,1.7,17.38,39.47,5.22,5.24,5.22,56,19,10,85,3,2,0,7,0,12,51,53,72,9,18,181,41,23,30,51,17,7,1.29,2.26,1.7,1,0,2,85,75,75,22,0.64,0.02,0.01,5.86,5.86,5.85
OTT,2024,OTT,OTT,Team Level,other,82,0.51,0.51,0.51,13423,171.46,42.04,12.1,29.59,5.94,95.37,54.96,38.35,42.04,38.35,157,83,94,334,41,15,3,33,0,86,65,116,199,3,6,163,42,14,37,120,59,61,4.85,7.12,30.07,10,12,19,334,240,240,19,3.55,5.33,5.33,40.27,40.27,37.22,168.3,40.53,11.98,31.98,5.95,91.86,51.71,37.47,40.53,37.47,157,77,90,324,31,21,0,28,0,78,76,126,203,5,10,131,35,21,36,119,51,64,4.62,6.68,29.23,4,8,19,324,234,234,15,3.6,4.87,4.91,39.21,39.21,37.14
OTT,2024,OTT,OTT,Team Level,all,82,0.5,0.51,0.51,297335,2576.45,252.01,172.23,626.35,87.4,1408.42,999.58,240.79,252.99,241.74,2403,1143,1394,4940,242,251,34,491,6,1108,1448,2161,3304,294,642,2492,2106,398,1068,2613,645,288,72.92,79.27,99.81,87,81,74,4956.79,3546,3556.74,523,38.6,50.06,50.06,240.55,241.02,234.11,2492.77,255.69,167.24,605.92,84.52,1348.04,967.59,239.8,255.67,239.84,2347,1082,1391,4820,232,271,36,498,9,1051,1368,2115,3197,332,736,2203,1990,366,1230,2508,606,315,70.4,76.61,108.69,73,77,82,4814.86,3429,3427.14,601,37.58,56.5,56.5,236.77,236.73,227.51
OTT,2024,OTT,OTT,Team Level,5on5,82,0.5,0.5,0.5,237526,1970.7,158.46,123.26,507.2,67.03,1072.3,788.74,153.29,159.44,154.24,1827,890,1104,3821,140,189,24,385,6,827,1170,1687,2577,268,592,1855,2004,336,927,2100,447,170,56.83,55.57,46.08,61,47,32,3837.79,2717,2727.74,472,25.53,36.99,37.41,146.59,147.06,145.03,1927.46,159.51,121.51,494.67,66.08,1045.53,780.71,152.82,159.48,152.84,1810,858,1140,3808,157,208,30,392,6,796,1109,1653,2511,291,650,1709,1884,303,1079,2061,433,174,57.18,54.75,47.58,66,55,36,3802.86,2668,2666.14,537,25.21,41.67,42.14,142.58,142.54,139.86
OTT,2024,OTT,OTT,Team Level,4on5,82,0.1,0.13,0.15,21562,60.9,5.83,2.86,8.86,1.91,18.65,41.89,5.75,5.83,5.75,62,18,8,88,8,4,2,1,0,9,58,54,72,11,20,220,37,25,33,51,26,3,1.47,3.51,0.85,3,4,1,88,80,80,27,0.66,0.74,0.74,5.75,5.75,5.73,351.11,52.28,31.58,71.88,11.09,196.15,103.02,46.19,52.28,46.19,337,129,150,616,43,41,6,74,3,165,140,294,423,23,42,168,25,18,67,281,110,75,7.26,13.7,31.33,2,14,27,616,466,466,8,8.27,9.83,9.3,51.25,51.25,46.81
OTT,2024,OTT,OTT,Team Level,5on4,82,0.93,0.91,0.89,24824,373.39,45.67,34.01,80.71,12.52,222.09,114,43.4,45.67,43.4,357,152,188,697,53,43,5,72,0,186,155,304,456,12,24,254,23,23,71,342,113,54,9.78,13.07,22.82,13,18,22,697,509,509,5,8.86,7,6.58,47.95,47.95,46.13,45.9,3.37,2.17,7.39,1.4,14.51,32.16,3.33,3.37,3.33,43,18,11,72,1,1,0,4,0,12,43,42,60,13,34,195,46,24,48,47,12,2,1.35,1.47,0.56,1,0,0,72,61,61,41,0.49,0.14,0.14,3.73,3.73,3.7
LAK,2024,LAK,LAK,Team Level,other,82,0.54,0.49,0.47,11374,124.99,33.38,8.91,23.1,4.33,65.88,40.4,32,33.38,32,116,60,80,256,34,10,1,15,0,66,51,82,142,6,10,114,23,20,29,88,40,48,3.62,4.99,24.77,5,2,27,256,176,176,13,2.54,1.87,1.87,34.04,34.04,32.64,145.03,28.99,10.81,27.22,4.97,79.68,46.34,27.17,28.99,27.17,136,62,70,268,37,18,4,16,1,63,63,99,161,3,9,124,32,22,26,110,47,41,3.96,5.61,19.42,7,12,18,268,198,198,9,3.2,4.55,4.55,27.64,27.64,26.65
LAK,2024,LAK,LAK,Team Level,all,82,0.54,0.53,0.53,297801,2634.81,250.96,176.05,648.33,89.24,1423.08,1039.33,240.11,253.24,242.31,2304,1323,1428,5055,249,278,37,478,9,1172,1441,2055,3378,279,616,2319,1742,351,1150,2711,634,282,75.51,79.08,96.37,101,69,79,5121.54,3627,3670.3,520,38.74,58.15,58.34,231.34,233.37,228.53,2333.72,213.91,156.71,567.97,78.7,1261.81,920.97,205.78,213.71,205.57,2093,1108,1302,4503,203,224,32,395,8,1003,1368,1890,2998,249,554,2264,1826,380,1141,2399,591,211,66.29,73.56,74.06,82,69,52,4465.28,3201,3181.73,496,34.98,45.03,45.13,203.7,203.23,199.24
LAK,2024,LAK,LAK,Team Level,5on5,82,0.55,0.53,0.54,244436,2149.4,177.9,137.2,547.16,72.71,1160.39,865.62,170.9,180.19,173.1,1867,1094,1193,4154,178,223,34,405,8,951,1196,1689,2783,251,564,1813,1645,293,1021,2277,505,179,62.84,63.27,51.79,88,55,35,4220.55,2961,3004.3,473,28.45,47.54,48.02,158.33,160.36,157.97,1843.94,144.25,116.06,468.62,62.29,997.41,751.44,139.84,144.05,139.62,1636,905,1107,3648,125,168,22,330,7,785,1126,1511,2416,223,497,1807,1732,318,1024,1971,449,121,52.85,55.91,35.48,62,44,19,3610.28,2541,2521.73,453,24.06,32.29,32.58,135.66,135.19,133.49
LAK,2024,LAK,LAK,Team Level,4on5,82,0.14,0.14,0.16,22239,54.57,5.78,2.8,8.34,1.76,17.11,37.2,5.49,5.78,5.49,56,17,11,84,2,6,0,8,1,9,47,54,71,10,20,176,49,23,40,49,15,9,1.19,1.97,2.63,2,0,0,84,73,73,30,0.65,1.04,1.04,5.39,5.39,5.3,296.21,36.68,27.53,64.94,9.91,169.32,88.61,34.87,36.68,34.87,272,125,113,510,36,35,5,47,0,146,133,236,361,15,30,216,21,14,56,271,79,47,7.98,10.06,18.64,10,12,14,510,397,397,8,7.21,7.68,7.49,36.4,36.4,35.12
LAK,2024,LAK,LAK,Team Level,5on4,82,0.89,0.88,0.87,19752,305.86,33.89,27.13,69.72,10.45,179.71,96.1,31.72,33.89,31.72,265,152,144,561,35,39,2,50,0,146,147,230,382,12,22,216,25,15,60,297,74,46,7.86,8.85,17.18,6,12,17,561,417,417,4,7.1,7.7,7.4,33.58,33.58,32.61,48.53,3.98,2.31,7.2,1.53,15.4,34.58,3.91,3.98,3.91,49,16,12,77,5,3,1,2,0,9,46,44,60,8,18,117,41,26,35,47,16,2,1.5,1.97,0.51,3,1,1,77,65,65,26,0.53,0.52,0.52,4,4,3.97
DAL,2024,DAL,DAL,Team Level,other,82,0.51,0.46,0.44,10179,110.79,35.42,7.3,19.31,3.69,52.17,33.12,33.65,35.42,33.65,109,42,74,225,36,11,2,19,1,43,41,73,115,7,14,105,28,16,27,61,34,56,2.5,4.4,28.52,3,5,28,225,151,151,12,2.11,2.85,2.85,34.67,34.67,33.32,142.15,34.48,10.11,23.87,4.79,79.72,41.03,30.19,34.48,30.19,113,81,68,262,26,13,2,14,2,80,59,87,168,2,4,117,34,25,28,95,51,48,3.65,6.44,24.4,3,7,16,262,194,194,11,2.98,3.77,3.77,33.7,33.7,31.15
DAL,2024,DAL,DAL,Team Level,all,82,0.52,0.5,0.49,297658,2542.88,269.84,169.99,618.55,86.99,1346.27,976.36,257.49,271.48,259.07,2325,1143,1453,4921,275,281,35,463,10,1109,1330,2050,3193,246,526,2527,1245,373,1340,2423,752,293,72.71,95.45,101.68,83,101,91,4966.59,3468,3497.66,633,37.84,55.21,55.21,252.47,253.99,247.52,2625.27,253.45,170.95,641.07,88.03,1409.42,1026.08,240.65,252.35,239.6,2382,1207,1262,4851,222,243,29,524,10,1130,1460,2160,3367,260,571,2320,2081,440,1267,2643,661,285,76.34,79.53,97.59,75,76,71,4806.45,3589,3559.98,552,37.85,50.82,50.82,240.49,239.33,233.09
