assists,evGoals,evPoints,faceoff_pct,gw_goals,games_played,goals,lastName,ot_goals,pim,player_id,plus_minus,points,pointsPerGame,position,pp_goals,pp_points,seasonId,sh_goals,sh_points,shooting_pct,shootsCatches,shots,name,team,toi_per_game,goals_per_game,assists_per_game,points_per_game,shots_per_game,pp_points_per_game,goals_pg,assists_pg,points_pg,shots_pg,blocks_pg,pp_points_pg,pp_share,pp_goals_pg,sh_goals_pg,sh_points_pg,shooting_pct_adj,high_shot_volume,elite_shot_volume,prob_5plus_shots,prob_3plus_points,prob_hat_trick,is_center,is_wing,is_defense,toi_minutes,toi_vs_position,opponent,is_home,opp_ga_pg,opp_gf_pg,opp_softness,consistency,projected_fpts,floor,ceiling,salary,dk_position,dk_id,dk_avg_fpts,value,edge,games_started,goals_against,gaa,losses,ot_losses,penaltyMinutes,save_pct,saves,shots_against,shutouts,ties,toi,wins,saves_per_start,ga_per_start,shots_against_per_start,saves_pg,ga_pg,sa_pg,win_rate,save_pct_above_avg,high_workload,prob_35plus_saves,gaa_quality,team_gf_pg,team_ga_pg,team_quality,opp_offense_weakness
13,6.0,19.0,,1.0,74,6,Perbix,0.0,20.0,8480246,8.0,19,0.25675,D,0.0,0.0,20242025,0.0,0.0,0.0909,R,66.0,Nick Perbix,TBL,881.081,0.08108108108108109,0.17567567567567569,0.25675675675675674,0.8918918918918919,0.0,0.08108108108108109,0.17567567567567569,0.25675675675675674,0.8918918918918919,1.5,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0053771666107894165,1.293721354423885e-08,5.9768469426774e-34,0.0,0.0,1.0,14.684683333333334,0.8028036709880104,CHI,False,3.14,2.78,1.0466666666666666,1.108544245367431,5.35878770265776,2.143515081063104,18.3969692566444,2500,D/UTIL,41697340,4.4,2.143515081063104,0.9587877026577596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5.0,12.0,,1.0,68,5,Hague,0.0,40.0,8479980,-2.0,12,0.17647,D,0.0,0.0,20242025,0.0,0.0,0.06756,L,74.0,Nicolas Hague,VGK,1019.7647,0.07352941176470588,0.10294117647058823,0.17647058823529413,1.088235294117647,0.0,0.07352941176470588,0.10294117647058823,0.17647058823529413,1.088235294117647,1.5,0.0,0.0,0.0,0.0,0.0,0.06756,0.0,0.0,0.016726814947676565,1.538828043394445e-12,1.8601338374964916e-37,0.0,0.0,1.0,16.996078333333333,0.9291663816425358,TOR,False,3.32,3.32,1.1066666666666667,0.7471952655171635,5.305795096671092,2.122318038668437,18.26448774167773,2500,D/UTIL,41697342,3.93,2.122318038668437,1.3757950966710921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,8.0,,0.0,57,4,Kaiser,0.0,14.0,8482176,0.0,8,0.14035,D,0.0,0.0,20242025,0.0,0.0,0.0606,L,66.0,Wyatt Kaiser,CHI,1087.0175,0.07017543859649122,0.07017543859649122,0.14035087719298245,1.1578947368421053,0.0,0.07017543859649122,0.07017543859649122,0.14035087719298245,1.1578947368421053,1.5,0.0,0.0,0.0,0.0,0.0,0.0606,0.0,0.0,0.02274047087425884,9.05993085298348e-16,2.950777298815083e-39,0.0,0.0,1.0,18.116958333333333,0.9904442831342516,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,0.5698867383223044,5.129568022209529,2.051827208883812,17.82392005552382,2500,D/UTIL,41697226,4.33,2.051827208883812,0.7995680222095292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.0,6.0,,0.0,24,2,Del Mastro,0.0,6.0,8482807,-3.0,6,0.25,D,0.0,0.0,20242025,0.0,0.0,0.10526,L,19.0,Ethan Del Mastro,CHI,1098.5416,0.08333333333333333,0.16666666666666666,0.25,0.7916666666666666,0.0,0.08333333333333333,0.16666666666666666,0.25,0.7916666666666666,1.5,0.0,0.0,0.0,0.0,0.0,0.10526,0.0,0.0,0.002412776558910439,7.562984061066411e-09,5.004352675326472e-33,0.0,0.0,1.0,18.309026666666668,1.000944554715222,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,0.8047189562170501,5.113612221760395,2.045444888704158,17.784030554400985,2500,D/UTIL,41697232,4.2,2.045444888704158,0.9136122217603946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,8.0,0.27272,1.0,37,4,Wood,0.0,48.0,8477425,-5.0,8,0.21621,L,0.0,0.0,20242025,0.0,0.0,0.06666,L,60.0,Miles Wood,COL,681.2972,0.10810810810810811,0.10810810810810811,0.21621621621621623,1.6216216216216217,0.0,0.10810810810810811,0.10810810810810811,0.21621621621621623,1.6216216216216217,0.5,0.0,0.0,0.0,0.0,0.0,0.06666,0.0,0.0,0.08618664479793421,3.1216163532985707e-10,2.0562364068333514e-25,0.0,1.0,0.0,11.354953333333333,0.8350439064365988,PHI,True,3.163265306122449,3.0,1.054421768707483,0.7865051156165158,5.090680952450433,2.0362723809801735,17.72670238112608,2500,W/UTIL,41696918,5.53,2.036272380980173,-0.4393190475495672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,10.0,,0.0,40,0,Korczak,0.0,2.0,8481527,15.0,10,0.25,D,0.0,0.0,20242025,0.0,0.0,0.0,R,34.0,Kaedan Korczak,VGK,904.4,0.0,0.25,0.25,0.85,0.0,0.0,0.25,0.25,0.85,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937228093969001,7.562984061066411e-09,7.095474162284704e-23,0.0,0.0,1.0,15.073333333333332,0.8240509556346767,TOR,False,3.32,3.32,1.1066666666666667,0.928393016676077,5.015800694282393,2.006320277712957,17.539501735705983,2500,D/UTIL,41697272,5.22,2.006320277712957,-0.2041993057176068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,13.0,23.0,0.41666,3.0,81,14,Mangiapane,0.0,24.0,8478233,0.0,28,0.34567,L,0.0,4.0,20242025,1.0,1.0,0.14736,L,95.0,Andrew Mangiapane,WSH,781.5802,0.1728395061728395,0.1728395061728395,0.345679012345679,1.1728395061728396,0.04938271604938271,0.1728395061728395,0.1728395061728395,0.345679012345679,1.1728395061728396,0.5,0.04938271604938271,0.14285714285714285,0.0,0.012345679012345678,0.012345679012345678,0.14736,0.0,0.0,0.024168362778103337,2.1424220475812607e-06,8.023966827380322e-16,0.0,1.0,0.0,13.026336666666667,0.9579575307244741,CGY,False,2.98,2.56,0.9933333333333333,1.523310357079001,4.9848056707515225,1.993922268300609,17.462014176878807,2500,W/UTIL,41696984,3.69,1.993922268300609,1.2948056707515225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,5.0,,0.0,32,1,Smith,0.0,33.0,8474090,-9.0,6,0.1875,D,0.0,0.0,20242025,1.0,1.0,0.03703,L,27.0,Brendan Smith,DAL,792.5312,0.03125,0.15625,0.1875,0.84375,0.0,0.03125,0.15625,0.1875,0.84375,1.5,0.0,0.0,0.0,0.03125,0.03125,0.03703,0.0,0.0,0.0037482308544828217,8.423463754397692e-12,2.1222740597452403e-88,0.0,0.0,1.0,13.208853333333334,0.7221208455664497,STL,True,3.42,2.42,1.14,0.6555951677749651,4.984490947755744,1.9937963791022977,17.461227369389363,2500,D/UTIL,41697242,2.82,1.9937963791022977,2.1644909477557444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10.0,22.0,0.46264,1.0,73,11,Bourque,0.0,8.0,8482145,6.0,25,0.34246,C,1.0,3.0,20242025,0.0,0.0,0.1375,R,80.0,Mavrik Bourque,DAL,761.041,0.1506849315068493,0.1917808219178082,0.3424657534246575,1.095890410958904,0.0410958904109589,0.1506849315068493,0.1917808219178082,0.3424657534246575,1.095890410958904,0.5,0.0410958904109589,0.12,0.0136986301369863,0.0,0.0,0.1375,0.0,0.0,0.01733569313774634,1.8654619046805855e-06,3.542077757366505e-18,1.0,0.0,0.0,12.684016666666668,0.8892759095955891,STL,True,3.42,2.42,1.14,1.473994894932935,4.931721807953833,1.9726887231815333,17.329304519884584,3500,W/UTIL,41696830,5.25,1.4090633737010951,-0.3182781920461668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,2.0,,0.0,11,0,Hutton,0.0,0.0,8477018,0.0,2,0.18181,D,0.0,0.0,20242025,0.0,0.0,0.0,L,11.0,Ben Hutton,VGK,794.0,0.0,0.18181818181818182,0.18181818181818182,1.0,0.0,0.0,0.18181818181818182,0.18181818181818182,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010630576886143987,3.6003141873758284e-12,7.095474162284704e-23,0.0,0.0,1.0,13.233333333333333,0.7234591538853751,TOR,False,3.32,3.32,1.1066666666666667,0.4518012090523637,4.918438361996305,1.967375344798522,17.296095904990764,2700,D/UTIL,41697208,5.83,1.821643837776409,-0.911561638003695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12.0,29.0,0.33333,3.0,82,12,Kolesar,0.0,53.0,8478434,3.0,30,0.36585,R,0.0,0.0,20242025,0.0,1.0,0.13636,R,88.0,Keegan Kolesar,VGK,791.6341,0.14634146341463414,0.21951219512195122,0.36585365853658536,1.0731707317073171,0.0,0.14634146341463414,0.21951219512195122,0.36585365853658536,1.0731707317073171,0.5,0.0,0.0,0.0,0.0,0.012195121951219513,0.13636,0.0,0.0,0.015566124294370882,4.833185261644587e-06,1.0090725825245333e-18,0.0,1.0,0.0,13.193901666666667,0.9257528551185017,TOR,False,3.32,3.32,1.1066666666666667,1.6166490028524139,4.899479790593044,1.9597919162372177,17.24869947648261,2500,W/UTIL,41696956,3.41,1.9597919162372175,1.4894797905930437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,4.0,0.4074,0.0,9,0,Moore,0.0,4.0,8484197,-2.0,4,0.44444,C,0.0,0.0,20242025,0.0,0.0,0.0,L,10.0,Oliver Moore,CHI,814.6666,0.0,0.4444444444444444,0.4444444444444444,1.1111111111111112,0.0,0.0,0.4444444444444444,0.4444444444444444,1.1111111111111112,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018584524634821697,5.685213100650898e-05,7.095474162284704e-23,1.0,0.0,0.0,13.577776666666667,0.9519373880410462,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,1.023371152441798,4.723757911413736,1.8895031645654943,16.80939477853434,3000,C/UTIL,41696624,4.65,1.5745859704712453,0.07375791141373522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.0,4.0,,0.0,32,3,Crevier,0.0,10.0,8481806,-6.0,4,0.125,D,0.0,0.0,20242025,0.0,0.0,0.10714,R,28.0,Louis Crevier,CHI,1037.125,0.09375,0.03125,0.125,0.875,0.0,0.09375,0.03125,0.125,0.875,1.5,0.0,0.0,0.0,0.0,0.0,0.10714,0.0,0.0,0.004759427303818765,1.0449265343612044e-17,2.4595236594562504e-29,0.0,0.0,1.0,17.285416666666666,0.944984351351851,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,0.43706344518331003,4.659136211097974,1.8636544844391896,16.647840527744933,2600,D/UTIL,41697216,5.7,1.791975465806913,-1.0408637889020262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5.0,22.0,0.535,1.0,79,6,Steel,0.0,31.0,8479351,-6.0,25,0.31645,C,0.0,0.0,20242025,1.0,3.0,0.06741,L,89.0,Sam Steel,DAL,848.4177,0.0759493670886076,0.24050632911392406,0.31645569620253167,1.1265822784810127,0.0,0.0759493670886076,0.24050632911392406,0.31645569620253167,1.1265822784810127,0.5,0.0,0.0,0.0,0.012658227848101266,0.0379746835443038,0.06741,0.0,0.0,0.019905962504733032,5.485427894344221e-07,2.9463388971206282e-36,1.0,0.0,0.0,14.140295,0.991375526265336,STL,True,3.42,2.42,1.14,1.38671728945376,4.658941901015461,1.8635767604061844,16.647354752538654,2900,W/UTIL,41696872,4.52,1.6065316900053315,0.13894190101546133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3.0,15.0,,1.0,63,3,Zamula,0.0,6.0,8481178,-14.0,15,0.23809,D,0.0,0.0,20242025,0.0,0.0,0.08108,L,37.0,Egor Zamula,PHI,991.3492,0.047619047619047616,0.19047619047619047,0.23809523809523808,0.5873015873015873,0.0,0.047619047619047616,0.19047619047619047,0.23809523809523808,0.5873015873015873,1.5,0.0,0.0,0.0,0.0,0.0,0.08108,0.0,0.0,0.0002003357856139216,2.7271737982182833e-09,6.0492566314248936e-58,0.0,0.0,1.0,16.522486666666666,0.9032753821623973,COL,False,2.375,3.9791666666666665,0.7916666666666666,0.9902102579427788,4.493736995707551,1.7974947982830205,16.234342489268876,2500,D/UTIL,41697238,3.36,1.7974947982830205,1.1337369957075514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.0,14.0,,0.0,80,1,Lyubushkin,0.0,32.0,8480950,5.0,14,0.175,D,0.0,0.0,20242025,0.0,0.0,0.0196,R,51.0,Ilya Lyubushkin,DAL,1043.2125,0.0125,0.1625,0.175,0.6375,0.0,0.0125,0.1625,0.175,0.6375,1.5,0.0,0.0,0.0,0.0,0.0,0.0196,0.0,0.0,0.00042817275099409687,1.2070314197713853e-12,2.708257804756241e-221,0.0,0.0,1.0,17.386875,0.950531023391243,STL,True,3.42,2.42,1.14,0.7690286020676768,4.453408223002792,1.7813632892011169,16.13352055750698,2500,D/UTIL,41697376,5.03,1.7813632892011166,-0.5765917769972084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,2.0,,0.0,7,1,Steeves,0.0,0.0,8482634,3.0,2,0.28571,C,0.0,0.0,20242025,0.0,0.0,0.14285,L,7.0,Alex Steeves,TOR,593.4285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.14285,0.0,0.0,0.010630576886143987,9.685991312740994e-08,3.487261531994447e-19,1.0,0.0,0.0,9.890475,0.6934208132248407,VGK,True,3.0816326530612246,3.3469387755102042,1.0272108843537415,0.5941261547656673,4.363410158474388,1.7453640633897554,15.90852539618597,2800,W/UTIL,41696878,5.99,1.5583607708837102,-1.626589841525612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3.0,10.0,0.23076,0.0,53,4,Holtz,0.0,10.0,8482125,-3.0,12,0.22641,R,1.0,2.0,20242025,0.0,0.0,0.05797,R,69.0,Alexander Holtz,VGK,695.0943,0.07547169811320754,0.1509433962264151,0.22641509433962265,1.3018867924528301,0.03773584905660377,0.07547169811320754,0.1509433962264151,0.22641509433962265,1.3018867924528301,0.5,0.03773584905660377,0.16666666666666666,0.018867924528301886,0.0,0.0,0.05797,0.0,0.0,0.03844497950917788,9.032696413825687e-10,1.7320632843579587e-36,0.0,1.0,0.0,11.584905,0.8128572692884203,TOR,False,3.32,3.32,1.1066666666666667,0.9031661992221,4.332621809731103,1.7330487238924412,15.831554524327757,2500,W/UTIL,41696958,4.19,1.7330487238924412,0.14262180973110272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4.0,13.0,0.49025,0.0,63,6,Blackwell,0.0,16.0,8476278,4.0,17,0.26984,C,0.0,1.0,20242025,2.0,3.0,0.09523,R,63.0,Colin Blackwell,DAL,693.7619,0.09523809523809523,0.1746031746031746,0.2698412698412698,1.0,0.015873015873015872,0.09523809523809523,0.1746031746031746,0.2698412698412698,1.0,0.5,0.015873015873015872,0.058823529411764705,0.0,0.031746031746031744,0.047619047619047616,0.09523,0.0,0.0,0.010630576886143987,3.389494211310198e-08,7.116867685597094e-29,1.0,0.0,0.0,11.562698333333334,0.8106603253507552,STL,True,3.42,2.42,1.14,1.1222382923351495,4.27989212537225,1.7119568501489,15.699730313430624,2500,W/UTIL,41697078,2.8,1.7119568501489,1.47989212537225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0,7.0,0.5,0.0,25,2,Dach,0.0,17.0,8482703,-3.0,7,0.28,C,0.0,0.0,20242025,0.0,0.0,0.07407,L,27.0,Colton Dach,CHI,727.68,0.08,0.2,0.28,1.08,0.0,0.08,0.2,0.28,1.08,0.5,0.0,0.0,0.0,0.0,0.0,0.07407,0.0,0.0,0.016086141171101874,6.728787489239171e-08,2.0655430329572718e-34,1.0,0.0,0.0,12.127999999999998,0.850293602965567,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,0.9122670306460151,4.12985072772682,1.6519402910907282,15.32462681931705,2500,W/UTIL,41696908,3.4,1.6519402910907282,0.7298507277268205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.0,,0.0,5,0,Petrovic,0.0,4.0,8475755,-2.0,0,0.0,D,0.0,0.0,20242025,0.0,0.0,0.0,R,5.0,Alexander Petrovic,DAL,846.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010630576886143987,7.095474162284704e-23,7.095474162284704e-23,0.0,0.0,1.0,14.106666666666666,0.7712038134113117,STL,True,3.42,2.42,1.14,0.0,4.094750686142303,1.6379002744569213,15.23687671535576,2500,D/UTIL,41697374,5.42,1.6379002744569213,-1.3252493138576966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7.0,16.0,0.49454,0.0,59,7,Dickinson,0.0,38.0,8477450,-11.0,16,0.27118,C,0.0,0.0,20242025,0.0,0.0,0.125,L,56.0,Jason Dickinson,CHI,941.9491,0.11864406779661017,0.15254237288135594,0.2711864406779661,0.9491525423728814,0.0,0.11864406779661017,0.15254237288135594,0.2711864406779661,0.9491525423728814,0.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.007869151486570728,3.7226311130399394e-08,3.866363038055606e-23,1.0,0.0,0.0,15.699151666666667,1.100666905850337,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,1.1103307287381967,4.000690625360515,1.600276250144206,15.001726563401288,2800,C/UTIL,41696632,5.02,1.4288180804858983,-1.0193093746394846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5.0,15.0,0.56992,1.0,70,5,Faksa,0.0,30.0,8476889,-2.0,15,0.21428,C,0.0,0.0,20242025,0.0,0.0,0.07352,L,68.0,Radek Faksa,STL,781.4142,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.9714285714285714,0.0,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.9714285714285714,0.5,0.0,0.0,0.0,0.0,0.0,0.07352,0.0,0.0,0.009013298652847822,2.5240151062081506e-10,1.4524234901684268e-38,1.0,0.0,0.0,13.023570000000001,0.9130819804398311,DAL,False,2.784313725490196,3.3137254901960786,0.9281045751633986,0.913431402223139,3.5667272815830993,1.4266909126332399,13.916818203957748,2500,C/UTIL,41696706,4.0,1.4266909126332397,-0.43327271841690074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.0,6.0,0.0,1.0,33,2,Slaggert,0.0,23.0,8482172,-7.0,6,0.18181,L,0.0,0.0,20242025,0.0,0.0,0.05882,L,34.0,Landon Slaggert,CHI,738.4545,0.06060606060606061,0.12121212121212122,0.18181818181818182,1.0303030303030303,0.0,0.06060606060606061,0.12121212121212122,0.18181818181818182,1.0303030303030303,0.5,0.0,0.0,0.0,0.0,0.0,0.05882,0.0,0.0,0.012534376849161715,3.6003141873758284e-12,1.7399026871411065e-45,0.0,1.0,0.0,12.307575000000002,0.9050997573535975,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,0.6411564590211203,3.488719599999767,1.3954878399999069,13.721798999999418,2500,W/UTIL,41696906,3.59,1.3954878399999067,-0.10128040000023297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.0,8.0,0.32,1.0,59,4,Bastian,0.0,31.0,8479414,-4.0,10,0.16949,R,1.0,1.0,20242025,1.0,1.0,0.0909,R,44.0,Nathan Bastian,NJD,656.2542,0.06779661016949153,0.1016949152542373,0.1694915254237288,0.7457627118644068,0.01694915254237288,0.06779661016949153,0.1016949152542373,0.1694915254237288,0.7457627118644068,0.5,0.01694915254237288,0.1,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0909,0.0,0.0,0.0015543356489664472,4.681442125432532e-13,1.2179312464180526e-40,0.0,1.0,0.0,10.93757,0.7674368743507993,VAN,False,3.66,2.66,1.22,0.6939567054613729,3.1423355302453944,1.256934212098158,12.855838825613485,2500,W/UTIL,41697076,2.3,1.2569342120981577,0.8423355302453945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.0,8.0,0.50458,0.0,42,1,Schwindt,0.0,0.0,8481655,3.0,8,0.19047,R,0.0,0.0,20242025,0.0,0.0,0.03125,R,32.0,Cole Schwindt,VGK,555.3809,0.023809523809523808,0.16666666666666666,0.19047619047619047,0.7619047619047619,0.0,0.023809523809523808,0.16666666666666666,0.19047619047619047,0.7619047619047619,0.5,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.001825331497254404,1.2884449459050958e-11,4.370471016124048e-116,0.0,1.0,0.0,9.256348333333333,0.649473606371028,TOR,False,3.32,3.32,1.1066666666666667,0.7164190696559166,3.0317921818714746,1.21271687274859,12.579480454678686,2500,C/UTIL,41696678,2.72,1.2127168727485897,0.3117921818714744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,4.0,0.5,0.0,19,0,Lycksell,0.0,2.0,8480245,-3.0,5,0.26315,R,0.0,1.0,20242025,0.0,0.0,0.0,L,10.0,Olle Lycksell,PHI,713.4736,0.0,0.2631578947368421,0.2631578947368421,0.5263157894736842,0.05263157894736842,0.0,0.2631578947368421,0.2631578947368421,0.5263157894736842,0.5,0.05263157894736842,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6.550403333979157e-05,2.0973627516824958e-08,7.095474162284704e-23,0.0,1.0,0.0,11.891226666666666,0.8343503927530103,COL,False,2.375,3.9791666666666665,0.7916666666666666,0.7883505983036818,2.814664116262025,1.12586564650481,12.036660290655062,2500,W/UTIL,41697068,4.17,1.12586564650481,-1.355335883737975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,1.0,0.6,0.0,5,0,Hryckowian,0.0,0.0,8484829,1.0,1,0.2,C,0.0,0.0,20242025,0.0,0.0,0.0,L,3.0,Justin Hryckowian,DAL,472.8,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024571042446373695,4.6109597445956297e-11,7.095474162284704e-23,1.0,0.0,0.0,7.88,0.5524664900534852,STL,True,3.42,2.42,1.14,0.358351893845611,2.8126016633947932,1.1250406653579172,12.031504158486984,2700,C/UTIL,41696638,4.46,1.0417043197758493,-1.6473983366052067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,1.0,0.6,0.0,18,0,Anderson,0.0,0.0,8479315,-2.0,1,0.05555,R,0.0,0.0,20242025,0.0,0.0,0.0,R,17.0,Joey Anderson,CHI,743.6111,0.0,0.05555555555555555,0.05555555555555555,0.9444444444444444,0.0,0.0,0.05555555555555555,0.05555555555555555,0.9444444444444444,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00764016433231995,7.414249226045573e-40,7.095474162284704e-23,0.0,1.0,0.0,12.393518333333333,0.8695937920344886,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,0.16357994328702444,2.5061941305315076,1.002477652212603,11.265485326328768,2500,W/UTIL,41696912,0.0,1.002477652212603,2.5061941305315076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.0,5.0,0.5125,0.0,48,2,Lazar,0.0,14.0,8477508,-6.0,5,0.10416,C,0.0,0.0,20242025,0.0,0.0,0.07407,R,27.0,Curtis Lazar,NJD,634.0208,0.041666666666666664,0.0625,0.10416666666666667,0.5625,0.0,0.041666666666666664,0.0625,0.10416666666666667,0.5625,0.5,0.0,0.0,0.0,0.0,0.0,0.07407,0.0,0.0,0.00013092686459760026,2.9870520149985172e-21,2.991024998760449e-66,1.0,0.0,0.0,10.567013333333334,0.740852889164346,VAN,False,3.66,2.66,1.22,0.40539794771985693,2.3870661590200544,0.9548264636080218,10.967665397550135,2500,C/UTIL,41696674,2.84,0.9548264636080217,-0.4529338409799455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.0,1.0,0.43243,0.0,8,1,Laczynski,0.0,6.0,8479550,-1.0,1,0.125,C,0.0,0.0,20242025,0.0,0.0,0.5,R,2.0,Tanner Laczynski,VGK,516.0,0.125,0.0,0.125,0.25,0.0,0.125,0.0,0.125,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.448280407262178e-10,1.0449265343612044e-17,5.940967779046551e-22,1.0,0.0,0.0,8.6,0.6029456617334991,TOR,False,3.32,3.32,1.1066666666666667,0.27465307216702745,2.2733000013558358,0.9093200005423343,10.683250003389588,2500,C/UTIL,41696658,5.47,0.9093200005423343,-3.196699998644164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.0,,0.0,23,0,MacDermid,0.0,23.0,8477073,-5.0,0,0.0,L,0.0,0.0,20242025,0.0,0.0,0.0,L,7.0,Kurtis MacDermid,NJD,346.5652,0.0,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.30434782608695654,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5471279562658976e-08,7.095474162284704e-23,7.095474162284704e-23,0.0,1.0,0.0,5.776086666666667,0.4247737381615265,VAN,False,3.66,2.66,1.22,0.0,1.2979870354572343,0.5191948141828937,8.244967588643085,2500,W/UTIL,41697066,0.91,0.5191948141828937,0.38798703545723423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
