statistic,yoy_correlation,regression_weight,shrinkage_factor,n_pairs,p_value,ci_lower,ci_upper,y1_mean,y2_mean,y1_std,y2_std
blocks_pg,0.8689959791492052,0.8689959791492052,0.13100402085079477,1690,0.0,0.8568161466298716,0.8802065853802454,0.7646452083235594,0.8025957778559261,0.5258829705017124,0.5450755221819111
hits_per60,0.8619098512927383,0.8619098512927383,0.13809014870726166,1690,0.0,0.8491243838740405,0.8736858671486052,4.970020240355668,4.902527029643392,3.7651515256851327,3.9134423218605057
toi_per_game,0.8455144571904194,0.8455144571904194,0.1544855428095806,1690,0.0,0.8313484772708379,0.8585824406576632,1009.4309545177732,1008.5742294083101,223.57988279255926,230.21370060058143
blocks_per60,0.832350069199032,0.832350069199032,0.16764993080096802,1690,0.0,0.817096580779397,0.8464389741917596,2.6337528777077415,2.773140608524388,1.5041872181142846,1.560923112795673
hits_pg,0.8289453737473984,0.8289453737473984,0.1710546262526016,1690,0.0,0.8134136558725084,0.8432959318844417,1.2839800796933556,1.2459115369329918,0.8054446667676705,0.8111443410644411
shots_pg,0.8226754130831567,0.8226754130831567,0.17732458691684327,1690,0.0,0.8066345747740186,0.8375052525381494,1.7849982331665941,1.7341455294890742,0.7517198579612289,0.7762219067845447
shots_per60,0.8155794257335218,0.8155794257335218,0.18442057426647818,1690,0.0,0.7989674812898456,0.8309476682436167,6.383933803411418,6.197596735366815,2.2491379163302527,2.3073415041824674
dk_fpts_pg,0.8061208194786181,0.8061208194786181,0.19387918052138187,1690,0.0,0.7887560081936079,0.8222000825539856,6.882542111123653,6.933653959818975,2.959294771857814,3.119686189082441
assists_pg,0.7406082619423298,0.7406082619423298,0.25939173805767024,1690,8.893022972099855e-294,0.7182910136630077,0.7614030155143023,0.298529530842755,0.3011482658688124,0.18625228419771703,0.1922464410423167
goals_pg,0.7389194331618087,0.7389194331618087,0.26108056683819125,1690,9.396403378969516e-292,0.7164805508484594,0.7598308947290671,0.1789617522981595,0.17786922527686447,0.13669915407669225,0.140886221970335
goals_per60,0.7011489516055245,0.7011489516055245,0.2988510483944755,1690,2.968163763037012e-250,0.6760685578947567,0.7246065594013185,0.6424474707072999,0.6335922238761609,0.44728534546832255,0.45303142216020137
pim_pg,0.6749618332439512,0.6749618332439512,0.3250381667560488,1690,3.902582084015729e-225,0.6481383112242717,0.7001125835235996,0.4740434738214987,0.4911980422989237,0.32899067237051355,0.33357549891037647
pp_goals_pg,0.659281811542055,0.659281811542055,0.340718188457945,1690,2.6487564644066947e-211,0.6314490297372083,0.6854179753192104,0.03580427750964808,0.03584185917110464,0.05201387066138215,0.05309291994794274
assists_per60,0.6499259888955553,0.6499259888955553,0.3500740111044447,1690,1.9315808835287375e-203,0.6215032785768164,0.6766399684327506,1.0260041966802227,1.0293833051948569,0.5231848761631246,0.5328342371222781
pp_goals_per60,0.6267956490929699,0.6267956490929699,0.3732043509070301,1690,3.790831470604413e-185,0.5969537252959571,0.654905517043188,0.11957855193810236,0.11862599843932155,0.16796638181802231,0.17117733393324272
pp_assists_pg,0.10136179793018534,0.10136179793018534,0.8986382020698147,1690,2.9848857769025266e-05,0.05393889908127514,0.1483284840155336,0.0013667323650144799,0.08177088819878456,0.03223778279348347,0.16623094607056316
pp_assists_per60,0.07429008314266371,0.07429008314266371,0.9257099168573363,1690,0.002243111159685878,0.026701068014451077,0.12154312798226591,0.003762105687441973,0.27401159195223956,0.07702960126926062,0.5218761142949239
