game_date,player_id,player_name,position,actual_fpts,predicted_fpts,std_fpts,floor_fpts,ceiling_fpts,p_above_10,p_above_15,p_above_20,p_above_25
2025-11-07,8478397,R. Andersson,D,5.9,9.035361,6.0836654,2.3616,17.012983,0.388,0.142,0.064,0.026
2025-11-07,8478398,K. Connor,L,4.5,15.711395,9.866703,4.001756,26.523489,0.72,0.508,0.278,0.136
2025-11-07,8478445,M. Barzal,C,5.5,10.14294,7.7324543,1.4321743,20.980873,0.466,0.252,0.118,0.036
2025-11-07,8478493,J. Eriksson Ek,C,5.5,10.731633,7.839595,1.9908674,22.259125,0.46,0.24,0.122,0.064
2025-11-07,8478508,Y. Trenin,C,7.0,3.830883,3.9339883,0.21647309,10.247105,0.112,0.016,0.0,0.0
2025-11-07,8478550,A. Panarin,L,25.5,8.202284,6.142602,1.0864228,16.570011,0.31,0.134,0.052,0.014
2025-11-07,8478840,W. Borgen,D,1.8,4.182546,3.6837204,0.44369084,8.729788,0.062,0.008,0.002,0.0
2025-11-07,8478864,K. Kaprizov,L,15.0,15.254475,10.38016,3.3787243,26.595034,0.712,0.454,0.266,0.128
2025-11-07,8478874,A. Gaudette,R,1.0,3.7956264,4.8600974,0.24269632,10.160243,0.102,0.056,0.034,0.012
2025-11-07,8478882,V. Gavrikov,D,4.1,6.376242,5.2222295,1.1760517,13.071863,0.232,0.074,0.022,0.004
2025-11-07,8478891,M. Appleton,C,7.3,6.996408,6.67445,0.14336681,17.229883,0.27,0.134,0.058,0.018
2025-11-07,8479066,R. Lomberg,L,0.0,2.100372,2.664325,-0.09395241,4.654216,0.026,0.008,0.0,0.0
2025-11-07,8479323,A. Fox,D,5.0,12.198578,8.348419,3.0282109,22.915838,0.564,0.348,0.158,0.082
2025-11-07,8479337,A. DeBrincat,R,4.0,13.271567,8.662957,3.0423064,24.45278,0.608,0.308,0.17,0.098
2025-11-07,8479378,L. Stanley,D,7.1,6.7628527,5.300886,1.3496486,13.661479,0.232,0.072,0.016,0.004
2025-11-07,8479390,T. Raddysh,R,9.6,7.0470223,6.241428,0.56832033,16.849546,0.31,0.14,0.044,0.01
2025-11-07,8479576,V. Desharnais,D,1.8,4.5173492,3.7209055,0.8765459,10.083371,0.102,0.018,0.006,0.002
2025-11-07,8479983,M. Ferraro,D,6.4,9.474023,6.534688,2.4740863,18.833897,0.408,0.19,0.07,0.024
2025-11-07,8479992,M. Rasmussen,C,5.1,3.6329584,3.7767324,0.33850867,8.508808,0.07,0.016,0.0,0.0
2025-11-07,8480014,G. Vilardi,C,15.6,13.130993,8.93126,2.5177627,24.991596,0.562,0.334,0.208,0.1
2025-11-07,8480028,M. Frost,C,2.5,7.016276,6.9372225,0.35819688,18.283512,0.31,0.16,0.068,0.034
2025-11-07,8480043,T. Liljegren,D,4.6,6.3834734,5.2409153,1.3466811,13.163132,0.21,0.07,0.016,0.0
2025-11-07,8480113,A. Iafallo,L,0.0,4.5838003,4.66919,0.18921322,10.840398,0.128,0.036,0.006,0.0
2025-11-07,8480145,N. Pionk,D,9.4,7.82798,5.442687,1.9925662,15.303113,0.288,0.106,0.036,0.004
2025-11-07,8480797,J. Farabee,L,2.3,8.421744,6.6671476,1.7890878,18.095348,0.384,0.158,0.068,0.03
2025-11-07,8480798,P. Kurashev,C,11.5,10.68089,8.137476,1.5551479,21.380074,0.454,0.26,0.14,0.056
2025-11-07,8480848,T. Dellandrea,C,4.5,5.9713745,5.43562,0.78207505,14.122977,0.232,0.078,0.01,0.0
2025-11-07,8481014,A. Romanov,D,-0.2,6.5533943,4.604988,1.5370926,12.576509,0.216,0.05,0.016,0.004
2025-11-07,8481043,C. Koepke,L,1.0,2.707865,3.1457953,0.048783913,6.434137,0.056,0.022,0.004,0.0
2025-11-07,8481068,Y. Sharangovich,C,1.0,3.6753926,4.828337,-0.08149451,11.452275,0.142,0.052,0.014,0.002
2025-11-07,8481167,B. Pachal,D,1.3,2.2932355,2.632631,-0.08827974,6.237386,0.014,0.0,0.0,0.0
2025-11-07,8481237,K. MacLean,C,-0.5,2.49401,3.342594,-0.1680729,5.293977,0.044,0.016,0.012,0.0
2025-11-07,8481525,M. Robertson,D,2.6,3.3156495,3.0143507,0.45602202,7.656782,0.054,0.004,0.0,0.0
2025-11-07,8481542,M. Seider,D,4.5,8.887936,6.4955935,1.9427084,16.282524,0.352,0.132,0.052,0.026
2025-11-07,8481557,M. Boldy,L,2.5,12.821043,8.525999,3.2554061,22.968615,0.588,0.306,0.154,0.076
2025-11-07,8481568,A. Vlasic,D,8.9,6.807286,5.6226845,1.2245067,14.059666,0.254,0.076,0.018,0.008
2025-11-07,8481601,S. Holmstrom,R,-0.5,5.892529,6.456021,0.5439522,15.524901,0.22,0.104,0.05,0.022
2025-11-07,8481607,A. Johansson,D,1.6,5.94159,5.331681,0.86662906,14.280787,0.226,0.082,0.022,0.006
2025-11-07,8481624,I. Mikheyev,R,2.8,6.249863,5.952897,0.24347326,15.040923,0.212,0.104,0.034,0.004
2025-11-07,8481704,J. Parssinen,C,0.0,3.0243402,3.5829835,-0.08352976,9.1181345,0.086,0.012,0.0,0.0
2025-11-07,8481725,E. Soderblom,L,1.5,1.5868036,2.2189307,-0.37519598,4.3798776,0.024,0.0,0.0,0.0
2025-11-07,8481806,L. Crevier,D,2.0,4.706849,4.926279,0.2696542,11.619018,0.144,0.05,0.018,0.008
2025-11-07,8482073,B. Schneider,D,11.2,5.3626475,4.678802,1.0049994,12.009867,0.168,0.04,0.014,0.0
2025-11-07,8482074,C. Zary,C,1.5,3.0679646,3.829464,0.05711953,8.1617365,0.064,0.016,0.004,0.0
2025-11-07,8482078,L. Raymond,L,3.0,9.303284,7.1706624,1.1665367,19.309032,0.398,0.182,0.08,0.044
2025-11-07,8482079,M. Rossi,C,11.5,8.936985,7.298194,1.004686,18.375216,0.4,0.19,0.074,0.036
2025-11-07,8482094,D. Hunt,D,7.5,3.421461,2.9554772,0.73435384,7.4420357,0.034,0.008,0.0,0.0
2025-11-07,8482109,A. Lafrenière,L,15.5,7.289944,6.2477565,0.8961832,16.637089,0.284,0.128,0.048,0.012
2025-11-07,8482122,B. Faber,D,13.5,11.259731,7.6521277,2.7575555,23.435246,0.518,0.29,0.158,0.072
2025-11-07,8482157,W. Cuylle,L,20.7,8.142861,6.7521873,0.8432513,18.433975,0.312,0.154,0.08,0.014
2025-11-07,8482165,Y. Kuznetsov,D,6.0,6.103628,3.229939,2.159954,10.68891,0.116,0.018,0.002,0.0
2025-11-07,8482166,S. Mukhamadullin,D,2.0,5.97641,3.879103,1.112612,11.639964,0.186,0.028,0.0,0.0
2025-11-07,8482176,W. Kaiser,D,3.1,3.2463624,3.2809234,0.23995061,7.5050282,0.054,0.01,0.002,0.002
2025-11-07,8482206,E. Cardwell,R,1.5,2.572482,3.7451353,-0.25639555,8.374524,0.078,0.016,0.0,0.0
2025-11-07,8482476,E. Heineman,L,19.5,10.082346,9.303606,1.1483854,21.864054,0.368,0.214,0.124,0.084
2025-11-07,8482679,M. Coronato,R,20.3,7.632532,6.3613706,1.0796021,18.508186,0.34,0.19,0.082,0.02
2025-11-07,8482703,C. Dach,C,4.5,4.6294293,5.194355,0.7199329,11.17755,0.134,0.042,0.026,0.014
2025-11-07,8482762,S. Edvinsson,D,7.1,9.22751,7.433976,1.7704413,20.304377,0.38,0.192,0.106,0.048
2025-11-07,8482787,N. Chibrikov,R,0.5,1.1320658,1.6362216,-0.36528197,2.2219205,0.006,0.0,0.0,0.0
2025-11-07,8482877,J. Chmelar,R,0.0,0.24695173,1.1314069,-0.766484,1.1287056,0.0,0.0,0.0,0.0
2025-11-07,8483450,R. Greene,C,0.0,2.6645002,3.8125744,-0.4847334,6.7793074,0.054,0.01,0.0,0.0
2025-11-07,8483464,M. Kasper,C,-0.5,5.0195446,5.2575135,0.67966473,12.517251,0.152,0.064,0.02,0.002
2025-11-07,8483493,F. Nazar,C,0.0,12.26726,9.018919,2.174788,24.80791,0.544,0.318,0.16,0.096
2025-11-07,8483506,S. Rinzel,D,2.5,5.7583323,4.837256,0.9121108,12.072487,0.162,0.056,0.02,0.004
2025-11-07,8483525,D. Yurov,R,12.0,3.1098413,3.8782322,-0.035169788,8.693703,0.074,0.014,0.0,0.0
2025-11-07,8483609,A. Klapka,R,1.3,5.5677643,5.718542,0.29151547,16.134823,0.192,0.12,0.046,0.014
2025-11-07,8483690,N. Laba,C,16.1,5.3540707,6.095036,0.13966778,13.868148,0.16,0.088,0.048,0.01
2025-11-07,8484135,P. Ford,C,2.3,3.1929522,3.1775956,0.44636953,7.580303,0.052,0.006,0.0,0.0
2025-11-07,8484144,C. Bedard,C,34.0,16.26493,10.248737,3.6585987,29.818357,0.722,0.504,0.3,0.168
2025-11-07,8484180,S. Honzek,L,-0.5,3.5370207,3.7754393,0.13863157,9.66656,0.096,0.016,0.0,0.0
2025-11-07,8484197,O. Moore,C,3.0,4.786092,3.8332264,0.987093,11.106688,0.134,0.024,0.002,0.0
2025-11-07,8484221,C. Ritchie,C,8.4,2.3137376,2.0389853,0.23319022,4.454616,0.01,0.0,0.0,0.0
2025-11-07,8484223,A. Sandin-Pellikka,D,2.3,4.822551,4.497357,0.7197108,11.373532,0.134,0.036,0.006,0.002
2025-11-07,8484227,W. Smith,C,15.5,11.506224,8.498877,1.6464596,23.401548,0.516,0.288,0.148,0.066
2025-11-07,8484471,E. Finnie,C,4.1,5.2868786,4.7624645,0.3173616,12.455634,0.19,0.042,0.006,0.0
2025-11-07,8484768,Z. Parekh,D,0.0,2.4900253,2.8274305,-0.047732934,6.4674673,0.026,0.004,0.002,0.0
2025-11-07,8484783,A. Levshunov,D,5.0,6.2322865,5.0684514,0.95528144,12.745862,0.206,0.054,0.01,0.0
2025-11-07,8484798,Z. Buium,D,2.0,6.029402,5.6297855,0.2779762,14.056612,0.244,0.084,0.012,0.002
2025-11-07,8484801,M. Celebrini,C,26.5,15.881683,9.304211,5.957925,27.480991,0.78,0.524,0.272,0.144
2025-11-07,8484911,C. Graf,R,2.8,3.7936673,4.0521894,0.17653081,9.706725,0.096,0.02,0.002,0.0
2025-11-07,8485366,M. Schaefer,D,2.3,12.306894,8.757567,2.499059,24.489128,0.554,0.306,0.154,0.098
2025-11-08,8470613,B. Burns,D,14.2,9.584974,5.9627533,2.4781742,17.220778,0.418,0.174,0.044,0.006
2025-11-08,8471214,A. Ovechkin,L,5.3,7.514609,6.220662,0.9152221,15.957312,0.304,0.12,0.054,0.008
2025-11-08,8471215,E. Malkin,C,2.5,11.064011,7.3038597,2.6016412,21.731964,0.502,0.23,0.12,0.06
2025-11-08,8471675,S. Crosby,C,10.0,13.246305,8.986383,3.0739849,27.698282,0.646,0.36,0.202,0.124
2025-11-08,8471724,K. Letang,D,5.3,7.7641087,5.4092,1.7214788,14.501627,0.292,0.084,0.016,0.002
2025-11-08,8471817,R. Reaves,R,4.8,2.0764482,3.224709,-0.4692455,4.5796747,0.038,0.016,0.012,0.006
2025-11-08,8473419,B. Marchand,L,14.5,14.896965,7.7699733,5.229793,23.322712,0.726,0.444,0.178,0.074
2025-11-08,8473507,J. Petry,D,1.5,4.4863973,3.9058874,0.47502923,10.680792,0.118,0.03,0.0,0.0
2025-11-08,8473512,C. Giroux,R,6.3,6.861,5.813551,0.646963,16.496477,0.26,0.12,0.044,0.01
2025-11-08,8473533,J. Staal,C,9.0,4.095217,4.541006,0.010446469,12.359368,0.154,0.04,0.004,0.0
2025-11-08,8473986,A. Killorn,L,8.4,6.4291086,5.5140896,0.5282119,14.615928,0.218,0.092,0.014,0.0
2025-11-08,8474013,I. Cole,D,12.1,7.6965094,5.299111,1.5906924,15.090508,0.3,0.102,0.014,0.004
2025-11-08,8474102,D. Perron,L,8.3,4.6318207,4.7261214,0.18006046,11.995486,0.154,0.052,0.008,0.0
2025-11-08,8474151,R. McDonagh,D,1.3,6.2532864,4.798474,0.9120471,13.078736,0.206,0.066,0.004,0.0
2025-11-08,8474189,L. Eller,C,0.8,5.409774,5.2337184,0.18882781,13.592154,0.21,0.064,0.006,0.002
2025-11-08,8474564,S. Stamkos,C,10.8,6.0841684,6.0357122,0.69354695,16.708054,0.224,0.118,0.05,0.01
2025-11-08,8474574,T. Myers,D,8.3,7.777523,5.196981,1.9158816,15.074435,0.322,0.104,0.034,0.004
2025-11-08,8474578,E. Karlsson,D,5.8,8.677834,6.10802,1.4777465,16.610252,0.344,0.126,0.052,0.014
2025-11-08,8474586,J. Eberle,R,16.0,8.41756,6.896644,1.1037104,17.196955,0.336,0.168,0.056,0.02
2025-11-08,8474590,J. Carlson,D,14.0,10.124771,6.7515197,2.4787617,19.595633,0.47,0.224,0.094,0.022
2025-11-08,8474641,A. Henrique,C,2.1,6.7772894,5.2418303,0.98006374,14.925264,0.232,0.096,0.014,0.0
2025-11-08,8475151,K. Palmieri,C,10.0,9.480775,6.696908,2.042918,17.52474,0.37,0.16,0.068,0.03
2025-11-08,8475158,R. O'Reilly,C,12.0,7.8347044,6.3728633,0.83456135,16.488176,0.316,0.132,0.042,0.004
2025-11-08,8475166,J. Tavares,C,14.0,13.467297,8.800633,3.1279874,23.861576,0.634,0.37,0.176,0.092
2025-11-08,8475167,V. Hedman,D,5.0,10.188578,6.157607,2.7393198,18.345757,0.47,0.192,0.084,0.028
2025-11-08,8475169,E. Kane,L,6.5,10.304064,8.037598,1.5067921,21.606268,0.406,0.216,0.11,0.064
2025-11-08,8475170,B. Schenn,C,4.6,3.853049,4.2419357,-0.19940363,10.433569,0.106,0.026,0.002,0.0
2025-11-08,8475171,O. Ekman-Larsson,D,6.5,7.714654,6.1175942,1.3029988,15.986713,0.32,0.136,0.05,0.01
2025-11-08,8475184,C. Kreider,L,2.0,15.665881,8.678543,6.64084,24.409967,0.776,0.514,0.222,0.084
2025-11-08,8475188,B. McNabb,D,3.1,8.097083,5.029553,2.7005782,14.313187,0.3,0.092,0.012,0.002
2025-11-08,8475191,R. Smith,R,1.5,3.8422284,4.399467,-0.10135098,10.184614,0.11,0.036,0.004,0.0
2025-11-08,8475200,D. Orlov,D,6.8,7.478701,5.6194105,1.1928712,15.540242,0.308,0.112,0.02,0.002
2025-11-08,8475218,M. Ekholm,D,5.8,8.324212,5.0237694,2.5621884,14.994734,0.334,0.098,0.028,0.0
2025-11-08,8475231,C. Cizikas,C,0.0,3.2197528,3.741569,0.090941705,8.1748295,0.068,0.014,0.002,0.0
2025-11-08,8475287,E. Haula,L,5.0,5.772194,5.5449553,0.19787809,14.575585,0.216,0.084,0.01,0.002
2025-11-08,8475314,A. Lee,L,11.8,9.071362,6.089469,2.1023908,16.45634,0.342,0.124,0.074,0.026
2025-11-08,8475324,N. Jensen,D,0.0,4.2693253,3.9698682,0.21914235,10.045848,0.102,0.024,0.002,0.0
2025-11-08,8475343,N. Dowd,C,5.5,3.8081899,4.23133,-0.07066174,9.452838,0.09,0.026,0.004,0.002
2025-11-08,8475455,B. Dillon,D,9.5,7.3743725,5.6228924,1.1012042,14.748203,0.27,0.096,0.036,0.01
2025-11-08,8475726,T. Toffoli,C,3.5,8.4322195,6.630599,1.0017155,18.550066,0.382,0.182,0.074,0.016
2025-11-08,8475745,C. Coyle,C,1.3,7.14131,5.864661,0.89959604,16.253803,0.31,0.138,0.042,0.008
2025-11-08,8475753,J. Faulk,D,9.2,10.098829,6.496368,2.5509834,19.249025,0.482,0.238,0.084,0.018
2025-11-08,8475754,B. Nelson,C,3.3,5.6061215,5.1138654,0.55206186,13.9575,0.198,0.072,0.014,0.0
2025-11-08,8475755,A. Petrovic,D,7.5,4.500166,3.836439,0.8159857,9.682702,0.084,0.02,0.0,0.0
2025-11-08,8475760,N. Bjugstad,C,1.0,6.5958204,6.6818714,0.5559269,17.235733,0.28,0.158,0.06,0.02
2025-11-08,8475763,K. Hayes,R,0.0,0.38844553,0.6943283,-0.40775308,1.0510402,0.0,0.0,0.0,0.0
2025-11-08,8475764,C. Fowler,D,7.3,6.14176,5.2681932,1.0788224,13.9832535,0.246,0.082,0.028,0.0
2025-11-08,8475768,J. Schwartz,L,4.8,8.831143,6.366689,1.1666714,17.370663,0.338,0.15,0.07,0.012
2025-11-08,8475784,J. Skinner,L,4.5,5.986179,5.6903663,0.45732737,15.236808,0.206,0.106,0.038,0.008
2025-11-08,8475791,T. Hall,L,11.8,4.5602117,4.4001236,-0.06059906,10.759145,0.114,0.02,0.002,0.0
2025-11-08,8475794,T. Seguin,C,-0.5,5.0189323,5.272535,0.34845427,13.7513275,0.206,0.06,0.016,0.0
2025-11-08,8475810,B. Rust,R,11.3,11.801409,7.948815,2.141941,21.156204,0.494,0.252,0.122,0.048
2025-11-08,8475842,S. Carrick,C,1.0,5.231147,5.078429,0.2845673,13.221924,0.186,0.054,0.012,0.0
2025-11-08,8475848,B. Gallagher,R,0.5,5.8842864,5.076883,0.67154324,14.400857,0.204,0.088,0.03,0.004
2025-11-08,8475906,J. Klingberg,D,6.9,6.444333,4.867365,1.2635819,14.004814,0.248,0.072,0.012,0.0
2025-11-08,8476278,C. Blackwell,C,7.0,2.4138284,3.1254592,-0.07261045,6.4629908,0.042,0.006,0.002,0.0
2025-11-08,8476292,O. Palat,L,9.2,3.3010693,3.4626384,0.013256281,7.430257,0.054,0.012,0.0,0.0
2025-11-08,8476312,J. Manson,D,2.3,5.9200172,4.4244576,1.2605691,11.709616,0.15,0.028,0.006,0.002
2025-11-08,8476372,N. Seeler,D,6.4,5.970152,4.444019,1.3572398,11.618419,0.168,0.044,0.004,0.0
2025-11-08,8476374,S. Kuraly,C,4.3,4.097592,4.259574,-0.11227273,11.01815,0.132,0.026,0.0,0.0
2025-11-08,8476393,N. Cousins,C,-0.5,2.9354863,3.9240854,-0.37797457,8.392566,0.072,0.024,0.002,0.0
2025-11-08,8476419,J. Pageau,C,28.6,8.169985,6.501049,1.0776062,17.728771,0.338,0.168,0.062,0.008
2025-11-08,8476422,M. Reilly,D,8.9,8.26163,4.808708,2.4618886,15.325122,0.294,0.11,0.036,0.002
2025-11-08,8476429,S. Mayfield,D,10.5,5.801656,4.1619945,1.251357,10.916832,0.148,0.016,0.0,0.0
2025-11-08,8476432,B. Jenner,C,5.8,5.9857035,4.7793603,1.0624359,13.654976,0.23,0.06,0.004,0.0
2025-11-08,8476438,B. Saad,L,1.5,4.2157907,4.1299305,0.30124262,9.924837,0.1,0.024,0.002,0.0
2025-11-08,8476448,W. Karlsson,C,5.5,10.602335,8.233088,1.9490173,22.594198,0.484,0.256,0.158,0.084
2025-11-08,8476453,N. Kucherov,R,3.5,11.981809,9.104942,2.1974669,23.221457,0.548,0.31,0.15,0.082
2025-11-08,8476454,R. Nugent-Hopkins,C,-2.0,9.196556,7.2518907,1.3597648,18.936565,0.392,0.164,0.094,0.028
2025-11-08,8476455,G. Landeskog,L,1.3,4.175179,4.5305767,0.10242994,11.833233,0.142,0.052,0.006,0.0
2025-11-08,8476457,A. Larsson,D,5.8,6.6963997,4.5228744,1.5024292,12.294142,0.206,0.052,0.014,0.0
2025-11-08,8476459,M. Zibanejad,C,12.3,11.201132,8.405753,2.4765365,24.233944,0.5,0.298,0.176,0.092
2025-11-08,8476461,S. Couturier,C,-0.5,7.280449,6.378264,0.6991665,16.584616,0.28,0.132,0.064,0.024
2025-11-08,8476467,J. Oleksiak,D,0.0,5.2638435,4.3712864,1.0101354,11.253582,0.162,0.034,0.006,0.0
2025-11-08,8476468,J. Miller,C,3.3,8.379542,6.748081,1.3109056,18.964205,0.384,0.21,0.09,0.022
2025-11-08,8476474,S. Noesen,R,3.0,3.3781564,3.876102,0.29135188,8.132937,0.06,0.034,0.004,0.0
2025-11-08,8476539,J. Marchessault,R,6.8,7.601454,7.1739144,0.89140236,19.079416,0.32,0.19,0.092,0.036
