player_id,player_name,position,team,opponent,game_date,expected_fpts,median_fpts,std_fpts,floor_fpts,ceiling_fpts,p_above_10,p_above_15,p_above_20,p_above_25,p_hat_trick,p_3plus_points,p_5plus_sog,p_3plus_blocks,exp_goals,exp_assists,exp_shots,exp_blocks,n_historical_games,actual_fpts,error
8477426,N. Paul,L,TBL,SJS,2026-01-03,6.2402,4.3,7.126177934910129,0.0,14.5,0.2192,0.0944,0.0492,0.0252,0.0114,0.0334,0.0846,0.0426,0.1932,0.2446,1.631,0.513,21,7.0,0.7598000000000003
8477429,A. Copp,C,DET,PIT,2026-01-03,6.45248,4.3,7.751068690806449,0.0,14.8,0.2136,0.0968,0.0534,0.0314,0.0116,0.0504,0.0652,0.071,0.1276,0.4028,1.4148,0.6996,42,1.8,4.652480000000001
8477444,A. Burakovsky,L,CHI,WSH,2026-01-03,6.9407,5.0,7.803180730317606,0.0,16.5,0.2586,0.1184,0.0638,0.0362,0.014,0.0546,0.06,0.034,0.2324,0.4402,1.3076,0.387,35,11.8,4.859300000000001
8477446,M. McCarron,C,NSH,CGY,2026-01-03,6.97496,3.0,11.8754175083826,0.0,15.710000000000038,0.1852,0.1022,0.067,0.0498,0.0354,0.0516,0.0646,0.1038,0.2962,0.1488,1.3692,0.9462,39,8.5,1.5250399999999997
8477450,J. Dickinson,C,CHI,WSH,2026-01-03,5.435720000000001,3.0,7.214868819431161,0.0,13.0,0.1696,0.0764,0.0412,0.0246,0.014,0.0312,0.0602,0.0636,0.1714,0.1662,1.342,0.6734,27,4.6,0.8357200000000011
8477451,R. Hartman,R,MIN,LAK,2026-01-03,7.702859999999999,5.6,7.78779518351632,1.3,16.4,0.2738,0.1182,0.0626,0.0346,0.015,0.0342,0.1016,0.1364,0.2386,0.1794,1.9278,1.1542,38,0.3,7.4028599999999996
8477456,J. Compher,L,DET,PIT,2026-01-03,5.2012,2.8,7.371680036463873,0.0,12.1,0.1548,0.0696,0.0376,0.0206,0.0112,0.0304,0.048,0.0742,0.1262,0.2262,1.162,0.775,42,0.0,5.2012
8477476,A. Lehkonen,L,COL,CAR,2026-01-03,9.91664,8.0,9.051565782250051,1.5,21.5,0.405,0.211,0.1166,0.069,0.0214,0.0746,0.1446,0.05,0.3558,0.4252,2.3438,0.5908,39,12.3,2.3833600000000015
8477478,W. Carrier,L,CAR,COL,2026-01-03,3.8797800000000002,1.5,6.681052997215335,0.0,10.0,0.112,0.05,0.0278,0.0174,0.01,0.022,0.0456,0.0274,0.1218,0.1384,1.08,0.2796,33,2.5,1.3797800000000002
8477479,T. Bertuzzi,L,CHI,WSH,2026-01-03,9.706779999999998,7.8,9.667209526621424,0.0,21.5,0.403,0.2114,0.1228,0.0714,0.0342,0.074,0.124,0.0262,0.4966,0.2932,2.0958,0.3086,37,10.3,0.5932200000000023
8477488,B. Pesce,D,NJD,UTA,2026-01-03,6.80306,5.6,6.258975685877044,1.3,13.6,0.2128,0.0796,0.0372,0.0172,0.0044,0.022,0.0534,0.3156,0.0726,0.2284,1.3,2.0352,16,24.5,17.696939999999998
8477492,N. MacKinnon,C,COL,CAR,2026-01-03,19.94982,17.0,13.814835357962105,4.5,39.5,0.763,0.559,0.4104,0.2888,0.079,0.2488,0.3982,0.0494,0.7944,0.8976,4.3562,0.5724,39,30.8,10.850180000000002
8477494,J. Drouin,L,NYI,TOR,2026-01-03,5.8592,4.3,7.157446706752346,0.0,13.5,0.1992,0.0842,0.0438,0.0242,0.0102,0.042,0.0746,0.0314,0.1124,0.3916,1.456,0.384,35,13.8,7.9408
8477496,E. Lindholm,C,BOS,VAN,2026-01-03,8.39896,6.2,8.530169454260566,0.0,19.2,0.3098,0.1526,0.0872,0.055,0.013,0.0774,0.0834,0.08,0.1874,0.566,1.6718,0.7952,31,15.6,7.201039999999999
8477498,D. Nurse,D,EDM,PHI,2026-01-03,8.82172,7.3,6.982417650183924,1.5,17.410000000000036,0.3408,0.1388,0.0668,0.0304,0.006,0.0278,0.1146,0.3426,0.1478,0.2362,2.0332,2.1354,41,3.1,5.7217199999999995
8477499,R. Ristolainen,D,PHI,EDM,2026-01-03,6.6282200000000016,4.9,7.4454803492857335,1.3,14.1,0.2058,0.081,0.0414,0.022,0.006,0.0278,0.0616,0.2226,0.0908,0.2644,1.4248,1.5474,8,5.3,1.3282200000000017
8477501,V. Nichushkin,R,COL,CAR,2026-01-03,9.71798,8.0,8.739831961748465,1.5,21.0,0.403,0.2068,0.1144,0.0636,0.018,0.072,0.1646,0.0262,0.3336,0.4562,2.5198,0.2776,31,4.5,5.217980000000001
8477503,M. Domi,C,TOR,NYI,2026-01-03,6.10412,4.1,7.618534965831685,0.0,14.5,0.1966,0.0928,0.0486,0.033,0.0114,0.047,0.0786,0.0376,0.1174,0.37,1.5992,0.4354,38,5.0,1.10412
8477504,J. Morrissey,D,WPG,OTT,2026-01-03,9.7542,7.9,8.01924724397496,1.5,19.9,0.388,0.1888,0.0992,0.0544,0.007,0.0722,0.075,0.2782,0.146,0.6006,1.7118,1.809,39,6.8,2.954200000000001
8477505,A. Wennberg,C,SJS,TBL,2026-01-03,7.39854,5.0,7.777081449258456,0.0,17.0,0.2638,0.12,0.0646,0.0352,0.0104,0.0564,0.0516,0.1492,0.165,0.4548,1.168,1.2068,40,2.6,4.798539999999999
8477506,R. Pulock,D,NYI,TOR,2026-01-03,7.94068,6.2,8.713897700661857,1.3,16.2,0.268,0.1186,0.0628,0.035,0.0154,0.0462,0.0472,0.2738,0.1512,0.3798,1.2542,1.8226,41,2.8,5.140680000000001
8477507,N. Zadorov,D,BOS,VAN,2026-01-03,7.196560000000001,5.0,8.638188477128756,1.3,14.9,0.224,0.099,0.054,0.0332,0.0152,0.044,0.0464,0.2268,0.1504,0.3146,1.225,1.5822,41,-0.5,7.696560000000001
8477511,A. Mantha,R,PIT,DET,2026-01-03,8.626179999999998,6.0,8.915547353225152,0.0,19.8,0.3358,0.1654,0.0986,0.061,0.024,0.0702,0.0874,0.0466,0.3536,0.3592,1.7948,0.5506,39,4.5,4.126179999999998
8477810,J. Hanley,D,CGY,NSH,2026-01-03,14.067419999999998,4.3,37.079807234445006,0.0,32.82000000000007,0.246,0.1708,0.1316,0.1138,0.1034,0.1192,0.0238,0.1958,1.1036,0.1758,0.7324,1.4014,37,0.8,13.267419999999998
8477845,T. van Riemsdyk,D,WSH,CHI,2026-01-03,4.578939999999999,2.6,6.898350127124601,0.0,11.1,0.1198,0.0514,0.0268,0.0184,0.0108,0.0234,0.023,0.1804,0.1096,0.1338,0.6178,1.3428,31,7.8,3.2210600000000005
8477903,G. Hathaway,R,PHI,EDM,2026-01-03,17.2977,2.8,39.66176280386438,0.0,49.9,0.3056,0.2448,0.2032,0.1818,0.1098,0.2098,0.0234,0.056,1.0818,1.1102,0.4914,0.597,33,0.5,16.7977
8477934,L. Draisaitl,C,EDM,PHI,2026-01-03,13.968979999999998,11.3,11.366466458825276,2.6,29.5,0.5706,0.3596,0.2322,0.1506,0.0346,0.1786,0.2026,0.0274,0.482,0.8816,2.8258,0.2736,41,0.0,13.968979999999998
8477940,N. Ehlers,L,CAR,COL,2026-01-03,8.256839999999999,6.0,8.33080003447448,0.0,18.5,0.3222,0.1532,0.0858,0.0506,0.014,0.0602,0.1338,0.02,0.2258,0.4664,2.2402,0.2068,40,11.8,3.543160000000002
8477942,K. Fiala,L,LAK,MIN,2026-01-03,9.76548,8.5,8.733278901397803,1.5,20.010000000000037,0.4138,0.1946,0.1072,0.062,0.017,0.0576,0.2028,0.0366,0.3382,0.3356,2.8114,0.4096,39,12.8,3.0345200000000006
8477946,D. Larkin,C,DET,PIT,2026-01-03,11.67934,9.8,10.196220239108216,1.5,24.5,0.489,0.2666,0.1638,0.0976,0.0352,0.0906,0.1954,0.0618,0.4904,0.3834,2.7656,0.6238,42,1.0,10.67934
8477947,S. Milano,L,WSH,CHI,2026-01-03,4.778639999999999,1.5,7.196271239357227,0.0,12.8,0.166,0.075,0.0388,0.023,0.0134,0.031,0.0578,0.0182,0.1918,0.1664,1.255,0.1728,23,2.8,1.9786399999999995
8477948,T. Sanheim,D,PHI,EDM,2026-01-03,7.2663199999999994,5.6,6.8973155399474075,1.3,15.0,0.2426,0.1004,0.0472,0.024,0.0058,0.0368,0.0508,0.276,0.0832,0.3694,1.2754,1.8034,39,21.5,14.23368
8477949,A. Tuch,R,BUF,CBJ,2026-01-03,10.997819999999999,9.1,9.136248970315991,1.5,22.7,0.4534,0.2364,0.136,0.0766,0.018,0.0794,0.1594,0.1316,0.3198,0.5018,2.4846,1.1234,38,10.8,0.19781999999999833
8477950,T. DeAngelo,D,NYI,TOR,2026-01-03,6.8275,4.5,8.945117201579865,0.0,14.7,0.2074,0.0958,0.0542,0.0352,0.0168,0.045,0.0764,0.1024,0.1576,0.2954,1.678,0.869,41,9.5,2.6725000000000003
8477951,N. Schmaltz,C,UTA,NJD,2026-01-03,10.557459999999999,8.5,9.73558217819561,1.5,23.0,0.4248,0.2362,0.1316,0.0816,0.0216,0.0944,0.1566,0.0586,0.3314,0.5534,2.3724,0.6552,41,11.5,0.942540000000001
8477952,R. Fabbri,C,STL,MTL,2026-01-03,5.81888,4.1,7.091935387861342,0.0,13.0,0.1918,0.0748,0.043,0.0244,0.0112,0.0348,0.0762,0.0446,0.1294,0.314,1.4782,0.5176,8,1.5,4.31888
8477956,D. Pastrnak,R,BOS,VAN,2026-01-03,14.3196,11.5,11.158674107616909,3.0,29.5,0.598,0.3728,0.2402,0.1482,0.0324,0.1504,0.2772,0.0314,0.4886,0.7452,3.406,0.365,36,14.3,0.01959999999999873
8477960,A. Kempe,R,LAK,MIN,2026-01-03,10.49916,8.5,9.197110377417463,1.5,21.540000000000145,0.4318,0.2328,0.1248,0.0718,0.0172,0.0742,0.1948,0.0596,0.3158,0.4622,2.7568,0.6462,39,21.6,11.100840000000002
8477969,M. Pettersson,D,VAN,BOS,2026-01-03,5.922079999999999,4.1,8.39733603433851,0.0,12.7,0.1582,0.0696,0.0394,0.0272,0.0144,0.0334,0.0334,0.2232,0.1438,0.1826,0.8984,1.5686,40,2.8,3.1220799999999995
8477987,R. Donato,C,CHI,WSH,2026-01-03,5.89298,3.0,7.4609836294955105,0.0,14.5,0.2158,0.0934,0.0488,0.0294,0.0142,0.036,0.078,0.0244,0.2206,0.194,1.6478,0.2486,40,10.0,4.10702
8477989,C. Dvorak,C,PHI,EDM,2026-01-03,8.22942,6.0,8.482784947386088,0.0,19.0,0.3056,0.157,0.09,0.049,0.015,0.0652,0.1054,0.0534,0.2406,0.4262,1.9312,0.5824,38,2.8,5.4294199999999995
8477996,J. Lammikko,C,NJD,UTA,2026-01-03,4.790760000000001,2.6,7.668771128570731,0.0,11.3,0.1338,0.0642,0.0358,0.0244,0.0132,0.0334,0.0438,0.0598,0.1382,0.1898,1.0488,0.6542,19,0.5,4.290760000000001
8477998,W. Foegele,L,LAK,MIN,2026-01-03,5.90586,3.0,9.154273082031144,0.0,14.5,0.1914,0.0924,0.058,0.037,0.0112,0.0502,0.0806,0.021,0.1612,0.3134,1.5882,0.2312,31,1.0,4.90586
8478010,B. Point,C,TBL,SJS,2026-01-03,9.12372,6.5,9.162480087923793,1.3,20.0,0.3638,0.1828,0.1036,0.0586,0.0192,0.0714,0.1426,0.0376,0.2944,0.45,2.2676,0.3984,33,17.5,8.37628
8478020,M. Amadio,R,OTT,WPG,2026-01-03,6.21652,4.1,7.795033488677262,0.0,14.5,0.2086,0.0938,0.0552,0.0316,0.0136,0.0434,0.0662,0.0514,0.2054,0.2628,1.4272,0.5594,39,0.5,5.71652
8478038,D. Toews,D,COL,CAR,2026-01-03,7.6017399999999995,5.8,8.62737474394152,1.3,15.6,0.2484,0.1044,0.0556,0.034,0.0148,0.0394,0.0688,0.2154,0.139,0.32,1.6002,1.5178,39,2.8,4.80174
8478042,V. Arvidsson,L,BOS,VAN,2026-01-03,8.432179999999999,6.0,8.467414625941025,1.3,18.5,0.3274,0.1548,0.0836,0.0468,0.0168,0.0502,0.1542,0.0388,0.257,0.3298,2.3892,0.4776,29,2.8,5.632179999999999
8478046,D. Heinen,L,CBJ,BUF,2026-01-03,5.7378599999999995,3.0,7.474663645970968,0.0,13.5,0.1778,0.0836,0.0442,0.0258,0.0136,0.0348,0.0672,0.0508,0.1748,0.2066,1.453,0.5972,13,0.5,5.2378599999999995
8478047,M. Bunting,L,NSH,CGY,2026-01-03,6.5442,4.3,7.862629735654604,0.0,15.910000000000037,0.2392,0.107,0.0586,0.0354,0.0156,0.041,0.0866,0.0316,0.2394,0.2498,1.6652,0.365,40,31.0,24.4558
8478104,S. Blais,L,MTL,STL,2026-01-03,6.450559999999999,4.3,7.704627420349409,0.0,15.8,0.23,0.106,0.0558,0.033,0.013,0.044,0.0676,0.0418,0.2254,0.2984,1.3638,0.5512,13,1.5,4.950559999999999
8478109,V. Olofsson,L,COL,CAR,2026-01-03,6.2385,4.5,7.029746208078923,0.0,14.5,0.2268,0.0892,0.0478,0.0258,0.008,0.0328,0.1064,0.0192,0.1614,0.2906,1.9154,0.225,39,4.8,1.4385000000000003
8478136,J. Middleton,D,MIN,LAK,2026-01-03,12.97282,4.3,32.83169595448276,0.0,26.530000000000108,0.2564,0.1686,0.1218,0.1032,0.0894,0.1098,0.0254,0.1742,0.9568,0.2314,0.7622,1.3404,35,20.8,7.82718
8478178,D. Raddysh,D,TBL,SJS,2026-01-03,10.85924,9.1,9.20138177788532,1.5,22.8,0.4512,0.2402,0.135,0.0748,0.0156,0.0938,0.1414,0.1022,0.2744,0.6518,2.3578,0.8918,34,37.8,26.940759999999997
8478397,R. Andersson,D,CGY,NSH,2026-01-03,10.24608,8.6,8.247028594202884,1.5,20.0,0.418,0.2008,0.1004,0.0528,0.0102,0.0516,0.1366,0.2844,0.195,0.4318,2.2826,1.8456,40,18.1,7.853920000000002
8478398,K. Connor,L,WPG,OTT,2026-01-03,13.01626,11.0,10.256979166031293,1.5,27.0,0.5578,0.3354,0.2038,0.1246,0.0252,0.1242,0.2714,0.0182,0.4314,0.673,3.3528,0.1672,39,16.5,3.483739999999999
8478399,J. Siegenthaler,D,NJD,UTA,2026-01-03,14.089459999999997,4.9,38.251011318766466,0.0,32.44000000000015,0.2652,0.1744,0.1372,0.1154,0.0986,0.117,0.034,0.247,1.039,0.1562,0.9004,1.6912,40,1.8,12.289459999999996
8478401,P. Zacha,C,BOS,VAN,2026-01-03,7.436040000000001,5.0,8.294553702183137,0.0,18.0,0.2862,0.1436,0.0782,0.0436,0.0124,0.0632,0.0798,0.0288,0.2484,0.4242,1.6116,0.3468,40,1.3,6.136040000000001
8478402,C. McDavid,C,EDM,PHI,2026-01-03,17.317079999999997,14.5,12.513833795987543,3.0,34.82000000000007,0.6904,0.4802,0.332,0.233,0.0414,0.2428,0.2972,0.0392,0.5704,1.0826,3.5284,0.4416,41,25.0,7.682920000000003
8478413,J. Greenway,L,BUF,CBJ,2026-01-03,4.479480000000001,1.5,7.58757134593145,0.0,11.3,0.1342,0.0604,0.0348,0.0222,0.0166,0.03,0.0506,0.0298,0.155,0.151,1.1488,0.3566,24,-0.5,4.979480000000001
8478414,T. Meier,R,NJD,UTA,2026-01-03,10.648779999999999,8.5,8.960855456461731,1.5,21.5,0.442,0.228,0.127,0.0642,0.016,0.0622,0.247,0.0582,0.3052,0.3896,3.1742,0.6196,35,23.8,13.151220000000002
8478416,E. Cernak,D,TBL,SJS,2026-01-03,6.7755,4.5,9.271502022326263,0.0,14.5,0.194,0.0918,0.053,0.0326,0.0188,0.0424,0.0278,0.2778,0.1762,0.2304,0.8254,1.845,21,2.6,4.1754999999999995
8478427,S. Aho,C,CAR,COL,2026-01-03,10.17668,8.0,9.671436303755508,1.5,22.8,0.4152,0.2176,0.1292,0.0814,0.0234,0.1,0.1214,0.0322,0.372,0.5748,2.1074,0.3506,40,30.1,19.923320000000004
8478438,T. Novak,C,PIT,DET,2026-01-03,6.1129,4.1,7.447667795357148,0.0,14.5,0.2102,0.0916,0.0514,0.0296,0.0118,0.0428,0.0684,0.0342,0.1742,0.3166,1.4782,0.435,39,1.5,4.6129
8478439,T. Konecny,R,PHI,EDM,2026-01-03,10.30296,8.0,9.463063100201753,1.5,21.5,0.419,0.2146,0.12,0.073,0.0216,0.089,0.136,0.052,0.3298,0.5682,2.259,0.5772,39,3.0,7.302960000000001
8478440,D. Strome,C,WSH,CHI,2026-01-03,9.07398,6.5,9.291070388259902,1.3,20.6,0.3482,0.1688,0.1052,0.0632,0.0182,0.084,0.0994,0.0708,0.2464,0.5646,1.8382,0.7096,39,12.8,3.72602
8478444,B. Boeser,R,VAN,BOS,2026-01-03,7.4521,5.0,7.936144126085413,0.0,16.5,0.2758,0.1182,0.0638,0.0358,0.0146,0.0406,0.1298,0.0422,0.2382,0.2426,2.1954,0.449,38,4.0,3.4520999999999997
8478445,M. Barzal,C,NYI,TOR,2026-01-03,9.206179999999998,6.5,8.883445041626587,1.3,20.0,0.3588,0.1826,0.1026,0.0578,0.0154,0.07,0.1442,0.0588,0.2436,0.4814,2.2954,0.6356,40,14.8,5.593820000000003
8478450,P. Wotherspoon,D,PIT,DET,2026-01-03,5.72846,4.3,6.345860385196006,0.0,12.7,0.1724,0.064,0.0328,0.018,0.0054,0.0276,0.033,0.2146,0.0638,0.2838,0.9646,1.5182,39,12.5,6.77154
8478458,J. Roslovic,C,EDM,PHI,2026-01-03,8.8218,6.0,9.063601754269657,0.0,19.6,0.3644,0.1796,0.0966,0.0524,0.0238,0.0548,0.1334,0.0302,0.3842,0.278,2.2234,0.332,28,-1.0,9.8218
8478460,Z. Werenski,D,CBJ,BUF,2026-01-03,15.1969,12.9,10.53394723690982,4.3,29.5,0.644,0.4084,0.2512,0.1504,0.0228,0.1282,0.3068,0.2138,0.3788,0.7312,3.5914,1.508,35,21.0,5.803100000000001
8478462,N. Roy,C,TOR,NYI,2026-01-03,4.62678,2.6,6.8402652603243395,0.0,11.310000000000038,0.1354,0.0606,0.0338,0.0216,0.0102,0.0346,0.0454,0.0372,0.1098,0.2636,1.0606,0.4366,37,8.5,3.87322
8478463,A. Beauvillier,L,WSH,CHI,2026-01-03,6.56124,4.3,7.816059215640578,0.0,15.0,0.2288,0.1002,0.0548,0.032,0.0138,0.0316,0.1196,0.0386,0.213,0.1436,2.1024,0.4498,41,11.3,4.738760000000001
8478469,T. Chabot,D,OTT,WPG,2026-01-03,7.70188,6.2,7.016803863982519,1.3,16.0,0.2692,0.1136,0.058,0.0286,0.0052,0.0414,0.0522,0.2688,0.0882,0.4174,1.3636,1.8146,24,26.9,19.19812
8478472,M. Joseph,R,STL,MTL,2026-01-03,5.1635800000000005,2.6,8.294303562301057,0.0,12.8,0.1546,0.079,0.0432,0.0304,0.0176,0.0426,0.0388,0.0614,0.179,0.2262,0.9126,0.6626,34,2.6,2.5635800000000004
8478474,L. Crouse,L,UTA,NJD,2026-01-03,6.6258,4.3,7.544321729618907,0.0,15.6,0.2276,0.1036,0.0586,0.0312,0.014,0.039,0.079,0.0624,0.2146,0.2248,1.6336,0.713,41,3.0,3.6258
8478493,J. Eriksson Ek,C,MIN,LAK,2026-01-03,9.724160000000001,7.8,8.97321683090295,1.5,21.3,0.3882,0.1966,0.1138,0.0674,0.0154,0.0738,0.1934,0.0392,0.2362,0.5046,2.7508,0.4362,42,19.5,9.775839999999999
8478498,J. DeBrusk,L,VAN,BOS,2026-01-03,8.604460000000001,6.0,8.203424779224832,1.5,18.5,0.3424,0.1592,0.0838,0.047,0.0148,0.0456,0.2042,0.025,0.2562,0.2704,2.7974,0.3602,39,14.0,5.395539999999999
8478500,I. Provorov,D,CBJ,BUF,2026-01-03,7.65424,6.0,6.835017046240631,1.3,15.9,0.2718,0.112,0.0504,0.0236,0.0038,0.0274,0.0946,0.244,0.1208,0.2416,1.8716,1.6768,39,12.3,4.645760000000001
8478507,J. Marino,D,UTA,NJD,2026-01-03,5.43556,3.0,6.8712053881688036,0.0,12.6,0.1618,0.071,0.0394,0.023,0.007,0.0382,0.0304,0.1118,0.0892,0.3732,0.8586,0.9582,41,2.8,2.63556
8478508,Y. Trenin,C,MIN,LAK,2026-01-03,5.24452,3.0,8.0718450164507,0.0,12.010000000000037,0.149,0.071,0.039,0.0252,0.0122,0.0378,0.056,0.0534,0.1288,0.258,1.247,0.5614,42,0.8,4.44452
8478519,A. Cirelli,C,TBL,SJS,2026-01-03,8.669839999999999,6.0,8.797482729417547,1.3,19.5,0.3344,0.1674,0.0954,0.0586,0.018,0.061,0.1204,0.0618,0.3042,0.3548,2.0386,0.6408,36,0.0,8.669839999999999
8478569,N. Acciari,C,PIT,DET,2026-01-03,5.40448,2.8,7.358805061258248,0.0,12.9,0.1686,0.0748,0.0436,0.0268,0.0122,0.0364,0.0492,0.0752,0.1406,0.2428,1.1368,0.7846,26,4.8,0.6044800000000006
8478831,K. Stenlund,C,UTA,NJD,2026-01-03,4.67448,2.6,7.454056394313099,0.0,11.3,0.1268,0.0598,0.0362,0.0228,0.0138,0.032,0.0444,0.0692,0.1354,0.1694,0.9804,0.7346,41,1.5,3.17448
8478841,C. White,D,NJD,UTA,2026-01-03,5.28602,2.8,8.517408676328735,0.0,11.5,0.1444,0.0658,0.0404,0.0256,0.0176,0.033,0.0274,0.125,0.1654,0.2006,0.8396,1.0104,20,0.0,5.28602
8478851,A. Carrier,D,MTL,STL,2026-01-03,6.9259,4.9,9.333147335706213,1.3,14.110000000000037,0.2024,0.0884,0.05,0.0324,0.0156,0.0372,0.0278,0.3396,0.1548,0.222,0.7914,2.144,40,0.0,6.9259
8478854,R. Shea,D,PIT,DET,2026-01-03,5.66942,4.1,6.591206783556408,0.0,12.6,0.1674,0.0642,0.0346,0.0208,0.0064,0.0346,0.0256,0.171,0.0816,0.3484,0.8288,1.2854,39,2.6,3.0694199999999996
8478864,K. Kaprizov,L,MIN,LAK,2026-01-03,13.749279999999999,11.5,10.511180118407257,2.8,28.0,0.5858,0.3596,0.2186,0.1348,0.0324,0.1158,0.2818,0.0358,0.542,0.5322,3.4274,0.4446,42,7.5,6.249279999999999
8478891,M. Appleton,C,DET,PIT,2026-01-03,4.89646,2.6,7.251718794079098,0.0,12.010000000000037,0.1536,0.0724,0.0364,0.0218,0.0112,0.03,0.0536,0.0426,0.1636,0.1934,1.1394,0.4692,32,3.0,1.8964600000000003
8478904,S. Lorentz,C,TOR,NYI,2026-01-03,4.68074,2.6,7.127634323700957,0.0,11.5,0.1368,0.0622,0.0324,0.021,0.008,0.031,0.0442,0.064,0.1142,0.231,0.9892,0.6508,33,3.0,1.6807400000000001
8478911,M. Roy,D,WSH,CHI,2026-01-03,7.78044,5.8,8.197806865644006,1.3,16.0,0.2546,0.1082,0.0572,0.0336,0.0128,0.0408,0.0502,0.3182,0.1432,0.2816,1.3084,2.0488,41,9.8,2.019560000000001
8478970,J. Chatfield,D,CAR,COL,2026-01-03,13.47004,4.5,36.902494961701436,0.0,26.3,0.2632,0.168,0.123,0.1018,0.0862,0.105,0.0472,0.1404,0.9808,0.2034,1.2688,1.1168,33,3.0,10.47004
8478975,M. Marchment,L,CBJ,BUF,2026-01-03,6.6597800000000005,4.5,7.980812511994001,0.0,16.410000000000036,0.2428,0.1136,0.0608,0.0364,0.0146,0.0454,0.0788,0.0274,0.238,0.3006,1.6396,0.2986,34,4.1,2.559780000000001
8479022,R. Abols,C,PHI,EDM,2026-01-03,4.8674599999999995,2.6,8.616203755042008,0.0,11.1,0.126,0.0662,0.0398,0.0302,0.0216,0.0344,0.044,0.06,0.1804,0.1408,1.0198,0.6372,34,8.5,3.6325400000000005
8479066,R. Lomberg,L,CGY,NSH,2026-01-03,4.350720000000001,1.5,7.5213086282641,0.0,11.3,0.1328,0.0654,0.037,0.025,0.011,0.0364,0.0466,0.028,0.126,0.2074,1.053,0.3434,36,3.0,1.3507200000000008
8479318,A. Matthews,C,TOR,NYI,2026-01-03,14.900559999999997,12.6,11.235629207409792,3.0,29.3,0.6164,0.392,0.242,0.1448,0.0414,0.0942,0.3274,0.195,0.5292,0.3708,3.8304,1.4412,34,31.6,16.699440000000003
8479325,C. McAvoy,D,BOS,VAN,2026-01-03,8.99518,7.3,7.792370035335848,1.5,18.4,0.3424,0.155,0.0802,0.042,0.0092,0.061,0.0668,0.269,0.0958,0.5916,1.571,1.7846,29,7.1,1.8951799999999999
8479336,C. Grundstrom,R,PHI,EDM,2026-01-03,7.4692,4.5,8.107487117473575,0.0,18.0,0.2906,0.1382,0.0738,0.04,0.0148,0.0426,0.0778,0.0426,0.3446,0.2242,1.6432,0.509,13,2.0,5.4692
8479337,A. DeBrincat,R,DET,PIT,2026-01-03,13.08506,11.0,10.480001469293791,2.8,26.5,0.564,0.3234,0.1984,0.1174,0.0322,0.1028,0.282,0.0352,0.4976,0.4832,3.443,0.4252,42,14.5,1.4149399999999996
8479343,C. Keller,R,UTA,NJD,2026-01-03,10.8538,8.5,9.51701179782814,1.5,23.0,0.4362,0.2412,0.1372,0.0846,0.0208,0.09,0.2024,0.0384,0.3208,0.5506,2.8166,0.443,41,5.5,5.3538
8479345,J. Chychrun,D,WSH,CHI,2026-01-03,12.612219999999999,10.9,9.554941583892598,3.0,24.910000000000036,0.543,0.3012,0.1754,0.1,0.0216,0.072,0.2852,0.1634,0.369,0.3928,3.4578,1.2274,41,6.1,6.512219999999999
8479359,B. Malenstyn,L,BUF,CBJ,2026-01-03,5.2678,2.8,7.419844416158603,0.0,12.2,0.1446,0.0658,0.0364,0.0224,0.0122,0.029,0.05,0.1158,0.1408,0.159,1.0828,1.048,38,1.0,4.2678
8479365,T. Frederic,C,EDM,PHI,2026-01-03,6.22282,1.5,12.623553115014806,0.0,17.0,0.1792,0.1086,0.0748,0.0586,0.0206,0.0776,0.0484,0.0274,0.1902,0.4612,1.0218,0.3054,40,0.0,6.22282
8479369,A. Peeke,D,BOS,VAN,2026-01-03,6.2726,4.9,6.450441321336084,1.3,12.9,0.1914,0.071,0.0368,0.0168,0.006,0.0202,0.0454,0.2992,0.1072,0.1376,1.1582,1.933,41,4.1,2.1726
8479370,T. Jost,C,NSH,CGY,2026-01-03,3.6481800000000004,1.5,6.214891848423431,0.0,10.0,0.1048,0.0428,0.0204,0.0148,0.0078,0.018,0.0502,0.0284,0.0962,0.1344,1.084,0.2896,30,2.8,0.8481800000000006
8479371,D. Fabbro,D,CBJ,BUF,2026-01-03,5.4263,4.1,5.833563774400688,0.0,11.3,0.1416,0.0514,0.0232,0.0138,0.0048,0.0152,0.036,0.2858,0.0692,0.1108,0.9904,1.859,39,1.3,4.1263000000000005
8479378,L. Stanley,D,WPG,OTT,2026-01-03,5.5756,3.0,6.513162414679984,0.0,13.0,0.1798,0.073,0.0364,0.0184,0.0076,0.0214,0.0398,0.1346,0.177,0.1432,1.1152,1.093,39,-1.0,6.5756
8479385,J. Kyrou,R,STL,MTL,2026-01-03,8.086,6.0,8.232825031542939,1.3,18.0,0.312,0.1436,0.0764,0.0424,0.014,0.0476,0.1518,0.0374,0.2416,0.2968,2.4094,0.431,32,5.8,2.2860000000000005
8479398,S. Girard,D,COL,CAR,2026-01-03,5.6592,4.1,6.406854716629683,0.0,12.8,0.1826,0.0706,0.0348,0.0188,0.0052,0.0302,0.0348,0.1436,0.1068,0.307,0.9752,1.13,24,3.3,2.3592000000000004
8479407,J. Bratt,L,NJD,UTA,2026-01-03,9.139519999999997,6.5,8.997902320518934,1.3,20.0,0.3574,0.1814,0.1044,0.0596,0.0162,0.0804,0.1382,0.0338,0.2278,0.5718,2.2612,0.3774,40,19.5,10.360480000000003
