player_id,player_name,position,team,opponent,game_date,expected_fpts,median_fpts,std_fpts,floor_fpts,ceiling_fpts,p_above_10,p_above_15,p_above_20,p_above_25,p_hat_trick,p_3plus_points,p_5plus_sog,p_3plus_blocks,exp_goals,exp_assists,exp_shots,exp_blocks,n_historical_games,actual_fpts,error
8477346,M. Weegar,D,CGY,BUF,2025-11-19,8.12026,6.0,9.220216458001406,1.3,16.0,0.2686,0.1128,0.0624,0.0372,0.0158,0.0372,0.0988,0.2518,0.1636,0.2242,1.9172,1.7102,21,2.8,5.32026
8477406,M. Janmark,C,EDM,WSH,2025-11-19,5.093560000000001,2.8,7.001424321264924,0.0,13.0,0.1672,0.0762,0.0388,0.0232,0.0092,0.034,0.0604,0.043,0.137,0.2382,1.2972,0.4302,5,4.5,0.593560000000001
8477478,W. Carrier,L,CAR,MIN,2025-11-19,5.464739999999999,3.0,7.242898227394887,0.0,13.0,0.1816,0.0752,0.0402,0.0226,0.0122,0.0332,0.064,0.03,0.1604,0.2782,1.3442,0.3568,13,2.5,2.964739999999999
8477498,D. Nurse,D,EDM,WSH,2025-11-19,8.52826,7.1,6.848242940521313,1.5,16.4,0.3274,0.1284,0.0564,0.0246,0.0056,0.0236,0.0852,0.3878,0.1268,0.2136,1.8262,2.3712,21,26.1,17.571740000000002
8477507,N. Zadorov,D,BOS,ANA,2025-11-19,5.69198,4.1,6.601163055068403,0.0,12.6,0.164,0.0646,0.0318,0.0196,0.0058,0.0266,0.046,0.2024,0.0794,0.2188,1.1174,1.4626,21,20.3,14.60802
8477527,R. Johnston,L,ANA,BOS,2025-11-19,4.100140000000001,1.5,6.701441186819444,0.0,10.0,0.1226,0.0558,0.0282,0.0174,0.009,0.0272,0.0422,0.0292,0.117,0.2214,0.924,0.3328,18,6.5,2.3998599999999994
8477810,J. Hanley,D,CGY,BUF,2025-11-19,5.609,3.0,7.449724223083698,0.0,12.710000000000038,0.1578,0.0716,0.036,0.025,0.0128,0.032,0.0302,0.186,0.1318,0.1992,0.9074,1.37,18,10.7,5.090999999999999
8477845,T. van Riemsdyk,D,WSH,EDM,2025-11-19,4.752759999999999,2.8,5.6502934775461,0.0,11.1,0.1278,0.0454,0.0248,0.0132,0.0056,0.0176,0.0322,0.1662,0.076,0.1572,0.9534,1.2482,15,1.8,2.9527599999999996
8477934,L. Draisaitl,C,EDM,WSH,2025-11-19,10.70664,8.5,10.348620000289895,1.3,24.3,0.4384,0.247,0.1464,0.0934,0.0336,0.105,0.1294,0.0318,0.4814,0.4744,2.1554,0.3328,21,17.8,7.0933600000000006
8477940,N. Ehlers,L,CAR,MIN,2025-11-19,8.07702,6.0,8.155289689496016,0.0,18.0,0.3084,0.1428,0.0802,0.0422,0.014,0.0482,0.1586,0.0232,0.2168,0.3648,2.4602,0.2704,19,8.0,0.0770199999999992
8477947,S. Milano,L,WSH,EDM,2025-11-19,6.024159999999999,3.0,7.5078175453589715,0.0,14.3,0.2028,0.0866,0.0508,0.0296,0.0142,0.0332,0.0972,0.0356,0.195,0.169,1.8254,0.3912,8,3.0,3.0241599999999993
8477949,A. Tuch,R,BUF,CGY,2025-11-19,9.36582,7.3,8.67715885112172,1.5,20.0,0.3684,0.1792,0.1004,0.0582,0.0154,0.0676,0.1102,0.093,0.3004,0.4328,2.031,0.8844,19,2.5,6.865819999999999
8477956,D. Pastrnak,R,BOS,ANA,2025-11-19,12.31874,10.0,10.05444094976941,1.5,25.710000000000036,0.5242,0.3034,0.185,0.1072,0.0274,0.1192,0.2136,0.0318,0.442,0.595,2.9602,0.3548,21,10.5,1.81874
8478013,J. Walman,D,EDM,WSH,2025-11-19,7.54196,6.0,6.911736349022582,1.3,16.11000000000004,0.2706,0.1148,0.054,0.026,0.006,0.0398,0.0506,0.2462,0.132,0.3716,1.2818,1.6962,15,0.5,7.04196
8478136,J. Middleton,D,MIN,CAR,2025-11-19,5.9962,4.1,7.387970598208956,0.0,12.7,0.1704,0.0666,0.0398,0.0244,0.0128,0.03,0.0324,0.229,0.119,0.1918,1.026,1.613,18,2.8,3.1962
8478233,A. Mangiapane,L,EDM,WSH,2025-11-19,5.223560000000001,2.8,7.0976785589656,0.0,13.0,0.1732,0.073,0.038,0.023,0.0102,0.029,0.0468,0.0442,0.194,0.1898,1.144,0.5392,21,9.0,3.776439999999999
8478366,F. Vatrano,R,ANA,BOS,2025-11-19,5.70524,3.0,7.032734641830303,0.0,12.8,0.1838,0.0676,0.0362,0.023,0.011,0.0248,0.0906,0.056,0.156,0.1468,1.7618,0.5758,19,7.3,1.59476
8478397,R. Andersson,D,CGY,BUF,2025-11-19,8.3468,6.4,7.3748278461263075,1.5,17.11000000000004,0.313,0.13,0.0652,0.0304,0.0078,0.0322,0.1108,0.2278,0.168,0.2532,2.0692,1.608,21,33.9,25.553199999999997
8478401,P. Zacha,C,BOS,ANA,2025-11-19,7.5202,5.0,8.266590830566129,0.0,18.0,0.271,0.1322,0.0724,0.0436,0.0136,0.0614,0.0734,0.0508,0.2296,0.4384,1.5546,0.535,21,7.5,0.020199999999999996
8478402,C. McDavid,C,EDM,WSH,2025-11-19,11.57596,9.5,9.897026527114091,1.5,24.5,0.4788,0.2768,0.1674,0.099,0.0174,0.1328,0.1626,0.0338,0.3248,0.7792,2.5186,0.3802,21,12.0,0.42403999999999975
8478413,J. Greenway,L,BUF,CGY,2025-11-19,5.36602,3.0,6.986599413133689,0.0,13.0,0.1728,0.0742,0.0398,0.0216,0.0102,0.028,0.07,0.0392,0.1648,0.1968,1.4462,0.4524,9,0.3,5.06602
8478424,J. Harkins,C,ANA,BOS,2025-11-19,4.87216,2.6,7.097612622170923,0.0,12.6,0.1506,0.0716,0.0388,0.0236,0.0098,0.031,0.056,0.0406,0.1632,0.1754,1.199,0.4542,9,18.2,13.327839999999998
8478427,S. Aho,C,CAR,MIN,2025-11-19,9.64558,7.3,9.44279325536676,1.3,21.1,0.3844,0.196,0.1136,0.0698,0.0212,0.0808,0.1422,0.0364,0.3284,0.4738,2.2904,0.4346,19,19.0,9.35442
8478440,D. Strome,C,WSH,EDM,2025-11-19,8.32162,6.0,8.546643702389845,0.0,18.5,0.3322,0.1584,0.0828,0.05,0.0152,0.0696,0.1018,0.0362,0.2508,0.4906,1.8566,0.4304,17,9.6,1.2783800000000003
8478458,J. Roslovic,C,EDM,WSH,2025-11-19,8.28474,6.0,8.815577186571506,0.0,18.5,0.3262,0.1598,0.0858,0.048,0.018,0.0604,0.1178,0.0328,0.2968,0.3658,2.0408,0.3738,19,-1.5,9.78474
8478463,A. Beauvillier,L,WSH,EDM,2025-11-19,6.4017800000000005,4.5,7.532071881733471,0.0,14.5,0.2252,0.0952,0.0494,0.0318,0.0142,0.0332,0.1286,0.0312,0.1874,0.1734,2.1262,0.3466,19,11.8,5.39822
8478493,J. Eriksson Ek,C,MIN,CAR,2025-11-19,8.484960000000001,6.0,8.205624522143333,1.3,18.5,0.328,0.1566,0.0784,0.0454,0.012,0.055,0.1596,0.0552,0.1666,0.4374,2.4728,0.5822,20,4.0,4.484960000000001
8478508,Y. Trenin,C,MIN,CAR,2025-11-19,4.718939999999999,2.8,7.111691730973721,0.0,11.3,0.1382,0.0604,0.0324,0.0188,0.0084,0.0292,0.0584,0.0436,0.108,0.1992,1.291,0.5028,20,3.6,1.118939999999999
8478864,K. Kaprizov,L,MIN,CAR,2025-11-19,11.5035,9.5,10.003865740302595,1.5,24.5,0.4876,0.262,0.1562,0.0942,0.0296,0.095,0.2014,0.0334,0.4406,0.4828,2.8036,0.408,20,11.1,0.4035000000000011
8478873,T. Terry,R,ANA,BOS,2025-11-19,10.07136,8.0,9.381270476348073,1.5,22.3,0.4138,0.2218,0.1258,0.0754,0.0212,0.1008,0.1324,0.0228,0.3164,0.6316,2.269,0.2302,19,9.8,0.2713599999999996
8478911,M. Roy,D,WSH,EDM,2025-11-19,6.31684,4.9,6.2654127090240435,1.3,12.9,0.1876,0.0652,0.0312,0.0162,0.0046,0.0208,0.0568,0.2758,0.064,0.1776,1.4164,1.8088,19,13.7,7.383159999999999
8479345,J. Chychrun,D,WSH,EDM,2025-11-19,9.38306,7.8,7.832271384240973,1.5,19.2,0.381,0.1766,0.0878,0.0456,0.0062,0.0472,0.1768,0.1424,0.1554,0.4334,2.631,1.1302,19,17.9,8.516939999999998
8479359,B. Malenstyn,L,BUF,CGY,2025-11-19,5.09242,3.0,6.372644077900476,0.0,11.5,0.1458,0.0558,0.0302,0.0178,0.0094,0.0224,0.0612,0.0876,0.1138,0.146,1.3324,0.8864,18,6.1,1.00758
8479365,T. Frederic,C,EDM,WSH,2025-11-19,4.2735199999999995,1.5,7.37047588759369,0.0,10.0,0.1184,0.0566,0.031,0.0234,0.0106,0.0332,0.0414,0.0402,0.1168,0.1914,1.0298,0.4354,21,12.0,7.7264800000000005
8479369,A. Peeke,D,BOS,ANA,2025-11-19,7.714739999999999,5.6,9.76902639634063,1.3,15.3,0.233,0.1016,0.0594,0.0366,0.0206,0.0416,0.0404,0.3272,0.1886,0.2264,1.1712,2.0528,21,4.1,3.6147399999999994
8479420,T. Thompson,C,BUF,CGY,2025-11-19,10.65874,8.5,9.62674771729269,1.5,22.0,0.442,0.2384,0.128,0.0754,0.0214,0.0668,0.2298,0.0494,0.3548,0.3668,3.0206,0.5648,19,12.5,1.8412600000000001
8479520,B. Duhaime,R,WSH,EDM,2025-11-19,5.0477,2.6,7.299952788203497,0.0,12.6,0.1564,0.0706,0.0406,0.0272,0.016,0.0326,0.038,0.0664,0.1936,0.1556,0.9768,0.699,19,2.3,2.7477
8479591,M. Eyssimont,C,BOS,ANA,2025-11-19,7.0925199999999995,4.5,8.01848340084333,0.0,16.5,0.2536,0.1178,0.0628,0.0354,0.0146,0.0422,0.1038,0.0424,0.2154,0.282,1.9438,0.4764,21,15.0,7.9074800000000005
8479661,T. Jeannot,L,BOS,ANA,2025-11-19,6.2471,4.3,7.3318881326708745,0.0,14.3,0.2014,0.0898,0.0472,0.0258,0.01,0.0356,0.0634,0.0868,0.1346,0.3172,1.3924,0.878,21,4.0,2.2470999999999997
8479705,J. Viel,L,BOS,ANA,2025-11-19,4.85562,2.8,6.9168432406409215,0.0,11.5,0.147,0.0596,0.0328,0.019,0.0102,0.023,0.0628,0.038,0.1498,0.156,1.3772,0.4124,7,13.8,8.94438
8479982,C. Timmins,D,BUF,CGY,2025-11-19,6.63638,4.9,8.078848092123035,1.3,14.1,0.1946,0.0838,0.0442,0.0252,0.0124,0.0302,0.0304,0.2986,0.1324,0.217,0.9894,1.9116,19,8.0,1.36362
8479987,M. Geekie,C,BOS,ANA,2025-11-19,10.166880000000003,8.0,9.98276490084786,1.3,22.0,0.4178,0.2268,0.132,0.0766,0.0354,0.079,0.1432,0.0414,0.4732,0.3122,2.2952,0.4716,21,21.5,11.333119999999997
8480028,M. Frost,C,CGY,BUF,2025-11-19,6.5859,4.5,7.434401333665004,0.0,15.6,0.232,0.1038,0.0562,0.0314,0.0104,0.042,0.0906,0.0462,0.157,0.3362,1.7388,0.514,21,16.8,10.214100000000002
8480035,H. Jokiharju,D,BOS,ANA,2025-11-19,5.8278799999999995,3.0,8.784093960426425,0.0,13.0,0.1658,0.0804,0.0458,0.031,0.0188,0.0408,0.0412,0.135,0.1662,0.2258,1.0436,1.0506,20,-0.2,6.02788
8480196,J. Bryson,D,BUF,CGY,2025-11-19,4.44086,2.6,6.470751769338706,0.0,10.3,0.1178,0.0488,0.0248,0.0164,0.0082,0.024,0.0268,0.1268,0.0952,0.1854,0.7556,1.0162,9,0.3,4.14086
8480259,B. Jones,C,MIN,CAR,2025-11-19,4.730919999999999,2.8,6.598081838958956,0.0,11.410000000000037,0.1394,0.0592,0.0324,0.02,0.0092,0.0262,0.0594,0.0472,0.1226,0.1712,1.2974,0.5184,8,0.8,3.9309199999999995
8480336,S. Walker,D,CAR,MIN,2025-11-19,7.507,5.8,6.995490761912277,1.3,15.9,0.2652,0.1096,0.0508,0.0252,0.0074,0.0264,0.0996,0.1992,0.1572,0.1926,1.9666,1.429,19,11.5,3.9930000000000003
8480355,M. Kastelic,C,BOS,ANA,2025-11-19,6.34788,4.3,7.616257053540145,0.0,14.5,0.206,0.0906,0.049,0.0294,0.0126,0.0382,0.0556,0.1246,0.1838,0.228,1.299,1.0496,21,2.5,3.84788
8480762,E. Robinson,L,CAR,MIN,2025-11-19,6.36604,3.0,7.9875204361804295,0.0,15.8,0.233,0.1036,0.057,0.0348,0.0188,0.0386,0.0752,0.0236,0.2912,0.179,1.542,0.3168,13,1.5,4.86604
8480796,M. Fehérváry,D,WSH,EDM,2025-11-19,6.28936,4.9,6.1680407578419905,1.3,13.4,0.1964,0.0752,0.037,0.0168,0.005,0.0232,0.0554,0.2312,0.0734,0.2584,1.29,1.5902,19,11.9,5.61064
8480797,J. Farabee,L,CGY,BUF,2025-11-19,6.27362,4.3,7.436367802603634,0.0,14.3,0.212,0.0878,0.0432,0.0262,0.0116,0.033,0.0982,0.0526,0.1482,0.2452,1.8178,0.5974,21,25.3,19.02638
8480802,R. McLeod,C,BUF,CGY,2025-11-19,5.7543,3.0,7.311004685404052,0.0,13.6,0.201,0.0834,0.0436,0.024,0.0104,0.0348,0.0614,0.045,0.186,0.2526,1.362,0.481,19,3.5,2.2542999999999997
8480803,E. Bouchard,D,EDM,WSH,2025-11-19,9.2498,7.7,7.563412454705879,1.5,18.6,0.3688,0.1664,0.0822,0.0404,0.0048,0.05,0.1378,0.1912,0.1164,0.4898,2.3086,1.427,21,9.5,0.25019999999999953
8480807,M. Samuelsson,D,BUF,CGY,2025-11-19,7.046779999999999,5.6,6.495188806462827,1.3,14.8,0.2396,0.0902,0.0446,0.0204,0.0058,0.0286,0.0388,0.2988,0.122,0.2702,1.1518,1.9156,17,21.1,14.053220000000003
8480817,K. Miller,D,CAR,MIN,2025-11-19,7.3485200000000015,5.6,7.2426750451473385,1.3,15.6,0.2514,0.1068,0.0528,0.0298,0.0078,0.038,0.079,0.164,0.114,0.3604,1.704,1.2624,13,2.0,5.3485200000000015
8480830,A. Svechnikov,R,CAR,MIN,2025-11-19,7.86092,5.699999999999999,8.202925621605988,0.0,18.0,0.3184,0.1394,0.0754,0.0414,0.0146,0.0434,0.15,0.0242,0.2772,0.256,2.3864,0.2284,19,9.5,1.6390799999999999
8480831,A. Regula,D,EDM,WSH,2025-11-19,5.14604,3.0,6.222687226464142,0.0,11.3,0.1378,0.0528,0.0266,0.0146,0.0052,0.0188,0.0394,0.1742,0.083,0.1678,1.0902,1.2928,7,-0.5,5.64604
8480834,T. Emberson,D,EDM,WSH,2025-11-19,5.48562,4.1,6.087732846930785,0.0,11.8,0.153,0.0556,0.0254,0.0152,0.006,0.0202,0.0348,0.2318,0.0736,0.187,1.0004,1.5994,16,1.0,4.48562
8480839,R. Dahlin,D,BUF,CGY,2025-11-19,8.13722,6.3,7.331550222947395,1.3,17.200000000000003,0.2998,0.1284,0.0688,0.0338,0.0044,0.0504,0.0878,0.1696,0.0746,0.5312,1.844,1.2764,16,18.2,10.06278
8480860,K. Bahl,D,CGY,BUF,2025-11-19,5.26886,4.1,5.958146381249793,0.0,11.4,0.1404,0.0556,0.0266,0.0146,0.0052,0.02,0.0368,0.2176,0.0852,0.1522,0.9728,1.5342,20,9.5,4.23114
8480873,R. Sandin,D,WSH,EDM,2025-11-19,6.235339999999999,4.5,6.252461042213698,0.0,13.620000000000072,0.203,0.0794,0.0352,0.0178,0.004,0.0284,0.041,0.1934,0.1046,0.2752,1.1658,1.4538,14,2.1,4.135339999999999
8481068,Y. Sharangovich,C,CGY,BUF,2025-11-19,5.5191,3.0,7.450634683703127,0.0,13.0,0.1828,0.0818,0.045,0.0266,0.0128,0.0328,0.0762,0.0356,0.1668,0.2034,1.5386,0.406,17,12.5,6.9809
8481167,B. Pachal,D,CGY,BUF,2025-11-19,5.113479999999999,3.0,6.876901503555217,0.0,11.5,0.1414,0.0588,0.0312,0.0168,0.0088,0.0276,0.0304,0.1358,0.0926,0.2388,0.9612,1.0886,14,2.5,2.613479999999999
8481219,J. Aspirot,D,BOS,ANA,2025-11-19,5.311960000000001,3.0,7.032885393520926,0.0,11.5,0.1434,0.056,0.032,0.0224,0.0096,0.0266,0.0364,0.1752,0.0974,0.1708,1.0468,1.3382,8,8.9,3.5880399999999995
8481522,P. Krebs,C,BUF,CGY,2025-11-19,5.30152,2.8,7.6828573909451165,0.0,12.8,0.1602,0.0754,0.043,0.0302,0.0152,0.0394,0.0456,0.054,0.1408,0.277,1.1042,0.6154,19,5.1,0.20152000000000037
8481524,B. Byram,D,BUF,CGY,2025-11-19,6.5103,4.9,6.524966812942423,0.0,14.1,0.218,0.083,0.0412,0.0194,0.005,0.029,0.0482,0.186,0.1232,0.2884,1.2866,1.35,19,1.3,5.2103
8481556,J. Beecher,C,CGY,BUF,2025-11-19,5.97422,3.0,7.742144495654935,0.0,14.3,0.2002,0.0884,0.0466,0.0286,0.0148,0.0354,0.0672,0.0534,0.2048,0.2028,1.459,0.5844,6,4.3,1.67422
8481557,M. Boldy,L,MIN,CAR,2025-11-19,11.076179999999999,9.3,9.659845061262628,1.5,23.0,0.4666,0.2572,0.1458,0.0806,0.0214,0.074,0.2036,0.0532,0.402,0.4216,2.7992,0.6226,20,12.8,1.7238200000000017
8481563,D. Helleson,D,ANA,BOS,2025-11-19,6.2118,4.5,6.449073170619171,0.0,13.6,0.2052,0.0786,0.0354,0.0176,0.0042,0.0308,0.0434,0.1714,0.0884,0.336,1.1882,1.291,19,6.9,0.6882000000000001
8481580,C. McMichael,C,WSH,EDM,2025-11-19,6.16102,4.3,7.339338836680046,0.0,14.5,0.207,0.0934,0.0482,0.028,0.0096,0.0356,0.105,0.0384,0.1324,0.28,1.8734,0.4204,19,22.1,15.93898
8481605,J. LaCombe,D,ANA,BOS,2025-11-19,7.637060000000001,6.0,6.89503158487327,1.3,15.6,0.269,0.1044,0.0486,0.024,0.0032,0.0308,0.0958,0.2406,0.061,0.335,1.9274,1.6262,19,4.3,3.337060000000001
8481617,V. Podkolzin,R,EDM,WSH,2025-11-19,6.06872,4.1,7.422030555151333,0.0,14.1,0.1986,0.086,0.0462,0.0266,0.0102,0.0348,0.0692,0.0546,0.1706,0.255,1.5206,0.6184,21,0.0,6.06872
8481656,A. Protas,C,WSH,EDM,2025-11-19,7.635979999999999,5.0,8.00575789289184,0.0,17.0,0.2826,0.131,0.0694,0.0404,0.0162,0.046,0.1026,0.0552,0.2438,0.2994,1.9168,0.6516,19,17.1,9.464020000000001
8481712,M. Blümel,R,BOS,ANA,2025-11-19,7.1531199999999995,4.5,7.9243075574841235,0.0,17.0,0.2656,0.1186,0.0638,0.0356,0.0142,0.048,0.0948,0.0392,0.2246,0.3286,1.7966,0.4504,1,3.8,3.3531199999999997
8481754,N. Nesterenko,C,ANA,BOS,2025-11-19,5.10096,3.0,6.752742781892406,0.0,11.560000000000219,0.167,0.0702,0.037,0.0194,0.0058,0.034,0.0542,0.037,0.1134,0.3188,1.209,0.3992,17,6.5,1.3990400000000003
8482074,C. Zary,C,CGY,BUF,2025-11-19,4.42092,1.5,7.322740631321036,0.0,11.0,0.1312,0.055,0.03,0.019,0.0114,0.0264,0.0652,0.0274,0.125,0.1304,1.3858,0.3244,19,3.3,1.12092
8482088,J. Sourdif,R,WSH,EDM,2025-11-19,4.729520000000001,2.6,7.240649457721317,0.0,11.5,0.1454,0.0648,0.0336,0.0216,0.012,0.027,0.0548,0.0308,0.164,0.149,1.2744,0.3664,19,7.0,2.270479999999999
8482093,S. Jarvis,C,CAR,MIN,2025-11-19,10.14644,8.0,9.895395865067753,1.5,21.5,0.4166,0.2162,0.1218,0.0712,0.0272,0.0662,0.1842,0.0444,0.4202,0.3078,2.6108,0.4698,19,7.8,2.3464400000000003
8482094,D. Hunt,D,MIN,CAR,2025-11-19,5.308879999999999,3.0,6.303147241307314,0.0,11.5,0.1466,0.058,0.0286,0.015,0.0064,0.0254,0.0342,0.1868,0.0778,0.2314,0.93,1.3686,6,7.7,2.391120000000001
8482097,J. Quinn,R,BUF,CGY,2025-11-19,6.30894,4.3,7.396653978414835,0.0,14.5,0.2142,0.0902,0.049,0.0304,0.0116,0.0398,0.075,0.0454,0.185,0.2748,1.641,0.4818,19,4.8,1.50894
8482100,A. Nikishin,D,CAR,MIN,2025-11-19,7.253839999999999,5.6,6.845345079278326,1.3,14.9,0.2438,0.0992,0.0526,0.026,0.007,0.0332,0.08,0.2012,0.1034,0.304,1.7192,1.4418,19,-0.5,7.753839999999999
8482122,B. Faber,D,MIN,CAR,2025-11-19,8.07664,6.4,6.912512011591734,1.3,16.2,0.2988,0.12,0.0552,0.026,0.0074,0.0306,0.0938,0.2588,0.1248,0.2848,1.883,1.7698,20,18.9,10.82336
8482148,H. Lapierre,C,WSH,EDM,2025-11-19,4.733020000000001,1.5,7.641776474066747,0.0,11.5,0.1492,0.0658,0.0406,0.0278,0.0152,0.0376,0.059,0.0306,0.139,0.197,1.2628,0.3264,18,-0.5,5.233020000000001
8482165,Y. Kuznetsov,D,CGY,BUF,2025-11-19,5.88428,4.3,6.618794820932282,0.0,12.9,0.1712,0.0684,0.0356,0.019,0.0068,0.0264,0.0536,0.191,0.0828,0.2196,1.3156,1.3576,7,3.6,2.2842800000000003
8482177,M. Khusnutdinov,C,BOS,ANA,2025-11-19,5.928959999999999,3.0,7.622301576190751,0.0,14.5,0.2012,0.0966,0.0478,0.03,0.0144,0.0402,0.0638,0.0458,0.2064,0.2444,1.35,0.5032,16,2.6,3.328959999999999
8482178,I. Moore,D,ANA,BOS,2025-11-19,5.63438,4.1,6.1298460026007175,0.0,12.2,0.162,0.0572,0.0292,0.0174,0.005,0.0214,0.0472,0.2122,0.0804,0.1884,1.1646,1.4796,13,15.1,9.46562
8482511,M. Lohrei,D,BOS,ANA,2025-11-19,6.3806,4.5,7.123523821817401,0.0,14.410000000000037,0.2092,0.0894,0.0462,0.0274,0.0074,0.041,0.0368,0.1638,0.115,0.385,1.0014,1.254,16,1.3,5.0806000000000004
8482623,J. Dunne,C,BUF,CGY,2025-11-19,5.13408,2.8,7.198900648960229,0.0,12.620000000000072,0.1588,0.072,0.0396,0.0238,0.0118,0.0348,0.0484,0.0508,0.158,0.2134,1.1726,0.5586,13,1.5,3.63408
8482634,A. Steeves,C,BOS,ANA,2025-11-19,6.35,4.1,7.7493253899936345,0.0,14.8,0.217,0.097,0.0544,0.0328,0.0138,0.04,0.0774,0.0514,0.2094,0.2222,1.5978,0.594,5,10.0,3.6500000000000004
8482659,J. Doan,R,BUF,CGY,2025-11-19,8.182739999999999,6.0,8.344654821644813,0.0,18.5,0.3168,0.1508,0.0818,0.0478,0.0166,0.0558,0.1362,0.0252,0.2554,0.3512,2.3068,0.3208,19,5.3,2.882739999999999
8482671,O. Power,D,BUF,CGY,2025-11-19,5.65972,4.1,6.2706852513581,0.0,12.8,0.1702,0.0688,0.0334,0.0166,0.0054,0.0282,0.0384,0.1514,0.0918,0.2694,1.1746,1.1384,18,1.6,4.05972
8482679,M. Coronato,R,CGY,BUF,2025-11-19,8.227960000000001,6.0,8.325250400942904,1.3,18.5,0.3206,0.1418,0.0794,0.043,0.0154,0.0402,0.1718,0.0368,0.2748,0.2216,2.5672,0.4292,20,18.5,10.272039999999999
8482702,L. Stankoven,C,CAR,MIN,2025-11-19,6.99596,4.5,8.525206840798644,0.0,16.5,0.2502,0.1148,0.0616,0.0418,0.0186,0.0494,0.0958,0.0348,0.2596,0.2602,1.7782,0.3742,19,17.5,10.50404
8482745,M. McTavish,C,ANA,BOS,2025-11-19,6.70626,4.5,7.830916090241295,0.0,15.6,0.2342,0.1062,0.0564,0.0348,0.0132,0.051,0.0824,0.0478,0.1704,0.3752,1.5946,0.5132,19,12.0,5.29374
8482765,I. Rosen,R,BUF,CGY,2025-11-19,7.985239999999999,5.6,8.539788179012405,0.0,18.5,0.2988,0.147,0.082,0.0478,0.0168,0.0596,0.086,0.0594,0.2956,0.3528,1.6838,0.6218,8,0.3,7.685239999999999
8482803,O. Zellweger,D,ANA,BOS,2025-11-19,6.5948,4.5,6.557623728150312,1.3,14.200000000000001,0.2158,0.0838,0.0406,0.0208,0.0064,0.025,0.0872,0.1532,0.0992,0.2286,1.805,1.205,19,0.8,5.7948
8482809,J. Blake,R,CAR,MIN,2025-11-19,8.10562,6.0,8.33917996061963,1.3,18.0,0.3086,0.1442,0.0818,0.0448,0.0144,0.0596,0.118,0.033,0.2222,0.4232,2.1192,0.4224,19,23.5,15.39438
8482896,T. Kozak,C,BUF,CGY,2025-11-19,5.39192,3.0,7.271622564022421,0.0,13.0,0.1748,0.0762,0.0404,0.0246,0.0116,0.0328,0.0534,0.0542,0.178,0.2138,1.2028,0.5884,13,4.8,0.59192
8482911,J. Nystrom,D,CAR,MIN,2025-11-19,5.86396,4.3,7.038433143704641,0.0,12.710000000000038,0.1704,0.0626,0.0362,0.022,0.0084,0.029,0.0516,0.144,0.0942,0.259,1.311,1.1492,13,6.5,0.6360400000000004
8483445,C. Gauthier,L,ANA,BOS,2025-11-19,13.21504,11.0,10.698705800161065,2.8,27.510000000000037,0.5564,0.3336,0.2046,0.1262,0.0352,0.1018,0.301,0.032,0.5032,0.4458,3.6032,0.4308,19,11.5,1.7150400000000001
8483489,F. Minten,C,BOS,ANA,2025-11-19,5.67504,3.0,7.119764111148627,0.0,13.0,0.1772,0.0736,0.0422,0.0236,0.0088,0.0296,0.0596,0.0786,0.1558,0.1926,1.4172,0.7758,21,2.3,3.3750400000000003
8483499,L. Ohgren,L,MIN,CAR,2025-11-19,4.72834,2.8,6.568552568443066,0.0,11.3,0.1418,0.0606,0.033,0.0204,0.0086,0.0274,0.0598,0.0336,0.1256,0.1854,1.34,0.4018,7,8.4,3.67166
8483500,N. Ostlund,C,BUF,CGY,2025-11-19,6.55938,4.3,7.892143689492735,0.0,15.8,0.2262,0.1062,0.058,0.0348,0.0142,0.041,0.0674,0.0618,0.2238,0.2626,1.4898,0.6266,11,3.3,3.25938
8483512,M. Savoie,C,EDM,WSH,2025-11-19,4.805420000000001,2.8,6.86299152145768,0.0,11.5,0.142,0.0602,0.0338,0.0206,0.0096,0.027,0.0568,0.048,0.1264,0.1848,1.2972,0.4974,21,1.0,3.8054200000000007
8483525,D. Yurov,R,MIN,CAR,2025-11-19,5.14058,2.8,7.031665468692321,0.0,13.0,0.1748,0.0728,0.0368,0.0232,0.013,0.0298,0.0566,0.034,0.182,0.183,1.2986,0.3936,15,13.5,8.35942
8483573,E. Frank,C,WSH,EDM,2025-11-19,6.21896,4.3,7.422334438598142,0.0,14.5,0.2074,0.0922,0.049,0.0288,0.0108,0.0432,0.0712,0.063,0.1268,0.3528,1.461,0.6842,8,2.3,3.91896
8483609,A. Klapka,R,CGY,BUF,2025-11-19,5.4081,3.0,6.975281240924986,0.0,13.0,0.1724,0.0728,0.0406,0.0236,0.0128,0.0312,0.0668,0.0536,0.1532,0.1954,1.402,0.595,20,1.5,3.9081
8484153,L. Carlsson,C,ANA,BOS,2025-11-19,11.669479999999998,9.3,10.635894721630144,1.5,25.8,0.4708,0.2754,0.1654,0.106,0.0314,0.1254,0.1444,0.0418,0.4498,0.6166,2.3212,0.4806,19,8.3,3.3694799999999976
8484186,R. Leonard,R,WSH,EDM,2025-11-19,6.8299199999999995,4.5,7.623617041378718,0.0,15.8,0.2482,0.1068,0.0592,0.0326,0.0128,0.0428,0.0978,0.0404,0.1938,0.2806,1.9252,0.4514,19,20.5,13.67008
