season,player_id,player_name,team,game_id,game_date,opponent,home_road,decision,shots_against,saves,goals_against,sv_pct,toi,toi_seconds,dk_fpts,goals,assists,source,goalie_sv_pct_last5,goalie_sv_pct_last10,goalie_goals_against_last5,goalie_goals_against_last10,goalie_saves_last5,goalie_saves_last10,goalie_shots_against_last5,goalie_shots_against_last10,is_win,goalie_win_rate_last5,goalie_win_rate_last10,goalie_dk_fpts_ewm,goalie_fpts_season_avg,goalie_starts,is_home,team_goals_per_game_last10,team_fpts_per_game_last10,opp_goals_per_game_last10,opp_shots_per_game_last10,opp_fpts_per_game_last10,is_shutout
2020,8479394,C. Hart,PHI,2020020001,2021-01-13,PIT,H,W,34,31,3,0.911765,59:45,3585,17.2,0,0,historical,0.75,0.75,2.0,2.0,6.0,6.0,8.0,8.0,1,0.0,0.0,-2.8000000000000007,-2.8000000000000007,1,1,6.0,172.4,3.0,34.0,101.8,0
2020,8477465,T. Jarry,PIT,2020020001,2021-01-13,PHI,R,L,27,21,6,0.777778,59:51,3591,-6.300000000000001,0,0,historical,0.8173075000000001,0.8173075000000001,2.5,2.5,14.5,14.5,17.0,17.0,0,0.5,0.5,4.711721245995601,4.399999999999999,1,0,3.0,101.8,6.0,27.0,172.4,0
2020,8476883,A. Vasilevskiy,TBL,2020020002,2021-01-13,CHI,H,W,23,22,1,0.956522,59:37,3577,17.9,0,0,historical,0.878205,0.878205,1.6666666666666667,1.6666666666666667,12.333333333333334,12.333333333333334,14.0,14.0,1,0.3333333333333333,0.3333333333333333,5.758995720730955,5.466666666666666,1,1,5.0,170.1,1.0,23.0,55.6,0
2020,8476876,M. Subban,CHI,2020020002,2021-01-13,TBL,R,L,33,28,5,0.848485,59:37,3577,2.099999999999998,0,0,historical,0.900033,0.900033,1.5,1.5,16.25,16.25,17.75,17.75,0,0.5,0.5,10.389479453501501,9.624999999999998,1,0,1.0,55.6,5.0,33.0,170.1,0
2020,8475883,F. Andersen,TOR,2020020003,2021-01-13,MTL,H,W,32,28,4,0.875,63:24,3804,11.599999999999998,0,0,historical,0.9135747999999999,0.9135747999999999,1.4,1.4,19.0,19.0,20.4,20.4,1,0.6,0.6,13.484420882698096,23.5,1,1,5.0,166.1,4.0,32.0,158.1,0
2020,8471679,C. Price,MTL,2020020003,2021-01-13,TOR,R,O,34,29,5,0.852941,63:24,3804,2.799999999999997,0,0,historical,0.95181,0.9181750000000001,1.4,1.5,24.2,21.166666666666668,25.6,22.666666666666668,0,0.8,0.6666666666666666,15.104960664400298,22.45,1,0,4.0,158.1,5.0,34.0,166.1,0
2020,8475156,M. Koskinen,EDM,2020020004,2021-01-13,VAN,H,L,35,30,5,0.857143,58:13,3493,3.5,0,0,historical,0.950887,0.9127214285714286,1.4,1.7142857142857142,24.0,21.285714285714285,25.4,23.0,0,0.6,0.5714285714285714,13.242447909052451,16.599999999999998,1,1,3.0,116.1,5.0,35.0,160.20000000000002,0
2020,8474651,B. Holtby,VAN,2020020004,2021-01-13,EDM,R,W,31,28,3,0.903226,59:46,3586,15.099999999999998,0,0,historical,0.9453313999999999,0.920159,1.6,1.625,29.4,23.0,31.0,24.625,1,0.8,0.625,15.526090306951987,19.2,1,0,5.0,160.20000000000002,3.0,31.0,116.1,0
2020,8475831,P. Grubauer,COL,2020020005,2021-01-13,STL,H,L,32,28,4,0.875,60:00,3600,5.599999999999998,0,0,historical,0.9360118,0.9200212222222223,2.0,1.7777777777777777,30.6,24.22222222222222,32.6,26.0,0,0.8,0.6666666666666666,16.104521359936758,19.22,1,1,1.0,64.3,4.0,32.0,155.7,0
2020,8476412,J. Binnington,STL,2020020005,2021-01-13,COL,R,W,27,26,1,0.962963,60:00,3600,20.7,0,0,historical,0.9054264,0.9095006,2.8,2.1,29.0,24.0,31.8,26.1,1,0.6,0.6,13.4975038540774,15.666666666666666,1,0,4.0,155.7,1.0,27.0,64.3,0
2020,8474593,J. Markstrom,CGY,2020020012,2021-01-14,WPG,R,O,34,30,4,0.882353,61:18,3678,7.0,0,0,historical,0.9100484,0.9309291999999999,2.6,2.0,28.0,26.1,30.6,28.1,0,0.6,0.7,14.564926943872896,16.485714285714284,1,0,3.0,120.4,4.0,34.0,147.70000000000002,0
2020,8475156,M. Koskinen,EDM,2020020013,2021-01-14,VAN,H,W,40,38,2,0.95,60:00,3600,25.599999999999994,0,0,historical,0.905477,0.928182,3.0,2.2,29.6,26.8,32.6,29.0,1,0.6,0.6,13.144323625340602,14.862499999999999,2,1,4.0,165.39999999999998,3.5,37.5,132.35000000000002,0
2020,8477967,T. Demko,VAN,2020020013,2021-01-14,EDM,R,L,46,41,5,0.891304,59:52,3592,11.2,0,0,historical,0.8922826,0.9188069999999999,3.4,2.5,28.4,28.9,31.8,31.4,0,0.6,0.7,13.470475781100118,14.966666666666665,1,0,3.5,132.35000000000002,4.0,38.5,165.39999999999998,0
2020,8475311,D. Kuemper,ARI,2020020014,2021-01-14,SJS,H,O,35,32,3,0.914286,63:00,3780,11.899999999999999,0,0,historical,0.893684,0.9148479,3.2,2.6,26.6,28.6,29.8,31.2,0,0.4,0.6,13.119631745731082,14.52,1,1,3.0,130.4,3.0,35.0,146.6,0
2020,8475660,C. Talbot,MIN,2020020016,2021-01-14,LAK,R,W,34,31,3,0.911765,63:47,3827,17.2,0,0,historical,0.899142,0.9022842000000001,3.4,3.1,28.6,28.8,32.0,31.9,1,0.4,0.5,11.782378423635963,13.327272727272726,1,0,4.0,118.1,3.0,34.0,114.6,0
2020,8475215,R. Lehner,VGK,2020020015,2021-01-14,ANA,H,W,22,20,2,0.909091,60:00,3600,13.0,0,0,historical,0.8848562,0.8974523,3.8,3.2,28.2,28.1,32.0,31.3,1,0.2,0.4,11.253154326266626,12.799999999999999,1,1,5.0,169.8,2.0,22.0,69.9,0
2020,8476434,J. Gibson,ANA,2020020015,2021-01-14,VGK,R,L,28,24,4,0.857143,57:29,3449,2.799999999999997,0,0,historical,0.8876212000000001,0.8965491,3.6,3.3,27.6,28.6,31.2,31.9,0,0.2,0.4,10.569032609123699,12.192307692307692,1,0,2.0,69.9,5.0,29.0,169.8,0
2020,8471734,J. Quick,LAK,2020020016,2021-01-14,MIN,H,O,27,23,4,0.851852,63:47,3827,2.099999999999998,0,0,historical,0.8997046000000001,0.8959936000000001,3.2,3.3,27.6,28.0,30.8,31.3,0,0.2,0.4,11.854360315425891,12.95,1,1,3.0,114.6,4.0,27.0,118.1,0
2020,8476945,C. Hellebuyck,WPG,2020020012,2021-01-14,CGY,H,W,26,23,3,0.884615,61:18,3678,11.599999999999998,0,0,historical,0.890277,0.8919805000000001,3.6,3.4,28.4,27.5,32.0,30.9,1,0.4,0.4,11.900179453842757,12.906666666666665,1,1,4.0,147.70000000000002,3.0,26.0,120.4,0
2020,8474889,M. Jones,SJS,2020020014,2021-01-14,ARI,R,W,37,34,3,0.918919,63:54,3834,19.299999999999997,0,0,historical,0.8831464,0.8911442,3.6,3.5,27.0,27.8,30.6,31.3,1,0.4,0.4,10.34755986534361,11.881249999999998,1,0,3.0,146.6,3.0,37.0,130.4,0
2020,8476914,J. Korpisalo,CBJ,2020020011,2021-01-14,NSH,R,L,34,32,2,0.941176,58:33,3513,15.399999999999999,0,0,historical,0.8981233999999999,0.8914897999999999,3.2,3.5,28.0,28.1,31.2,31.6,0,0.6,0.4,11.650347542373181,12.56470588235294,1,0,1.0,67.5,3.0,35.0,138.0,0
2020,8471306,T. Greiss,DET,2020020010,2021-01-14,CAR,H,L,42,40,2,0.952381,58:52,3532,21.0,0,0,historical,0.9128185999999999,0.9002199,2.8,3.2,29.4,28.5,32.2,31.7,0,0.8,0.5,12.737300077012172,13.133333333333333,1,1,0.0,37.3,3.0,43.0,133.70000000000002,0
2020,8475852,P. Mrazek,CAR,2020020010,2021-01-14,DET,R,W,14,14,0,1.0,60:00,3600,17.799999999999997,0,0,historical,0.8861518,0.8929281999999998,3.8,3.5,29.6,28.6,33.4,32.1,1,0.6,0.4,11.513309235452265,12.442105263157893,1,0,3.0,133.70000000000002,0.0,14.0,37.3,1
2020,8473575,S. Varlamov,NYI,2020020008,2021-01-14,NYR,R,W,24,24,0,1.0,60:00,3600,24.799999999999997,0,0,historical,0.8978942,0.8940856,3.4,3.5,29.8,29.1,33.2,32.6,1,0.6,0.5,12.318293258343372,12.819999999999999,1,0,4.0,149.5,0.0,24.0,47.3,1
2020,8478048,I. Shesterkin,NYR,2020020008,2021-01-14,NYI,H,L,33,29,4,0.878788,59:55,3595,6.299999999999997,0,0,historical,0.9135268,0.8983366,2.8,3.2,29.4,28.2,32.2,31.4,0,0.8,0.6,12.250959676227009,12.761904761904763,1,1,0.0,47.3,4.0,33.0,149.5,0
2020,8471695,T. Rask,BOS,2020020007,2021-01-14,NJD,R,W,22,20,2,0.909091,65:00,3900,13.0,0,0,historical,0.8877203999999999,0.8929218999999999,3.6,3.4,28.6,28.3,32.2,31.7,1,0.6,0.6,11.179671419104581,12.213636363636363,1,0,2.0,98.6,2.0,22.0,90.2,0
2020,8478406,M. Blackwood,NJD,2020020007,2021-01-14,BOS,H,O,37,35,2,0.945946,65:00,3900,17.5,0,0,historical,0.8840168,0.8984176999999999,3.6,3.2,26.8,28.1,30.4,31.3,0,0.4,0.6,11.117244192862652,12.139130434782608,1,1,2.0,90.2,2.0,37.0,98.6,0
2020,8478492,I. Samsonov,WSH,2020020006,2021-01-14,BUF,R,W,26,22,4,0.846154,60:00,3600,7.399999999999999,0,0,historical,0.8933502000000001,0.8897510000000001,3.0,3.4,25.2,27.4,28.2,30.8,1,0.6,0.6,11.097465606664953,12.087499999999999,1,0,6.0,163.3,4.0,26.0,117.1,0
2020,8475622,C. Hutton,BUF,2020020006,2021-01-14,WSH,H,L,27,22,5,0.814815,58:36,3516,-2.1000000000000014,0,0,historical,0.8940854,0.8959898000000001,3.0,3.2,25.6,27.7,28.6,30.9,0,0.6,0.6,12.027952575172032,12.46,1,1,4.0,117.1,6.0,28.0,163.3,0
2020,8477424,J. Saros,NSH,2020020011,2021-01-14,CBJ,H,W,30,29,1,0.966667,60:00,3600,22.799999999999997,0,0,historical,0.891356,0.9024414000000001,3.2,3.0,26.4,27.9,29.6,30.9,1,0.4,0.6,11.388860530810367,12.169230769230769,1,1,3.0,138.0,1.0,30.0,67.5,0
2020,8480420,C. Delia,CHI,2020020019,2021-01-15,TBL,R,L,37,32,5,0.864865,60:00,3600,4.899999999999999,0,0,historical,0.8878997999999999,0.8878101,3.2,3.4,25.8,27.2,29.0,30.6,0,0.4,0.5,10.249802328645186,11.666666666666664,1,0,1.5,71.45,5.0,35.0,167.75,0
2020,8478024,V. Husso,STL,2020020022,2021-01-15,COL,R,,14,10,4,0.714286,19:45,1185,-7.0,0,0,historical,0.8873300000000001,0.8856733999999999,3.2,3.4,25.6,26.2,28.8,29.6,0,0.6,0.5,10.74115589252497,11.814285714285713,1,0,2.0,94.39999999999999,4.5,32.5,138.9,0
2020,8476412,J. Binnington,STL,2020020022,2021-01-15,COL,R,L,24,20,4,0.833333,40:00,2400,0.0,0,0,historical,0.874293,0.8838216000000001,3.6,3.3,25.6,25.4,29.2,28.7,0,0.4,0.5,9.610596396031383,11.33448275862069,2,0,2.0,94.39999999999999,4.5,32.5,138.9,0
2020,8475831,P. Grubauer,COL,2020020022,2021-01-15,STL,H,W,21,21,0,1.0,58:59,3539,22.7,0,0,historical,0.8574864,0.8757859,3.8,3.4,22.8,24.2,26.6,27.6,1,0.4,0.5,9.478268367509848,11.226666666666665,2,1,4.5,138.9,2.0,26.5,94.39999999999999,1
2020,8475883,F. Andersen,TOR,2020020021,2021-01-15,OTT,R,L,24,19,5,0.791667,57:20,3440,-4.200000000000001,0,0,historical,0.8703896,0.8808728,3.4,3.3,23.2,24.8,26.6,28.1,0,0.6,0.5,10.334707694267527,11.487096774193548,2,0,4.0,126.3,5.0,24.0,168.2,0
2020,8476899,M. Murray,OTT,2020020021,2021-01-15,TOR,H,W,23,20,3,0.869565,59:42,3582,9.5,0,0,historical,0.9005481999999999,0.894224,2.6,2.9,25.6,25.7,28.2,28.6,1,0.8,0.6,11.781813207028481,27.0,1,1,5.0,168.2,4.0,28.5,126.3,0
2020,8476883,A. Vasilevskiy,TBL,2020020019,2021-01-15,CHI,H,W,37,35,2,0.945946,60:00,3600,23.5,0,0,historical,0.9092662,0.8982981000000001,2.4,2.8,26.6,26.1,29.0,28.9,1,0.8,0.7,12.734903316860066,24.9,2,1,5.0,167.75,1.5,30.0,71.45,0
2020,8479193,C. DeSmith,PIT,2020020018,2021-01-15,PHI,R,,13,12,1,0.923077,47:45,2865,4.899999999999999,0,0,historical,0.9232262,0.8987596,2.0,2.8,26.8,26.2,28.8,29.0,0,1.0,0.7,12.637075377665308,20.466666666666665,1,0,2.5,97.8,5.5,23.5,157.45,0
2020,8479394,C. Hart,PHI,2020020018,2021-01-15,PIT,H,W,33,31,2,0.939394,59:50,3590,20.7,0,0,historical,0.9267976000000001,0.8921420000000001,2.2,3.0,28.8,25.8,31.0,28.8,1,0.8,0.6,12.032420937965014,16.75,2,1,5.5,157.45,2.5,33.5,97.8,0
2020,8477970,V. Vanecek,WSH,2020020017,2021-01-15,BUF,R,W,31,30,1,0.967742,60:00,3600,23.5,0,0,historical,0.9197008,0.8950451999999999,2.4,2.9,28.4,25.8,30.8,28.7,1,0.6,0.6,11.72121964637297,15.079999999999998,1,0,4.0,116.7,2.5,28.5,95.5,0
2020,8476999,L. Ullmark,BUF,2020020017,2021-01-15,WSH,H,L,21,19,2,0.904762,57:58,3478,6.299999999999999,0,0,historical,0.8940064,0.8972773,3.2,2.9,26.8,26.2,30.0,29.1,0,0.4,0.6,10.83932833727404,12.799999999999997,1,1,2.5,95.5,4.0,24.5,116.7,0
2020,8477465,T. Jarry,PIT,2020020018,2021-01-15,PHI,R,L,6,3,3,0.5,11:30,690,-8.4,0,0,historical,0.8873396,0.8983029,3.2,2.8,23.8,25.2,27.0,28.0,0,0.2,0.5,10.452415128389928,11.87142857142857,2,0,2.5,97.8,5.5,23.5,157.45,0
2020,8478007,E. Merzlikins,CBJ,2020020026,2021-01-16,NSH,R,L,33,28,5,0.848485,60:00,3600,2.099999999999998,0,0,historical,0.8975134,0.9103698,3.0,2.5,25.0,25.9,28.0,28.4,0,0.2,0.6,11.204860612178138,12.799999999999997,1,0,1.5,95.05000000000001,4.0,34.0,140.75,0
2020,8477293,A. Raanta,ARI,2020020030,2021-01-16,SJS,H,W,34,31,3,0.911765,59:53,3593,17.2,0,0,historical,0.908877,0.9178373000000001,2.8,2.5,27.6,28.2,30.4,30.7,1,0.2,0.5,11.798547652720545,13.399999999999999,1,1,4.0,140.95,3.0,34.5,126.3,0
2020,8471679,C. Price,MTL,2020020029,2021-01-16,EDM,R,W,35,34,1,0.971429,60:00,3600,26.299999999999997,0,0,historical,0.9110992,0.9154,3.0,2.7,30.4,29.4,33.4,32.1,1,0.4,0.5,12.55261190000456,14.129999999999999,2,0,4.5,160.95,3.0,37.333333333333336,136.86666666666665,0
2020,8475156,M. Koskinen,EDM,2020020029,2021-01-16,MTL,H,L,36,31,5,0.861111,60:00,3600,4.199999999999999,0,0,historical,0.9181068,0.9060566,2.8,3.0,30.8,28.8,33.6,31.8,0,0.4,0.4,12.023845187635608,13.418181818181818,3,1,3.0,136.86666666666665,4.5,34.0,160.95,0
2020,8474651,B. Holtby,VAN,2020020028,2021-01-16,CGY,R,L,35,32,3,0.914286,59:46,3586,11.899999999999999,0,0,historical,0.9314401999999999,0.9093899000000001,2.6,2.9,36.0,29.9,38.6,32.8,0,0.6,0.4,14.048263531850019,15.299999999999997,2,0,2.3333333333333335,109.0,3.0,30.5,124.3,0
2020,8474593,J. Markstrom,CGY,2020020028,2021-01-16,VAN,H,W,32,32,0,1.0,59:59,3599,30.4,0,0,historical,0.9314402000000002,0.9144767999999999,2.6,2.8,36.0,30.5,38.6,33.3,1,0.6,0.4,14.491055042210428,15.607692307692306,2,1,3.0,124.3,2.3333333333333335,35.666666666666664,109.0,1
2020,8475789,J. Campbell,TOR,2020020027,2021-01-16,OTT,R,W,19,17,2,0.894737,59:48,3588,10.899999999999999,0,0,historical,0.9325766,0.9207268,2.4,2.6,33.8,30.7,36.2,33.3,1,0.6,0.4,14.449707016855044,15.492857142857142,1,0,3.6666666666666665,125.63333333333333,3.5,21.5,131.5,0
2020,8476899,M. Murray,OTT,2020020027,2021-01-16,TOR,H,L,40,37,3,0.925,59:40,3580,15.399999999999999,0,0,historical,0.9293018,0.9202005000000002,2.4,2.7,32.4,31.4,34.8,34.1,0,0.4,0.4,14.058662193704599,15.113333333333333,2,1,3.5,131.5,3.6666666666666665,32.333333333333336,125.63333333333333,0
2020,8477424,J. Saros,NSH,2020020026,2021-01-16,CBJ,H,W,44,42,2,0.954545,60:00,3600,28.4,0,0,historical,0.922775,0.9204409,2.4,2.6,31.0,30.9,33.4,33.5,1,0.4,0.4,12.995231646770867,14.256249999999998,2,1,4.0,140.75,1.5,37.0,95.05000000000001,0
2020,8475852,P. Mrazek,CAR,2020020025,2021-01-16,DET,R,L,20,17,3,0.85,57:54,3474,1.3999999999999986,0,0,historical,0.9098718,0.9206559999999999,2.8,2.7,28.8,32.4,31.6,35.1,0,0.4,0.5,13.52434789245375,14.552941176470586,2,0,2.5,108.95000000000002,2.0,17.5,81.05,0
2020,8478009,I. Sorokin,NYI,2020020024,2021-01-16,NYR,R,L,32,27,5,0.84375,59:53,3593,1.3999999999999986,0,0,historical,0.8870608000000001,0.9092505000000001,3.4,3.0,27.6,31.8,31.0,34.8,0,0.2,0.4,12.273009349268026,13.666666666666664,1,0,2.0,101.5,2.5,28.0,94.80000000000001,0
2020,8474889,M. Jones,SJS,2020020030,2021-01-16,ARI,R,L,24,19,5,0.791667,46:38,2798,-4.200000000000001,0,0,historical,0.8884496000000001,0.9105130999999999,3.2,2.8,25.0,29.4,28.2,32.2,0,0.2,0.4,11.948550791827714,13.389473684210525,2,0,3.0,126.3,4.0,31.5,140.95,0
2020,8480382,A. Georgiev,NYR,2020020024,2021-01-16,NYI,H,W,23,23,0,1.0,60:00,3600,24.099999999999998,0,0,historical,0.9055021999999999,0.9174019999999998,2.6,2.5,28.0,30.2,30.6,32.7,1,0.4,0.4,14.028843843950721,14.559999999999997,1,1,2.5,94.80000000000001,2.0,28.0,101.5,1
2020,8470860,J. Halak,BOS,2020020023,2021-01-16,NJD,R,O,31,29,2,0.935484,64:58,3898,13.299999999999997,0,0,historical,0.9134142000000001,0.9180946000000001,2.6,2.5,29.8,30.4,32.4,32.9,0,0.4,0.4,13.499439421664695,14.233333333333333,1,0,1.5,83.05,2.0,26.5,92.65,0
2020,8478406,M. Blackwood,NJD,2020020023,2021-01-16,BOS,H,W,28,27,1,0.964286,64:58,3898,21.4,0,0,historical,0.9101011999999999,0.9099864999999999,2.8,2.8,30.8,29.8,33.6,32.6,1,0.2,0.3,13.482767315503752,14.190909090909088,2,1,2.0,92.65,1.5,32.5,83.05,0
2020,8470594,M. Fleury,VGK,2020020031,2021-01-16,ANA,H,W,22,21,1,0.954545,59:34,3574,17.2,0,0,historical,0.9243868000000001,0.9057238,2.4,2.9,31.2,29.4,33.6,32.3,1,0.4,0.3,13.442434614433479,14.139130434782606,1,1,3.5,140.35000000000002,1.5,22.0,72.5,0
2020,8476434,J. Gibson,ANA,2020020031,2021-01-16,VGK,R,O,33,31,2,0.939394,60:07,3607,14.7,0,0,historical,0.8900434,0.8892464999999999,3.2,3.2,31.2,28.1,34.4,31.3,0,0.4,0.3,11.852410815476524,13.316666666666665,2,0,1.5,72.5,3.5,31.0,140.35000000000002,0
2020,8471734,J. Quick,LAK,2020020032,2021-01-16,MIN,H,O,44,40,4,0.909091,64:46,3886,14.0,0,0,historical,0.8340434,0.8697728,4.2,3.4,24.2,26.1,28.4,29.5,0,0.2,0.3,9.928525860140338,12.335999999999999,2,1,3.0,116.4,4.0,35.5,135.5,0
2020,8475660,C. Talbot,MIN,2020020032,2021-01-16,LAK,R,W,33,30,3,0.909091,62:36,3756,16.5,0,0,historical,0.8387188,0.8760665,4.0,3.3,24.0,26.9,28.0,30.2,1,0.4,0.4,10.47670861691093,12.496153846153845,2,0,4.0,135.5,3.0,33.5,116.4,0
2020,8473541,J. Bernier,DET,2020020025,2021-01-16,CAR,H,W,31,29,2,0.935484,59:55,3595,19.299999999999997,0,0,historical,0.90625,0.90625,3.0,3.0,29.0,29.0,32.0,32.0,1,0.0,0.0,9.799999999999997,9.799999999999997,1,1,2.0,81.05,2.5,37.0,108.95000000000002,0
2020,8471227,D. Dubnyk,SJS,2020020030,2021-01-16,ARI,R,,2,2,0,1.0,12:05,725,3.4,0,0,historical,0.890625,0.890625,3.0,3.0,25.0,25.0,28.0,28.0,0,0.0,0.0,6.878775071001708,6.999999999999998,1,0,3.0,126.3,4.0,31.5,140.95,1
2020,8479193,C. DeSmith,PIT,2020020035,2021-01-17,WSH,H,W,23,20,3,0.869565,65:00,3900,9.5,0,0,historical,0.9147376666666668,0.9147376666666668,2.3333333333333335,2.3333333333333335,25.333333333333332,25.333333333333332,27.666666666666668,27.666666666666668,1,0.3333333333333333,0.3333333333333333,11.890277529913545,11.566666666666665,2,1,2.6666666666666665,101.03333333333335,3.6666666666666665,24.0,107.86666666666667,0
2020,8480420,C. Delia,CHI,2020020034,2021-01-17,FLA,R,L,36,31,5,0.861111,60:00,3600,4.199999999999999,0,0,historical,0.89573075,0.89573075,3.0,3.0,25.5,25.5,28.5,28.5,0,0.25,0.25,8.719334227904309,8.849999999999998,2,0,1.6666666666666667,76.60000000000001,5.0,36.0,167.20000000000002,0
2020,8478492,I. Samsonov,WSH,2020020035,2021-01-17,PIT,R,O,27,24,3,0.888889,65:00,3900,6.299999999999997,0,0,historical,0.8951560000000001,0.8951560000000001,3.0,3.0,25.4,25.4,28.4,28.4,0,0.2,0.2,8.313458754561799,8.479999999999999,2,0,3.6666666666666665,107.86666666666667,2.6666666666666665,31.333333333333332,101.03333333333335,0
2020,8476904,C. Driedger,FLA,2020020034,2021-01-17,CHI,H,W,30,28,2,0.933333,60:00,3600,18.599999999999998,0,0,historical,0.8896636000000001,0.8924280000000001,3.2,3.1666666666666665,25.4,26.0,28.6,29.166666666666668,1,0.4,0.3333333333333333,9.129614917477054,9.116666666666665,1,1,5.0,167.20000000000002,1.6666666666666667,30.0,76.60000000000001,0
2020,8473503,J. Reimer,CAR,2020020040,2021-01-18,NSH,R,W,33,31,2,0.939394,59:48,3588,20.7,0,0,historical,0.847997,0.8601764285714285,2.8,2.857142857142857,21.6,22.571428571428573,24.4,25.428571428571427,1,0.4,0.2857142857142857,7.08009197375735,7.514285714285713,1,0,3.0,113.5,3.3333333333333335,33.666666666666664,128.86666666666667,0
2020,8474593,J. Markstrom,CGY,2020020042,2021-01-18,VAN,H,W,27,25,2,0.925926,59:44,3584,16.5,0,0,historical,0.8372225999999999,0.86629075,3.2,2.875,22.4,23.5,25.6,26.375,1,0.2,0.25,7.647769051337416,7.887499999999999,3,1,3.6666666666666665,126.0,2.25,33.5,100.9,0
2020,8475883,F. Andersen,TOR,2020020041,2021-01-18,WPG,H,W,28,27,1,0.964286,59:58,3598,21.4,0,0,historical,0.8294805999999999,0.8589251111111111,3.6,3.3333333333333335,22.8,24.0,26.4,27.333333333333332,1,0.2,0.2222222222222222,5.724559474185917,6.466666666666665,3,1,3.5,126.725,2.5,31.0,110.25,0
2020,8471469,P. Rinne,NSH,2020020040,2021-01-18,CAR,H,L,23,20,3,0.869565,59:18,3558,3.5,0,0,historical,0.8349092,0.8650325999999999,3.4,3.2,22.4,23.9,25.8,27.1,0,0.4,0.3,7.0671895325477205,7.329999999999998,1,1,3.3333333333333335,128.86666666666667,3.0,32.666666666666664,113.5,0
2020,8475311,D. Kuemper,ARI,2020020044,2021-01-18,VGK,R,L,27,24,3,0.888889,58:51,3531,6.299999999999997,0,0,historical,0.8162944,0.852979,3.2,3.2,18.8,22.1,22.0,25.3,0,0.2,0.3,5.73438711873519,6.409090909090907,2,0,3.3333333333333335,122.43333333333334,3.6666666666666665,30.0,141.5666666666667,0
2020,8475156,M. Koskinen,EDM,2020020043,2021-01-18,MTL,H,L,34,31,3,0.911765,58:22,3502,11.2,0,0,historical,0.8655696,0.8567833,3.4,3.1,22.6,22.1,26.0,25.2,0,0.2,0.3,5.986748132616158,6.516666666666666,4,1,2.5,118.25,4.0,34.0,146.70000000000002,0
2020,8474596,J. Allen,MTL,2020020043,2021-01-18,EDM,R,W,26,25,1,0.961538,59:39,3579,20.0,0,0,historical,0.8606744000000001,0.8489485,3.4,3.3,21.2,21.8,24.6,25.1,1,0.2,0.2,5.939250350735674,6.446153846153845,1,0,4.0,146.70000000000002,2.5,34.5,118.25,0
2020,8475215,R. Lehner,VGK,2020020044,2021-01-18,ARI,H,W,32,30,2,0.9375,59:32,3572,20.0,0,0,historical,0.8798410000000001,0.8546608000000001,3.0,3.3,24.2,23.5,27.2,26.8,1,0.2,0.2,6.725954049987963,6.885714285714284,2,1,3.6666666666666665,141.5666666666667,3.3333333333333335,31.666666666666668,122.43333333333334,0
2020,8471227,D. Dubnyk,SJS,2020020039,2021-01-18,STL,R,L,33,28,5,0.848485,58:52,3532,2.099999999999998,0,0,historical,0.8798410000000001,0.8573751,3.0,3.2,24.2,23.3,27.2,26.5,0,0.2,0.3,7.681463660612865,7.433333333333333,2,0,3.3333333333333335,125.7,3.0,28.666666666666668,113.06666666666666,0
2020,8476434,J. Gibson,ANA,2020020045,2021-01-18,MIN,H,W,34,34,0,1.0,60:00,3600,31.799999999999997,0,0,historical,0.8906981999999999,0.8534963,3.2,3.2,26.2,22.5,29.4,25.7,1,0.2,0.2,6.908885985487021,7.012499999999998,3,1,1.3333333333333333,75.66666666666667,2.6666666666666665,35.0,110.53333333333335,1
2020,8475660,C. Talbot,MIN,2020020045,2021-01-18,ANA,R,L,27,26,1,0.962963,58:52,3532,14.7,0,0,historical,0.964286,0.964286,1.0,1.0,27.0,27.0,28.0,28.0,0,1.0,1.0,21.4,21.4,3,0,2.6666666666666665,110.53333333333335,1.3333333333333333,23.666666666666668,75.66666666666667,0
2020,8477967,T. Demko,VAN,2020020042,2021-01-18,CGY,R,L,31,27,4,0.870968,56:17,3377,4.899999999999999,0,0,historical,0.982143,0.982143,0.5,0.5,32.5,32.5,33.0,33.0,0,1.0,1.0,28.285744475495964,27.999999999999996,2,0,2.25,100.9,3.6666666666666665,31.0,126.0,0
2020,8476412,J. Binnington,STL,2020020039,2021-01-18,SJS,H,W,26,22,4,0.846154,60:00,3600,7.399999999999999,0,0,historical,0.8668833333333333,0.8668833333333333,1.6666666666666667,1.6666666666666667,24.0,24.0,25.666666666666668,25.666666666666668,1,0.6666666666666666,0.6666666666666666,14.729872884541628,15.633333333333331,3,1,3.0,113.06666666666666,3.3333333333333335,31.666666666666668,125.7,0
2020,8476945,C. Hellebuyck,WPG,2020020041,2021-01-18,TOR,R,L,37,35,2,0.945946,58:20,3500,17.5,0,0,historical,0.88587675,0.88587675,1.75,1.75,26.25,26.25,28.0,28.0,0,0.75,0.75,16.818315744805517,17.249999999999996,2,0,2.5,110.25,3.5,33.75,126.725,0
2020,8471306,T. Greiss,DET,2020020038,2021-01-18,CBJ,H,L,29,26,3,0.896552,56:50,3410,7.699999999999999,0,0,historical,0.8991776,0.8991776,1.6,1.6,25.0,25.0,26.6,26.6,0,0.8,0.8,16.74317238320747,17.099999999999998,2,1,2.0,89.36666666666667,2.0,34.333333333333336,99.63333333333334,0
