season,player_id,player_name,team,game_id,game_date,opponent,home_road,decision,shots_against,saves,goals_against,sv_pct,toi,toi_seconds,dk_fpts,goals,assists,source,goalie_sv_pct_last5,goalie_sv_pct_last10,goalie_goals_against_last5,goalie_goals_against_last10,goalie_saves_last5,goalie_saves_last10,goalie_shots_against_last5,goalie_shots_against_last10,is_win,goalie_win_rate_last5,goalie_win_rate_last10,goalie_dk_fpts_ewm,goalie_fpts_season_avg,goalie_starts,is_home,team_goals_per_game_last10,team_fpts_per_game_last10,opp_goals_per_game_last10,opp_shots_per_game_last10,opp_fpts_per_game_last10,is_shutout
2022,8480263,D. Ferguson,OTT,2022021115,2023-03-20,PIT,R,W,49,48,1,0.979592,60:00,3600,36.099999999999994,0,0,historical,0.8627636000000001,0.8484356,4.0,3.7,25.2,25.1,29.2,28.8,1,0.4,0.5,9.92417140961589,9.95,1,0,3.1,126.09,2.9,37.1,128.2,0
2022,8477465,T. Jarry,PIT,2022021115,2023-03-20,OTT,H,L,21,19,2,0.904762,58:17,3497,6.299999999999999,0,0,historical,0.8640863999999999,0.8392742,4.0,4.0,25.4,25.3,29.4,29.3,0,0.4,0.4,8.884056155804247,9.409523809523808,39,1,2.9,128.2,3.1,33.1,126.09,0
2022,8478024,V. Husso,DET,2022021116,2023-03-20,FLA,H,L,25,20,5,0.8,59:15,3555,-3.5,0,0,historical,0.8582661999999999,0.86229,3.6,3.9,23.2,25.9,26.8,29.8,0,0.4,0.4,7.8203033863001306,8.854545454545452,51,1,2.2,97.59,3.8,39.7,144.59,0
2022,8478470,S. Montembeault,MTL,2022021126,2023-03-21,TBL,H,W,33,31,2,0.939394,60:00,3600,20.7,0,0,historical,0.8582662000000001,0.8612216,3.6,3.9,23.2,25.6,26.8,29.5,1,0.2,0.3,7.493330915800679,8.652173913043477,33,1,3.3,123.00999999999999,2.9,31.4,116.67999999999999,0
2022,8476883,A. Vasilevskiy,TBL,2022021126,2023-03-21,MTL,R,L,20,17,3,0.85,59:15,3555,1.3999999999999986,0,0,historical,0.8507936,0.8588839,4.0,4.0,24.6,25.7,28.6,29.7,0,0.0,0.3,7.51186086056874,8.612499999999999,54,0,2.9,116.67999999999999,3.3,24.2,123.00999999999999,0
2022,8478009,I. Sorokin,NYI,2022021127,2023-03-21,TOR,H,W,27,25,2,0.925926,59:43,3583,16.5,0,0,historical,0.7907936,0.8267785999999999,4.2,4.1,20.4,22.8,24.6,26.9,1,0.0,0.2,5.969955148135136,7.8759999999999994,53,1,3.6,131.39,3.1,28.8,118.75,0
2022,8478492,I. Samsonov,TOR,2022021127,2023-03-21,NYI,R,L,28,22,6,0.785714,59:34,3574,-5.600000000000001,0,0,historical,0.8050792,0.8345828,3.8,3.9,20.8,23.1,24.6,27.0,0,0.0,0.2,6.061144010025938,7.842307692307691,36,0,3.1,118.75,3.6,30.8,131.39,0
2022,8476945,C. Hellebuyck,WPG,2022021128,2023-03-21,ARI,H,W,30,29,1,0.966667,60:00,3600,22.799999999999997,0,0,historical,0.8136505999999999,0.8359584,4.4,4.0,24.4,23.8,28.8,27.8,1,0.0,0.2,5.465880185517338,7.525925925925924,55,1,2.7,114.47999999999999,3.4,26.3,128.61,0
2022,8478872,K. Vejmelka,ARI,2022021128,2023-03-21,WPG,R,L,25,23,2,0.92,59:31,3571,9.099999999999998,0,0,historical,0.8033332,0.8307997,4.2,3.9,21.6,22.4,25.8,26.3,0,0.0,0.1,4.803110161962448,7.182142857142856,45,0,3.4,128.61,2.7,32.7,114.47999999999999,0
2022,8480981,J. Hofer,STL,2022021129,2023-03-21,DET,H,O,30,28,2,0.933333,65:00,3900,12.599999999999998,0,0,historical,0.7861904,0.818492,4.4,4.2,19.4,22.0,23.8,26.2,0,0.0,0.0,4.07909220431611,6.813793103448274,3,1,3.7,128.8,2.3,29.1,102.03999999999999,0
2022,8476433,M. Hellberg,DET,2022021129,2023-03-21,STL,R,W,22,20,2,0.909091,65:00,3900,13.0,0,0,historical,0.842661,0.8167272999999999,4.0,4.1,21.2,20.8,25.2,24.9,1,0.0,0.0,4.028807606489135,3.5,15,0,2.3,102.03999999999999,3.7,27.5,128.8,0
2022,8471734,J. Quick,VGK,2022021132,2023-03-21,VAN,R,W,34,31,3,0.911765,59:44,3584,17.2,0,0,historical,0.8355182000000001,0.8202987,4.2,4.0,21.0,20.9,25.2,24.9,1,0.0,0.0,3.9225138579226555,3.1499999999999986,37,0,3.9,137.44,3.0,28.0,117.85999999999999,0
2022,8477967,T. Demko,VAN,2022021132,2023-03-21,VGK,H,L,27,23,4,0.851852,57:49,3469,2.099999999999998,0,0,historical,0.8643986,0.8390245999999999,3.2,3.8,22.4,23.4,25.6,27.2,0,0.2,0.1,5.972117937807591,11.333333333333334,24,1,3.0,117.85999999999999,3.9,27.4,137.44,0
2022,8478435,D. Vladar,CGY,2022021131,2023-03-21,ANA,R,W,20,19,1,0.95,60:00,3600,15.799999999999997,0,0,historical,0.890729,0.8470310999999999,2.8,3.5,25.4,23.5,28.2,27.0,1,0.2,0.1,6.782200314354008,12.349999999999998,26,0,3.3,126.83,2.8,25.4,104.14000000000001,0
2022,8476434,J. Gibson,ANA,2022021131,2023-03-21,CGY,H,L,43,38,5,0.883721,60:00,3600,9.099999999999998,0,0,historical,0.9196177999999999,0.8529040999999999,2.2,3.3,28.2,23.8,30.4,27.1,0,0.2,0.1,7.640457728438275,13.239999999999998,49,1,2.8,104.14000000000001,3.3,34.4,126.83,0
2022,8478916,J. Daccord,SEA,2022021130,2023-03-21,DAL,R,W,29,25,4,0.862069,61:52,3712,9.5,0,0,historical,0.9164805999999999,0.8795708,2.6,3.3,30.4,25.8,33.0,29.1,1,0.2,0.1,7.346489585719968,11.733333333333333,2,0,3.7,134.19,4.8,31.2,152.26000000000002,0
2022,8481544,M. Sogaard,OTT,2022021125,2023-03-21,BOS,R,L,35,33,2,0.942857,58:31,3511,16.099999999999998,0,0,historical,0.9093378,0.872428,2.8,3.5,30.2,25.6,33.0,29.1,0,0.2,0.1,6.600975690130157,9.857142857142856,13,0,2.7,119.33,3.9,32.9,141.93,0
2022,8479979,J. Oettinger,DAL,2022021130,2023-03-21,SEA,H,O,27,22,5,0.814815,59:11,3551,-2.1000000000000014,0,0,historical,0.8839739999999999,0.8741863000000001,3.4,3.3,27.4,24.9,30.8,28.2,0,0.0,0.1,6.1586571674915,8.799999999999999,54,1,4.8,152.26000000000002,3.7,32.6,134.19,0
2022,8476999,L. Ullmark,BOS,2022021125,2023-03-21,OTT,H,W,41,40,1,0.97561,60:00,3600,30.5,0,0,historical,0.8836176,0.8871732999999999,3.4,3.1,27.2,26.3,30.6,29.4,1,0.2,0.2,7.392800808256411,10.122222222222222,43,1,3.9,141.93,2.7,33.8,119.33,0
2022,8477970,V. Vanecek,NJD,2022021123,2023-03-21,MIN,H,O,29,27,2,0.931034,64:58,3898,11.899999999999999,0,0,historical,0.8733001999999999,0.8964589999999999,3.6,2.9,25.4,26.8,29.0,29.7,0,0.2,0.2,7.359525671317556,9.809999999999999,45,1,2.8,124.79,3.5,33.0,138.51,0
2022,8467950,C. Anderson,BUF,2022021124,2023-03-21,NSH,H,L,20,14,6,0.7,35:52,2152,-11.200000000000001,0,0,historical,0.861078,0.8887793,4.2,3.4,26.0,28.2,30.2,31.6,0,0.2,0.2,6.38196741510104,8.536363636363633,25,1,2.7,100.32000000000001,2.5,28.4,103.55999999999999,0
2022,8475883,F. Andersen,CAR,2022021120,2023-03-21,NYR,R,W,31,29,2,0.935484,60:00,3600,19.299999999999997,0,0,historical,0.8652132,0.8872755,3.8,3.3,24.6,27.4,28.4,30.7,1,0.4,0.3,6.408820386478893,8.383333333333331,27,0,3.1,119.75,3.6,30.6,136.29000000000002,0
2022,8479292,C. Lindgren,WSH,2022021121,2023-03-21,CBJ,H,O,39,32,7,0.820513,62:43,3763,-2.1000000000000014,0,0,historical,0.8663527999999999,0.8751634000000001,3.8,3.6,24.8,26.1,28.6,29.7,0,0.4,0.2,6.045529292500445,7.8999999999999995,29,1,3.8,133.12,3.5,34.2,128.25,0
2022,8480193,D. Tarasov,CBJ,2022021121,2023-03-21,WSH,R,W,37,31,6,0.837838,62:07,3727,6.699999999999999,0,0,historical,0.8641881999999999,0.8739029,3.8,3.6,23.8,25.5,27.6,29.1,1,0.4,0.3,6.98476277549958,8.564285714285713,17,0,3.5,128.25,3.8,31.7,133.12,0
2022,8479394,C. Hart,PHI,2022021122,2023-03-21,FLA,H,W,44,41,3,0.931818,60:00,3600,24.200000000000003,0,0,historical,0.8789502,0.8761252,3.4,3.5,24.6,25.0,28.0,28.5,1,0.6,0.4,8.314839406375155,9.513333333333332,50,1,2.6,107.2,4.0,39.1,146.35999999999999,0
2022,8478048,I. Shesterkin,NYR,2022021120,2023-03-21,CAR,H,L,39,36,3,0.923077,58:45,3525,14.7,0,0,historical,0.8825448,0.8718114,2.6,3.4,21.6,23.8,24.2,27.2,0,0.8,0.5,8.061568383752137,9.249999999999998,51,1,3.6,136.29000000000002,3.1,34.5,119.75,0
2022,8477424,J. Saros,NSH,2022021124,2023-03-21,BUF,R,W,31,28,3,0.903226,59:58,3598,15.099999999999998,0,0,historical,0.9016238,0.8834185,2.4,3.1,24.4,24.5,26.8,27.6,1,0.6,0.5,8.559940483406569,9.52941176470588,54,0,2.5,103.55999999999999,2.7,31.0,100.32000000000001,0
2022,8479406,F. Gustavsson,MIN,2022021123,2023-03-21,NJD,R,W,48,47,1,0.979167,64:58,3898,35.4,0,0,historical,0.9130716,0.8897122,2.0,2.9,23.8,24.3,25.8,27.2,1,0.8,0.6,8.932219235362039,9.722222222222221,33,0,3.5,138.51,2.8,35.3,124.79,0
2022,8480045,U. Luukkonen,BUF,2022021124,2023-03-21,NSH,H,,6,6,0,1.0,23:23,1403,6.199999999999999,0,0,historical,0.8793574,0.8717727999999999,2.8,3.3,22.4,23.1,25.2,26.4,0,0.6,0.5,7.538867096628762,8.805263157894736,31,1,2.7,100.32000000000001,2.5,28.4,103.55999999999999,1
2022,8479312,A. Lyon,FLA,2022021122,2023-03-21,PHI,R,L,23,18,5,0.782609,56:42,3402,-4.9,0,0,historical,0.8503098,0.86463,3.6,3.5,21.2,22.9,24.8,26.4,0,0.4,0.5,6.790602359260739,-1.4000000000000021,7,0,4.0,146.35999999999999,2.6,28.3,107.2,0
2022,8478971,C. Ingram,ARI,2022021134,2023-03-22,EDM,R,O,31,27,4,0.870968,61:31,3691,4.899999999999999,0,0,historical,0.8189374,0.8507411000000001,3.2,2.9,18.8,20.2,22.0,23.1,0,0.2,0.5,6.046908199342727,-1.750000000000001,26,0,3.6,132.17,4.6,32.2,148.10999999999999,0
2022,8480382,A. Georgiev,COL,2022021133,2023-03-22,PIT,H,L,44,40,4,0.909091,55:20,3320,14.0,0,0,historical,0.8314374000000001,0.8665306000000002,2.8,2.6,17.6,21.0,20.4,23.6,0,0.4,0.5,7.614569871928743,7.099999999999998,52,1,3.9,141.32,2.9,38.4,130.44,0
2022,8477465,T. Jarry,PIT,2022021133,2023-03-22,COL,R,W,30,28,2,0.933333,59:13,3553,18.599999999999998,0,0,historical,0.811524,0.8622978,3.2,2.6,17.0,20.4,20.2,23.0,1,0.2,0.5,6.8029680296169,4.799999999999998,40,0,2.9,130.44,3.9,31.7,141.32,0
2022,8479973,S. Skinner,EDM,2022021134,2023-03-22,ARI,H,W,17,14,3,0.823529,61:23,3683,5.299999999999999,0,0,historical,0.8595240000000001,0.8694407,2.0,2.4,13.4,17.9,15.4,20.3,1,0.2,0.4,6.460374398836854,4.379999999999998,43,1,4.6,148.10999999999999,3.6,26.2,132.17,0
2022,8477968,A. Nedeljkovic,DET,2022021141,2023-03-23,STL,H,L,9,8,1,0.888889,24:26,1466,2.0999999999999996,0,0,historical,0.853133,0.8517214000000001,1.8,2.7,11.8,16.5,13.6,19.2,0,0.4,0.4,6.129853448797845,4.0666666666666655,10,1,2.2,99.78,3.5,27.4,124.91,0
2022,8480981,J. Hofer,STL,2022021141,2023-03-23,DET,R,W,28,25,3,0.892857,59:44,3584,13.0,0,0,historical,0.8925268000000001,0.8557321,2.2,2.7,15.2,17.0,17.4,19.7,1,0.6,0.4,6.352593166898712,4.742857142857141,4,0,3.5,124.91,2.2,29.0,99.78,0
2022,8477424,J. Saros,NSH,2022021142,2023-03-23,SEA,H,W,28,27,1,0.964286,65:00,3900,21.4,0,0,historical,0.8580439999999999,0.8447407,3.2,3.0,15.2,16.4,18.4,19.4,1,0.4,0.4,5.764524670844001,4.062499999999998,55,1,2.3,99.95,3.3,31.7,126.54,0
2022,8478916,J. Daccord,SEA,2022021142,2023-03-23,NSH,R,O,24,23,1,0.958333,65:00,3900,12.599999999999998,0,0,historical,0.860425,0.8359745000000001,3.4,3.3,16.4,16.7,19.8,20.0,0,0.4,0.3,5.167354266806213,3.455555555555554,3,0,3.3,126.54,2.3,28.3,99.95,0
2022,8479979,J. Oettinger,DAL,2022021143,2023-03-23,PIT,H,W,42,40,2,0.952381,60:00,3600,27.0,0,0,historical,0.954545,0.954545,1.0,1.0,21.0,21.0,22.0,22.0,1,0.0,0.0,11.2,11.2,55,1,4.6,148.81,3.0,39.4,134.93,0
2022,8479193,C. DeSmith,PIT,2022021143,2023-03-23,DAL,R,L,33,30,3,0.909091,58:18,3498,10.5,0,0,historical,0.8720095,0.8720095,2.5,2.5,18.0,18.0,20.5,20.5,0,0.0,0.0,3.531784561379489,3.8499999999999996,35,0,3.0,134.93,4.6,30.9,148.81,0
2022,8480313,L. Thompson,VGK,2022021144,2023-03-23,CGY,R,W,39,37,2,0.948718,53:53,3233,24.9,0,0,historical,0.8944709999999999,0.8944709999999999,2.3333333333333335,2.3333333333333335,22.333333333333332,22.333333333333332,24.666666666666668,24.666666666666668,1,0.3333333333333333,0.3333333333333333,9.756887931577706,20.7,37,0,3.9,139.23,3.5,35.7,132.23,0
2022,8471734,J. Quick,VGK,2022021144,2023-03-23,CGY,R,,5,5,0,1.0,06:07,367,5.5,0,0,historical,0.898126,0.898126,2.25,2.25,21.75,21.75,24.0,24.0,0,0.5,0.5,10.675875370766665,16.85,38,0,3.9,139.23,3.5,35.7,132.23,1
2022,8476899,M. Murray,TOR,2022021140,2023-03-23,FLA,R,W,35,33,2,0.942857,60:00,3600,22.099999999999998,0,0,historical,0.8797912,0.8797912,3.0,3.0,22.4,22.4,25.4,25.4,1,0.4,0.4,7.329440435211726,10.066666666666666,24,0,3.5,127.16999999999999,3.8,38.5,139.69,0
2022,8477967,T. Demko,VAN,2022021145,2023-03-23,SJS,H,W,19,17,2,0.894737,59:48,3588,10.899999999999999,0,0,historical,0.8774536,0.8903021666666667,3.2,2.8333333333333335,24.8,24.166666666666668,28.0,27.0,1,0.6,0.5,10.35338587470855,13.075,25,1,3.6,127.53999999999999,2.3,29.4,101.25999999999999,0
2022,8473503,J. Reimer,SJS,2022021145,2023-03-23,VAN,R,L,21,14,7,0.666667,60:00,3600,-14.700000000000001,0,0,historical,0.9035587999999999,0.8945447142857142,2.8,2.7142857142857144,26.4,24.0,29.2,26.714285714285715,0,0.8,0.5714285714285714,11.219692923192321,13.479999999999999,37,0,2.3,101.25999999999999,3.6,27.9,127.53999999999999,0
2022,8480843,L. Dostal,ANA,2022021146,2023-03-23,WPG,H,L,33,30,3,0.909091,57:31,3451,10.5,0,0,historical,0.90768,0.902726625,2.6,2.5,25.0,24.0,27.6,26.5,0,0.8,0.625,12.560958557271759,14.449999999999998,13,1,2.8,104.22,2.3,32.1,106.05999999999999,0
2022,8476945,C. Hellebuyck,WPG,2022021146,2023-03-23,ANA,R,W,20,18,2,0.9,59:52,3592,11.600000000000001,0,0,historical,0.9058617999999999,0.9024236666666666,2.8,2.5555555555555554,26.4,24.333333333333332,29.2,26.88888888888889,1,0.8,0.6666666666666666,12.842830346668176,14.442857142857141,56,0,2.3,106.05999999999999,2.8,25.1,104.22,0
2022,8474593,J. Markstrom,CGY,2022021144,2023-03-23,VGK,H,L,32,29,3,0.90625,57:40,3460,9.799999999999997,0,0,historical,0.9285713999999998,0.9041813,2.0,2.5,26.0,24.2,28.0,26.7,0,1.0,0.7,13.16607316550332,14.524999999999999,51,1,3.5,132.23,3.9,27.9,139.23,0
2022,8475683,S. Bobrovsky,FLA,2022021140,2023-03-23,TOR,H,L,26,21,5,0.807692,58:17,3497,-2.8000000000000007,0,0,historical,0.9103704,0.893912,2.4,2.8,24.0,24.4,26.4,27.2,0,1.0,0.8,12.481777549080684,13.81111111111111,48,1,3.8,139.69,3.5,28.7,127.16999999999999,0
2022,8476433,M. Hellberg,DET,2022021141,2023-03-23,STL,H,,13,10,3,0.769231,32:36,1956,-3.5,0,0,historical,0.9130370000000001,0.9082979,2.4,2.6,25.0,25.7,27.4,28.3,0,1.0,0.9,13.267283604509965,14.289999999999997,16,1,2.2,99.78,3.5,27.4,124.91,0
2022,8481544,M. Sogaard,OTT,2022021139,2023-03-23,TBL,H,W,29,27,2,0.931034,60:00,3600,17.9,0,0,historical,0.8829418,0.8953108999999999,3.0,2.8,23.6,24.3,26.6,27.1,1,0.8,0.8,11.379978086561977,12.799999999999999,14,1,2.9,122.60999999999999,3.1,32.9,121.89000000000001,0
2022,8478048,I. Shesterkin,NYR,2022021138,2023-03-23,CAR,R,W,30,29,1,0.966667,59:16,3556,22.799999999999997,0,0,historical,0.8929418,0.8994018,2.6,2.7,22.0,24.2,24.6,26.9,1,0.8,0.8,11.90202857234505,13.049999999999997,52,0,3.5,134.06,2.6,33.3,105.85999999999999,0
2022,8475883,F. Andersen,CAR,2022021138,2023-03-23,NYR,H,L,16,14,2,0.875,57:51,3471,2.799999999999999,0,0,historical,0.889587,0.9090792000000001,2.8,2.4,23.0,24.5,25.8,26.9,0,0.8,0.9,12.266928938532287,13.207692307692307,28,1,2.6,105.85999999999999,3.5,29.0,134.06,0
2022,8474596,J. Allen,MTL,2022021137,2023-03-23,BOS,R,L,21,17,4,0.809524,57:56,3476,-2.1000000000000014,0,0,historical,0.8992165999999999,0.9047934999999999,2.6,2.5,23.8,23.9,26.4,26.4,0,0.8,0.9,12.502977303410875,13.292857142857141,41,0,3.3,120.89000000000001,3.6,30.8,131.39,0
2022,8480280,J. Swayman,BOS,2022021137,2023-03-23,MTL,H,W,31,29,2,0.935484,60:00,3600,19.299999999999997,0,0,historical,0.8654911999999999,0.8892640999999999,3.0,2.7,20.8,22.9,23.8,25.6,1,0.6,0.8,10.628986195248206,12.08,31,1,3.6,131.39,3.3,24.5,120.89000000000001,0
2022,8470594,M. Fleury,MIN,2022021136,2023-03-23,PHI,R,O,34,30,4,0.882353,64:19,3859,7.0,0,0,historical,0.7702530000000001,0.8265974,2.6,2.8,17.6,20.6,20.2,23.4,0,0.6,0.7,8.849953163683491,10.931249999999999,42,0,3.7,139.95999999999998,3.0,29.4,117.75,0
2022,8479394,C. Hart,PHI,2022021136,2023-03-23,MIN,H,W,24,20,4,0.833333,65:00,3900,6.0,0,0,historical,0.7697266,0.8313342,2.6,2.6,17.4,19.7,20.0,22.3,1,0.6,0.7,9.492561465901376,11.176470588235292,51,1,3.0,117.75,3.7,31.8,139.95999999999998,0
2022,8471418,A. Khudobin,CHI,2022021135,2023-03-23,WSH,R,L,28,22,6,0.785714,60:00,3600,-5.600000000000001,0,0,historical,0.7697266,0.8296568000000001,2.6,2.7,17.4,20.2,20.0,22.9,0,0.6,0.7,10.057893768387892,11.394444444444442,1,0,2.4,96.42999999999999,4.1,30.6,136.27,0
2022,8475311,D. Kuemper,WSH,2022021135,2023-03-23,CHI,H,W,28,27,1,0.964286,60:00,3600,21.4,0,0,historical,0.7772266,0.8382216,2.6,2.6,21.0,22.4,23.6,25.0,1,0.6,0.7,11.736058960207394,12.21578947368421,49,1,4.1,136.27,2.4,25.5,96.42999999999999,0
2022,8470880,B. Elliott,TBL,2022021139,2023-03-23,OTT,R,L,34,28,6,0.823529,59:43,3583,-1.4000000000000021,0,0,historical,0.790952,0.8282216,2.8,2.9,23.4,22.1,26.2,25.0,0,0.6,0.6,10.59193908006314,11.604999999999999,19,0,3.1,121.89000000000001,2.9,33.4,122.60999999999999,0
2022,8478872,K. Vejmelka,ARI,2022021149,2023-03-24,COL,R,L,30,27,3,0.9,58:58,3538,8.399999999999999,0,0,historical,0.9242853999999999,0.8472691999999998,2.4,2.5,28.2,22.9,30.6,25.4,0,0.8,0.7,12.024529183232023,12.266666666666666,46,0,3.3,124.86999999999998,4.0,32.4,143.31,0
2022,8480382,A. Georgiev,COL,2022021149,2023-03-24,ARI,H,W,18,17,1,0.944444,59:36,3576,14.399999999999999,0,0,historical,0.9210186,0.8453725999999999,2.6,2.6,30.0,23.7,32.6,26.3,1,0.8,0.7,12.58183240844424,12.522727272727273,53,1,4.0,143.31,3.3,25.1,124.86999999999998,0
2022,8477970,V. Vanecek,NJD,2022021148,2023-03-24,BUF,R,L,19,17,2,0.894737,47:41,2861,4.899999999999999,0,0,historical,0.9286085999999999,0.8491676,2.2,2.4,27.6,22.5,29.8,24.9,0,0.6,0.6,12.12420419109132,12.31304347826087,46,0,2.7,121.30999999999999,2.7,30.2,102.12,0
2022,8481033,A. Schmid,NJD,2022021148,2023-03-24,BUF,R,,7,4,3,0.571429,10:55,655,-7.7,0,0,historical,0.9211085999999999,0.8491676,2.0,2.3,22.2,21.6,24.2,23.9,0,0.4,0.5,11.519119978792515,12.033333333333331,17,0,2.7,121.30999999999999,2.7,30.2,102.12,0
2022,8478009,I. Sorokin,NYI,2022021147,2023-03-24,CBJ,R,O,27,22,5,0.814815,60:40,3640,-2.1000000000000014,0,0,historical,0.9294420000000001,0.860197,1.8,2.3,22.8,23.1,24.6,25.4,0,0.4,0.5,10.975453978306554,11.776,54,0,3.6,132.27,3.5,33.3,126.39000000000001,0
2022,8480045,U. Luukkonen,BUF,2022021148,2023-03-24,NJD,H,W,31,27,4,0.870968,59:51,3591,10.899999999999999,0,0,historical,0.9008706,0.9125779999999999,2.2,2.3,20.2,24.2,22.4,26.5,1,0.2,0.5,10.103674901515419,11.376923076923076,32,1,2.7,102.12,2.7,34.4,121.30999999999999,0
2022,8474636,M. Hutchinson,CBJ,2022021147,2023-03-24,NYI,H,W,38,34,4,0.894737,60:40,3640,15.799999999999997,0,0,historical,0.8824058000000001,0.9017122000000001,2.8,2.7,20.0,25.0,22.8,27.7,1,0.2,0.5,9.796267518052222,11.203703703703702,7,1,3.5,126.39000000000001,3.6,32.2,132.27,0
2022,8476434,J. Gibson,ANA,2022021164,2023-03-25,STL,H,L,36,30,6,0.833333,59:33,3573,0.0,0,0,historical,0.875123,0.9018658,3.0,2.6,20.6,24.1,23.6,26.7,0,0.4,0.5,10.02075210791835,11.242857142857142,50,1,2.8,101.70000000000002,3.9,28.4,135.67999999999998,0
2022,8477480,E. Comrie,BUF,2022021157,2023-03-25,NYI,R,W,26,26,0,1.0,59:10,3550,26.2,0,0,historical,0.8769411999999999,0.8990249,3.0,2.5,21.0,21.6,24.0,24.1,1,0.6,0.5,10.286103093612764,11.303448275862067,18,0,2.7,102.91000000000001,3.5,30.8,127.7,1
2022,8478470,S. Montembeault,MTL,2022021158,2023-03-25,CBJ,H,W,23,21,2,0.913043,60:00,3600,13.7,0,0,historical,0.8952745999999999,0.9123583,2.4,2.1,21.2,22.0,23.6,24.1,1,0.6,0.5,10.862772006905288,11.486666666666666,34,1,3.8,131.98999999999998,3.5,33.3,125.28000000000002,0
2022,8474636,M. Hutchinson,CBJ,2022021158,2023-03-25,MTL,R,,8,6,2,0.75,22:58,1378,-2.8000000000000007,0,0,historical,0.9171794,0.909025,2.2,2.2,24.6,22.4,26.8,24.6,0,0.8,0.5,11.913747992428398,11.851612903225806,8,0,3.5,125.28000000000002,3.8,24.9,131.98999999999998,0
2022,8478007,E. Merzlikins,CBJ,2022021158,2023-03-25,MTL,R,L,24,18,6,0.75,37:02,2222,-8.4,0,0,historical,0.9272152,0.9048105000000002,1.6,2.2,22.6,21.3,24.2,23.5,0,0.8,0.5,11.763623913080284,11.799999999999999,30,0,3.5,125.28000000000002,3.8,24.9,131.98999999999998,0
2022,8478406,M. Blackwood,NJD,2022021159,2023-03-25,OTT,H,W,28,25,3,0.892857,60:00,3600,13.0,0,0,historical,0.8917174000000001,0.8834202,2.4,2.7,22.0,21.3,24.4,24.0,1,0.8,0.6,10.406500741242128,11.327272727272726,18,1,2.9,124.80999999999999,3.2,32.7,129.34,0
2022,8476412,J. Binnington,STL,2022021164,2023-03-25,ANA,R,W,25,22,3,0.88,60:00,3600,10.899999999999999,0,0,historical,0.9022068000000001,0.889574,2.2,2.6,23.0,22.0,25.2,24.6,1,0.8,0.7,11.239537774696458,11.582352941176469,53,0,3.9,135.67999999999998,2.8,24.3,101.70000000000002,0
2022,8480263,D. Ferguson,OTT,2022021159,2023-03-25,NJD,R,L,34,30,4,0.882353,58:52,3532,7.0,0,0,historical,0.8963734000000001,0.895824,2.4,2.4,23.2,22.2,25.6,24.6,0,0.8,0.7,11.478322004346548,11.65142857142857,2,0,3.2,129.34,2.9,34.6,124.80999999999999,0
2022,8481611,P. Kochetkov,CAR,2022021160,2023-03-25,TOR,H,W,44,41,3,0.931818,60:00,3600,24.200000000000003,0,0,historical,0.9030400000000001,0.9101096999999999,2.2,2.2,21.8,23.2,24.0,25.4,1,0.6,0.7,11.988766855712816,11.81111111111111,23,1,2.5,101.94,3.6,29.7,127.72999999999999,0
2022,8483575,M. Murray,DAL,2022021161,2023-03-25,VAN,H,L,24,21,3,0.875,57:43,3463,4.199999999999999,0,0,historical,0.8904796000000001,0.9088474,2.6,2.1,22.4,22.5,25.0,24.6,0,0.4,0.6,10.898495855066788,11.472972972972972,3,1,4.0,136.32,3.5,27.9,125.54,0
2022,8477967,T. Demko,VAN,2022021161,2023-03-25,DAL,R,W,26,25,1,0.961538,59:22,3562,20.0,0,0,historical,0.8923933999999999,0.8920554,2.4,2.4,22.0,22.0,24.4,24.4,1,0.2,0.5,9.305102349574943,-7.700000000000001,26,0,3.5,125.54,4.0,30.6,136.32,0
2022,8473575,S. Varlamov,NYI,2022021157,2023-03-25,BUF,H,L,34,33,1,0.970588,58:20,3500,19.599999999999998,0,0,historical,0.8778635999999999,0.8900352,2.8,2.5,21.8,22.4,24.6,24.9,0,0.2,0.5,9.560999840379608,2.299999999999998,22,1,3.5,127.7,2.7,29.8,102.91000000000001,0
2022,8479193,C. DeSmith,PIT,2022021162,2023-03-25,WSH,H,W,34,31,3,0.911765,60:00,3600,17.2,0,0,historical,0.7903635999999999,0.8433685000000001,3.0,2.7,16.4,19.8,19.4,22.5,1,0.2,0.5,8.030079940634806,-1.2666666666666682,36,1,2.9,131.06,3.6,31.0,124.29,0
2022,8475311,D. Kuemper,WSH,2022021162,2023-03-25,PIT,R,L,40,36,4,0.9,58:52,3532,11.2,0,0,historical,0.7503636,0.8267018,3.8,3.0,15.2,18.5,19.0,21.5,0,0.2,0.4,7.109032574754837,-1.6500000000000012,50,0,3.6,124.29,2.9,38.7,131.06,0
2022,8479973,S. Skinner,EDM,2022021163,2023-03-25,VGK,H,O,34,30,4,0.882353,62:26,3746,7.0,0,0,historical,0.7786946,0.8345871,3.2,2.9,17.4,19.9,20.6,22.8,0,0.4,0.4,8.500156382703837,3.379999999999999,44,1,4.3,142.19,3.9,28.5,142.41000000000003,0
2022,8476316,L. Brossoit,VGK,2022021163,2023-03-25,EDM,R,W,30,27,3,0.9,62:26,3746,14.399999999999999,0,0,historical,0.8313262,0.8618598000000001,2.2,2.3,18.2,20.1,20.4,22.4,1,0.6,0.4,9.525164337986473,6.25,4,0,3.9,142.41000000000003,4.3,31.9,142.19,0
