Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,5055575110,giantsquid (1/3),0,128,C Jack Hughes C Nico Hischier D Dougie Hamilton D Justin Faulk G Joel Hofer UTIL Andrew Copp W Alex DeBrincat W Jesper Bratt W Patrick Kane,,Devin Cooley,G,14.12%,3.5
12,5055416402,oshevach (1/2),0,126.9,C Dylan Larkin C Matty Beniers D Moritz Seider D Vince Dunn G Alex Lyon UTIL Tony DeAngelo W Alex DeBrincat W Jared McCann W Jordan Eberle,,David Pastrnak,W,13.53%,1.5
13,5055358030,Koronin (3/5),0,125.700005,C Andrew Copp C Fraser Minten D Moritz Seider D Dougie Hamilton G Jeremy Swayman UTIL Alex DeBrincat W David Pastrnak W Morgan Geekie W Justin Brazeau,,Jackson LaCombe,D,13.53%,4.3
14,5055822241,Jgo99 (2/2),0,124.700005,C Connor McDavid C Leon Draisaitl D Parker Wotherspoon D Sam Dickinson G Alex Lyon UTIL Mikael Granlund W Beckett Sennecke W Anthony Mantha W Justin Brazeau,,Jack Hughes,C,12.94%,0
15,5055869266,bizzell88 (2/3),0,123.399994,C Nick Suzuki C Dylan Larkin D Moritz Seider D Justin Faulk G Yaroslav Askarov UTIL Lucas Raymond W Cole Caufield W Alex DeBrincat W Ondrej Palat,,Nathan MacKinnon,C,11.76%,3
16,5055285221,Firedog50 (2/5),0,123.20001,C Dylan Larkin C Fraser Minten D Moritz Seider D Mattias Samuelsson G Ilya Sorokin UTIL Alex DeBrincat W David Pastrnak W Patrick Kane W Justin Brazeau,,Jared McCann,W,11.18%,16.3
17,5055852855,isupol (2/5),0,122.700005,C Sebastian Aho C Matty Beniers D Shayne Gostisbehere D Uvis Balinskis G Yaroslav Askarov UTIL Jared McCann W Seth Jarvis W Andrei Svechnikov W Jordan Eberle,,Morgan Geekie,W,11.18%,5
18,5055651253,h418ov21c,0,120.4,C Connor McDavid C Leon Draisaitl D Evan Bouchard D Connor Murphy G Arvid Soderblom UTIL Mattias Ekholm W Andrei Kuzmenko W Jamie Benn W Ondrej Palat,,Zach Hyman,W,11.18%,11.5
18,5055703668,jeremyshow (3/5),0,120.4,C Tage Thompson C Brayden Schenn D Roman Josi D Rasmus Dahlin G John Gibson UTIL Jimmy Snuggerud W Alex Tuch W Zach Benson W Jonatan Berggren,,Chris Kreider,W,11.18%,6
20,5055668558,Cicima6709 (2/5),0,120.3,C Connor McDavid C Nathan MacKinnon D Kaiden Guhle D Ian Cole G Filip Gustavsson UTIL Alex DeBrincat W Egor Chinakhov W Justin Brazeau W Mackie Samoskevich,,Fraser Minten,C,10.00%,26
20,5055701242,cantfademe (3/5),0,120.3,C Connor McDavid C Matty Beniers D Moritz Seider D Connor Murphy G Devin Cooley UTIL Jared McCann W Alex DeBrincat W Patrick Kane W Justin Brazeau,,Evan Bouchard,UTIL,10.00%,32
22,5055529451,mbhabes,0,118.200005,C Pavel Zacha C Fraser Minten D Evan Bouchard D Charlie McAvoy G Jeremy Swayman UTIL Mackie Samoskevich W David Pastrnak W Morgan Geekie W Viktor Arvidsson,,Pavel Zacha,C,10.00%,10
23,5055419416,goldengoat29,0,118,C Connor McDavid C Nathan MacKinnon D Kaiden Guhle D Jamie Oleksiak G Filip Gustavsson UTIL Mackie Samoskevich W Alex DeBrincat W Egor Chinakhov W Justin Brazeau,,Jesper Bratt,W,9.41%,11.3
24,5055477361,hawkeyemcnutt (3/4),0,117.8,C Connor McDavid C Macklin Celebrini D Zach Whitecloud D Connor Murphy G Devin Cooley UTIL Leon Draisaitl W Anthony Mantha W Lenni Hameenaho W Rutger McGroarty,,Alex Killorn,W,9.41%,3
25,5055544353,MFedorak1982 (2/5),0,115.9,C Connor McDavid C Jean-Gabriel Pageau D Evan Bouchard D Mattias Ekholm G Ilya Sorokin UTIL Fraser Minten W Zach Hyman W Simon Holmstrom W Mackie Samoskevich,,Jordan Eberle,W,9.41%,5
26,5055428496,Bears21 (4/5),0,115.8,C Jack Hughes C Sam Bennett D Mattias Samuelsson D Simon Nemec G Alex Lyon UTIL Colton Parayko W Matthew Tkachuk W Beckett Sennecke W Jesper Bratt,,Lucas Raymond,W,8.82%,4.5
27,5055862719,cdegey (4/4),0,112.8,C Jack Hughes C Pavel Buchnevich D Dougie Hamilton D Colton Parayko G Ilya Sorokin UTIL Filip Forsberg W Jordan Kyrou W Jesper Bratt W Gabriel Vilardi,,Lukas Dostal,G,8.82%,13.3
28,5055445676,driverseati,0,112.3,C Dylan Larkin C Andrew Copp D Moritz Seider D Filip Hronek G Ilya Sorokin UTIL Elias Pettersson W Alex DeBrincat W Jake DeBrusk W Anders Lee,,Andrew Copp,C,8.24%,5
28,5055671217,supremexjp,0,112.3,C Connor McDavid C Fraser Minten D Evan Bouchard D Zach Whitecloud G Devin Cooley UTIL Jonathan Lekkerimaki W Zach Hyman W Ryan Nugent-Hopkins W Gabe Perreault,,Egor Chinakhov,W,8.24%,19
30,5055685006,cantfademe (1/5),0,111.4,C Connor McDavid C Andrew Copp D Moritz Seider D Dougie Hamilton G Devin Cooley UTIL Chris Kreider W Alex DeBrincat W Patrick Kane W Justin Brazeau,,Viktor Arvidsson,W,7.65%,13
31,5055549534,B_Heals152 (3/5),0,110.8,C Dylan Larkin C John Tavares D Moritz Seider D Mattias Ekholm G Filip Gustavsson UTIL Morgan Rielly W Alex DeBrincat W Lucas Raymond W Marco Kasper,,Mattias Ekholm,D,7.65%,6.3
32,5055810280,Hunter4ever89 (4/5),0,110.5,C Connor McDavid C Fraser Minten D Charlie McAvoy D Louis Crevier G Karel Vejmelka UTIL Ryan Nugent-Hopkins W Zach Hyman W Viktor Arvidsson W Casey Mittelstadt,,Dougie Hamilton,D,7.65%,19
33,5055825671,vishy2773 (2/5),0,109.8,C Jack Hughes C Elias Pettersson D Dougie Hamilton D Erik Karlsson G Nikita Tolopilo UTIL Morgan Rielly W Rickard Rakell W Jesper Bratt W Jonathan Huberdeau,,Mattias Samuelsson,D,7.06%,11.3
34,5055668427,Cicima6709 (1/5),0,109.7,C Connor McDavid C Nathan MacKinnon D Alex Vlasic D Kaiden Guhle G Ilya Sorokin UTIL Alex DeBrincat W Corey Perry W Egor Chinakhov W Justin Brazeau,,Charlie McAvoy,D,7.06%,9.3
35,5055391108,tide182 (1/2),0,108.700005,C Macklin Celebrini C Nico Hischier D Quinn Hughes D Simon Nemec G Ilya Sorokin UTIL Will Smith W Collin Graf W Arseny Gritsyuk W Maxim Tsyplakov,,Karel Vejmelka,G,7.06%,2.1
36,5055663252,bkreider (5/5),0,107.00001,C Leon Draisaitl C Mikael Granlund D Evan Bouchard D Erik Karlsson G Lukas Dostal UTIL Vasily Podkolzin W Beckett Sennecke W Kasperi Kapanen W Justin Brazeau,,Filip Gustavsson,G,7.06%,22.8
37,5055677555,Cicima6709 (5/5),0,106.2,C Connor McDavid C Nathan MacKinnon D Brett Pesce D Connor Murphy G Jake Oettinger UTIL Alex DeBrincat W Corey Perry W Egor Chinakhov W Justin Brazeau,,Ondrej Palat,W,7.06%,3
38,5055691858,Mr_Papageorgio,0,105.40001,C Leon Draisaitl C Christian Dvorak D Moritz Seider D Simon Nemec G Filip Gustavsson UTIL Matty Beniers W Jared McCann W Jordan Eberle W Bobby Brink,,Patrick Kane,W,6.47%,10.8
39,5055803161,cdegey (1/4),0,105.2,C Connor McDavid C Michael Misa D Evan Bouchard D Timothy Liljegren G Connor Hellebuyck UTIL Kevin Fiala W Beckett Sennecke W William Eklund W Marco Kasper,,Colton Parayko,D,6.47%,9.9
40,5055421442,jagibbs22 (2/2),0,105.1,C Wyatt Johnston C Matty Beniers D Evan Bouchard D Mattias Samuelsson G Connor Ingram UTIL Jonathan Lekkerimaki W Mikko Rantanen W Jared McCann W Justin Hryckowian,,Erik Karlsson,D,6.47%,4.3
41,5055836437,scotch2620,0,104.50001,C Dylan Larkin C Mikael Granlund D Jacob Trouba D Ben Chiarot G Ilya Sorokin UTIL Justin Brazeau W Zach Hyman W Alex DeBrincat W Lucas Raymond,,Tony DeAngelo,UTIL,6.47%,8.6
41,5055360126,Koronin (4/5),0,104.5,C Pavel Zacha C Brayden Schenn D Evan Bouchard D Jackson LaCombe G Joel Hofer UTIL Connor McDavid W Ryan Nugent-Hopkins W Jimmy Snuggerud W Jonatan Berggren,,Marco Kasper,W,6.47%,3
43,5055428497,Bears21 (5/5),0,103.4,C Connor McDavid C Fraser Minten D Roman Josi D Alexandre Carrier G Devin Cooley UTIL Tom Willander W Zach Hyman W Steven Stamkos W Chris Kreider,,Leon Draisaitl,UTIL,6.47%,24.5
44,5055864323,tojoas,0,103.3,C Pavel Zacha C Andrew Copp D Moritz Seider D Simon Nemec G Ilya Sorokin UTIL Patrick Kane W David Pastrnak W Alex DeBrincat W Morgan Geekie,,Ryan Nugent-Hopkins,W,5.88%,6.5
45,5055452720,hawkeyemcnutt (1/4),0,102.40001,C Matty Beniers C Pavel Zacha D Charlie McAvoy D Vince Dunn G Filip Gustavsson UTIL Jordan Eberle W David Pastrnak W Jared McCann W Anthony Mantha,,Simon Nemec,D,5.88%,6.9
45,5055651919,CosaSpeciale (3/5),0,102.4,C Mathew Barzal C Andrew Copp D Evan Bouchard D Moritz Seider G John Gibson UTIL Patrick Kane W Alex DeBrincat W Anthony Duclair W Jonathan Drouin,,Evgeni Malkin,W,5.88%,8
47,5055549535,B_Heals152 (4/5),0,102,C Pavel Zacha C Andrew Copp D Charlie McAvoy D Colton Parayko G Jakub Dobes UTIL Patrick Kane W David Pastrnak W Alex DeBrincat W Morgan Geekie,,Victor Olofsson,UTIL,5.88%,1.5
48,5055549536,B_Heals152 (5/5),0,101.299995,C Connor McDavid C Tommy Novak D Evan Bouchard D Kris Letang G Arturs Silovs UTIL Matvei Michkov W Evgeni Malkin W Corey Perry W Justin Brazeau,,Martin Necas,W,5.29%,4.5
49,5055470176,dualdongi,0,101,C Connor Bedard C Noah Ostlund D Quinn Hughes D Evan Bouchard G Filip Gustavsson UTIL Artyom Levshunov W Josh Doan W Jaden Schwartz W Konsta Helenius,,Joel Hofer,G,5.29%,3.2
50,5055352549,Koronin (1/5),0,100.40001,C Dylan Larkin C Mikael Granlund D Jakob Chychrun D Moritz Seider G Lukas Dostal UTIL Beckett Sennecke W Alex DeBrincat W Alex Killorn W Justin Brazeau,,Uvis Balinskis,D,4.71%,10.8
51,5055668721,Cicima6709 (3/5),0,100.1,C Connor McDavid C Nathan MacKinnon D Brett Pesce D Simon Nemec G Devin Cooley UTIL Alex DeBrincat W Corey Perry W Egor Chinakhov W Justin Brazeau,,Vince Dunn,D,4.71%,1.5
52,5055651921,CosaSpeciale (5/5),0,99.799995,C Sebastian Aho C Jordan Staal D Shayne Gostisbehere D Morgan Rielly G Jakub Dobes UTIL John Tavares W Alex Ovechkin W Seth Jarvis W Matias Maccelli,,Mathew Barzal,C,4.71%,1.5
53,5055428493,Bears21 (1/5),0,99.700005,C Dylan Larkin C Fraser Minten D Mattias Samuelsson D Hampus Lindholm G John Gibson UTIL Leon Draisaitl W Zach Hyman W Lucas Raymond W Marco Kasper,,Connor Murphy,D,4.71%,12.6
54,5055617418,Jack_Of_All_Trades (1/2),0,99.2,C Sidney Crosby C Sam Bennett D MacKenzie Weegar D Tony DeAngelo G Devin Cooley UTIL Matthew Tkachuk W Evgeni Malkin W Egor Chinakhov W Justin Brazeau,,Morgan Rielly,UTIL,4.71%,15.6
55,5055825672,vishy2773 (3/5),0,98.700005,C Leon Draisaitl C Noah Ostlund D Evan Bouchard D Mattias Ekholm G Karel Vejmelka UTIL Ryan Nugent-Hopkins W Zach Hyman W Jonatan Berggren W Ondrej Palat,,Jeremy Swayman,G,4.12%,18.6
56,5055774274,win4444win,0,97.700005,C Mikael Granlund C Matty Beniers D Evan Bouchard D Jackson LaCombe G Lukas Dostal UTIL Justin Faulk W Cutter Gauthier W Beckett Sennecke W Chris Kreider,,Jimmy Snuggerud,W,4.12%,19
57,5055701241,cantfademe (2/5),0,97.200005,C Connor McDavid C Dylan Larkin D Moritz Seider D Connor Murphy G Devin Cooley UTIL Marco Kasper W Alex DeBrincat W Lucas Raymond W Justin Brazeau,,Sidney Crosby,C,4.12%,3
58,5055677498,Cicima6709 (4/5),0,96.799995,C Connor McDavid C Nathan MacKinnon D Simon Nemec D Alex Vlasic G Joel Hofer UTIL Alex DeBrincat W Corey Perry W Egor Chinakhov W Justin Brazeau,,Rickard Rakell,W,4.12%,11.8
59,5055773824,tsteffes78 (2/2),0,96.700005,C Mikael Granlund C Andrew Copp D Roman Josi D Jacob Trouba G Devin Cooley UTIL Patrick Kane W Alex DeBrincat W Beckett Sennecke W Steven Stamkos,,Cale Makar,D,4.12%,4.5
60,5055701244,cantfademe (5/5),0,96.50001,C Connor McDavid C Tommy Novak D Mike Matheson D Simon Nemec G Devin Cooley UTIL Cutter Gauthier W Alex DeBrincat W Evgeni Malkin W Justin Brazeau,,Filip Hronek,D,4.12%,11.3
61,5055801926,cutnutz35 (4/5),0,95.9,C Sam Bennett C Mitch Marner D Uvis Balinskis D Louis Crevier G Ilya Sorokin UTIL Jean-Gabriel Pageau W Cutter Gauthier W Pavel Dorofeyev W Matthew Tkachuk,,Joel Eriksson Ek,C,4.12%,5
62,5055769706,beershere (4/5),0,95.5,C Sebastian Aho C Mikael Granlund D Jackson LaCombe D Ryker Evans G Alex Lyon UTIL Chris Kreider W Seth Jarvis W Andrei Svechnikov W Beckett Sennecke,,Anthony Mantha,W,3.53%,26
63,5055447499,q80minouma,0,95.4,C Connor McDavid C Jack Hughes D Jakob Chychrun D Uvis Balinskis G Ilya Sorokin UTIL Jackson LaCombe W Corey Perry W Egor Chinakhov W Ondrej Palat,,Alex Vlasic,D,3.53%,2.6
64,5055707058,nolt0032 (5/5),0,94.90001,C Dylan Larkin C Matty Beniers D Jakob Chychrun D Moritz Seider G Joey Daccord UTIL Jordan Eberle W Jared McCann W Lucas Raymond W Marco Kasper,,Auston Matthews,C,3.53%,6
65,5055449463,FatsoFat6969,0,93.799995,C Dylan Larkin C Andrew Copp D Moritz Seider D Tony DeAngelo G Arturs Silovs UTIL Zach Hyman W Alex DeBrincat W Anders Lee W Justin Brazeau,,Jonatan Berggren,W,3.53%,10
66,5055289285,Firedog50 (5/5),0,93.3,C Dylan Larkin C Mikael Granlund D Moritz Seider D Mattias Ekholm G Andrei Vasilevskiy UTIL Beckett Sennecke W Alex DeBrincat W Lucas Raymond W Justin Brazeau,,Alex Lyon,G,3.53%,31.4
67,5055825673,vishy2773 (4/5),0,93,C Dylan Larkin C Joel Eriksson Ek D Moritz Seider D Tony DeAngelo G Lukas Dostal UTIL Chris Kreider W Alex DeBrincat W Lucas Raymond W Taylor Hall,,Jacob Trouba,D,3.53%,9.9
68,5055784512,clothsofheaven (2/2),0,92.7,C Anthony Cirelli C Matty Beniers D Vince Dunn D Connor Murphy G Ilya Sorokin UTIL Evgeni Malkin W Nikita Kucherov W Brandon Hagel W Egor Chinakhov,,John Gibson,G,3.53%,5.5
69,5055549533,B_Heals152 (2/5),0,91.8,C Jack Hughes C Nico Hischier D Dougie Hamilton D Artyom Levshunov G Jacob Markstrom UTIL Mikael Granlund W Beckett Sennecke W Jesper Bratt W Frank Nazar,,Sam Bennett,C,3.53%,5
70,5055477598,TheGuch16,0,91.7,C Connor McDavid C Tommy Novak D Alexandre Carrier D Jonathan Aspirot G Karel Vejmelka UTIL Cutter Gauthier W Zach Hyman W Evgeni Malkin W Egor Chinakhov,,Anthony Duclair,W,3.53%,0
71,5055663249,bkreider (2/5),0,91.5,C Jack Hughes C Mikael Granlund D Jakob Chychrun D Dougie Hamilton G Lukas Dostal UTIL Jesper Bratt W Beckett Sennecke W Alex Killorn W Arseny Gritsyuk,,Cole Caufield,W,3.53%,0
72,5055853802,madbx8,0,91.4,C Nick Suzuki C Mikael Granlund D Lane Hutson D Filip Hronek G Jeremy Swayman UTIL Beckett Sennecke W Cole Caufield W Alexandre Texier W Alex Killorn,,Elias Pettersson,UTIL,3.53%,8.4
73,5055707055,nolt0032 (2/5),0,91.09999,C Nick Suzuki C Pavel Zacha D Cale Makar D Noah Dobson G Karel Vejmelka UTIL Viktor Arvidsson W Cole Caufield W Victor Olofsson W Alexandre Texier,,Corey Perry,W,3.53%,5.8
74,5055872585,hawkeyemcnutt (4/4),0,90.9,C Ryan O'Reilly C Alexander Wennberg D Moritz Seider D Olen Zellweger G Joel Hofer UTIL Mikael Granlund W Filip Forsberg W Alex DeBrincat W Beckett Sennecke,,Sebastian Aho,C,3.53%,4.5
75,5055810285,Hunter4ever89 (5/5),0,90.5,C Pavel Zacha C Andrew Copp D Moritz Seider D Kris Letang G Devin Cooley UTIL Alex DeBrincat W David Pastrnak W Morgan Geekie W Patrick Kane,,Nikita Kucherov,W,3.53%,17.8
76,5055452721,hawkeyemcnutt (2/4),0,90.1,C Sebastian Aho C Joel Eriksson Ek D Tyler Myers D Jaccob Slavin G Ilya Sorokin UTIL Marcus Johansson W Matt Boldy W Seth Jarvis W Andrei Svechnikov,,Louis Crevier,D,3.53%,2.6
76,5055703684,jeremyshow (5/5),0,90.1,C Nick Schmaltz C Matty Beniers D Darren Raddysh D Vince Dunn G Ilya Sorokin UTIL Lawson Crouse W Clayton Keller W Jared McCann W Jordan Eberle,,Brock Nelson,UTIL,2.94%,10
78,5055822196,Jgo99 (1/2),0,89.6,C Mikael Granlund C Andrew Copp D Simon Nemec D Sam Dickinson G Devin Cooley UTIL Beckett Sennecke W Nikita Kucherov W Brandon Hagel W Alex DeBrincat,,Zach Whitecloud,D,2.94%,5.8
79,5055858758,MoHendy (2/5),0,89.50001,C Leon Draisaitl C Mikael Granlund D Dougie Hamilton D Mattias Ekholm G Lukas Dostal UTIL Jacob Trouba W Beckett Sennecke W Chris Kreider W Alex Killorn,,Brayden Schenn,C,2.94%,3
80,5055412001,dtowngigalos,0,89.299995,C Mikael Granlund C Fraser Minten D Jackson LaCombe D Brett Pesce G Alex Lyon UTIL Beckett Sennecke W David Pastrnak W Evgeni Malkin W Morgan Geekie,,Macklin Celebrini,C,2.94%,6.5
81,5055736727,Jstar03,0,88.8,C Dylan Larkin C Pavel Zacha D Hampus Lindholm D Alexandre Carrier G Devin Cooley UTIL David Pastrnak W Alex DeBrincat W Lucas Raymond W Morgan Geekie,,Quinn Hughes,D,2.94%,11
82,5055763288,beershere (3/5),0,88,C Tage Thompson C Noah Ostlund D Rasmus Dahlin D Vince Dunn G Lukas Dostal UTIL Dalibor Dvorsky W Alex Tuch W Josh Doan W Jason Zucker,,Joey Daccord,G,2.94%,19.3
82,5055858780,OneDropKing (4/5),0,88,C Connor McDavid C Leon Draisaitl D Jared Spurgeon D Alex Vlasic G Ilya Sorokin UTIL Zach Hyman W Lawson Crouse W Marcus Johansson W Ondrej Palat,,Roman Josi,D,2.94%,11.4
84,5055803163,cdegey (3/4),0,87.1,C Wyatt Johnston C Nick Suzuki D Lane Hutson D K'Andre Miller G Devin Cooley UTIL Logan Stankoven W Mikko Rantanen W Cole Caufield W Marco Kasper,,Mackie Samoskevich,UTIL,2.94%,2.8
85,5055440044,Rickyk07,0,86.9,C Nick Suzuki C Mikael Granlund D Jackson LaCombe D Mike Matheson G Joel Hofer UTIL Cutter Gauthier W Cole Caufield W Beckett Sennecke W Egor Chinakhov,,Jonathan Lekkerimaki,UTIL,2.94%,0
85,5055784511,clothsofheaven (1/2),0,86.899994,C Mikael Granlund C Matty Beniers D Quinn Hughes D Filip Hronek G Filip Gustavsson UTIL Alex Killorn W Beckett Sennecke W Jared McCann W Jordan Eberle,,Darren Raddysh,D,2.94%,32
87,5055707056,nolt0032 (3/5),0,86.8,C Elias Pettersson C Mikael Granlund D Jackson LaCombe D Filip Hronek G Joey Daccord UTIL Jake DeBrusk W Cutter Gauthier W Beckett Sennecke W Viktor Arvidsson,,Matthew Tkachuk,W,2.94%,35.5
88,5055701243,cantfademe (4/5),0,86.700005,C Connor McDavid C Mikael Granlund D Moritz Seider D Louis Crevier G Devin Cooley UTIL Chris Kreider W Alex DeBrincat W Beckett Sennecke W Justin Brazeau,,Jonathan Drouin,W,2.94%,0
89,5055352550,Koronin (2/5),0,85.90001,C Nazem Kadri C Andrew Copp D Moritz Seider D Erik Karlsson G Devin Cooley UTIL Connor McDavid W Alex DeBrincat W Connor Zary W Martin Pospisil,,Nick Suzuki,C,2.94%,35.6
90,5055575112,giantsquid (3/3),0,84.7,C Sidney Crosby C Dylan Larkin D Erik Karlsson D Mattias Ekholm G Filip Gustavsson UTIL Justin Brazeau W Rickard Rakell W Evgeni Malkin W Egor Chinakhov,,Matt Boldy,W,2.94%,11.5
91,5055707054,nolt0032 (1/5),0,84.200005,C Ryan Hartman C Pavel Zacha D MacKenzie Weegar D Brock Faber G Jonathan Quick UTIL Mats Zuccarello W Kirill Kaprizov W Viktor Arvidsson W Justin Brazeau,,Brandon Hagel,W,2.94%,2.8
92,5055806877,jeffank85,0,82.200005,C Ryan Hartman C Mikael Backlund D Quinn Hughes D Louis Crevier G Lukas Dostal UTIL Jimmy Snuggerud W Kirill Kaprizov W Matt Coronato W Yegor Sharangovich,,Jakob Chychrun,D,2.35%,19.5
92,5055428494,Bears21 (2/5),0,82.2,C Sidney Crosby C Ryan Poehling D Mattias Samuelsson D Colton Parayko G Arturs Silovs UTIL Jake DeBrusk W Cutter Gauthier W Rickard Rakell W Jeffrey Viel,,Tage Thompson,UTIL,2.35%,10.5
92,5055664762,jtmistre,0,82.2,C Connor McDavid C Mikael Granlund D Mike Matheson D Owen Power G Ilya Sorokin UTIL Chris Kreider W Cole Caufield W Ryan Nugent-Hopkins W Kasperi Kapanen,,Ryan Hartman,C,2.35%,10.8
95,5055769716,beershere (5/5),0,80.899994,C Anthony Cirelli C Shane Wright D Darren Raddysh D Pavel Mintyukov G Scott Wedgewood UTIL Kaapo Kakko W Nikita Kucherov W Brandon Hagel W Jaden Schwartz,,Connor Hellebuyck,G,2.35%,12.6
96,5055413631,jagibbs22 (1/2),0,80.7,C Nathan MacKinnon C Brayden Schenn D Roman Josi D Colton Parayko G Connor Hellebuyck UTIL Jonatan Berggren W Martin Necas W Artturi Lehkonen W Jimmy Snuggerud,,Jake DeBrusk,UTIL,2.35%,17
96,5055663251,bkreider (4/5),0,80.7,C Dylan Larkin C Matty Beniers D Moritz Seider D Jackson LaCombe G Joey Daccord UTIL Marco Kasper W Cutter Gauthier W Jared McCann W Lucas Raymond,,Arturs Silovs,G,2.35%,11.6
98,5055791366,MFedorak1982 (4/5),0,80.2,C Mikael Granlund C Fraser Minten D Charlie McAvoy D Mattias Ekholm G Jeremy Swayman UTIL Chris Kreider W David Pastrnak W Beckett Sennecke W Morgan Geekie,,Alexandre Carrier,D,2.35%,14.1
99,5055715979,ariedoz,0,80,C Mikael Granlund C Fraser Minten D Jackson LaCombe D Morgan Rielly G Jeremy Swayman UTIL Beckett Sennecke W David Pastrnak W Morgan Geekie W Matias Maccelli,,Steven Stamkos,W,2.35%,11.8
100,5055663250,bkreider (3/5),0,79.8,C Jack Hughes C Dylan Larkin D Moritz Seider D Justin Faulk G Jacob Markstrom UTIL Timo Meier W Lucas Raymond W Dawson Mercer W Marco Kasper,,Artyom Levshunov,D,2.35%,1.3
101,5055533383,MFedorak1982 (1/5),0,79.2,C Mikael Granlund C Matty Beniers D Jackson LaCombe D Mattias Ekholm G Filip Gustavsson UTIL Chris Kreider W Cutter Gauthier W Beckett Sennecke W Jared McCann,,Connor Bedard,C,2.35%,14.5
101,5055783224,winnahbishy,0,79.2,C Jack Hughes C Mikael Granlund D Drew Helleson D Joel Edmundson G Joey Daccord UTIL Leon Draisaitl W Ryan Nugent-Hopkins W Jesper Bratt W Chris Kreider,,Seth Jarvis,W,2.35%,8
103,5055301673,deuceswildixi (1/4),0,78.8,C Nathan MacKinnon C Oliver Kapanen D Alex Vlasic D Zach Whitecloud G Joel Hofer UTIL Brock Nelson W Martin Necas W Juraj Slafkovsky W Ivan Demidov,,Andrei Svechnikov,W,2.35%,31
103,5055566879,deuceswildixi (4/4),0,78.8,C Nathan MacKinnon C Oliver Kapanen D Alex Vlasic D Zach Whitecloud G Joel Hofer UTIL Brock Nelson W Martin Necas W Juraj Slafkovsky W Ivan Demidov,,Marcus Johansson,UTIL,2.35%,1.5
105,5055810278,Hunter4ever89 (2/5),0,78.4,C Connor McDavid C Tommy Novak D Mattias Ekholm D Louis Crevier G Devin Cooley UTIL Ryan Nugent-Hopkins W Zach Hyman W Evgeni Malkin W Egor Chinakhov,,Noah Ostlund,C,2.35%,2.8
106,5055801923,cutnutz35 (1/5),0,78.2,C Connor McDavid C Jack Hughes D Uvis Balinskis D Michael Kesselring G Ilya Sorokin UTIL Connor Bedard W Jesper Bratt W Evgenii Dadonov W Nino Niederreiter,,Tommy Novak,C,2.35%,4.5
