Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
92,5053599307,chensley72,0,145.00002,C Connor McDavid C Mikael Granlund D Jake Walman D Mattias Ekholm G Joonas Korpisalo UTIL Charlie McAvoy W Beckett Sennecke W Viktor Arvidsson W JJ Peterka,,Alex Steeves,W,1.96%,2.8
92,5053258207,SlimCliffy,0,145,C Connor McDavid C Sean Kuraly D Mattias Ekholm D Adam Pelech G Ilya Sorokin UTIL Leon Draisaitl W Zach Hyman W Michael Carcone W Tanner Jeannot,,Olen Zellweger,UTIL,1.96%,4.5
94,5053596521,cngwafon,0,144.6,C Vincent Trocheck C Pavel Zacha D Evan Bouchard D Mason Lohrei G Ilya Sorokin UTIL Mikael Granlund W David Pastrnak W J.T. Miller W Alexis Lafreniere,,Nick Seeler,D,1.82%,2.6
95,5053722096,lsutigers05,0,144,C Connor McDavid C Leon Draisaitl D Braden Schneider D Scott Morrow G Andrei Vasilevskiy UTIL Mattias Ekholm W J.T. Miller W Simon Holmstrom W Matt Savoie,,Scott Morrow,D,1.82%,1.5
96,5053766140,mmparks,0,143.8,C Leon Draisaitl C Barrett Hayton D Jake Walman D Tony DeAngelo G Ilya Sorokin UTIL Zach Hyman W Morgan Geekie W JJ Peterka W Anthony Duclair,,Tanner Jeannot,UTIL,1.82%,1.5
97,5053321735,rbcbrian,0,143.7,C Connor McDavid C Mathew Barzal D Mattias Ekholm D Jonathan Aspirot G Ilya Sorokin UTIL Elias Lindholm W Ryan Nugent-Hopkins W Anders Lee W Marat Khusnutdinov,,Nick Paul,C,1.82%,2.8
97,5053525807,paulhy13,0,143.7,C Leon Draisaitl C Pavel Zacha D Mattias Ekholm D J.J. Moser G Tristan Jarry UTIL Charlie McAvoy W Nikita Kucherov W Viktor Arvidsson W Casey Mittelstadt,,Jacob Trouba,D,1.82%,26.9
99,5053766166,cminlow14,0,143.6,C Anthony Cirelli C Mikael Granlund D Darren Raddysh D Mikhail Sergachev G Samuel Ersson UTIL Mattias Ekholm W Brandon Hagel W Beckett Sennecke W Vasily Podkolzin,,Ty Emberson,UTIL,1.68%,9.1
100,5053758683,chris11bee11,0,143.5,C Connor McDavid C Elias Lindholm D Darnell Nurse D Tony DeAngelo G Ilya Sorokin UTIL Hampus Lindholm W Ryan Nugent-Hopkins W Morgan Geekie W Viktor Arvidsson,,Ryan Strome,UTIL,1.68%,1.3
101,5053651543,cjscott14,0,143.3,C Anthony Cirelli C Pavel Zacha D Hampus Lindholm D Radko Gudas G Ilya Sorokin UTIL Tony DeAngelo W Nikita Kucherov W David Pastrnak W Morgan Geekie,,Sean Kuraly,C,1.68%,1.3
102,5053586312,tguns1971,0,142.8,C Mika Zibanejad C Mikael Granlund D Jacob Trouba D Vladislav Gavrikov G Tristan Jarry UTIL Cutter Gauthier W Beckett Sennecke W Emil Heineman W Viktor Arvidsson,,Nate Schmidt,D,1.54%,2.6
103,5053464273,Millsy67,0,142.40001,C Leon Draisaitl C Elias Lindholm D Charlie McAvoy D Mattias Ekholm G Joonas Korpisalo UTIL Pavel Zacha W Zach Hyman W Morgan Geekie W Calum Ritchie,,Yanni Gourde,UTIL,1.54%,1.5
104,5053614637,DubB34,0,142.20001,C Leon Draisaitl C Anthony Cirelli D Cam York D Olen Zellweger G Ilya Sorokin UTIL Mikael Granlund W Jake Guentzel W Morgan Geekie W Viktor Arvidsson,,Mark Kastelic,W,1.40%,0
105,5053527100,Diablo13blanco,0,142.1,C Nick Schmaltz C Elias Lindholm D Mikhail Sergachev D Mattias Ekholm G Ilya Sorokin UTIL Ryan Nugent-Hopkins W Zach Hyman W Morgan Geekie W Jonathan Drouin,,Noah Laba,C,1.26%,7.8
106,5053734313,freebie1836,0,142,C Vincent Trocheck C Mikael Granlund D Darren Raddysh D Darnell Nurse G Jonathan Quick UTIL Elias Lindholm W Ryan Nugent-Hopkins W Travis Konecny W Owen Tippett,,Rasmus Ristolainen,D,1.26%,1.3
107,5053528225,radagast23,0,141.8,C Elias Lindholm C Pavel Zacha D Evan Bouchard D Charlie McAvoy G Ilya Sorokin UTIL Beckett Sennecke W Zach Hyman W Morgan Geekie W Anthony Duclair,,Jean-Gabriel Pageau,C,1.26%,23.3
