Player,Inj,Likes,Pos,Salary,Team,Opp,Time,Fav.,Win %,Spread,Total,TeamGoal,OppGoal,Start/Line,PP Unit,avg TOI,Avg,STDV,Ceiling,FC Proj,My Proj,Exp.,Used,Con.,Value,Own%,TOI,Score,Val
Justus Annunen,,0,G,7300,NSH,@ NJ,7:00 pm,N,53.6%,+86.5,6,3,3.19,confirm,,50:24,6.7,9.07,26.55,7.54,8.411777376,100,,32,1.2,0,60:42,13.9,1.9
Samuel Ersson,,0,G,7100,PHI,@ BOS,7:00 pm,N,51.9%,+92.5,6.5,3.25,3.62,confirm,,58:23,5,8.84,23.44,6.19,5.759772345,100,,12,0.8,0,40:00,-7,
Jesper Wallstedt,,0,G,8600,MIN,vs CGY,8:00 pm,Y,51.3%,-105.5,6,3.46,3,unlikely,,60:25,15.4,12.94,0,0,0,100,,58,0,0,00:00,0,
Jonas Johansson,,0,G,8500,TB,vs WPG,7:00 pm,Y,51.8%,-107.5,5.5,3.2,2.75,unlikely,,57:25,9.6,8.76,0,0,0,100,,54,0,0,00:00,0,
Tristan Jarry,,0,G,8400,EDM,vs SJ,9:00 pm,Y,52.9%,-112.5,7,4.05,3.5,unlikely,,55:08,11.8,10.81,0,0,0,100,,54,0,0,00:00,2,0.2
Stuart Skinner,,0,G,8300,PIT,vs CHI,7:00 pm,Y,50.7%,-103.0,6.5,3.71,3.25,unlikely,,57:12,10.1,9.9,0,0,0,100,,51,0,0,00:00,0,
Joonas Korpisalo,,0,G,8300,BOS,vs PHI,7:00 pm,Y,48.1%,-92.5,6.5,3.62,3.25,unlikely,,54:17,11.3,10.48,0,0,0,100,,54,0,0,00:00,0,
Frederik Andersen,,0,G,8200,CAR,vs UTA,7:00 pm,Y,50.6%,-102.5,6,3.44,3,unlikely,,60:09,6.1,7.72,0,0,0,100,,37,0,0,00:00,0,
Sergei Bobrovsky,,0,G,8200,FLA,@ STL,8:00 pm,Y,48.7%,-95.0,5.5,2.75,2.54,unlikely,,58:24,8.1,9.97,0,0,0,100,,38,0,0,00:00,0,
Calvin Pickard,,0,G,8200,EDM,vs SJ,9:00 pm,Y,52.9%,-112.5,7,4.05,3.5,unlikely,,54:35,6,9.37,0,0,0,100,,22,0,0,,,
MacKenzie Blackwood,,0,G,8100,COL,@ MTL,7:00 pm,Y,44.9%,-81.5,6.5,3.25,3.17,unlikely,,58:08,13.8,10.66,0,0,0,100,,61,0,0,00:00,0,
Jake Allen,,0,G,8100,NJ,vs NSH,7:00 pm,Y,46.4%,-86.5,6,3.19,3,unlikely,,59:05,11.5,11.02,0,0,0,100,,52,0,0,00:00,2,0.2
Ukko-Pekka Luukkonen,,0,G,8000,BUF,vs LA,7:00 pm,Y,43.5%,-77.0,5.5,2.87,2.75,unlikely,,54:51,10.3,8.68,0,0,0,100,,58,0,0,,,
Pyotr Kochetkov,,0,G,8000,CAR,vs UTA,7:00 pm,Y,50.6%,-102.5,6,3.44,3,unlikely,,55:28,10,9.5,0,0,0,100,,53,0,0,,,
Akira Schmid,,0,G,8000,VGK,vs DAL,10:00 pm,Y,46.5%,-87.0,6,3.14,3,unlikely,,58:06,10.7,8.21,0,0,0,100,,62,0,0,00:00,2,0.3
Cam Talbot,,0,G,7900,DET,vs WSH,7:30 pm,Y,44.0%,-78.5,6.5,3.43,3.25,unlikely,,57:34,10.5,8.92,0,0,0,100,,58,0,0,00:00,2,0.3
Ville Husso,,0,G,7900,ANA,@ VAN,10:00 pm,Y,48.8%,-95.5,6.5,3.25,3.01,unlikely,,55:10,8.8,9.11,0,0,0,100,,48,0,0,00:00,0,
David Rittich,,0,G,7800,NYI,@ NYR,7:00 pm,Y,47.2%,-89.5,6,3,2.82,unlikely,,59:34,10.4,9.94,0,0,0,100,,52,0,0,00:00,0,
Carter Hart,,0,G,7800,VGK,vs DAL,10:00 pm,Y,46.5%,-87.0,6,3.14,3,unlikely,,54:56,6.4,9.72,0,0,0,100,,24,0,0,,,
Joseph Woll,,0,G,7800,TOR,@ SEA,10:00 pm,N,58.5%,+71.0,6,3,3.02,unlikely,,56:17,13,10.84,0,0,0,100,,58,0,0,00:00,0,
Colten Ellis,,0,G,7800,BUF,vs LA,7:00 pm,Y,43.5%,-77.0,5.5,2.87,2.75,unlikely,,52:54,11.2,6.3,0,0,0,100,,72,0,0,00:00,0,
Petr Mrazek,,0,G,7700,ANA,@ VAN,10:00 pm,Y,48.8%,-95.5,6.5,3.25,3.01,unlikely,,51:35,4.9,9.67,0,0,0,100,,1,0,0,,,
Spencer Martin,,0,G,7600,NYR,vs NYI,7:00 pm,N,52.8%,+89.5,6,2.82,3,unlikely,,48:26,4,6.31,0,0,0,100,,21,0,0,00:00,0,
Semyon Varlamov,,0,G,7600,NYI,@ NYR,7:00 pm,Y,47.2%,-89.5,6,3,2.82,unlikely,,,,,0,0,0,100,,0,0,0,,,
Philipp Grubauer,,0,G,7600,SEA,vs TOR,10:00 pm,Y,41.5%,-71.0,6,3.02,3,unlikely,,55:46,13.7,9.46,0,0,0,100,,65,0,0,00:00,0,
Logan Thompson,,0,G,7500,WSH,@ DET,7:30 pm,N,56.0%,+78.5,6.5,3.25,3.43,unlikely,,59:06,12.8,10.5,0,0,0,100,,59,0,0,,,
Kevin Lankinen,,0,G,7500,VAN,vs ANA,10:00 pm,N,51.2%,+95.5,6.5,3.01,3.25,unlikely,,55:52,8.1,9.9,27.9,0,8.09720777,100,,39,1.1,0,02:11,4.7,0.6
Igor Shesterkin,,0,G,7400,NYR,vs NYI,7:00 pm,N,52.8%,+89.5,6,2.82,3,unlikely,,58:53,12.7,8.94,0,0,0,100,,65,0,0,,,
Casey Desmith,,0,G,7400,DAL,@ VGK,10:00 pm,N,53.5%,+87.0,6,3,3.14,unlikely,,58:59,12.6,7.69,0,0,0,100,,69,0,0,00:00,2,0.3
Matt Murray,,0,G,7400,SEA,vs TOR,10:00 pm,Y,41.5%,-71.0,6,3.02,3,unlikely,,43:22,8,8.16,0,0,0,100,,49,0,0,,,
Anton Forsberg,,0,G,7400,LA,@ BUF,7:00 pm,N,56.5%,+77.0,5.5,2.75,2.87,unlikely,,56:59,11.5,7.83,0,0,0,100,,66,0,0,00:00,0,
Samuel Montembeault,,0,G,7300,MTL,vs COL,7:00 pm,N,55.1%,+81.5,6.5,3.17,3.25,unlikely,,56:08,6.6,9.1,0,0,0,100,,31,0,0,00:00,0,
Juuse Saros,,0,G,7300,NSH,@ NJ,7:00 pm,N,53.6%,+86.5,6,3,3.19,unlikely,,57:46,10.7,9.65,0,0,0,100,,55,0,0,00:00,2,0.3
Thatcher Demko,,0,G,7300,VAN,vs ANA,10:00 pm,N,51.2%,+95.5,6.5,3.01,3.25,unlikely,,56:04,9.6,9.07,0,0,0,100,,53,0,0,,,
Jordan Binnington,,0,G,7200,STL,vs FLA,8:00 pm,N,51.3%,+95.0,5.5,2.54,2.75,unlikely,,55:18,6.5,10.89,0,0,0,100,,16,0,0,00:00,0,
Alexei Kolosov,,0,G,7100,PHI,@ BOS,7:00 pm,N,51.9%,+92.5,6.5,3.25,3.62,unlikely,,30:00,0.8,7.56,0,0,0,100,,0,0,0,,,
Spencer Knight,,0,G,7100,CHI,@ PIT,7:00 pm,N,49.3%,+103.0,6.5,3.25,3.71,unlikely,,59:50,12.4,9.92,0,0,0,100,,60,0,0,00:00,0,
Alex Nedeljkovic,,0,G,7000,SJ,@ EDM,9:00 pm,N,47.1%,+112.5,7,3.5,4.05,unlikely,,57:20,11,9.84,0,0,0,100,,55,0,0,00:00,2,0.3
Dan Vladar,,0,G,6900,PHI,@ BOS,7:00 pm,N,51.9%,+92.5,6.5,3.25,3.62,unlikely,,58:30,11,7.62,0,0,0,100,,65,0,0,19:46,8.2,1.2
Eric Comrie,,0,G,6900,WPG,@ TB,7:00 pm,N,48.2%,+107.5,5.5,2.75,3.2,unlikely,,55:20,8.7,10.28,0,0,0,100,,41,0,0,00:00,0,
Dustin Wolf,,0,G,6800,CGY,@ MIN,8:00 pm,N,48.7%,+105.5,6,3,3.46,unlikely,,56:06,9.8,9.91,0,0,0,100,,49,0,0,00:00,0,
Carey Price,,0,G,6800,SJ,@ EDM,9:00 pm,N,47.1%,+112.5,7,3.5,4.05,unlikely,,,,,0,0,0,100,,0,0,0,,,
Marcus Hogberg,,0,G,6500,NYI,@ NYR,7:00 pm,Y,47.2%,-89.5,6,3,2.82,unlikely,,13:29,-3.5,0,0,0,0,100,,0,0,0,,,
Sergei Murashov,,0,G,6500,PIT,vs CHI,7:00 pm,Y,50.7%,-103.0,6.5,3.71,3.25,unlikely,,51:51,9.3,7.29,0,0,0,100,,61,0,0,,,
Vyacheslav Buteyets,,0,G,6500,ANA,@ VAN,10:00 pm,Y,48.8%,-95.5,6.5,3.25,3.01,unlikely,,20:00,-3.5,0,0,0,0,100,,0,0,0,,,
Jiri Patera,,0,G,6500,VAN,vs ANA,10:00 pm,N,51.2%,+95.5,6.5,3.01,3.25,unlikely,,56:49,-1.4,0,0,0,0,100,,0,0,0,,,
Carl Lindbom,,0,G,6500,VGK,vs DAL,10:00 pm,Y,46.5%,-87.0,6,3.14,3,unlikely,,60:05,5.9,5.1,0,0,0,100,,57,0,0,,,
Dennis Hildeby,,0,G,6500,TOR,@ SEA,10:00 pm,N,58.5%,+71.0,6,3,3.02,unlikely,,49:00,11.3,8.01,0,0,0,100,,65,0,0,,,
Pheonix Copley,,0,G,6500,LA,@ BUF,7:00 pm,N,56.5%,+77.0,5.5,2.75,2.87,unlikely,,39:17,5.6,1.4,0,0,0,100,,0,0,0,,,
Jacob Fowler,,0,G,6500,MTL,vs COL,7:00 pm,N,55.1%,+81.5,6.5,3.17,3.25,unlikely,,59:31,10.4,11.11,0,0,0,100,,47,0,0,,,
Trent Miner,,0,G,6500,COL,@ MTL,7:00 pm,Y,44.9%,-81.5,6.5,3.25,3.17,unlikely,,52:49,12.7,10.8,0,0,0,100,,57,0,0,,,
Thomas Milic,,0,G,6500,WPG,@ TB,7:00 pm,N,48.2%,+107.5,5.5,2.75,3.2,unlikely,,46:12,3.5,2.86,0,0,0,100,,59,0,0,,,
Nico Daws,,0,G,6500,NJ,vs NSH,7:00 pm,Y,46.4%,-86.5,6,3.19,3,unlikely,,60:00,22.8,0,0,0,0,100,,0,0,0,,,
