Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5050714452,Firedog50 (1/85),0,236.3,C Connor McDavid C Elias Lindholm D Charlie McAvoy D Hampus Lindholm G John Gibson UTIL Evan Bouchard W Cole Caufield W Viktor Arvidsson W Eetu Luostarinen,,Connor McDavid,C,22.12%,52.8
2,5050714502,Firedog50 (51/85),0,233.60002,C Connor McDavid C Fraser Minten D Charlie McAvoy D Jaccob Slavin G John Gibson UTIL Evan Bouchard W Zach Hyman W Morgan Geekie W Alex Steeves,,Elias Lindholm,C,20.12%,2.8
3,5050769625,hbyanksman (5/10),0,225.69998,C Connor McDavid C Charlie Coyle D Evan Bouchard D Rasmus Sandin G John Gibson UTIL Ryan Nugent-Hopkins W Zach Hyman W Cole Sillinger W Mathieu Olivier,,David Pastrnak,W,20.08%,17
4,5050533488,craftylefty (44/75),0,223.90001,C Pavel Buchnevich C Sean Monahan D Evan Bouchard D Ivan Provorov G Sergei Bobrovsky UTIL Leon Draisaitl W Cole Caufield W Brad Marchand W Marco Kasper,,Charlie McAvoy,D,19.07%,20.6
5,5050336448,ArtfulPossum (7/70),0,217.3,C Leon Draisaitl C Fraser Minten D Evan Bouchard D Erik Gudbranson G Joel Hofer UTIL Connor McDavid W Morgan Geekie W Viktor Arvidsson W Casey Mittelstadt,,Viktor Arvidsson,W,16.86%,17.1
6,5050562426,rhelt24 (32/59),0,216.8,C Dylan Larkin C Adam Fantilli D Evan Bouchard D Aaron Ekblad G John Gibson UTIL Lucas Raymond W Kirill Marchenko W Mason Marchment W Marco Kasper,,Filip Gustavsson,G,15.95%,9
7,5050758561,giantsquid (56/85),0,214.09999,C Connor McDavid C Pavel Buchnevich D Evan Bouchard D Jalen Chatfield G Joel Hofer UTIL Zach Hyman W Jordan Kyrou W Viktor Arvidsson W Jake Neighbours,,Leon Draisaitl,C,14.65%,26.6
8,5050336499,ArtfulPossum (58/70),0,212,C Leon Draisaitl C Fraser Minten D Evan Bouchard D Logan Stanley G James Reimer UTIL Connor McDavid W Morgan Geekie W Viktor Arvidsson W Casey Mittelstadt,,Joel Hofer,G,14.30%,4.8
9,5050336456,ArtfulPossum (15/70),0,210.00002,C Leon Draisaitl C Alex Laferriere D Evan Bouchard D Jaccob Slavin G Connor Hellebuyck UTIL Connor McDavid W Corey Perry W Joel Armia W Trevor Moore,,Cole Caufield,W,13.95%,43.5
10,5050897725,jaylsantiago (14/25),0,209.6,C Pavel Buchnevich C Dalibor Dvorsky D Evan Bouchard D Ben Chiarot G Filip Gustavsson UTIL Connor McDavid W Zach Hyman W Jordan Kyrou W Jake Neighbours,,Kirill Kaprizov,W,13.46%,28.3
11,5050626516,imran77,0,209.40001,C Connor McDavid C Leon Draisaitl D Evan Bouchard D Hampus Lindholm G John Gibson UTIL Oliver Bjorkstrand W Morgan Geekie W Marcus Johansson W Andrew Mangiapane,,Zach Hyman,UTIL,13.35%,26.8
11,5050714457,Firedog50 (6/85),0,209.4,C Connor McDavid C Pavel Zacha D Noah Dobson D Hampus Lindholm G John Gibson UTIL Evan Bouchard W Zach Hyman W Viktor Arvidsson W Casey Mittelstadt,,Pavel Zacha,C,13.07%,9.3
13,5050776570,gutp (46/85),0,209.20001,C Connor McDavid C Leon Draisaitl D Hampus Lindholm D Erik Gudbranson G Filip Gustavsson UTIL Trevor Moore W Cole Caufield W Jordan Kyrou W Viktor Arvidsson,,Ryan Hartman,C,12.58%,4.3
