Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
55,5054882031,tommybomb7 (3/3),0,74.4,C Bo Horvat C Mathew Barzal D Matthew Schaefer D Jamie Drysdale G David Rittich UTIL Martin Necas W Victor Olofsson W Anthony Duclair W Jonathan Drouin,,Damon Severson,D,5.71%,9.3
56,5055174706,jagibbs22,0,72.7,C Nathan MacKinnon C Charlie Coyle D Cale Makar D Will Borgen G MacKenzie Blackwood UTIL Mathieu Olivier W Martin Necas W Victor Olofsson W Cole Sillinger,,Rasmus Ristolainen,D,4.76%,0
57,5054594181,Firedog50 (2/3),0,71,C Nathan MacKinnon C Jean-Gabriel Pageau D Cale Makar D Nick Seeler G Dan Vladar UTIL Martin Necas W Victor Olofsson W Alexis Lafreniere W Simon Holmstrom,,Spencer Martin,G,4.76%,4.2
58,5055273183,tojoas,0,70.5,C Nathan MacKinnon C Mathew Barzal D Tony DeAngelo D Sam Malinski G David Rittich UTIL Thomas Chabot W Owen Tippett W Anthony Duclair W Jonathan Drouin,,Cole Sillinger,W,4.76%,11.5
59,5055171523,vishy2773 (3/3),0,70.4,C Nathan MacKinnon C Brock Nelson D Tony DeAngelo D Egor Zamula G David Rittich UTIL Matvei Michkov W Martin Necas W Jonathan Drouin W Simon Holmstrom,,Gabe Perreault,W,4.76%,2.8
60,5054735522,mbhabes,0,69.6,C Tim Stuetzle C Vincent Trocheck D Jake Sanderson D Rasmus Ristolainen G James Reimer UTIL Dylan Cozens W Brady Tkachuk W Drake Batherson W Ridly Greig,,Shane Pinto,C,3.81%,1.3
61,5055171522,vishy2773 (2/3),0,69.5,C Mika Zibanejad C Vincent Trocheck D Vladislav Gavrikov D Artem Zub G Elvis Merzlikins UTIL Nathan MacKinnon W J.T. Miller W Alexis Lafreniere W Ridly Greig,,Boone Jenner,W,3.81%,2.8
62,5054904642,dfssheets,0,68.799995,C Nathan MacKinnon C Bo Horvat D Nick Seeler D Braden Schneider G Dan Vladar UTIL Cale Makar W Victor Olofsson W Emil Heineman W Ondrej Palat,,Kent Johnson,W,3.81%,8
63,5055274198,misterpost,0,68.6,C Nathan MacKinnon C Noah Cates D Cale Makar D Artem Zub G Dan Vladar UTIL Victor Olofsson W Martin Necas W Matvei Michkov W Simon Holmstrom,,Josh Manson,D,2.86%,1.5
63,5055282952,Bears21,0,68.6,C Bo Horvat C Vincent Trocheck D Matthew Schaefer D Cam York G Dan Vladar UTIL Brock Nelson W Owen Tippett W Emil Heineman W Denver Barkey,,Noah Laba,C,2.86%,6.3
65,5054958165,jeremyshow (2/3),0,67.2,C Mika Zibanejad C Adam Fantilli D Tony DeAngelo D Vladislav Gavrikov G MacKenzie Blackwood UTIL Gabe Perreault W Kirill Marchenko W J.T. Miller W Mason Marchment,,Anders Lee,W,2.86%,13.1
66,5055260092,nolt0032 (1/3),0,66,C Vincent Trocheck C Dylan Cozens D Jake Sanderson D Matthew Schaefer G James Reimer UTIL Ridly Greig W Brady Tkachuk W Will Cuylle W Alexis Lafreniere,,Adam Pelech,D,2.86%,9.3
67,5055258506,mcglock1325,0,65.7,C Nathan MacKinnon C Mathew Barzal D Matthew Schaefer D Denton Mateychuk G David Rittich UTIL Will Cuylle W Victor Olofsson W Anthony Duclair W Jonathan Drouin,,Ivan Provorov,D,2.86%,7.3
68,5055145208,gemma7 (1/2),0,65.4,C Vincent Trocheck C Christian Dvorak D Jake Sanderson D Travis Sanheim G Dan Vladar UTIL Nathan MacKinnon W Drake Batherson W Victor Olofsson W Claude Giroux,,Erik Gudbranson,D,2.86%,11.5
68,5055203245,gemma7 (2/2),0,65.4,C Vincent Trocheck C Christian Dvorak D Jake Sanderson D Travis Sanheim G Dan Vladar UTIL Nathan MacKinnon W Drake Batherson W Victor Olofsson W Claude Giroux,,Mathieu Olivier,W,2.86%,17.8
70,5055271100,d0r1t0s,0,65.3,C Nathan MacKinnon C Sean Monahan D Cale Makar D Erik Gudbranson G Elvis Merzlikins UTIL Jonathan Drouin W Martin Necas W Victor Olofsson W Ridly Greig,,Jack Drury,C,2.86%,6.5
71,5054620065,fauxpmanning,0,65.200005,C Brock Nelson C Mika Zibanejad D Jake Sanderson D Josh Manson G Elvis Merzlikins UTIL Ridly Greig W J.T. Miller W Drake Batherson W Mason Marchment,,Will Borgen,D,2.86%,7.6
72,5055260093,nolt0032 (2/3),0,64.5,C Mika Zibanejad C Vincent Trocheck D Zach Werenski D Vladislav Gavrikov G James Reimer UTIL Bobby Brink W J.T. Miller W Matvei Michkov W Alexis Lafreniere,,Artturi Lehkonen,UTIL,2.86%,0
73,5055223961,PigskinABlanket (2/3),0,64.2,C Nathan MacKinnon C Brock Nelson D Thomas Chabot D Jamie Drysdale G Dan Vladar UTIL Ridly Greig W Martin Necas W Victor Olofsson W Ondrej Palat,,Nick Jensen,D,2.86%,5
74,5054928353,xPipeDreams,0,63.999996,C Nathan MacKinnon C Mathew Barzal D Cale Makar D Nick Jensen G David Rittich UTIL Victor Olofsson W Anthony Duclair W Bobby Brink W Jonathan Drouin,,Jean-Gabriel Pageau,C,1.90%,19.3
75,5055279221,hopkinst,0,62.7,C Nathan MacKinnon C Christian Dvorak D Tony DeAngelo D Jamie Drysdale G David Rittich UTIL Cale Makar W Victor Olofsson W Anthony Duclair W Bobby Brink,,Sean Monahan,C,1.90%,11.3
76,5054674818,q80minouma,0,62.299995,C Nathan MacKinnon C Charlie Coyle D Cale Makar D Cam York G MacKenzie Blackwood UTIL Victor Olofsson W Matvei Michkov W Anthony Duclair W Alexis Lafreniere,,Tyler Kleven,D,1.90%,7.8
77,5054774103,tecmo27 (1/3),0,62.199997,C Nathan MacKinnon C Jack Drury D Cale Makar D Will Borgen G MacKenzie Blackwood UTIL Martin Necas W Victor Olofsson W Anthony Duclair W Simon Holmstrom,,Matthew Robertson,D,1.90%,4.1
78,5054711862,B_Heals152 (3/3),0,61.6,C Mika Zibanejad C Christian Dvorak D Ivan Provorov D Braden Schneider G Spencer Martin UTIL Nathan MacKinnon W J.T. Miller W Owen Tippett W Matvei Michkov,,Denver Barkey,W,1.90%,1.5
79,5055022079,bizzell88 (2/3),0,60.899994,C Nathan MacKinnon C Jack Drury D Cale Makar D Sam Malinski G MacKenzie Blackwood UTIL Victor Olofsson W Martin Necas W Cole Sillinger W Ondrej Palat,,Scott Mayfield,D,0.95%,1.3
80,5054794119,TOP50,0,58.899998,C Nathan MacKinnon C Sean Monahan D Cale Makar D Tony DeAngelo G Elvis Merzlikins UTIL Anthony Duclair W Boone Jenner W Victor Olofsson W Jonathan Drouin,,Casey Cizikas,C,0.95%,0
81,5054850043,jtmistre,0,58.8,C Nathan MacKinnon C Brock Nelson D Tony DeAngelo D Sam Malinski G Elvis Merzlikins UTIL Charlie Coyle W Boone Jenner W Victor Olofsson W Anthony Duclair,,Samuel Girard,D,0.95%,0
82,5054938124,Hunter4ever89 (1/3),0,56.399998,C Nathan MacKinnon C Mathew Barzal D Sam Malinski D Travis Sanheim G Dan Vladar UTIL Martin Necas W Victor Olofsson W Anthony Duclair W Jonathan Drouin,,Jordan Spence,D,0.95%,7.6
83,5055278270,vindep20 (3/3),0,54.5,C Nathan MacKinnon C Noah Cates D Cale Makar D Artem Zub G David Rittich UTIL Matvei Michkov W Owen Tippett W Victor Olofsson W Jonathan Drouin,,Egor Zamula,D,0.95%,9.9
84,5055139108,Louiegatbs,0,54.4,C Nathan MacKinnon C Dylan Cozens D Jake Sanderson D Rasmus Ristolainen G Spencer Martin UTIL Victor Olofsson W Brady Tkachuk W Alexis Lafreniere W Ondrej Palat,,Denton Mateychuk,D,0.95%,3
84,5054958126,jeremyshow (1/3),0,54.399998,C Nathan MacKinnon C Bo Horvat D Brent Burns D Matthew Robertson G Dan Vladar UTIL Emil Heineman W Martin Necas W Victor Olofsson W Ondrej Palat,,Max Shabanov,W,0.95%,0
86,5054711861,B_Heals152 (2/3),0,53.199997,C Nathan MacKinnon C Christian Dvorak D Tony DeAngelo D Adam Pelech G MacKenzie Blackwood UTIL Martin Necas W Anders Lee W Will Cuylle W Anthony Duclair,,Ryan Pulock,D,0.95%,1.5
87,5054802734,giantsquid (2/2),0,49.399998,C Nathan MacKinnon C Noah Cates D Cale Makar D Scott Mayfield G MacKenzie Blackwood UTIL Martin Necas W Victor Olofsson W Jonathan Drouin W Simon Holmstrom,,,,,
88,5054849806,hawkeyemcnutt (2/3),0,47.6,C Nathan MacKinnon C Noah Cates D Cale Makar D Sam Malinski G Dan Vladar UTIL Bobby Brink W Martin Necas W Victor Olofsson W Ondrej Palat,,,,,
89,5055254980,Thechamp1995,0,47.499996,C Nathan MacKinnon C Charlie Coyle D Tony DeAngelo D Nick Seeler G David Rittich UTIL Owen Tippett W Martin Necas W Victor Olofsson W Anthony Duclair,,,,,
90,5054722302,xeqtr1,0,45.8,C Mika Zibanejad C Vincent Trocheck D Braden Schneider D Erik Gudbranson G MacKenzie Blackwood UTIL Nathan MacKinnon W J.T. Miller W Will Cuylle W Anthony Duclair,,,,,
91,5055278269,vindep20 (2/3),0,45.5,C Mika Zibanejad C Vincent Trocheck D Brent Burns D Travis Sanheim G Spencer Martin UTIL Nathan MacKinnon W J.T. Miller W Alexis Lafreniere W Gabe Perreault,,,,,
92,5055223962,PigskinABlanket (3/3),0,44.5,C Nathan MacKinnon C Noah Laba D Cale Makar D Jamie Drysdale G Spencer Martin UTIL Martin Necas W Victor Olofsson W Alexis Lafreniere W Gabe Perreault,,,,,
93,5054722377,OneDropKing (2/3),0,44.199997,C Nathan MacKinnon C Adam Fantilli D Brent Burns D Damon Severson G Elvis Merzlikins UTIL Victor Olofsson W Martin Necas W Anthony Duclair W Jonathan Drouin,,,,,
94,5055276243,Nsibell21,0,42.6,C Nathan MacKinnon C Vincent Trocheck D Tony DeAngelo D Sam Malinski G Dan Vladar UTIL Martin Necas W Victor Olofsson W Alexis Lafreniere W Claude Giroux,,,,,
95,5055276295,clockworkted,0,42.199997,C Nathan MacKinnon C Vincent Trocheck D Sam Malinski D Cam York G MacKenzie Blackwood UTIL Matvei Michkov W J.T. Miller W Victor Olofsson W Will Cuylle,,,,,
96,5055275881,speedyRNF,0,41.6,C Nathan MacKinnon C Charlie Coyle D Brent Burns D Josh Manson G MacKenzie Blackwood UTIL Cale Makar W Boone Jenner W Victor Olofsson W Max Shabanov,,,,,
97,5054647174,goldengoat29,0,41.5,C Nathan MacKinnon C Vincent Trocheck D Cale Makar D Rasmus Ristolainen G Dan Vladar UTIL Ridly Greig W Owen Tippett W Victor Olofsson W Alexis Lafreniere,,,,,
98,5055190160,scotch2620,0,41.399998,C Nathan MacKinnon C Brock Nelson D Sam Malinski D Cam York G David Rittich UTIL Brent Burns W Artturi Lehkonen W Anthony Duclair W Bobby Brink,,,,,
99,5054842541,hawkeyemcnutt (1/3),0,40.2,C Nathan MacKinnon C Noah Cates D Cale Makar D Travis Sanheim G Dan Vladar UTIL Bobby Brink W Martin Necas W Victor Olofsson W Gabe Perreault,,,,,
100,5054869398,dtowngigalos,0,39.499996,C Mika Zibanejad C Casey Cizikas D Braden Schneider D Tyler Kleven G MacKenzie Blackwood UTIL Nathan MacKinnon W Martin Necas W J.T. Miller W Victor Olofsson,,,,,
101,5054699935,jdmercer,0,37.899998,C Nathan MacKinnon C Vincent Trocheck D Cam York D Damon Severson G MacKenzie Blackwood UTIL Victor Olofsson W Martin Necas W Anthony Duclair W Alexis Lafreniere,,,,,
102,5054948219,cantfademe (3/3),0,37.399998,C Nathan MacKinnon C Jack Drury D Cale Makar D Braden Schneider G MacKenzie Blackwood UTIL Nick Seeler W Martin Necas W Victor Olofsson W Alexis Lafreniere,,,,,
103,5054938125,Hunter4ever89 (2/3),0,33.7,C Nathan MacKinnon C Vincent Trocheck D Sam Malinski D Cam York G Dan Vladar UTIL Victor Olofsson W Martin Necas W Will Cuylle W Alexis Lafreniere,,,,,
104,5054938126,Hunter4ever89 (3/3),0,33.2,C Nathan MacKinnon C Brock Nelson D Nick Seeler D Samuel Girard G Dan Vladar UTIL Victor Olofsson W Martin Necas W Valeri Nichushkin W Anthony Duclair,,,,,
105,5054948218,cantfademe (2/3),0,19.300001,C Nathan MacKinnon C Vincent Trocheck D Sam Malinski D Nick Seeler G MacKenzie Blackwood UTIL Victor Olofsson W Martin Necas W Will Cuylle W Alexis Lafreniere,,,,,
