Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
105,5053679123,vishy2773 (1/4),0,83.09999,C Vincent Trocheck C Nick Paul D Jackson LaCombe D Vladislav Gavrikov G Jonathan Quick UTIL Mika Zibanejad W Artemi Panarin W J.T. Miller W Alexis Lafreniere,,Jonathan Aspirot,D,0.74%,0
106,5053659808,Bears21 (4/4),0,83,C Connor McDavid C Pavel Zacha D Evan Bouchard D Mason Lohrei G Tristan Jarry UTIL Zach Hyman W Viktor Arvidsson W Denver Barkey W Casey Mittelstadt,,Isaiah George,D,0.74%,5
107,5053481619,THE_PHANTOM_1 (2/4),0,82.8,C Connor McDavid C Pavel Zacha D Evan Bouchard D Mason Lohrei G Tristan Jarry UTIL Ryan Strome W Zach Hyman W Viktor Arvidsson W Casey Mittelstadt,,John Marino,D,0.74%,1.3
108,5053265311,B_Heals152 (3/4),0,82.399994,C Leon Draisaitl C Sean Kuraly D Rasmus Ristolainen D Mason Lohrei G Tristan Jarry UTIL Connor McDavid W Ryan Nugent-Hopkins W Viktor Arvidsson W Casey Mittelstadt,,Daniil But,W,0.74%,3
109,5053469947,bizzell88 (3/3),0,81.9,C Leon Draisaitl C Fraser Minten D Evan Bouchard D Radko Gudas G Ilya Sorokin UTIL Connor McDavid W Viktor Arvidsson W Alex Steeves W Casey Mittelstadt,,Jean-Gabriel Pageau,C,0.74%,23.3
110,5053031284,Koronin (1/4),0,81.2,C Connor McDavid C Noah Cates D Vladislav Gavrikov D Jamie Drysdale G Tristan Jarry UTIL Zach Hyman W Ryan Nugent-Hopkins W Bobby Brink W Michael Carcone,,Ty Emberson,D,0.74%,9.1
111,5053481618,THE_PHANTOM_1 (1/4),0,80.299995,C Mika Zibanejad C Vincent Trocheck D Jackson LaCombe D Vladislav Gavrikov G Jonathan Quick UTIL Artemi Panarin W J.T. Miller W Alexis Lafreniere W Max Shabanov,,Mikhail Sergachev,D,0.74%,4.3
112,5053335718,nolt0032 (2/4),0,78.399994,C Connor McDavid C Pavel Zacha D Mason Lohrei D Declan Carlile G Jonathan Quick UTIL Ryan Nugent-Hopkins W Zach Hyman W Owen Tippett W Viktor Arvidsson,,Kailer Yamamoto,W,0.74%,2.8
113,5053104524,deuceswildixi (1/2),0,78.299995,C Mika Zibanejad C Vincent Trocheck D Jake Walman D Radko Gudas G Jonathan Quick UTIL Anthony Cirelli W Jake Guentzel W J.T. Miller W Matvei Michkov,,JJ Peterka,W,0.74%,4.3
113,5053104526,deuceswildixi (2/2),0,78.299995,C Mika Zibanejad C Vincent Trocheck D Jake Walman D Radko Gudas G Jonathan Quick UTIL Anthony Cirelli W Jake Guentzel W J.T. Miller W Matvei Michkov,,Andrew Mangiapane,W,0.74%,0
115,5053526120,beefcake3922,0,77.9,C Anthony Cirelli C Noah Cates D Darren Raddysh D Mason Lohrei G Samuel Ersson UTIL Bobby Brink W Nikita Kucherov W Brandon Hagel W Matvei Michkov,,,,,
116,5053176784,clothsofheaven (3/4),0,77.3,C Christian Dvorak C Fraser Minten D J.J. Moser D Mason Lohrei G Joonas Korpisalo UTIL Connor McDavid W Zach Hyman W Travis Konecny W Trevor Zegras,,,,,
117,5053469945,bizzell88 (1/3),0,76.6,C Elias Lindholm C Pavel Zacha D Charlie McAvoy D Jackson LaCombe G Ville Husso UTIL Christian Dvorak W David Pastrnak W Travis Konecny W Trevor Zegras,,,,,
118,5053426605,FantasySultan,0,76.5,C Connor McDavid C Fraser Minten D Cam York D Mason Lohrei G Samuel Ersson UTIL Evan Bouchard W Zach Hyman W Matvei Michkov W Denver Barkey,,,,,
119,5053679124,vishy2773 (2/4),0,75.8,C Elias Lindholm C Pavel Zacha D Evan Bouchard D Charlie McAvoy G Joonas Korpisalo UTIL David Pastrnak W Trevor Zegras W Viktor Arvidsson W Casey Mittelstadt,,,,,
120,5053636791,sheaheykid,0,75.3,C Connor McDavid C Leon Draisaitl D Evan Bouchard D Pavel Mintyukov G Joonas Korpisalo UTIL Dominic James W Vasily Podkolzin W Gage Goncalves W Kasperi Kapanen,,,,,
121,5053285282,tecmo27 (4/4),0,74.399994,C Mika Zibanejad C Vincent Trocheck D Vladislav Gavrikov D Erik Cernak G Tristan Jarry UTIL Pavel Zacha W Artemi Panarin W J.T. Miller W Viktor Arvidsson,,,,,
122,5053570315,jakepstl84,0,73.8,C Connor McDavid C Noah Laba D Evan Bouchard D Travis Sanheim G Joonas Korpisalo UTIL Beckett Sennecke W Ryan Nugent-Hopkins W Viktor Arvidsson W Casey Mittelstadt,,,,,
123,5053500307,Ranger13 (2/4),0,72.2,C Mika Zibanejad C Vincent Trocheck D Jackson LaCombe D Vladislav Gavrikov G Karel Vejmelka UTIL Casey Mittelstadt W Artemi Panarin W J.T. Miller W Viktor Arvidsson,,,,,
124,5053134932,gordylamb,0,70.7,C Connor McDavid C Christian Dvorak D Charlie McAvoy D Jamie Drysdale G Andrei Vasilevskiy UTIL Ryan Nugent-Hopkins W Trevor Zegras W Viktor Arvidsson W Casey Mittelstadt,,,,,
125,5053492631,Jstar03,0,69.600006,C Anthony Cirelli C Pavel Zacha D Darren Raddysh D John Marino G Joonas Korpisalo UTIL Casey Mittelstadt W Nikita Kucherov W Brandon Hagel W Viktor Arvidsson,,,,,
126,5053593041,Jjsdraft88,0,67.1,C Leon Draisaitl C Pavel Zacha D Charlie McAvoy D Jake Walman G Joonas Korpisalo UTIL Bobby Brink W David Pastrnak W Viktor Arvidsson W Casey Mittelstadt,,,,,
127,5053031286,Koronin (3/4),0,65.3,C Elias Lindholm C Christian Dvorak D Charlie McAvoy D Jamie Drysdale G Samuel Ersson UTIL Artemi Panarin W Travis Konecny W Trevor Zegras W Morgan Geekie,,,,,
128,5053238344,d0r1t0s,0,65.1,C Connor McDavid C Sean Couturier D Evan Bouchard D Mason Lohrei G Samuel Ersson UTIL Yanni Gourde W Zach Hyman W Owen Tippett W Denver Barkey,,,,,
129,5053488094,THE_PHANTOM_1 (4/4),0,63.9,C Leon Draisaitl C Christian Dvorak D Evan Bouchard D Jamie Drysdale G Tristan Jarry UTIL Trevor Zegras W Travis Konecny W Bobby Brink W Casey Mittelstadt,,,,,
130,5053181639,tommybomb7 (2/4),0,59.799995,C Connor McDavid C Pavel Zacha D Vladislav Gavrikov D Jamie Drysdale G Joonas Korpisalo UTIL Zach Hyman W Ryan Nugent-Hopkins W Viktor Arvidsson W Casey Mittelstadt,,,,,
131,5053626957,jeremyshow (4/4),0,57.8,C Nick Schmaltz C Christian Dvorak D Mikhail Sergachev D Mattias Ekholm G Joonas Korpisalo UTIL Travis Konecny W Clayton Keller W Trevor Zegras W Lawson Crouse,,,,,
132,5053330226,Buckingham21,0,54,C Mika Zibanejad C Christian Dvorak D Vladislav Gavrikov D Cam York G Karel Vejmelka UTIL Nick Schmaltz W J.T. Miller W Travis Konecny W Trevor Zegras,,,,,
133,5053543950,uziebeatz,0,50.8,C Vincent Trocheck C Christian Dvorak D Cam York D Jamie Drysdale G Ville Husso UTIL Brandon Hagel W Jake Guentzel W Travis Konecny W Trevor Zegras,,,,,
134,5053659586,longhosemcnutt,0,47.799995,C Connor McDavid C Noah Cates D Travis Sanheim D Pavel Mintyukov G Joonas Korpisalo UTIL Jeffrey Viel W Brandon Hagel W Jake Guentzel W Viktor Arvidsson,,,,,
135,5053031285,Koronin (2/4),0,45.7,C Connor McDavid C Pavel Zacha D Evan Bouchard D Charlie McAvoy G Joonas Korpisalo UTIL Viktor Arvidsson W Emil Heineman W Max Shabanov W Casey Mittelstadt,,,,,
136,5053331210,Cwiert53 (2/2),0,41.3,C Nick Schmaltz C Sean Couturier D Matthew Schaefer D Cam York G Joonas Korpisalo UTIL Dylan Guenther W Clayton Keller W Owen Tippett W Denver Barkey,,,,,
