Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,5053616151,easton136,0,138.3,C Connor McDavid C Pavel Zacha D Evan Bouchard D Tony DeAngelo G Ilya Sorokin UTIL Mikael Granlund W Emil Heineman W Viktor Arvidsson W Alex Killorn,,Ryan Nugent-Hopkins,W,18.38%,6.5
12,5053247234,HossDaBeast (3/4),0,137.4,C Anthony Cirelli C Mikael Granlund D Jackson LaCombe D Andrew Peeke G Ville Husso UTIL Beckett Sennecke W Nikita Kucherov W Brandon Hagel W Chris Kreider,,Elias Lindholm,C,18.38%,25.6
13,5053550283,TexasRangersFan,0,136.40001,C Vincent Trocheck C Elias Lindholm D Adam Pelech D Hampus Lindholm G Ilya Sorokin UTIL Morgan Geekie W David Pastrnak W Artemi Panarin W Alexis Lafreniere,,David Pastrnak,W,18.38%,22.3
14,5053182153,ekim8,0,136.2,C Mikael Granlund C Pavel Zacha D Evan Bouchard D Pavel Mintyukov G Andrei Vasilevskiy UTIL Beckett Sennecke W David Pastrnak W Emil Heineman W Viktor Arvidsson,,Tristan Jarry,G,16.18%,20.2
15,5053202600,gemma7,0,136.1,C Leon Draisaitl C Mika Zibanejad D Evan Bouchard D Olen Zellweger G Ilya Sorokin UTIL Mikael Granlund W Ryan Nugent-Hopkins W Gabe Perreault W Kasperi Kapanen,,Kasperi Kapanen,UTIL,15.44%,4.5
16,5053465669,Cicima6709 (4/4),0,136,C Connor McDavid C Leon Draisaitl D Mattias Ekholm D Hampus Lindholm G Tristan Jarry UTIL Evan Bouchard W Casey Mittelstadt W Zemgus Girgensons W Kasperi Kapanen,,Vincent Trocheck,C,14.71%,15.5
17,5053247232,HossDaBeast (1/4),0,135.2,C Leon Draisaitl C Elias Lindholm D Charlie McAvoy D Adam Pelech G Ilya Sorokin UTIL Vasily Podkolzin W David Pastrnak W Morgan Geekie W Kasperi Kapanen,,Mason Lohrei,D,14.71%,9.1
18,5053444152,novice1,0,134.4,C Vincent Trocheck C Elias Lindholm D Charlie McAvoy D J.J. Moser G Tristan Jarry UTIL Ryan Nugent-Hopkins W David Pastrnak W Morgan Geekie W Casey Mittelstadt,,Brandon Hagel,W,14.71%,7.3
19,5053342521,hawkeyemcnutt (2/3),0,133.7,C Connor McDavid C Pavel Zacha D Mattias Ekholm D Radko Gudas G Ilya Sorokin UTIL Leon Draisaitl W Zach Hyman W Tanner Jeannot W Mark Kastelic,,Vladislav Gavrikov,D,13.97%,2.6
20,5053031287,Koronin (4/4),0,132.8,C Vincent Trocheck C Mikael Granlund D Jackson LaCombe D Vladislav Gavrikov G Jonathan Quick UTIL Ryan Nugent-Hopkins W Artemi Panarin W Beckett Sennecke W Alexis Lafreniere,,J.J. Moser,D,13.97%,19
21,5053325923,Sam6082 (3/3),0,132.5,C Elias Lindholm C Pavel Zacha D Charlie McAvoy D Pavel Mintyukov G Ilya Sorokin UTIL Leon Draisaitl W David Pastrnak W Morgan Geekie W Kasperi Kapanen,,Andrei Vasilevskiy,G,13.97%,29.6
22,5053598672,corymac91,0,130.7,C Connor McDavid C Barrett Hayton D Charlie McAvoy D J.J. Moser G Tristan Jarry UTIL Darnell Nurse W Zach Hyman W Morgan Geekie W Kasperi Kapanen,,Nikita Kucherov,W,13.97%,27.4
23,5053176782,clothsofheaven (1/4),0,130.6,C Anthony Cirelli C Pavel Zacha D Jackson LaCombe D Andrew Peeke G Ilya Sorokin UTIL Mikael Granlund W Nikita Kucherov W Brandon Hagel W Viktor Arvidsson,,Joonas Korpisalo,G,13.24%,4.8
24,5053332902,xeqtr1 (2/2),0,129,C Elias Lindholm C Pavel Zacha D Jake Walman D Pavel Mintyukov G Ilya Sorokin UTIL Connor McDavid W J.T. Miller W Morgan Geekie W Beckett Sennecke,,Hampus Lindholm,D,13.24%,9.9
25,5053309698,BroncsRocks,0,127.299995,C Mika Zibanejad C Vincent Trocheck D Mattias Ekholm D Hampus Lindholm G Jonathan Quick UTIL Connor McDavid W J.T. Miller W Alexis Lafreniere W Denver Barkey,,Mika Zibanejad,C,12.50%,9.5
26,5053349784,kyortiz31,0,126.9,C Anthony Cirelli C Pavel Zacha D Charlie McAvoy D Mattias Ekholm G Andrei Vasilevskiy UTIL Casey Mittelstadt W Nikita Kucherov W Brandon Hagel W Viktor Arvidsson,,J.T. Miller,W,12.50%,11.3
27,5053456915,oshevach,0,126.3,C Connor McDavid C Fraser Minten D Evan Bouchard D Mason Lohrei G Ilya Sorokin UTIL Mikael Granlund W Zach Hyman W Viktor Arvidsson W Casey Mittelstadt,,Artemi Panarin,UTIL,11.76%,8
28,5053196942,q80minouma,0,125.9,C Connor McDavid C Mikael Granlund D Evan Bouchard D Jamie Drysdale G Karel Vejmelka UTIL Beckett Sennecke W J.T. Miller W Matvei Michkov W Max Shabanov,,Mikael Granlund,C,11.76%,43.3
29,5053319207,Sam6082 (2/3),0,125.4,C Connor McDavid C Jack McBain D Mattias Ekholm D Pavel Mintyukov G Karel Vejmelka UTIL Leon Draisaitl W Dylan Guenther W Michael Carcone W Kasperi Kapanen,,Beckett Sennecke,W,11.03%,23.5
30,5053550985,luckyguesses,0,125,C Connor McDavid C Jansen Harkins D Evan Bouchard D Tony DeAngelo G Ilya Sorokin UTIL Leon Draisaitl W Chris Kreider W Ryan Strome W Kasperi Kapanen,,Anthony Cirelli,UTIL,11.03%,10
31,5053548424,cdumit (2/2),0,124.70001,C Anthony Cirelli C Jean-Gabriel Pageau D Darren Raddysh D Hampus Lindholm G Ilya Sorokin UTIL Emil Heineman W Nikita Kucherov W Brandon Hagel W Maxim Tsyplakov,,Darren Raddysh,D,11.03%,14.3
32,5053618351,jeremyshow (3/4),0,123.4,C Anthony Cirelli C Mikael Granlund D Vladislav Gavrikov D Declan Carlile G Samuel Ersson UTIL Nikita Kucherov W Brandon Hagel W Beckett Sennecke W Alex Killorn,,Jamie Drysdale,D,10.29%,2.8
33,5053470642,Starsfan10,0,123.20001,C Elias Lindholm C Dominic James D Darren Raddysh D Charlie McAvoy G Ilya Sorokin UTIL Max Shabanov W David Pastrnak W Jake Guentzel W Morgan Geekie,,Mattias Ekholm,D,10.29%,40.1
33,5053481620,THE_PHANTOM_1 (3/4),0,123.20001,C Elias Lindholm C Dominic James D Darren Raddysh D Charlie McAvoy G Ilya Sorokin UTIL Morgan Geekie W David Pastrnak W Jake Guentzel W Max Shabanov,,Jake Guentzel,W,9.56%,6.5
35,5053587658,hawkeyemcnutt (3/3),0,123,C Pavel Zacha C Ryan Poehling D Charlie McAvoy D Pavel Mintyukov G Ilya Sorokin UTIL Leon Draisaitl W David Pastrnak W Morgan Geekie W Anthony Duclair,,Fraser Minten,C,9.56%,0
36,5053438798,craiglit,0,122.8,C Connor McDavid C Barrett Hayton D Evan Bouchard D Radko Gudas G Ilya Sorokin UTIL Ryan Poehling W Zach Hyman W Beckett Sennecke W Michael Carcone,,Jackson LaCombe,D,8.82%,11.9
37,5053316421,giantsquid (3/3),0,122.40001,C Elias Lindholm C Pavel Zacha D Charlie McAvoy D Mattias Ekholm G Joonas Korpisalo UTIL Morgan Geekie W David Pastrnak W Clayton Keller W Lawson Crouse,,Christian Dvorak,C,8.09%,2.8
38,5053276255,jtmistre,0,122,C Connor McDavid C Pavel Zacha D Hampus Lindholm D J.J. Moser G Ilya Sorokin UTIL Kasperi Kapanen W Zach Hyman W Jake Guentzel W Morgan Geekie,,Trevor Zegras,W,8.09%,1.5
39,5053660953,NBARocks,0,120.3,C Connor McDavid C Pavel Zacha D Hampus Lindholm D J.J. Moser G Ilya Sorokin UTIL Morgan Geekie W Zach Hyman W Ryan Nugent-Hopkins W Gage Goncalves,,Alexis Lafreniere,W,8.09%,6.3
40,5053531557,drscoopy007,0,120.2,C Connor McDavid C Elias Lindholm D Travis Sanheim D Hampus Lindholm G Ilya Sorokin UTIL Pavel Zacha W Zach Hyman W Morgan Geekie W Viktor Arvidsson,,Denver Barkey,W,8.09%,1.5
41,5053288304,mbhabes,0,120.1,C Anthony Cirelli C Fraser Minten D Darren Raddysh D J.J. Moser G Andrei Vasilevskiy UTIL Nikita Kucherov W Brandon Hagel W Chris Kreider W Oliver Bjorkstrand,,Jake Walman,D,8.09%,3
42,5053500306,Ranger13 (1/4),0,119.6,C Fraser Minten C Dominic James D Darren Raddysh D J.J. Moser G Andrei Vasilevskiy UTIL Nikita Kucherov W Brandon Hagel W Jake Guentzel W Gabe Perreault,,Gabe Perreault,W,8.09%,9.5
43,5053289497,Jbarton324,0,118.200005,C Mathew Barzal C Anthony Cirelli D Adam Pelech D Radko Gudas G Andrei Vasilevskiy UTIL Maxim Tsyplakov W Nikita Kucherov W Brandon Hagel W Anthony Duclair,,Michael Carcone,W,7.35%,6
44,5053646781,TheGuch16,0,116.59999,C Connor McDavid C Jansen Harkins D Evan Bouchard D Mattias Ekholm G Tristan Jarry UTIL Ryan Strome W Zach Hyman W Vasily Podkolzin W Kailer Yamamoto,,Jonathan Quick,G,7.35%,15.2
45,5053395707,madbx8 (1/2),0,116.5,C Connor McDavid C Sean Couturier D Mattias Ekholm D J.J. Moser G Joonas Korpisalo UTIL Ryan Nugent-Hopkins W Zach Hyman W Owen Tippett W Denver Barkey,,Andrew Peeke,D,7.35%,3
46,5053513088,csharrel1 (1/2),0,115.90001,C Pavel Zacha C Dominic James D Darren Raddysh D J.J. Moser G Tristan Jarry UTIL Leon Draisaitl W Nikita Kucherov W Viktor Arvidsson W Casey Mittelstadt,,Matvei Michkov,W,6.62%,6
47,5053420333,finnismybiotch (2/2),0,115.8,C Connor McDavid C Leon Draisaitl D J.J. Moser D Andrew Peeke G Ilya Sorokin UTIL Evan Bouchard W Alex Killorn W Oliver Bjorkstrand W Michael Carcone,,Karel Vejmelka,G,6.62%,11.9
48,5053285269,tecmo27 (1/4),0,115.700005,C Connor McDavid C Yanni Gourde D Jake Walman D Will Borgen G Samuel Ersson UTIL Mikael Granlund W Zach Hyman W Cutter Gauthier W Denver Barkey,,Pavel Mintyukov,D,6.62%,4.1
49,5053119327,Firedog50 (1/4),0,115.399994,C Connor McDavid C Leon Draisaitl D J.J. Moser D Mason Lohrei G Ilya Sorokin UTIL Evan Bouchard W Viktor Arvidsson W Gabe Perreault W Casey Mittelstadt,,Travis Konecny,W,5.88%,1.5
50,5053338773,fauxpmanning,0,114.399994,C Elias Lindholm C Sean Couturier D Cam York D Jonathan Aspirot G Andrei Vasilevskiy UTIL Connor McDavid W David Pastrnak W Trevor Zegras W Kasperi Kapanen,,Radko Gudas,D,5.88%,1.3
51,5053654169,Bears21 (1/4),0,113.1,C Ryan Poehling C Fraser Minten D Darren Raddysh D Hampus Lindholm G Andrei Vasilevskiy UTIL Cutter Gauthier W Nikita Kucherov W Brandon Hagel W Jeffrey Viel,,Oliver Bjorkstrand,W,5.88%,1.5
52,5053090543,goldengoat29,0,112.8,C Connor McDavid C Leon Draisaitl D Hampus Lindholm D Mason Lohrei G Ilya Sorokin UTIL Kasperi Kapanen W Zach Hyman W Viktor Arvidsson W Denver Barkey,,Cam York,D,5.88%,12.9
53,5053289732,jaker1soe,0,112.5,C Anthony Cirelli C Pavel Zacha D Jake Walman D Mattias Ekholm G Tristan Jarry UTIL Casey Mittelstadt W Nikita Kucherov W Brandon Hagel W Viktor Arvidsson,,Noah Cates,C,5.15%,4.5
54,5053679126,vishy2773 (4/4),0,112,C Anthony Cirelli C Christian Dvorak D Darren Raddysh D J.J. Moser G Tristan Jarry UTIL Gabe Perreault W Nikita Kucherov W Brandon Hagel W Casey Mittelstadt,,Bobby Brink,W,5.15%,0
55,5053612065,jeremyshow (2/4),0,110.700005,C Leon Draisaitl C Mika Zibanejad D Evan Bouchard D Tony DeAngelo G Karel Vejmelka UTIL Gabe Perreault W J.T. Miller W Vasily Podkolzin W Kasperi Kapanen,,Dominic James,C,5.15%,6
56,5053153129,finnismybiotch (1/2),0,109.7,C Connor McDavid C Leon Draisaitl D J.J. Moser D Andrew Peeke G Tristan Jarry UTIL Charlie McAvoy W Viktor Arvidsson W Chris Kreider W Michael Carcone,,Samuel Ersson,G,4.41%,-0.7
57,5053456553,howz219 (2/2),0,108.9,C Connor McDavid C Noah Cates D Jamie Drysdale D Hampus Lindholm G Andrei Vasilevskiy UTIL Bobby Brink W David Pastrnak W Morgan Geekie W Matvei Michkov,,Chris Kreider,W,4.41%,11
58,5053181640,tommybomb7 (3/4),0,107.600006,C Elias Lindholm C Pavel Zacha D Charlie McAvoy D Vladislav Gavrikov G Karel Vejmelka UTIL Jackson LaCombe W David Pastrnak W Ryan Nugent-Hopkins W Morgan Geekie,,Anthony Duclair,W,4.41%,11.5
58,5053364964,supremexjp,0,107.600006,C Mika Zibanejad C Vincent Trocheck D Vladislav Gavrikov D Pavel Mintyukov G Ilya Sorokin UTIL Elias Lindholm W Artemi Panarin W J.T. Miller W Alexis Lafreniere,,Adam Pelech,D,4.41%,8.3
60,5053151365,Hunter4ever89 (1/4),0,107.09999,C Connor McDavid C Dominic James D J.J. Moser D Andrew Peeke G Ilya Sorokin UTIL Zach Hyman W Jake Guentzel W Ryan Nugent-Hopkins W Gage Goncalves,,Max Shabanov,W,3.68%,0
61,5053265312,B_Heals152 (4/4),0,105.6,C Noah Laba C Sean Kuraly D Darren Raddysh D Hampus Lindholm G Andrei Vasilevskiy UTIL Nikita Kucherov W Brandon Hagel W Jake Guentzel W Oliver Bjorkstrand,,Alex Killorn,W,3.68%,10
62,5053335717,nolt0032 (1/4),0,102.6,C Connor McDavid C Noah Cates D Cam York D Olen Zellweger G Andrei Vasilevskiy UTIL Ryan Nugent-Hopkins W Zach Hyman W Matvei Michkov W Bobby Brink,,Barrett Hayton,UTIL,3.68%,10.5
63,5053548423,cdumit (1/2),0,102.5,C Connor McDavid C Leon Draisaitl D Evan Bouchard D Radko Gudas G Andrei Vasilevskiy UTIL Kasperi Kapanen W Oliver Bjorkstrand W Jonathan Drouin W Gabe Perreault,,Cutter Gauthier,W,3.68%,15.5
64,5053465629,Cicima6709 (3/4),0,101.7,C Connor McDavid C Leon Draisaitl D Hampus Lindholm D Andrew Peeke G Tristan Jarry UTIL Evan Bouchard W Michael Carcone W Gabe Perreault W Denver Barkey,,Sean Couturier,C,3.68%,0
65,5053342513,hawkeyemcnutt (1/3),0,101.600006,C Connor McDavid C Leon Draisaitl D Jake Walman D Radko Gudas G Ilya Sorokin UTIL Matt Savoie W Zach Hyman W Tanner Jeannot W Mark Kastelic,,Ville Husso,G,3.68%,0
66,5053285281,tecmo27 (3/4),0,101.3,C Connor McDavid C Fraser Minten D Evan Bouchard D J.J. Moser G Ilya Sorokin UTIL Leon Draisaitl W Viktor Arvidsson W Casey Mittelstadt W Kasperi Kapanen,,Jack McBain,C,3.68%,4.5
66,5053316027,giantsquid (1/3),0,101.299995,C Mika Zibanejad C Vincent Trocheck D Jackson LaCombe D Darnell Nurse G Jonathan Quick UTIL Gabe Perreault W Artemi Panarin W J.T. Miller W Alexis Lafreniere,,Emil Heineman,W,2.94%,1.3
68,5053119329,Firedog50 (3/4),0,100.399994,C Connor McDavid C Pavel Zacha D Evan Bouchard D Mason Lohrei G Andrei Vasilevskiy UTIL Zach Hyman W Viktor Arvidsson W Gabe Perreault W Casey Mittelstadt,,Alex Steeves,W,2.94%,2.8
69,5053119330,Firedog50 (4/4),0,100.3,C Connor McDavid C Fraser Minten D Evan Bouchard D Mason Lohrei G Ilya Sorokin UTIL Zach Hyman W Ryan Nugent-Hopkins W Alex Steeves W Gabe Perreault,,Yanni Gourde,C,2.94%,1.5
70,5053151368,Hunter4ever89 (4/4),0,100,C Connor McDavid C Yanni Gourde D Evan Bouchard D Hampus Lindholm G Ilya Sorokin UTIL Ryan Nugent-Hopkins W Zach Hyman W Pontus Holmberg W Zemgus Girgensons,,Ryan Poehling,C,2.94%,9.1
71,5053331209,Cwiert53 (1/2),0,99.2,C Anthony Cirelli C Pavel Zacha D Darren Raddysh D Braden Schneider G Ilya Sorokin UTIL Viktor Arvidsson W Nikita Kucherov W Brandon Hagel W Casey Mittelstadt,,Nick Schmaltz,C,2.94%,0
72,5053335719,nolt0032 (3/4),0,98.6,C Vincent Trocheck C Pavel Zacha D Vladislav Gavrikov D Mason Lohrei G Andrei Vasilevskiy UTIL Leon Draisaitl W Artemi Panarin W Viktor Arvidsson W Alexis Lafreniere,,Clayton Keller,W,2.94%,1.5
73,5053285276,tecmo27 (2/4),0,97.4,C Fraser Minten C Noah Laba D Darren Raddysh D Andrew Peeke G Andrei Vasilevskiy UTIL Oliver Bjorkstrand W Nikita Kucherov W Brandon Hagel W Jake Guentzel,,Owen Tippett,W,2.94%,6
73,5053113570,gottagetthiswiiin,0,97.399994,C Connor McDavid C Pavel Zacha D Evan Bouchard D J.J. Moser G Ilya Sorokin UTIL Viktor Arvidsson W Zach Hyman W Oliver Bjorkstrand W Casey Mittelstadt,,Vasily Podkolzin,UTIL,2.94%,1.5
75,5053151367,Hunter4ever89 (3/4),0,97,C Connor McDavid C Pavel Zacha D Evan Bouchard D Mason Lohrei G Ilya Sorokin UTIL Zach Hyman W Viktor Arvidsson W Chris Kreider W Casey Mittelstadt,,Tony DeAngelo,UTIL,2.94%,28.9
75,5053465422,Cicima6709 (1/4),0,97,C Connor McDavid C Leon Draisaitl D Hampus Lindholm D Andrew Peeke G Tristan Jarry UTIL Evan Bouchard W Alexis Lafreniere W Casey Mittelstadt W Kasperi Kapanen,,Ryan Strome,UTIL,2.94%,1.3
77,5053152555,FatsoFat6969 (1/2),0,96.8,C Connor McDavid C Pavel Zacha D Darnell Nurse D Hampus Lindholm G Tristan Jarry UTIL Zach Hyman W Anders Lee W Viktor Arvidsson W Casey Mittelstadt,,Gage Goncalves,W,2.21%,2.8
78,5053247235,HossDaBeast (4/4),0,96.5,C Anthony Cirelli C Pavel Zacha D Darren Raddysh D Adam Pelech G Ilya Sorokin UTIL Casey Mittelstadt W Nikita Kucherov W Brandon Hagel W Viktor Arvidsson,,Zemgus Girgensons,W,2.21%,8.2
79,5053367755,HeebyJeeby3,0,96.399994,C Connor McDavid C Pavel Zacha D Evan Bouchard D Isaiah George G Ilya Sorokin UTIL Viktor Arvidsson W Zach Hyman W Anthony Duclair W Kasperi Kapanen,,Darnell Nurse,D,2.21%,14.1
80,5053469946,bizzell88 (2/3),0,96.200005,C Mika Zibanejad C Vincent Trocheck D Vladislav Gavrikov D Erik Cernak G Jonathan Quick UTIL Beckett Sennecke W Artemi Panarin W J.T. Miller W Alexis Lafreniere,,Jeffrey Viel,UTIL,2.21%,0
81,5053500308,Ranger13 (3/4),0,96.100006,C Elias Lindholm C Pavel Zacha D Evan Bouchard D Charlie McAvoy G Joonas Korpisalo UTIL Matvei Michkov W David Pastrnak W Morgan Geekie W Casey Mittelstadt,,Lawson Crouse,UTIL,2.21%,1.3
82,5053422727,FatsoFat6969 (2/2),0,95.8,C Pavel Zacha C Jack McBain D Evan Bouchard D Hampus Lindholm G Ilya Sorokin UTIL Connor McDavid W Zach Hyman W Viktor Arvidsson W Michael Carcone,,Noah Laba,C,2.21%,7.8
83,5053323360,fborch,0,95.5,C Sean Couturier C Fraser Minten D Darren Raddysh D Mason Lohrei G Andrei Vasilevskiy UTIL Ryan Strome W Nikita Kucherov W Brandon Hagel W Jake Guentzel,,Erik Cernak,D,2.21%,4.3
84,5053319036,Sam6082 (1/3),0,95.3,C Fraser Minten C Jack McBain D Evan Bouchard D Mason Lohrei G Ilya Sorokin UTIL Connor McDavid W Zach Hyman W Ryan Nugent-Hopkins W Alex Steeves,,Dylan Guenther,W,2.21%,11.8
85,5053181638,tommybomb7 (1/4),0,94.10001,C Nick Schmaltz C Elias Lindholm D Cam York D Jamie Drysdale G Karel Vejmelka UTIL Lawson Crouse W David Pastrnak W Clayton Keller W Morgan Geekie,,Travis Sanheim,D,2.21%,2.6
86,5053659737,Bears21 (3/4),0,93.399994,C Leon Draisaitl C Vincent Trocheck D Jake Walman D Vladislav Gavrikov G Ilya Sorokin UTIL Kasperi Kapanen W Artemi Panarin W JJ Peterka W Alexis Lafreniere,,Pontus Holmberg,W,1.47%,1.5
87,5053679125,vishy2773 (3/4),0,92.5,C Nick Paul C Dominic James D Evan Bouchard D Jamie Drysdale G Tristan Jarry UTIL Leon Draisaitl W Zach Hyman W Ryan Nugent-Hopkins W Andrew Mangiapane,,Anders Lee,W,1.47%,9.5
88,5053506540,Ranger13 (4/4),0,92.40001,C Leon Draisaitl C Barrett Hayton D Evan Bouchard D Jamie Drysdale G Tristan Jarry UTIL Connor McDavid W Alex Steeves W Daniil But W Casey Mittelstadt,,Mathew Barzal,C,1.47%,16.3
89,5053465538,Cicima6709 (2/4),0,92.2,C Connor McDavid C Leon Draisaitl D Hampus Lindholm D Andrew Peeke G Tristan Jarry UTIL Evan Bouchard W Oliver Bjorkstrand W Denver Barkey W Kasperi Kapanen,,Nate Schmidt,D,1.47%,2.6
90,5053176783,clothsofheaven (2/4),0,90.9,C Mathew Barzal C Barrett Hayton D Evan Bouchard D Nate Schmidt G Karel Vejmelka UTIL Connor McDavid W Anders Lee W Anthony Duclair W Denver Barkey,,Jonathan Drouin,W,1.47%,4.5
91,5053181641,tommybomb7 (4/4),0,90.3,C Connor McDavid C Yanni Gourde D Evan Bouchard D Jamie Drysdale G Tristan Jarry UTIL Leon Draisaitl W Jonathan Drouin W Pontus Holmberg W Zemgus Girgensons,,Olen Zellweger,D,1.47%,4.5
92,5053162720,MFedorak1982,0,90.2,C Connor McDavid C Fraser Minten D Evan Bouchard D Mason Lohrei G Karel Vejmelka UTIL Barrett Hayton W Zach Hyman W Ryan Nugent-Hopkins W Kasperi Kapanen,,Sean Kuraly,C,1.47%,1.3
93,5053125453,tide182,0,90.100006,C Elias Lindholm C Pavel Zacha D Charlie McAvoy D Vladislav Gavrikov G Joonas Korpisalo UTIL Jake Guentzel W David Pastrnak W Morgan Geekie W Oliver Bjorkstrand,,Maxim Tsyplakov,UTIL,1.47%,6.5
93,5053515904,csharrel1 (2/2),0,90.1,C Vincent Trocheck C Christian Dvorak D Vladislav Gavrikov D Jamie Drysdale G Andrei Vasilevskiy UTIL Mika Zibanejad W Artemi Panarin W J.T. Miller W Matt Savoie,,Declan Carlile,D,1.47%,0
95,5053119328,Firedog50 (2/4),0,89.8,C Connor McDavid C Pavel Zacha D Charlie McAvoy D J.J. Moser G Ilya Sorokin UTIL Evan Bouchard W Ryan Nugent-Hopkins W Viktor Arvidsson W Casey Mittelstadt,,Matt Savoie,UTIL,1.47%,8
96,5053282953,howz219 (1/2),0,88,C Connor McDavid C Noah Cates D Evan Bouchard D Jamie Drysdale G Andrei Vasilevskiy UTIL Ryan Nugent-Hopkins W Anthony Duclair W Matvei Michkov W Bobby Brink,,Tanner Jeannot,W,1.47%,1.5
96,5053265310,B_Heals152 (2/4),0,87.99999,C Mika Zibanejad C Vincent Trocheck D Jackson LaCombe D Vladislav Gavrikov G Jonathan Quick UTIL Noah Cates W Artemi Panarin W J.T. Miller W Gabe Perreault,,Mark Kastelic,W,1.47%,0
98,5053316420,giantsquid (2/3),0,85.8,C Connor McDavid C Leon Draisaitl D Andrew Peeke D Erik Cernak G Joonas Korpisalo UTIL Mason Lohrei W Zach Hyman W Viktor Arvidsson W Casey Mittelstadt,,Jansen Harkins,C,1.47%,3
98,5053335720,nolt0032 (4/4),0,85.8,C Elias Lindholm C Christian Dvorak D Charlie McAvoy D Adam Pelech G Ville Husso UTIL Travis Konecny W David Pastrnak W Trevor Zegras W Morgan Geekie,,Nick Paul,C,1.47%,2.8
100,5053525154,Sinajax,0,85.2,C Connor McDavid C Pavel Zacha D Vladislav Gavrikov D Adam Pelech G Ilya Sorokin UTIL Ryan Nugent-Hopkins W Zach Hyman W Viktor Arvidsson W Casey Mittelstadt,,Scott Mayfield,D,0.74%,1.3
101,5053611804,jeremyshow (1/4),0,84.899994,C Connor McDavid C Pavel Zacha D Charlie McAvoy D Nate Schmidt G Ilya Sorokin UTIL Viktor Arvidsson W Zach Hyman W Ryan Nugent-Hopkins W Casey Mittelstadt,,Rasmus Ristolainen,D,0.74%,1.3
102,5053176785,clothsofheaven (4/4),0,83.7,C Mika Zibanejad C Ryan Poehling D Jake Walman D Vladislav Gavrikov G Ilya Sorokin UTIL Jeffrey Viel W Artemi Panarin W Cutter Gauthier W J.T. Miller,,Will Borgen,D,0.74%,13
103,5053247233,HossDaBeast (2/4),0,83.6,C Connor McDavid C Pavel Zacha D Charlie McAvoy D Scott Mayfield G Ilya Sorokin UTIL Ryan Nugent-Hopkins W Zach Hyman W Viktor Arvidsson W Casey Mittelstadt,,Braden Schneider,D,0.74%,11
104,5053311461,ariedoz,0,83.3,C Pavel Zacha C Jack McBain D Charlie McAvoy D Jake Walman G Tristan Jarry UTIL Connor McDavid W Zach Hyman W Viktor Arvidsson W Michael Carcone,,Matthew Schaefer,D,0.74%,2.8
