Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,5046935832,bizzell88 (112/142),0,155,C John Tavares C Ryan Hartman D Quinn Hughes D Ryan Pulock G Lukas Dostal UTIL Beckett Sennecke W Kirill Kaprizov W Vladimir Tarasenko W Easton Cowan,,Auston Matthews,C,15.64%,16.3
12,5046718993,salatso22 (16/30),0,154.4,C Auston Matthews C Ryan Hartman D Jacob Trouba D Adam Pelech G Spencer Knight UTIL Mikael Backlund W Kirill Kaprizov W Yegor Sharangovich W Vladimir Tarasenko,,Pavel Dorofeyev,W,15.29%,10.5
13,5046470610,Slick517 (2/5),0,153.9,C John Tavares C Ryan Hartman D Quinn Hughes D Tony DeAngelo G Ilya Sorokin UTIL Mats Zuccarello W Kirill Kaprizov W Vladimir Tarasenko W Matias Maccelli,,Mathew Barzal,C,14.95%,10
14,5046816628,THE_PHANTOM_1 (85/142),0,153.1,C Vincent Trocheck C David Kampf D Quinn Hughes D Kevin Bahl G Spencer Knight UTIL Drew O'Connor W Kirill Kaprizov W Artemi Panarin W Evander Kane,,Jackson LaCombe,D,14.63%,5
15,5046537332,tommienation1 (18/100),0,152.6,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Dylan Samberg G Filip Gustavsson UTIL Anthony Duclair W Kirill Kaprizov W Anders Lee W Vladimir Tarasenko,,Matthew Schaefer,D,13.29%,14.3
15,5046537382,tommienation1 (68/100),0,152.6,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Dylan Samberg G Filip Gustavsson UTIL Anthony Duclair W Kirill Kaprizov W Anders Lee W Vladimir Tarasenko,,Artemi Panarin,UTIL,13.04%,19.5
17,5046487269,TT8607 (7/50),0,152.40001,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Braden Schneider G Jacob Markstrom UTIL Anders Lee W Kirill Kaprizov W Anthony Duclair W Vladimir Tarasenko,,Mika Zibanejad,UTIL,12.95%,6.5
18,5046592681,rschindler14 (8/10),0,152,C John Tavares C Ryan Hartman D Quinn Hughes D Morgan Rielly G Spencer Knight UTIL Nico Hischier W Kirill Kaprizov W Vladimir Tarasenko W Matias Maccelli,,Mats Zuccarello,W,12.80%,6.5
19,5046558439,Stree (36/50),0,151.5,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Brett Pesce G Filip Gustavsson UTIL Anders Lee W Kirill Kaprizov W Anthony Duclair W Vladimir Tarasenko,,Anders Lee,W,12.76%,9.3
20,5046911572,B_Heals152 (49/142),0,151.4,C Nico Hischier C Ryan Hartman D Quinn Hughes D Jacob Trouba G Spencer Knight UTIL Brock Boeser W Kirill Kaprizov W Vladimir Tarasenko W Linus Karlsson,,Bobby McMann,W,11.50%,0
21,5046431054,OneDropKing (135/142),0,151.29999,C Ryan Hartman C Mikael Granlund D Quinn Hughes D Brock Faber G Filip Gustavsson UTIL Anders Lee W Kirill Kaprizov W Anthony Duclair W Vladimir Tarasenko,,Devin Cooley,G,11.14%,15.3
22,5046627631,Varncass (22/40),0,151.09999,C John Tavares C Ryan Hartman D Quinn Hughes D Jonas Siegenthaler G Jacob Markstrom UTIL Alex Iafallo W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Vladimir Tarasenko,W,10.74%,32.3
23,5046959194,TheDogSays (10/20),0,151.00002,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Brandon Carlo G Ilya Sorokin UTIL Anthony Duclair W Kirill Kaprizov W Anders Lee W Vladimir Tarasenko,,Jack Hughes,C,10.66%,19.8
24,5046627638,Varncass (29/40),0,150.6,C Mason McTavish C Ryan Hartman D Jackson LaCombe D Tony DeAngelo G Ilya Sorokin UTIL Beckett Sennecke W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Kyle Connor,W,10.66%,6
25,5046830783,SlimBoMangler (101/142),0,149,C Ryan Hartman C Scott Laughton D Quinn Hughes D Brock Faber G Ilya Sorokin UTIL Tony DeAngelo W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Timo Meier,W,10.62%,3
26,5046171377,ArtfulPossum (55/67),0,148.6,C Ryan Hartman C Calum Ritchie D Quinn Hughes D Jacob Trouba G Filip Gustavsson UTIL Mathew Barzal W Kirill Kaprizov W Emil Heineman W Vladimir Tarasenko,,MacKenzie Weegar,D,10.28%,4.1
27,5046834248,EricX (32/142),0,148.4,C Mason McTavish C Ryan Hartman D Noah Hanifin D Jacob Trouba G Filip Gustavsson UTIL Mikael Granlund W Kirill Kaprizov W Cutter Gauthier W Vladimir Tarasenko,,J.T. Miller,W,9.86%,14.3
27,5046935842,bizzell88 (122/142),0,148.4,C Mason McTavish C Ryan Hartman D Quinn Hughes D Brock Faber G Lukas Dostal UTIL Evander Kane W Kirill Kaprizov W Vladimir Tarasenko W Matias Maccelli,,Mark Scheifele,C,9.76%,1.3
29,5046391693,cantfademe (91/142),0,148.29999,C Ryan Hartman C Ryan Poehling D Quinn Hughes D Kevin Bahl G Filip Gustavsson UTIL Cutter Gauthier W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Morgan Rielly,D,9.23%,5.8
30,5046855109,RankS69420 (8/12),0,148,C Mason McTavish C Mikael Granlund D Matthew Schaefer D Jackson LaCombe G Spencer Knight UTIL Cutter Gauthier W Mark Stone W Beckett Sennecke W Vladimir Tarasenko,,Elias Pettersson,UTIL,9.23%,6
31,5046574252,staibr,0,147.1,C Mika Zibanejad C John Tavares D Vladislav Gavrikov D Tony DeAngelo G Devin Cooley UTIL Ryan Hartman W Artemi Panarin W Anders Lee W Evander Kane,,Jacob Markstrom,G,9.13%,17.2
32,5046759066,dsutts (1/5),0,146.8,C Ryan Hartman C Max Sasson D Quinn Hughes D Jacob Trouba G Ilya Sorokin UTIL Anders Lee W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Cutter Gauthier,W,9.04%,24.3
32,5046572153,mymanpotznpanz (2/4),0,146.79999,C Ryan Hartman C Mikael Granlund D Quinn Hughes D Simon Nemec G Jacob Markstrom UTIL Mason McTavish W Kirill Kaprizov W Beckett Sennecke W Vladimir Tarasenko,,Alex Killorn,W,8.92%,10
34,5046391363,Firedog50 (63/142),0,146.6,C Mason McTavish C Ryan Hartman D Brock Faber D Jackson LaCombe G Devin Cooley UTIL Beckett Sennecke W Kirill Kaprizov W Anders Lee W Vladimir Tarasenko,,Vladislav Gavrikov,D,8.89%,14.3
34,5046391382,Firedog50 (82/142),0,146.6,C Mathew Barzal C Ryan Hartman D Jacob Trouba D Tony DeAngelo G Ilya Sorokin UTIL Anders Lee W Kirill Kaprizov W Mats Zuccarello W Anthony Duclair,,Mason McTavish,C,8.87%,17.1
34,5046921743,rhelt24 (6/60),0,146.6,C Mathew Barzal C Ryan Hartman D Jacob Trouba D Tony DeAngelo G Ilya Sorokin UTIL Anthony Duclair W Kirill Kaprizov W Mats Zuccarello W Anders Lee,,Filip Gustavsson,G,8.79%,14.4
37,5046743417,Philnomenon (22/50),0,146.09999,C Ryan Hartman C Mikael Granlund D Quinn Hughes D Jacob Trouba G Lukas Dostal UTIL Anthony Duclair W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Vincent Trocheck,C,8.45%,14.3
38,5046571597,mbhabes (96/142),0,146,C Mason McTavish C Mikael Granlund D Quinn Hughes D Brock Faber G Spencer Knight UTIL Anthony Duclair W Kirill Kaprizov W Beckett Sennecke W Alex Killorn,,Anthony Duclair,W,8.33%,25.6
39,5046855106,RankS69420 (5/12),0,145.6,C Ryan Hartman C Mikael Backlund D Quinn Hughes D Vladislav Gavrikov G Spencer Knight UTIL Anthony Duclair W Kirill Kaprizov W Anders Lee W Matt Coronato,,Braden Schneider,D,8.14%,2.6
40,5046938181,efarooq (5/10),0,145.4,C Ryan Hartman C Mikael Granlund D Quinn Hughes D Brock Faber G Spencer Knight UTIL Alex Iafallo W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Spencer Martin,G,7.99%,0.7
41,5046743877,BDholla89 (32/142),0,145.20001,C Mathew Barzal C Ryan Hartman D Matthew Schaefer D Oliver Ekman-Larsson G Spencer Knight UTIL Anthony Duclair W Kirill Kaprizov W Mats Zuccarello W Anders Lee,,Josh Morrissey,D,7.93%,4.3
42,5046391709,cantfademe (107/142),0,144.8,C Ryan Hartman C Ryan Poehling D Matthew Schaefer D Jared Spurgeon G Filip Gustavsson UTIL Cutter Gauthier W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Gabriel Vilardi,W,7.78%,7.3
43,5046434584,davidsal07,0,144.5,C Mika Zibanejad C Ryan Hartman D Jacob Trouba D Simon Nemec G Ilya Sorokin UTIL Gabriel Vilardi W Artemi Panarin W Beckett Sennecke W Vladimir Tarasenko,,Jesper Bratt,UTIL,7.72%,6.3
43,5046558433,Stree (30/50),0,144.5,C Ryan Hartman C Calum Ritchie D Quinn Hughes D Brock Faber G Jacob Markstrom UTIL Emil Heineman W Kirill Kaprizov W Jesper Bratt W Vladimir Tarasenko,,Connor Bedard,C,7.65%,13
45,5046576018,craftylefty (7/50),0,144.2,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Will Borgen G Filip Gustavsson UTIL Anthony Duclair W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Brock Boeser,W,7.63%,4.5
46,5046743937,BDholla89 (92/142),0,144.1,C Mathew Barzal C Mason McTavish D Matthew Schaefer D Brock Faber G Jacob Markstrom UTIL Anthony Duclair W Cutter Gauthier W Beckett Sennecke W Anders Lee,,Ivan Barbashev,UTIL,7.61%,4.5
47,5046884149,nas69 (2/2),0,143.8,C Mason McTavish C Ryan Hartman D Vladislav Gavrikov D Jared Spurgeon G Connor Hellebuyck UTIL Mikael Granlund W Kirill Kaprizov W Cutter Gauthier W Vladimir Tarasenko,,Nico Hischier,UTIL,7.59%,2.8
48,5046467795,PickettsPicks (2/5),0,143.5,C Ryan Hartman C Mikael Granlund D Quinn Hughes D Shea Theodore G Spencer Knight UTIL Simon Nemec W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Shea Theodore,D,7.49%,4.1
48,5046830739,SlimBoMangler (57/142),0,143.5,C Ryan Hartman C Mikael Granlund D Quinn Hughes D Brock Faber G Devin Cooley UTIL Matthew Robertson W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Joseph Woll,G,7.42%,-0.7
50,5046391332,Firedog50 (32/142),0,143.4,C Auston Matthews C Mason McTavish D Jackson LaCombe D Tony DeAngelo G Ilya Sorokin UTIL Cutter Gauthier W Beckett Sennecke W Bobby McMann W Vladimir Tarasenko,,Mikael Backlund,C,7.40%,7.3
50,5046504044,doughma12 (3/3),0,143.4,C Ryan Hartman C Noah Laba D Quinn Hughes D Tony DeAngelo G Ilya Sorokin UTIL Mathew Barzal W Kirill Kaprizov W Anders Lee W Vladimir Tarasenko,,Emil Heineman,W,7.40%,9.9
50,5046912074,SBC123,0,143.4,C Jack Eichel C Mathew Barzal D MacKenzie Weegar D Zach Whitecloud G Spencer Knight UTIL Beckett Sennecke W Mark Stone W Anthony Duclair W Vladimir Tarasenko,,Yegor Sharangovich,W,6.96%,4.5
53,5046391345,Firedog50 (45/142),0,143.09999,C Mathew Barzal C Ryan Hartman D Jacob Trouba D Tony DeAngelo G Ilya Sorokin UTIL Anders Lee W Kirill Kaprizov W Timo Meier W Anthony Duclair,,Tyler Bertuzzi,W,6.85%,2.8
54,5046834233,EricX (17/142),0,142.8,C Danila Yurov C Ryan Poehling D Jacob Trouba D Vladislav Gavrikov G Filip Gustavsson UTIL Cutter Gauthier W Kirill Kaprizov W Vladimir Tarasenko W Yakov Trenin,,Tomas Hertl,C,6.64%,12.8
55,5046571581,mbhabes (80/142),0,142.6,C Connor Bedard C Ryan Hartman D Quinn Hughes D Filip Hronek G Spencer Knight UTIL Ryan Greene W Kirill Kaprizov W Vladimir Tarasenko W Colton Dach,,Spencer Knight,G,6.60%,32.4
55,5046571620,mbhabes (119/142),0,142.6,C Mathew Barzal C Calum Ritchie D Quinn Hughes D Matthew Schaefer G Spencer Knight UTIL Emil Heineman W Kirill Kaprizov W Bobby McMann W Vladimir Tarasenko,,Kevin Lankinen,G,6.58%,5.6
57,5046487278,TT8607 (16/50),0,142.5,C Mathew Barzal C Noah Laba D Quinn Hughes D Matthew Schaefer G Ilya Sorokin UTIL Anthony Duclair W Kirill Kaprizov W Emil Heineman W Vladimir Tarasenko,,Gabe Perreault,W,6.46%,0
58,5046748426,wazzu24 (6/20),0,142.4,C Ryan Hartman C Mikael Backlund D Quinn Hughes D Tony DeAngelo G Ilya Sorokin UTIL Yegor Sharangovich W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Jake DeBrusk,W,6.41%,4.5
59,5046558440,Stree (37/50),0,142.29999,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Zach Whitecloud G Filip Gustavsson UTIL J.T. Miller W Kirill Kaprizov W Vladimir Tarasenko W Arseny Gritsyuk,,Ryan Strome,W,6.12%,0
60,5046930278,TT8607 (49/50),0,142.2,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Matthew Schaefer G Ilya Sorokin UTIL Anthony Duclair W Trevor Zegras W Anders Lee W Vladimir Tarasenko,,Alex Iafallo,W,5.97%,4.5
61,5046391342,Firedog50 (42/142),0,141.8,C Ryan Hartman C Calum Ritchie D Quinn Hughes D Brock Faber G Ilya Sorokin UTIL Jackson LaCombe W Kirill Kaprizov W Emil Heineman W Vladimir Tarasenko,,Oliver Ekman-Larsson,D,5.87%,5.8
61,5046517748,chachie79 (34/52),0,141.8,C Ryan Hartman C Ryan Poehling D Matthew Schaefer D Jacob Trouba G Ilya Sorokin UTIL Jeffrey Viel W Kirill Kaprizov W Cutter Gauthier W Mats Zuccarello,,Brock Faber,D,5.82%,14.3
61,5046475800,thechek182 (22/40),0,141.79999,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Shea Theodore G Filip Gustavsson UTIL Anthony Duclair W Kirill Kaprizov W Vladimir Tarasenko W Braeden Bowman,,Connor Hellebuyck,G,5.70%,11.9
64,5046517727,chachie79 (13/52),0,141.7,C Mathew Barzal C Ryan Hartman D Jacob Trouba D Vladislav Gavrikov G Jacob Markstrom UTIL Anthony Duclair W Kirill Kaprizov W Mats Zuccarello W Anders Lee,,Lukas Dostal,G,5.68%,8.8
64,5046816670,THE_PHANTOM_1 (127/142),0,141.7,C Christian Dvorak C Noah Laba D Quinn Hughes D Jacob Trouba G Filip Gustavsson UTIL Travis Konecny W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,John Tavares,C,5.53%,21.8
66,5046634680,sampoulos1 (1/50),0,141.2,C Mason McTavish C Ryan Hartman D Quinn Hughes D Jacob Trouba G Filip Gustavsson UTIL Chris Kreider W Kirill Kaprizov W Jake DeBrusk W Vladimir Tarasenko,,Tony DeAngelo,D,5.42%,20.6
66,5046834338,EricX (122/142),0,141.2,C Ryan Hartman C Cody Glass D Quinn Hughes D Jacob Trouba G Jacob Markstrom UTIL Dawson Mercer W Kirill Kaprizov W Timo Meier W Vladimir Tarasenko,,Max Domi,W,5.38%,7.8
68,5046834345,EricX (129/142),0,140.9,C Vincent Trocheck C Ryan Hartman D Vladislav Gavrikov D Brett Pesce G Filip Gustavsson UTIL Artemi Panarin W J.T. Miller W Mats Zuccarello W Vladimir Tarasenko,,Trevor Zegras,W,5.17%,0
69,5046576037,craftylefty (26/50),0,140.7,C Mason McTavish C Ryan Hartman D Quinn Hughes D Tony DeAngelo G Lukas Dostal UTIL Ryan Strome W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Matt Coronato,W,4.92%,1.3
69,5046911550,B_Heals152 (27/142),0,140.7,C Nazem Kadri C Ryan Hartman D Quinn Hughes D Tony DeAngelo G Filip Gustavsson UTIL Ryan Strome W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Dougie Hamilton,D,4.88%,7.8
71,5046558427,Stree (24/50),0,140.6,C Mason McTavish C Mikael Granlund D Jackson LaCombe D Tony DeAngelo G Lukas Dostal UTIL Cutter Gauthier W Kirill Kaprizov W Beckett Sennecke W Vladimir Tarasenko,,Luke Hughes,D,4.84%,0
72,5046558441,Stree (38/50),0,140.5,C Ryan Hartman C Mikael Backlund D Quinn Hughes D Ryan Pulock G Ilya Sorokin UTIL Ryan Poehling W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Chris Kreider,W,4.81%,0
73,5046571580,mbhabes (79/142),0,140.4,C Connor Bedard C Ryan Hartman D MacKenzie Weegar D Brock Faber G Spencer Knight UTIL Ryan Greene W Kirill Kaprizov W Vladimir Tarasenko W Colton Dach,,Matias Maccelli,W,4.73%,1.5
73,5046576042,craftylefty (31/50),0,140.4,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Zach Whitecloud G Spencer Martin UTIL Anthony Duclair W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Adin Hill,G,4.65%,3.5
75,5046558425,Stree (22/50),0,140.09999,C Elias Pettersson C Ryan Hartman D Quinn Hughes D Jacob Trouba G Filip Gustavsson UTIL Brock Boeser W Kirill Kaprizov W Vladimir Tarasenko W Alex Killorn,,Jonathan Toews,UTIL,4.63%,3
76,5046391428,Firedog50 (128/142),0,140,C Vincent Trocheck C Mikael Granlund D Jacob Trouba D Vladislav Gavrikov G Ilya Sorokin UTIL Artemi Panarin W J.T. Miller W Beckett Sennecke W Vladimir Tarasenko,,Alexis Lafreniere,W,4.46%,1.5
77,5046171328,ArtfulPossum (6/67),0,139.9,C Mason McTavish C Mikael Granlund D Jackson LaCombe D Vladislav Gavrikov G Filip Gustavsson UTIL Cutter Gauthier W Kirill Kaprizov W Beckett Sennecke W Vladimir Tarasenko,,Christian Dvorak,C,4.44%,5.6
78,5046707179,uvajay (4/5),0,139.8,C Auston Matthews C Christian Dvorak D Tony DeAngelo D Oliver Ekman-Larsson G Ilya Sorokin UTIL Mathew Barzal W Travis Konecny W Anders Lee W Anthony Duclair,,Travis Konecny,W,4.44%,30.8
79,5046391365,Firedog50 (65/142),0,139.4,C Auston Matthews C Mathew Barzal D Jacob Trouba D Tony DeAngelo G Ilya Sorokin UTIL Cutter Gauthier W Anders Lee W Bobby McMann W Anthony Duclair,,Artyom Levshunov,D,4.33%,4.1
80,5046172859,jmonster48,0,139.3,C Connor Bedard C Tomas Hertl D Brock Faber D Jacob Trouba G Spencer Knight UTIL Elias Pettersson W Cutter Gauthier W Evander Kane W Braeden Bowman,,Connor Zary,W,4.27%,2.8
81,5046558438,Stree (35/50),0,139.2,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Tony DeAngelo G Filip Gustavsson UTIL Ryan Strome W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Zeev Buium,D,4.08%,1.3
81,5046748435,wazzu24 (15/20),0,139.2,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Tony DeAngelo G Filip Gustavsson UTIL Ryan Strome W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Nazem Kadri,C,4.04%,11.5
83,5046391320,Firedog50 (20/142),0,138.9,C Ryan Hartman C Mikael Backlund D Quinn Hughes D Tony DeAngelo G Ilya Sorokin UTIL Timo Meier W Kirill Kaprizov W Yegor Sharangovich W Vladimir Tarasenko,,Calum Ritchie,C,3.97%,9.1
83,5046967415,tical1994 (41/89),0,138.9,C Mathew Barzal C Ryan Hartman D Matthew Schaefer D Jackson LaCombe G Filip Gustavsson UTIL Anthony Duclair W Kirill Kaprizov W Anders Lee W Evander Kane,,Simon Holmstrom,W,3.66%,4.5
85,5046382016,cardpirate (2/5),0,138.6,C Jack Eichel C Ryan Hartman D Jacob Trouba D Kevin Bahl G Ilya Sorokin UTIL Yegor Sharangovich W Mark Stone W Cutter Gauthier W Vladimir Tarasenko,,Ryan Greene,W,3.32%,3
85,5046830733,SlimBoMangler (51/142),0,138.59999,C Ryan Hartman C Jason Dickinson D Quinn Hughes D Brock Faber G Ilya Sorokin UTIL Vladimir Tarasenko W Kirill Kaprizov W Mats Zuccarello W Bobby McMann,,Arseny Gritsyuk,W,3.26%,6
87,5046076086,sabills23 (3/6),0,138.5,C Ryan Hartman C Mikael Granlund D Quinn Hughes D Simon Nemec G Filip Gustavsson UTIL Mason McTavish W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Filip Hronek,D,3.07%,6.5
88,5046391404,Firedog50 (104/142),0,138.3,C Mathew Barzal C Ryan Hartman D Matthew Schaefer D Jacob Trouba G Ilya Sorokin UTIL Anders Lee W Kirill Kaprizov W Simon Holmstrom W Anthony Duclair,,Reilly Smith,W,3.05%,0
89,5046558422,Stree (19/50),0,138.1,C Ryan Hartman C Mikael Granlund D Jackson LaCombe D Brett Pesce G Spencer Knight UTIL Beckett Sennecke W Kirill Kaprizov W Mark Stone W Vladimir Tarasenko,,Simon Nemec,D,3.03%,12.8
89,5046571512,mbhabes (11/142),0,138.1,C Nazem Kadri C David Kampf D Quinn Hughes D Brock Faber G Connor Hellebuyck UTIL Drew O'Connor W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Jeremy Lauzon,D,2.96%,3
91,5046718980,salatso22 (3/30),0,137.9,C Ryan Hartman C Mikael Granlund D Jackson LaCombe D Morgan Rielly G Jacob Markstrom UTIL Beckett Sennecke W Kirill Kaprizov W Cutter Gauthier W Vladimir Tarasenko,,Brett Pesce,D,2.82%,4.5
92,5046757589,JPB2014 (41/50),0,137.8,C Ryan Hartman C Mikael Backlund D Quinn Hughes D Jacob Trouba G Lukas Dostal UTIL Alex Killorn W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Zach Whitecloud,D,2.82%,9.9
93,5046864060,RankS69420 (12/12),0,137.4,C Jack Eichel C Tomas Hertl D Jacob Trouba D Tony DeAngelo G Spencer Knight UTIL Nico Hischier W Mark Stone W Anthony Duclair W Jonathan Drouin,,Yan Kuznetsov,D,2.73%,0
94,5046391355,Firedog50 (55/142),0,137.3,C Auston Matthews C Ryan Hartman D Brock Faber D Morgan Rielly G Ilya Sorokin UTIL Alex Killorn W Kirill Kaprizov W Vladimir Tarasenko W Matias Maccelli,,Noah Hanifin,D,2.63%,1.5
95,5046391385,Firedog50 (85/142),0,137.2,C Ryan Hartman C Mikael Granlund D Quinn Hughes D Brock Faber G Devin Cooley UTIL Shea Theodore W Cutter Gauthier W Beckett Sennecke W Vladimir Tarasenko,,Will Borgen,D,2.46%,0
95,5046830775,SlimBoMangler (93/142),0,137.2,C Ryan Hartman C Mikael Granlund D Quinn Hughes D Brock Faber G Jacob Markstrom UTIL Drew O'Connor W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Easton Cowan,W,2.31%,10.6
97,5046718991,salatso22 (14/30),0,137.1,C Jack Hughes C Ryan Hartman D Jacob Trouba D Artyom Levshunov G Spencer Knight UTIL Mikael Granlund W Kirill Kaprizov W Beckett Sennecke W Alex Killorn,,Matvei Gridin,W,2.29%,6.5
98,5046930260,TT8607 (31/50),0,136.9,C Mathew Barzal C Ryan Hartman D Matthew Schaefer D Tony DeAngelo G Ilya Sorokin UTIL Anders Lee W Kirill Kaprizov W Anthony Duclair W Gabe Perreault,,Linus Karlsson,W,2.29%,6.5
99,5046935777,bizzell88 (57/142),0,136.8,C Auston Matthews C John Tavares D Jacob Trouba D Morgan Rielly G Jacob Markstrom UTIL Anthony Duclair W Kirill Kaprizov W Matias Maccelli W Easton Cowan,,Evander Kane,UTIL,2.21%,19
100,5046537335,tommienation1 (21/100),0,136.7,C Jack Hughes C Ryan Hartman D Dylan Samberg D Louis Crevier G Jacob Markstrom UTIL Jesper Bratt W Kirill Kaprizov W Timo Meier W Vladimir Tarasenko,,Dylan DeMelo,D,2.19%,5.8
100,5046537385,tommienation1 (71/100),0,136.7,C Jack Hughes C Ryan Hartman D Dylan Samberg D Louis Crevier G Jacob Markstrom UTIL Jesper Bratt W Kirill Kaprizov W Timo Meier W Vladimir Tarasenko,,Ryan Pulock,D,2.10%,14.1
102,5046571535,mbhabes (34/142),0,136.5,C Ryan Hartman C Oliver Moore D Quinn Hughes D MacKenzie Weegar G Spencer Knight UTIL Ryan Greene W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Jake McCabe,D,2.10%,9.9
103,5046911639,B_Heals152 (116/142),0,136.4,C Mathew Barzal C Ryan Hartman D Quinn Hughes D Pavel Mintyukov G Filip Gustavsson UTIL Alex Killorn W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Danila Yurov,C,2.02%,9.1
104,5046830711,SlimBoMangler (29/142),0,136.3,C Ryan Hartman C Mikael Granlund D Quinn Hughes D Brock Faber G Jacob Markstrom UTIL Easton Cowan W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Cole Perfetti,W,2.02%,3
