Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
15,5047616629,MillionDollarPoker (1/40),0,167.3,C Ryan O'Reilly C Kirby Dach D Roman Josi D Noah Dobson G Andrei Vasilevskiy UTIL Luke Evangelista W Brandon Hagel W Filip Forsberg W Jordan Kyrou,,Jake Guentzel,UTIL,11.90%,16.3
16,5047258075,SkyU27 (5/15),0,167,C Anthony Cirelli C Ryan O'Reilly D Jake Walman D Erik Cernak G Jeremy Swayman UTIL Filip Forsberg W Nikita Kucherov W Brandon Hagel W Luke Evangelista,,Roman Josi,D,11.69%,7.3
17,5047378678,mbhabes (22/150),0,166,C Roope Hintz C Alexander Wennberg D Roman Josi D Brady Skjei G James Reimer UTIL Ryan O'Reilly W Jason Robertson W Filip Forsberg W Luke Evangelista,,Zach Werenski,D,10.54%,3
18,5047351381,TT8607 (6/50),0,164.30002,C Ryan O'Reilly C Kirby Dach D Roman Josi D Brady Skjei G Joel Hofer UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Kirill Kaprizov,W,10.44%,11.5
19,5047618055,tdavis24 (12/15),0,164.2,C Roope Hintz C Kirby Dach D Lane Hutson D Alexandre Carrier G Alex Lyon UTIL Noah Ostlund W Nikita Kucherov W Jason Robertson W Cole Caufield,,Jake Walman,D,10.33%,14.9
20,5047476972,tommienation1 (66/100),0,163.6,C Anthony Cirelli C Ryan O'Reilly D Hampus Lindholm D Brady Skjei G Elvis Merzlikins UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Filip Forsberg,UTIL,10.13%,36.3
21,5047378712,mbhabes (56/150),0,163.1,C Roope Hintz C Ryan O'Reilly D Roman Josi D Logan Stanley G Jake Oettinger UTIL Luke Evangelista W Jason Robertson W Filip Forsberg W Mavrik Bourque,,Nick Suzuki,C,9.46%,9.1
22,5047302777,B_Heals152 (49/150),0,162.90001,C Roope Hintz C Ryan O'Reilly D Brett Pesce D Brady Skjei G Jonathan Quick UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Anthony Cirelli,C,9.36%,15
23,5047616631,MillionDollarPoker (3/40),0,162.79999,C Ryan O'Reilly C Jack Roslovic D Roman Josi D Jake Walman G Andrei Vasilevskiy UTIL Jordan Kyrou W Brandon Hagel W Filip Forsberg W Steven Stamkos,,Tage Thompson,C,9.01%,10
24,5047813172,vindep20 (22/150),0,162.59999,C Ryan O'Reilly C Sean Monahan D Darren Raddysh D Damon Severson G Andrei Vasilevskiy UTIL Roman Josi W Brandon Hagel W Filip Forsberg W Luke Evangelista,,Joel Hofer,G,8.79%,2.1
25,5047748505,bperala (2/4),0,162.20001,C Ryan O'Reilly C Noah Ostlund D Quinn Hughes D Roman Josi G Jeremy Swayman UTIL Luke Evangelista W Kirill Kaprizov W Filip Forsberg W Konsta Helenius,,Brandt Clarke,UTIL,8.68%,9.3
26,5047480812,sampoulos1 (1/50),0,161.90001,C Anthony Cirelli C Ryan O'Reilly D Braden Schneider D Kaiden Guhle G Jonathan Quick UTIL Steven Stamkos W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Dylan Cozens,UTIL,8.58%,8
27,5047490047,EricX (120/150),0,161.40001,C Wyatt Johnston C Roope Hintz D Darren Raddysh D Thomas Harley G Alex Lyon UTIL Noah Ostlund W Jason Robertson W Josh Doan W Konsta Helenius,,Kirill Marchenko,W,8.49%,1.5
27,5047610344,Sick6ix6,0,161.40001,C Roope Hintz C Ryan O'Reilly D Roman Josi D Damon Severson G Jake Oettinger UTIL Filip Forsberg W Jason Robertson W Luke Evangelista W Mavrik Bourque,,Adam Fantilli,C,8.47%,5.8
29,5047667060,mrjordan33,0,161.3,C Ryan O'Reilly C Justin Hryckowian D Thomas Harley D Drew Doughty G Tristan Jarry UTIL Noah Ostlund W Jason Robertson W Kyle Connor W Zach Hyman,,Brady Tkachuk,W,8.44%,10
30,5047302857,B_Heals152 (129/150),0,161.2,C Cody Glass C Noah Ostlund D Darren Raddysh D Darnell Nurse G James Reimer UTIL Zach Hyman W Nikita Kucherov W Brandon Hagel W Vladimir Tarasenko,,Ivan Demidov,UTIL,8.38%,14.5
31,5047488038,bkreider (28/150),0,161.1,C Ryan O'Reilly C Nick Paul D Roman Josi D Vladislav Gavrikov G Jonathan Quick UTIL Filip Forsberg W Brandon Hagel W Jake Guentzel W Luke Evangelista,,Kevin Fiala,W,8.28%,15
31,5047489979,EricX (52/150),0,161.1,C Wyatt Johnston C Roope Hintz D Esa Lindell D Braden Schneider G Juuse Saros UTIL Ryan O'Reilly W Jason Robertson W Filip Forsberg W Luke Evangelista,,Alex Laferriere,UTIL,8.14%,2.8
33,5047834326,adh4andrew (9/10),0,160.80002,C Ryan O'Reilly C Kirby Dach D Roman Josi D Hampus Lindholm G Jonathan Quick UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Evan Bouchard,D,8.03%,1.5
34,5047255264,gottagetthiswiiin (8/23),0,160.6,C Wyatt Johnston C Ryan O'Reilly D Miro Heiskanen D Jake Walman G Juuse Saros UTIL Justin Hryckowian W Zach Hyman W Filip Forsberg W Luke Evangelista,,Lane Hutson,D,7.95%,16.5
34,5047556954,craftylefty (13/50),0,160.6,C Ryan O'Reilly C Kirby Dach D Roman Josi D Jake Walman G Juuse Saros UTIL Filip Forsberg W Brandon Hagel W Jake Guentzel W Luke Evangelista,,Alex Lyon,G,7.93%,17.2
36,5047697141,jeffsmaz (14/30),0,160.5,C Roope Hintz C Anthony Cirelli D Esa Lindell D J.J. Moser G Jake Oettinger UTIL Jason Robertson W Brandon Hagel W Ivan Demidov W Mavrik Bourque,,Gabriel Vilardi,UTIL,7.53%,1.3
37,5047441720,jholland1981 (5/5),0,160.40001,C Ryan O'Reilly C Kirby Dach D Darren Raddysh D Brady Skjei G Jeremy Swayman UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Mats Zuccarello,W,7.25%,12.8
37,5047503354,Philnomenon (39/60),0,160.40001,C Ryan O'Reilly C Kirby Dach D Darren Raddysh D Brady Skjei G Jeremy Swayman UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Roope Hintz,UTIL,6.76%,11.5
39,5047591445,zkiz (1/4),0,159.9,C Mark Scheifele C Ryan O'Reilly D Roman Josi D Mike Matheson G Jake Allen UTIL Kevin Fiala W Filip Forsberg W Steven Stamkos W Luke Evangelista,,Steven Stamkos,W,6.42%,1.5
40,5047815837,CoastalRedneck,0,159.70003,C Wyatt Johnston C Ryan O'Reilly D Miro Heiskanen D Brady Skjei G Jonathan Quick UTIL Josh Morrissey W Filip Forsberg W Josh Doan W Luke Evangelista,,Kent Johnson,W,6.28%,6.5
41,5047279936,Jinz0 (42/65),0,159.40001,C Wyatt Johnston C Roope Hintz D Miro Heiskanen D Nick Blankenburg G Jake Oettinger UTIL Ryan O'Reilly W Jason Robertson W Luke Evangelista W Vladimir Tarasenko,,Andrei Vasilevskiy,G,6.11%,17.9
42,5047814736,hbyanksman (11/11),0,159.3,C Roope Hintz C Ryan O'Reilly D Roman Josi D Jake Walman G Juuse Saros UTIL Luke Evangelista W Jason Robertson W Filip Forsberg W Mavrik Bourque,,Ryan Nugent-Hopkins,UTIL,6.06%,1.5
43,5047305798,mustafael (24/40),0,159.2,C Ryan O'Reilly C Kirby Dach D Darren Raddysh D Roman Josi G James Reimer UTIL Steven Stamkos W Brandon Hagel W Filip Forsberg W Luke Evangelista,,Ridly Greig,W,6.04%,16.5
43,5047533705,Cypralex (5/32),0,159.2,C Anthony Cirelli C Ryan O'Reilly D Charle-Edouard D'Astous D Dylan DeMelo G Juuse Saros UTIL Filip Forsberg W Nikita Kucherov W Brandon Hagel W Luke Evangelista,,Quinn Hughes,D,6.00%,14.9
45,5047279925,Jinz0 (31/65),0,158.8,C Anthony Cirelli C Kirby Dach D Roman Josi D Brady Skjei G Andrei Vasilevskiy UTIL Ryan O'Reilly W Nikita Kucherov W Brandon Hagel W Luke Evangelista,,Dougie Hamilton,D,5.94%,10.6
45,5047314991,BDholla89 (65/150),0,158.79999,C Ryan O'Reilly C Oliver Kapanen D Josh Morrissey D Lane Hutson G Andrei Vasilevskiy UTIL Luke Evangelista W Filip Forsberg W Juraj Slafkovsky W Ivan Demidov,,Kyle Connor,W,5.94%,12.8
47,5047717526,JohnFR,0,158.5,C Anthony Cirelli C Ryan O'Reilly D Erik Cernak D Mason Lohrei G Tristan Jarry UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Darcy Kuemper,G,5.92%,-2.8
48,5047473661,Blaker283 (1/13),0,158.4,C Roope Hintz C Ryan O'Reilly D Roman Josi D Artem Zub G Eric Comrie UTIL Pavel Zacha W Jason Robertson W Filip Forsberg W Luke Evangelista,,Jesper Wallstedt,G,5.89%,6.3
49,5047716309,isupol (8/8),0,158.1,C Tim Stuetzle C Ryan O'Reilly D Roman Josi D Brandt Clarke G James Reimer UTIL Kevin Fiala W Filip Forsberg W Luke Evangelista W Andrei Kuzmenko,,Adrian Kempe,W,5.86%,14.5
50,5047285762,Firedog50 (24/150),0,157.9,C Anthony Cirelli C Ryan O'Reilly D Noah Dobson D Charle-Edouard D'Astous G Andrei Vasilevskiy UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Vladimir Tarasenko,,Jonathan Quick,G,5.86%,2.1
50,5047488100,bkreider (90/150),0,157.89998,C Anthony Cirelli C Cody Glass D Jake Sanderson D Darren Raddysh G Jake Allen UTIL Nikita Kucherov W Brandon Hagel W Arseny Gritsyuk W Ridly Greig,,Charlie Coyle,C,5.82%,1.5
52,5047205192,Hunter4ever89 (3/8),0,157.7,C Anthony Cirelli C Ryan O'Reilly D Charle-Edouard D'Astous D Erik Gudbranson G Juuse Saros UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Mark Scheifele,C,5.75%,29.3
53,5047341091,Jreeech84 (1/4),0,157.59999,C Ryan O'Reilly C Cody Glass D Darren Raddysh D Alexandre Carrier G Elvis Merzlikins UTIL Nikita Kucherov W Brandon Hagel W Jake Guentzel W Dominic James,,Oliver Bjorkstrand,W,5.73%,1.5
54,5047444781,corksoaker (23/41),0,157.49998,C Anthony Cirelli C Noah Ostlund D Darren Raddysh D Noah Dobson G Jake Oettinger UTIL Jake Walman W Nikita Kucherov W Brandon Hagel W Konsta Helenius,,Ivan Provorov,D,5.69%,9.9
55,5047285837,Firedog50 (99/150),0,157.2,C Dylan Cozens C Ryan O'Reilly D Darren Raddysh D Roman Josi G Joel Hofer UTIL Filip Forsberg W Brandon Hagel W Luke Evangelista W Ridly Greig,,Corey Perry,W,5.42%,6.3
56,5047736949,jlove48 (2/25),0,157.1,C Anthony Cirelli C Ryan O'Reilly D Brady Skjei D Ty Emberson G Juuse Saros UTIL Nikita Kucherov W Brandon Hagel W Filip Forsberg W Luke Evangelista,,Damon Severson,D,5.41%,2.6
56,5047750879,teeoff2da (4/7),0,157.09999,C Ryan O'Reilly C Cody Glass D Jake Sanderson D Thomas Chabot G Andrei Vasilevskiy UTIL Jack Quinn W Artemi Panarin W Filip Forsberg W Luke Evangelista,,Wyatt Johnston,C,5.40%,13
58,5047807440,I_Slewfoot_U (69/70),0,156.7,C Alex Turcotte C Kirby Dach D Darren Raddysh D Brady Skjei G Andrei Vasilevskiy UTIL Filip Forsberg W Nikita Kucherov W Brandon Hagel W Luke Evangelista,,Juuse Saros,G,5.31%,-4.2
59,5047677823,TheDogSays (6/20),0,156.40001,C Ryan O'Reilly C Alex Turcotte D Roman Josi D Brady Skjei G Jake Allen UTIL Luke Evangelista W Nikita Kucherov W Jake Guentzel W Filip Forsberg,,Jake Allen,G,5.27%,17.9
60,5047829770,RoobK19 (8/13),0,155.40001,C Ryan O'Reilly C Kirby Dach D Darren Raddysh D Nick Blankenburg G Jeremy Swayman UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Jake Sanderson,D,5.20%,9.7
61,5047697508,jeffsmaz (27/30),0,154.99998,C Roope Hintz C Anthony Cirelli D Lane Hutson D Esa Lindell G Jakub Dobes UTIL Jake Guentzel W Brandon Hagel W Ivan Demidov W Mavrik Bourque,,Mike Matheson,D,5.07%,10.6
62,5047753116,Dybdahl21 (9/9),0,154.90001,C Anthony Cirelli C Ryan O'Reilly D Mattias Ekholm D Charle-Edouard D'Astous G Jeremy Swayman UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Elvis Merzlikins,G,5.03%,-3.5
63,5047678890,AdrocksBucksWinItAll (34/40),0,154.6,C Nick Suzuki C Kirby Dach D Miro Heiskanen D Noah Dobson G Eric Comrie UTIL Ryan O'Reilly W Filip Forsberg W Cole Caufield W Luke Evangelista,,Jason Robertson,W,5.00%,33.5
64,5047510337,avinash225 (4/50),0,154.5,C Ryan O'Reilly C Shane Pinto D Noah Dobson D Jake Walman G Juuse Saros UTIL Filip Forsberg W Brandon Hagel W Jake Guentzel W Ridly Greig,,Simon Nemec,D,4.96%,0
64,5047616640,MillionDollarPoker (12/40),0,154.49998,C Ryan O'Reilly C Noah Ostlund D Roman Josi D Artem Zub G Andrei Vasilevskiy UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Steven Stamkos,,Rasmus Dahlin,D,4.93%,11.9
66,5047733139,nickps (133/150),0,154.4,C Ryan O'Reilly C Sean Monahan D Zach Werenski D Damon Severson G Jake Allen UTIL Dawson Mercer W Brandon Hagel W Filip Forsberg W Luke Evangelista,,Juraj Slafkovsky,W,4.88%,3
67,5047444762,corksoaker (4/41),0,154,C Roope Hintz C Ryan McLeod D Miro Heiskanen D Mattias Samuelsson G Alex Lyon UTIL Brandon Hagel W Jason Robertson W Jason Zucker W Mavrik Bourque,,Sean Monahan,C,4.82%,11.5
68,5047302827,B_Heals152 (99/150),0,153.9,C Ryan Hartman C Ryan O'Reilly D Esa Lindell D Charle-Edouard D'Astous G Tristan Jarry UTIL Filip Forsberg W Nikita Kucherov W Brandon Hagel W Matt Duchene,,Mattias Ekholm,UTIL,4.79%,5.6
68,5047356728,Sundre (1/9),0,153.9,C Tim Stuetzle C Ryan O'Reilly D Jake Sanderson D Jake Walman G Jake Oettinger UTIL Luke Evangelista W Filip Forsberg W Drake Batherson W Vladimir Tarasenko,,Jack Roslovic,C,4.75%,2.8
70,5047338950,Numero248 (1/2),0,153.20001,C Mark Scheifele C Anthony Cirelli D Josh Morrissey D Charle-Edouard D'Astous G Jeremy Swayman UTIL Ridly Greig W Kyle Connor W Brandon Hagel W Andrei Kuzmenko,,Jack Hughes,C,4.64%,0
70,5047614013,DFS_maniac (7/20),0,153.2,C Wyatt Johnston C Roope Hintz D Miro Heiskanen D Esa Lindell G Alex Lyon UTIL Kevin Fiala W Jason Robertson W Mavrik Bourque W Vasily Podkolzin,,Will Smith,UTIL,4.63%,3
72,5047807428,I_Slewfoot_U (57/70),0,152.8,C Roope Hintz C Ryan O'Reilly D Philip Broberg D Nick Blankenburg G Jesper Wallstedt UTIL Jimmy Snuggerud W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Jake Oettinger,G,4.49%,10.2
73,5047616639,MillionDollarPoker (11/40),0,152,C Ryan O'Reilly C Kirby Dach D Roman Josi D Jake Walman G Darcy Kuemper UTIL Steven Stamkos W Brandon Hagel W Filip Forsberg W Cole Caufield,,Jordan Kyrou,UTIL,4.46%,13
74,5047345578,Hurricos (5/20),0,151.90001,C Ryan O'Reilly C Alex Laferriere D Mikey Anderson D Nick Blankenburg G Jesper Wallstedt UTIL Filip Forsberg W Nikita Kucherov W Brandon Hagel W Luke Evangelista,,Drake Batherson,W,4.39%,1.5
74,5047556943,craftylefty (2/50),0,151.90001,C Ryan O'Reilly C Kirby Dach D Roman Josi D Luke Schenn G Jake Oettinger UTIL Mark Scheifele W Kyle Connor W Filip Forsberg W Luke Evangelista,,Noah Ostlund,C,4.29%,22.8
76,5047378752,mbhabes (96/150),0,151.8,C Ryan O'Reilly C Alex Turcotte D Roman Josi D Brandt Clarke G Juuse Saros UTIL Kevin Fiala W Brandon Hagel W Filip Forsberg W Luke Evangelista,,Charlie McAvoy,D,4.19%,2.6
77,5047567960,THE_PHANTOM_1 (27/150),0,151.6,C Ryan O'Reilly C Noah Laba D Roman Josi D Charle-Edouard D'Astous G Jonathan Quick UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Jonathan Toews,C,4.16%,0
78,5047821071,Cruz55360 (17/100),0,151.40001,C Roope Hintz C Ryan O'Reilly D Roman Josi D Braden Schneider G Jake Oettinger UTIL Evgenii Dadonov W Jason Robertson W Filip Forsberg W Luke Evangelista,,Noah Dobson,D,4.07%,2.8
79,5047263783,OneDropKing (54/150),0,151.00002,C Mark Scheifele C Ryan O'Reilly D Brady Skjei D Dylan DeMelo G Juuse Saros UTIL Luke Evangelista W Kirill Kaprizov W Filip Forsberg W Mats Zuccarello,,Jason Zucker,UTIL,3.97%,7.3
79,5047813187,vindep20 (37/150),0,151,C Nick Suzuki C Ryan O'Reilly D Lane Hutson D Damon Severson G Jake Allen UTIL Roman Josi W Filip Forsberg W Cole Caufield W Ivan Demidov,,Alex Iafallo,W,3.95%,2.6
81,5047404556,calsmash,0,150.8,C Anthony Cirelli C Ryan O'Reilly D Philip Broberg D Charle-Edouard D'Astous G Jeremy Swayman UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Macklin Celebrini,C,3.83%,13.1
82,5047503317,Philnomenon (2/60),0,150.59999,C Noah Ostlund C Kirby Dach D Darren Raddysh D Jake Walman G Andrei Vasilevskiy UTIL Vasily Podkolzin W Nikita Kucherov W Brandon Hagel W Jake Guentzel,,Josh Morrissey,D,3.83%,27.1
82,5047821109,Cruz55360 (55/100),0,150.59999,C Noah Ostlund C Kirby Dach D Darren Raddysh D Jake Walman G Andrei Vasilevskiy UTIL Vasily Podkolzin W Nikita Kucherov W Brandon Hagel W Jake Guentzel,,Timo Meier,W,3.74%,4.5
82,5047834319,adh4andrew (2/10),0,150.59999,C Noah Ostlund C Kirby Dach D Darren Raddysh D Thomas Harley G Alex Lyon UTIL Nikita Kucherov W Brandon Hagel W Jake Guentzel W Oliver Bjorkstrand,,Philip Broberg,D,3.70%,1.5
85,5047324657,Jreck82,0,150.4,C Ryan Hartman C Ryan O'Reilly D Ivan Provorov D Mike Matheson G Tristan Jarry UTIL Kevin Fiala W Nikita Kucherov W Brandon Hagel W Vladimir Tarasenko,,David Pastrnak,W,3.66%,9.1
86,5047364122,JHuffman625 (6/30),0,150.1,C Roope Hintz C Ryan O'Reilly D Thomas Harley D Drew Doughty G Joel Hofer UTIL Jake Neighbours W Jason Robertson W Filip Forsberg W Jordan Kyrou,,Jesper Bratt,W,3.62%,2.6
86,5047697973,isupol (3/8),0,150.1,C Tim Stuetzle C Ryan O'Reilly D Roman Josi D Brandt Clarke G Jake Allen UTIL Adrian Kempe W Filip Forsberg W Luke Evangelista W Corey Perry,,Boone Jenner,UTIL,3.59%,9.3
88,5047285803,Firedog50 (65/150),0,150,C Ryan Hartman C Ryan O'Reilly D Roman Josi D Ivan Provorov G Joel Hofer UTIL Filip Forsberg W Brandon Hagel W Mats Zuccarello W Luke Evangelista,,James Reimer,G,3.59%,17.2
89,5047488042,bkreider (32/150),0,149.90001,C Ryan Hartman C Ryan O'Reilly D Roman Josi D Dougie Hamilton G Jake Allen UTIL Filip Forsberg W Kirill Kaprizov W Luke Evangelista W Vladimir Tarasenko,,Jakub Dobes,G,3.57%,6.7
89,5047531295,s5clarey (1/2),0,149.90001,C Ryan O'Reilly C Jonathan Toews D Josh Morrissey D Charle-Edouard D'Astous G Jake Oettinger UTIL Anthony Cirelli W Nikita Kucherov W Filip Forsberg W Luke Evangelista,,Danila Yurov,C,3.48%,2.8
91,5047814199,scmcghie (2/3),0,149.5,C Anthony Cirelli C Ryan O'Reilly D Noah Dobson D Mattias Samuelsson G Andrei Vasilevskiy UTIL Jake Guentzel W Brandon Hagel W Ivan Demidov W Claude Giroux,,Oliver Kapanen,C,3.48%,1.5
91,5047279944,Jinz0 (50/65),0,149.49998,C Adam Fantilli C Ryan O'Reilly D Lane Hutson D Ivan Provorov G Jakub Dobes UTIL Jordan Kyrou W Filip Forsberg W Cole Caufield W Ivan Demidov,,Jack Quinn,W,3.45%,11.8
91,5047761587,orl9798 (3/3),0,149.49998,C Anthony Cirelli C Cody Glass D Darren Raddysh D Tyler Tucker G Jake Allen UTIL Arseny Gritsyuk W Nikita Kucherov W Brandon Hagel W Jake Guentzel,,Jimmy Snuggerud,W,3.43%,4.5
94,5047378696,mbhabes (40/150),0,149.40001,C Anthony Cirelli C Ryan O'Reilly D Roman Josi D Nick Blankenburg G Juuse Saros UTIL Brandt Clarke W Brandon Hagel W Filip Forsberg W Luke Evangelista,,Viktor Arvidsson,W,3.42%,3
94,5047476956,tommienation1 (50/100),0,149.4,C Nick Suzuki C Kirby Dach D Jake Sanderson D Thomas Harley G Jakub Dobes UTIL Ryan O'Reilly W Filip Forsberg W Cole Caufield W Luke Evangelista,,Nick Paul,C,3.38%,3
96,5047489949,EricX (22/150),0,149.3,C Anthony Cirelli C Ryan O'Reilly D Erik Cernak D Andrew Peeke G Juuse Saros UTIL Luke Evangelista W Nikita Kucherov W Brandon Hagel W Filip Forsberg,,Tim Stuetzle,C,3.31%,16.5
97,5047492642,uvajay (2/5),0,149.20001,C Roope Hintz C Ryan O'Reilly D Roman Josi D Nick Blankenburg G Jake Oettinger UTIL Luke Evangelista W Jason Robertson W Filip Forsberg W Jake Neighbours,,Thomas Chabot,D,3.22%,15.6
97,5047614011,DFS_maniac (5/20),0,149.20001,C Roope Hintz C Ryan O'Reilly D Roman Josi D Nick Blankenburg G Jake Oettinger UTIL Jake Neighbours W Jason Robertson W Filip Forsberg W Luke Evangelista,,Nick Blankenburg,D,3.18%,5.6
99,5047331304,ray.a.beau27 (5/5),0,149.1,C Roope Hintz C Ryan O'Reilly D Brandt Clarke D Philip Broberg G Jake Oettinger UTIL Jordan Kyrou W Jason Robertson W Filip Forsberg W Jake Neighbours,,Elias Lindholm,C,3.15%,7.6
100,5047575114,Racktracker13 (9/13),0,149,C Ryan O'Reilly C Dalibor Dvorsky D Darren Raddysh D Thomas Harley G Jake Allen UTIL Filip Forsberg W Nikita Kucherov W Steven Stamkos W Luke Evangelista,,Darnell Nurse,D,3.14%,2.8
100,5047697115,jeffsmaz (13/30),0,149,C Roope Hintz C Anthony Cirelli D Esa Lindell D J.J. Moser G Jake Oettinger UTIL Jason Robertson W Brandon Hagel W Juraj Slafkovsky W Mavrik Bourque,,Jake Neighbours,UTIL,3.07%,2.8
100,5047345378,Numero248 (2/2),0,148.99998,C Ryan Hartman C Ryan O'Reilly D Owen Power D Artem Zub G Jesper Wallstedt UTIL Andrei Kuzmenko W Nikita Kucherov W Brandon Hagel W Jake Guentzel,,Quinton Byfield,C,3.06%,4.1
103,5047531899,NatePrice0617 (4/15),0,148.7,C Vincent Trocheck C Sean Monahan D Dougie Hamilton D Ivan Provorov G Alex Lyon UTIL Vladislav Gavrikov W Nikita Kucherov W Brandon Hagel W Boone Jenner,,Mason Lohrei,D,3.01%,1.5
103,5047821063,Cruz55360 (9/100),0,148.7,C Nick Paul C Noah Ostlund D Darren Raddysh D Braden Schneider G Jake Oettinger UTIL Jake Guentzel W Nikita Kucherov W Brandon Hagel W Vladimir Tarasenko,,Brady Skjei,D,2.97%,10.6
105,5047547846,Cypralex (9/32),0,148.5,C Mark Scheifele C Ryan O'Reilly D Josh Morrissey D Spencer Stastney G Juuse Saros UTIL Alex Iafallo W Kyle Connor W Filip Forsberg W Luke Evangelista,,J.J. Moser,D,2.94%,1.3
