Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5052326575,jlove48 (6/15),0,147.59999,C Mikael Granlund C Evan Rodrigues D Jake Sanderson D MacKenzie Weegar G Lukas Dostal UTIL Carter Verhaeghe W Sam Reinhart W Beckett Sennecke W Alex Killorn,,Jack Eichel,C,26.30%,3
2,5051827609,tommienation1 (4/42),0,147.5,C Jack Hughes C Mikael Granlund D Jackson LaCombe D Dougie Hamilton G Mads Sogaard UTIL Alex Killorn W Sam Reinhart W Beckett Sennecke W Jesper Bratt,,Cutter Gauthier,UTIL,23.07%,8
3,5052245801,timelydew (33/35),0,147,C Dylan Cozens C Evan Rodrigues D Jackson LaCombe D Thomas Chabot G Lukas Dostal UTIL Carter Verhaeghe W Brady Tkachuk W Sam Reinhart W Ridly Greig,,Sidney Crosby,C,22.30%,0
4,5051979990,msgajg10 (3/5),0,146.6,C Dylan Cozens C Evan Rodrigues D Dougie Hamilton D Thomas Chabot G Jacob Markstrom UTIL Carter Verhaeghe W Brady Tkachuk W Sam Reinhart W Ridly Greig,,Erik Karlsson,D,22.09%,2.8
4,5052326571,jlove48 (2/15),0,146.6,C Jack Hughes C Mikael Granlund D Jake Sanderson D Dougie Hamilton G Daniil Tarasov UTIL Jesper Bratt W Beckett Sennecke W Alex Killorn W Connor Brown,,Mark Stone,W,21.46%,5.6
6,5052091923,gutp (30/42),0,146.4,C Jack Hughes C Elias Pettersson D MacKenzie Weegar D Dougie Hamilton G Joey Daccord UTIL Mikael Granlund W Cutter Gauthier W Matt Coronato W Jonathan Huberdeau,,Rickard Rakell,W,20.62%,1.3
7,5051827608,tommienation1 (3/42),0,143.4,C Dylan Cozens C Mikael Granlund D Brandon Montour D Jackson LaCombe G Mads Sogaard UTIL Beckett Sennecke W Brady Tkachuk W Cutter Gauthier W Ridly Greig,,Bryan Rust,W,20.06%,4.3
8,5051827626,tommienation1 (21/42),0,141.4,C Mikael Granlund C Evan Rodrigues D Brandon Montour D Jackson LaCombe G Joey Daccord UTIL Alex Killorn W Sam Reinhart W Carter Verhaeghe W Beckett Sennecke,,Jackson LaCombe,D,19.92%,7.8
9,5051337837,ArtfulPossum (26/42),0,141.3,C Tim Stuetzle C Mikael Granlund D Jackson LaCombe D Yan Kuznetsov G Joey Daccord UTIL Cutter Gauthier W Brady Tkachuk W Beckett Sennecke W Chris Kreider,,MacKenzie Weegar,D,19.64%,15.5
10,5051701620,calsmash,0,140.9,C Jack Hughes C Mikael Granlund D Dougie Hamilton D Thomas Chabot G Jacob Markstrom UTIL Beckett Sennecke W Timo Meier W Jesper Bratt W Alex Killorn,,Mikael Granlund,C,19.14%,12.8
11,5051749128,Stree (2/20),0,139.1,C Elias Pettersson C Mikael Granlund D Jacob Trouba D Jackson LaCombe G Lukas Dostal UTIL Cutter Gauthier W Evgeni Malkin W Beckett Sennecke W Jake DeBrusk,,Spencer Knight,G,18.65%,0
12,5051863336,colbyollie22 (1/2),0,138.4,C Tomas Hertl C Mikael Granlund D MacKenzie Weegar D Dougie Hamilton G Joey Daccord UTIL Beckett Sennecke W Mitch Marner W Pavel Dorofeyev W Alex Killorn,,Evgeni Malkin,W,18.09%,20.3
13,5051403607,Buhusky25 (2/2),0,136.79999,C Shane Pinto C Ben Kindel D MacKenzie Weegar D Rasmus Andersson G Stuart Skinner UTIL Jake Sanderson W Cutter Gauthier W Evgeni Malkin W Matt Coronato,,Dustin Wolf,G,17.46%,-0.1
14,5051660349,AverageTuesday (16/18),0,136.2,C Elias Pettersson C Dylan Cozens D Jake Sanderson D Dougie Hamilton G Mads Sogaard UTIL Jake DeBrusk W Brady Tkachuk W Drake Batherson W Brock Boeser,,Yegor Sharangovich,W,16.27%,1.5
15,5051744827,nawada (1/20),0,134.09999,C Tomas Hertl C Dylan Cozens D Brandon Montour D Thomas Chabot G Joey Daccord UTIL Ridly Greig W Brady Tkachuk W Jared McCann W Jordan Eberle,,Lukas Dostal,G,15.99%,17.9
15,5051755588,nawada (20/20),0,134.09999,C Tomas Hertl C Dylan Cozens D Brandon Montour D Thomas Chabot G Joey Daccord UTIL Ridly Greig W Brady Tkachuk W Jared McCann W Jordan Eberle,,Pavel Dorofeyev,W,15.29%,0
17,5051939679,jettyray (1/5),0,133.50002,C Mikael Granlund C Evan Rodrigues D Jackson LaCombe D Filip Hronek G Daniil Tarasov UTIL Cutter Gauthier W Sam Reinhart W Carter Verhaeghe W Beckett Sennecke,,Dougie Hamilton,D,14.73%,25.3
18,5051337819,ArtfulPossum (8/42),0,133.3,C Elias Pettersson C Mikael Granlund D Jake Sanderson D Jackson LaCombe G Lukas Dostal UTIL Cutter Gauthier W Beckett Sennecke W Jake DeBrusk W Chris Kreider,,Jack Hughes,C,14.45%,18
19,5052348453,CosaSpeciale (29/42),0,132.9,C Jack Hughes C Nico Hischier D Dougie Hamilton D Thomas Chabot G Jacob Markstrom UTIL Ben Kindel W Brady Tkachuk W Anthony Mantha W Justin Brazeau,,Elias Pettersson,C,14.38%,9.1
20,5052055215,sunsemparchi (5/5),0,132.6,C Sidney Crosby C Tommy Novak D MacKenzie Weegar D Thomas Chabot G Mads Sogaard UTIL Dylan Cozens W Brady Tkachuk W Evgeni Malkin W Egor Chinakhov,,Tomas Hertl,C,13.39%,12.3
20,5051418977,Firedog50 (10/42),0,132.59999,C Mikael Granlund C Matty Beniers D MacKenzie Weegar D Jackson LaCombe G Joey Daccord UTIL Cutter Gauthier W Jared McCann W Evgeni Malkin W Beckett Sennecke,,Nazem Kadri,C,12.62%,6.5
22,5051666044,piotrj10 (3/8),0,131.3,C Dylan Cozens C Mikael Granlund D Jake Sanderson D Jackson LaCombe G Mads Sogaard UTIL Nazem Kadri W Cutter Gauthier W Beckett Sennecke W Chris Kreider,,Matt Coronato,UTIL,12.13%,19.5
23,5051419002,Firedog50 (35/42),0,130.9,C Dylan Cozens C Mikael Granlund D Jackson LaCombe D Erik Karlsson G Joey Daccord UTIL Cutter Gauthier W Brady Tkachuk W Evgeni Malkin W Chris Kreider,,Joey Daccord,G,12.13%,17.9
24,5052042518,sampoulos1 (1/42),0,130.5,C Nazem Kadri C Mikael Granlund D MacKenzie Weegar D Jackson LaCombe G Mads Sogaard UTIL Connor Zary W Brady Tkachuk W Cutter Gauthier W Beckett Sennecke,,Connor Bedard,C,11.99%,4.5
25,5051950931,benchpointdynasty,0,130.4,C Nazem Kadri C Mikael Granlund D MacKenzie Weegar D Jackson LaCombe G Joey Daccord UTIL Beckett Sennecke W Cutter Gauthier W Bryan Rust W Jonathan Huberdeau,,Matthew Tkachuk,W,11.78%,1.5
26,5052226357,dougiefreshinthehous,0,129.6,C Sam Bennett C Dylan Cozens D Thomas Chabot D Gustav Forsling G Daniil Tarasov UTIL Brady Tkachuk W Brad Marchand W Evgeni Malkin W Anthony Mantha,,Mitch Marner,W,11.78%,2.8
26,5051784375,anxiousadams41 (4/10),0,129.59999,C Nazem Kadri C Mikael Granlund D MacKenzie Weegar D Jackson LaCombe G Joey Daccord UTIL Tomas Hertl W Pavel Dorofeyev W Beckett Sennecke W Matt Coronato,,Brad Marchand,W,11.64%,1.5
28,5051539431,B_Heals152 (4/42),0,129.2,C Jack Hughes C Mikael Granlund D Brandon Montour D Jackson LaCombe G Lukas Dostal UTIL Alex Killorn W Timo Meier W Beckett Sennecke W Eeli Tolvanen,,Jake Sanderson,D,11.57%,5.6
29,5051855729,FantasyGolfMan,0,129.1,C Nazem Kadri C Mikael Backlund D Brandon Montour D Jackson LaCombe G Joey Daccord UTIL MacKenzie Weegar W Cutter Gauthier W Beckett Sennecke W Matt Coronato,,Jacob Trouba,D,11.22%,5.6
30,5052043661,MCStu (2/3),0,128.4,C Sam Bennett C Mikael Granlund D MacKenzie Weegar D Radko Gudas G Lukas Dostal UTIL Matt Coronato W Cutter Gauthier W Matthew Tkachuk W Beckett Sennecke,,Ivan Barbashev,UTIL,10.80%,2.6
31,5052326574,jlove48 (5/15),0,128.20001,C Jack Hughes C Evan Rodrigues D Dougie Hamilton D Filip Hronek G Daniil Tarasov UTIL Carter Verhaeghe W Sam Reinhart W Jesper Bratt W Connor Brown,,Stuart Skinner,G,10.38%,20
31,5052299388,bizzell88 (37/42),0,128.2,C Jack Hughes C Nico Hischier D Dougie Hamilton D Thomas Chabot G Mads Sogaard UTIL Filip Chytil W Brady Tkachuk W Brock Boeser W Ridly Greig,,Sam Bennett,C,10.17%,6
33,5051337822,ArtfulPossum (11/42),0,127.49999,C Nazem Kadri C Mikael Granlund D Jake Sanderson D MacKenzie Weegar G Stuart Skinner UTIL Cutter Gauthier W Beckett Sennecke W Yegor Sharangovich W Jonathan Huberdeau,,Jonathan Huberdeau,W,10.17%,20.3
34,5052221341,thereddragon (3/3),0,127.299995,C Connor Bedard C Mikael Granlund D Brandon Montour D Artyom Levshunov G Stuart Skinner UTIL Tyler Bertuzzi W Cutter Gauthier W Beckett Sennecke W Chris Kreider,,Brady Tkachuk,UTIL,9.75%,23.8
35,5051866023,zkiz (5/6),0,127.00001,C Tomas Hertl C Elias Pettersson D MacKenzie Weegar D Erik Karlsson G Lukas Dostal UTIL Beckett Sennecke W Rickard Rakell W Evgeni Malkin W Brock Boeser,,Brandon Montour,D,9.40%,7.1
