Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5049903878,jlove48 (5/20),0,162.59999,C Jack Eichel C Cody Glass D MacKenzie Weegar D Rasmus Andersson G Andrei Vasilevskiy UTIL Ivan Barbashev W Mark Stone W Arseny Gritsyuk W Lenni Hameenaho,,Nathan MacKinnon,C,28.46%,11.5
2,5049689850,bkreider (82/107),0,160.4,C Nathan MacKinnon C Sean Couturier D Cale Makar D MacKenzie Weegar G Devin Cooley UTIL Yegor Sharangovich W Owen Tippett W Victor Olofsson W Denver Barkey,,Victor Olofsson,W,24.87%,14.3
3,5049803892,Sallibone (1/2),0,158.40001,C Jack Eichel C Cody Glass D Cale Makar D Martin Fehervary G Alex Nedeljkovic UTIL Alex Ovechkin W Ivan Barbashev W Arseny Gritsyuk W Lenni Hameenaho,,Will Smith,W,24.14%,13
4,5049925905,thechek182 (35/37),0,153.70001,C Macklin Celebrini C Alexander Wennberg D John Klingberg D Simon Nemec G Jake Oettinger UTIL Tyler Toffoli W Alex Ovechkin W Owen Tippett W Will Smith,,Macklin Celebrini,C,23.61%,23
5,5049797014,BJLTNYK (7/107),0,153.5,C Nathan MacKinnon C Cody Glass D Cale Makar D Colton Parayko G Alex Nedeljkovic UTIL Lenni Hameenaho W Martin Necas W Victor Olofsson W Arseny Gritsyuk,,Dougie Hamilton,D,17.72%,7.8
6,5049925902,thechek182 (32/37),0,151.09999,C Macklin Celebrini C Alexander Wennberg D Morgan Rielly D Brett Pesce G Samuel Ersson UTIL Cutter Gauthier W Travis Konecny W Owen Tippett W Tyler Toffoli,,Jared McCann,W,15.36%,13
7,5049903882,jlove48 (9/20),0,149.9,C Nathan MacKinnon C Cody Glass D Darren Raddysh D Rasmus Andersson G Lukas Dostal UTIL Victor Olofsson W Martin Necas W Arseny Gritsyuk W Lenni Hameenaho,,Matty Beniers,C,15.14%,7.8
8,5049871912,stadler66,0,147.8,C Jack Eichel C Justin Sourdif D Jake McCabe D Jamie Drysdale G Jake Oettinger UTIL Evander Kane W Mark Stone W Owen Tippett W Bobby McMann,,Martin Necas,UTIL,15.08%,26.5
9,5049902726,flo612 (6/19),0,146.50002,C Jack Eichel C Ryan Poehling D Rasmus Andersson D Simon Nemec G Adin Hill UTIL Jeffrey Viel W Mark Stone W Cutter Gauthier W Ivan Barbashev,,Philipp Grubauer,G,14.33%,8.4
10,5049838871,msgajg10 (1/8),0,145.1,C Nathan MacKinnon C Cody Glass D Cale Makar D Morgan Rielly G Lukas Dostal UTIL Lenni Hameenaho W Martin Necas W Victor Olofsson W Arseny Gritsyuk,,Nikita Kucherov,W,14.27%,11.5
11,5049929637,bkslast (3/3),0,144.1,C Nathan MacKinnon C Noah Cates D Rasmus Andersson D Brent Burns G Alex Nedeljkovic UTIL Matvei Michkov W Martin Necas W Victor Olofsson W Bobby Brink,,Logan Thompson,G,12.48%,20
12,5049912781,joldach,0,143.5,C Nathan MacKinnon C Cody Glass D Cale Makar D Simon Nemec G Devin Cooley UTIL Collin Graf W Martin Necas W Victor Olofsson W Arseny Gritsyuk,,Brandon Hagel,W,12.22%,8
13,5049903880,jlove48 (7/20),0,142.9,C Macklin Celebrini C Cody Glass D Cale Makar D Darren Raddysh G Andrei Vasilevskiy UTIL Will Smith W Collin Graf W Arseny Gritsyuk W Lenni Hameenaho,,John Klingberg,D,11.69%,8.6
14,5049689818,bkreider (50/107),0,142.29999,C Nathan MacKinnon C Jack Drury D Jakob Chychrun D Jamie Drysdale G Logan Thompson UTIL Sean Couturier W Martin Necas W Owen Tippett W Victor Olofsson,,Tyler Toffoli,UTIL,11.41%,11
