Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
35,5047406116,tecmo27 (7/8),0,129.2,C Anthony Cirelli C Kirby Dach D Darren Raddysh D Nick Blankenburg G Jake Allen UTIL Oliver Bjorkstrand W Nikita Kucherov W Brandon Hagel W Jake Guentzel,,Brandt Clarke,D,7.41%,9.3
35,5047471844,Koronin (3/4),0,129.2,C Anthony Cirelli C Alex Laferriere D Brandt Clarke D Vladislav Gavrikov G Andrei Vasilevskiy UTIL Corey Perry W Nikita Kucherov W Brandon Hagel W Vasily Podkolzin,,Juuse Saros,G,7.04%,-4.2
37,5047550811,tsteffes78,0,128.8,C Dylan Cozens C Ryan Hartman D Darren Raddysh D Jake Walman G Joel Hofer UTIL Ridly Greig W Nikita Kucherov W Brandon Hagel W Vladimir Tarasenko,,Nick Blankenburg,D,7.04%,5.6
38,5047760167,filkgb,0,127.200005,C Anthony Cirelli C Ryan McLeod D Darren Raddysh D Bowen Byram G Andrei Vasilevskiy UTIL Ridly Greig W Nikita Kucherov W Brandon Hagel W Jack Quinn,,Ridly Greig,W,7.04%,16.5
38,5047466355,cantfademe (7/8),0,127.2,C Connor McDavid C Ryan O'Reilly D Mike Matheson D Erik Gudbranson G Tristan Jarry UTIL Vasily Podkolzin W Zach Hyman W Filip Forsberg W Luke Evangelista,,Ryan Nugent-Hopkins,UTIL,6.67%,1.5
40,5047374868,dtowngigalos,0,127.100006,C Ryan Hartman C Kirby Dach D Darren Raddysh D Brady Skjei G Tristan Jarry UTIL Vladimir Tarasenko W Nikita Kucherov W Brandon Hagel W Cole Caufield,,Juraj Slafkovsky,W,6.67%,3
41,5047476209,WalmartCNXN (3/6),0,126,C Adam Fantilli C Ryan O'Reilly D Josh Morrissey D Vladislav Gavrikov G Juuse Saros UTIL Filip Forsberg W Kirill Marchenko W Luke Evangelista W Cole Sillinger,,Damon Severson,D,6.67%,2.6
42,5047302712,B_Heals152 (3/8),0,125.6,C Nick Suzuki C Kirby Dach D Roman Josi D Lane Hutson G Jakub Dobes UTIL Luke Evangelista W Filip Forsberg W Cole Caufield W Jordan Kyrou,,Mike Matheson,D,6.67%,10.6
42,5047647435,nolt0032 (4/8),0,125.6,C Nick Suzuki C Kirby Dach D Noah Dobson D Nick Blankenburg G Tristan Jarry UTIL Nikita Kucherov W Brandon Hagel W Cole Caufield W Vladimir Tarasenko,,Simon Nemec,D,6.67%,0
44,5047278310,Firedog50 (3/8),0,125.00001,C Ryan O'Reilly C Kirby Dach D Darren Raddysh D Roman Josi G Tristan Jarry UTIL Steven Stamkos W Brandon Hagel W Cole Caufield W Luke Evangelista,,Kyle Connor,W,6.67%,12.8
45,5047647438,nolt0032 (7/8),0,124.3,C Anthony Cirelli C Alex Turcotte D Brandt Clarke D Dougie Hamilton G Juuse Saros UTIL Andrei Kuzmenko W Nikita Kucherov W Brandon Hagel W Kevin Fiala,,Mats Zuccarello,W,6.30%,12.8
46,5047654877,vishy2773 (5/8),0,124.2,C Nick Suzuki C Kirby Dach D Lane Hutson D Dougie Hamilton G Jakub Dobes UTIL Brandon Hagel W Cole Caufield W Juraj Slafkovsky W Ivan Demidov,,Charlie Coyle,C,6.30%,1.5
47,5047731104,shalhoub23 (1/3),0,122.899994,C Anthony Cirelli C Charlie Coyle D Ivan Provorov D Alexandre Carrier G Jeremy Swayman UTIL Kent Johnson W Nikita Kucherov W Brandon Hagel W Jake Guentzel,,Elvis Merzlikins,G,6.30%,-3.5
48,5047489743,giantsquid (2/5),0,122.5,C Ryan Hartman C Noah Ostlund D Quinn Hughes D Roman Josi G Jake Allen UTIL Luke Evangelista W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Dougie Hamilton,D,6.30%,10.6
48,5047598900,Hunter4ever89 (2/8),0,122.5,C Anthony Cirelli C Alex Turcotte D Darren Raddysh D Erik Gudbranson G Juuse Saros UTIL Andrei Kuzmenko W Nikita Kucherov W Brandon Hagel W Kevin Fiala,,Kevin Fiala,UTIL,6.30%,15
50,5047278315,Firedog50 (8/8),0,121.9,C Ryan O'Reilly C Erik Haula D Roman Josi D Jake Walman G Jeremy Swayman UTIL Steven Stamkos W Nikita Kucherov W Brandon Hagel W Luke Evangelista,,Jack Roslovic,C,5.93%,2.8
51,5047567652,THE_PHANTOM_1 (7/8),0,121.8,C Tage Thompson C Noah Ostlund D Darren Raddysh D Philip Broberg G Alex Lyon UTIL Vasily Podkolzin W Nikita Kucherov W Brandon Hagel W Oliver Bjorkstrand,,Ivan Provorov,D,5.93%,9.9
52,5047277534,OneDropKing (2/8),0,121.70001,C Ryan Hartman C Ryan O'Reilly D Quinn Hughes D Ivan Provorov G Jesper Wallstedt UTIL Luke Evangelista W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Jake Allen,G,5.93%,17.9
52,5047567458,THE_PHANTOM_1 (1/8),0,121.70001,C Ryan Hartman C Ryan O'Reilly D Quinn Hughes D Ivan Provorov G Jesper Wallstedt UTIL Luke Evangelista W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Steven Stamkos,W,5.93%,1.5
52,5047498601,novice1,0,121.7,C Nick Suzuki C Ryan O'Reilly D Roman Josi D Brady Skjei G Jeremy Swayman UTIL Ryan Nugent-Hopkins W Jake Guentzel W Filip Forsberg W Luke Evangelista,,Ivan Demidov,W,5.56%,14.5
55,5047555331,EricX,0,121.6,C Connor McDavid C Ryan O'Reilly D Mike Matheson D Nick Blankenburg G Tristan Jarry UTIL Zach Hyman W Filip Forsberg W Luke Evangelista W Vasily Podkolzin,,Philip Broberg,D,5.56%,1.5
56,5047654876,vishy2773 (4/8),0,121.2,C Ryan Hartman C Noah Ostlund D Quinn Hughes D Rasmus Dahlin G Alex Lyon UTIL Vasily Podkolzin W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Quinn Hughes,D,5.56%,14.9
57,5047277538,OneDropKing (6/8),0,120.5,C Noah Ostlund C Kirby Dach D Rasmus Dahlin D Josh Morrissey G Alex Lyon UTIL Tage Thompson W Alex Tuch W Josh Doan W Jason Zucker,,Jake Sanderson,D,5.56%,9.7
57,5047733236,nickps (7/8),0,120.5,C Ryan Hartman C Kirby Dach D Quinn Hughes D Jake Walman G Alex Lyon UTIL Kevin Fiala W Kirill Kaprizov W Mats Zuccarello W Vladimir Tarasenko,,Mark Scheifele,C,5.19%,29.3
59,5047474252,WalmartCNXN (2/6),0,120.200005,C Anthony Cirelli C Sean Monahan D Brandt Clarke D Vladislav Gavrikov G Elvis Merzlikins UTIL Boone Jenner W Nikita Kucherov W Brandon Hagel W Kent Johnson,,Alex Laferriere,C,5.19%,2.8
59,5047556185,Chillman9 (6/7),0,120.2,C Alex Laferriere C Sean Monahan D Darren Raddysh D Ivan Provorov G Alex Lyon UTIL Kent Johnson W Nikita Kucherov W Brandon Hagel W Boone Jenner,,Jesper Wallstedt,G,4.81%,6.3
61,5047497121,Cicima6709 (8/8),0,119.700005,C Connor McDavid C Ryan O'Reilly D Evan Bouchard D Alexandre Carrier G Tristan Jarry UTIL Nick Blankenburg W Filip Forsberg W Luke Evangelista W Vasily Podkolzin,,Josh Morrissey,D,4.81%,27.1
62,5047381653,vaughn1029,0,118.6,C Mark Scheifele C Nick Suzuki D Josh Morrissey D Ivan Provorov G Jonathan Quick UTIL Kirby Dach W Kyle Connor W Cole Caufield W Alex Iafallo,,Andrei Vasilevskiy,G,4.81%,17.9
62,5047733233,nickps (4/8),0,118.6,C Jack Roslovic C Noah Laba D Darren Raddysh D Braden Schneider G Andrei Vasilevskiy UTIL Jake Guentzel W Nikita Kucherov W Brandon Hagel W Oliver Bjorkstrand,,Roope Hintz,UTIL,4.44%,11.5
64,5047700683,isupol (3/4),0,118.4,C Tim Stuetzle C Ryan O'Reilly D Jake Sanderson D Roman Josi G Jeremy Swayman UTIL Connor Brown W Filip Forsberg W Drake Batherson W Luke Evangelista,,Adrian Kempe,W,4.44%,14.5
65,5047335060,AJTruth33 (2/3),0,118.2,C Charlie Coyle C Noah Ostlund D Darren Raddysh D Lane Hutson G Jeremy Swayman UTIL Brandt Clarke W Nikita Kucherov W Brandon Hagel W Kent Johnson,,Gabriel Vilardi,W,4.44%,1.3
66,5047277537,OneDropKing (5/8),0,117.899994,C Wyatt Johnston C Kirby Dach D Miro Heiskanen D Philip Broberg G Jake Oettinger UTIL Roope Hintz W Jason Robertson W Jordan Kyrou W Jimmy Snuggerud,,Sean Monahan,C,4.44%,11.5
66,5047531027,HossDaBeast (6/8),0,117.899994,C Nick Suzuki C Kirby Dach D Lane Hutson D Thomas Chabot G James Reimer UTIL Jake Guentzel W Cole Caufield W Juraj Slafkovsky W Ivan Demidov,,Oliver Bjorkstrand,W,4.44%,1.5
68,5047665841,Ranger13,0,117.5,C Ryan Hartman C Ryan O'Reilly D Quinn Hughes D Jake Sanderson G Jeremy Swayman UTIL Ridly Greig W Kirill Kaprizov W Luke Evangelista W Vladimir Tarasenko,,Drake Batherson,W,4.44%,1.5
69,5047598902,Hunter4ever89 (4/8),0,117.3,C Connor McDavid C Ryan O'Reilly D J.J. Moser D Braden Schneider G Tristan Jarry UTIL Vasily Podkolzin W Zach Hyman W Filip Forsberg W Luke Evangelista,,Braden Schneider,D,4.44%,10.6
70,5047614362,xeqtr1 (1/2),0,116.30002,C Ryan Hartman C Ryan O'Reilly D Roman Josi D Noah Dobson G Juuse Saros UTIL Filip Forsberg W Cole Caufield W Juraj Slafkovsky W Vladimir Tarasenko,,Jakub Dobes,G,4.07%,6.7
71,5047489744,giantsquid (3/5),0,115.899994,C Mark Scheifele C Jonathan Toews D Josh Morrissey D Braden Schneider G Alex Lyon UTIL Vasily Podkolzin W Kyle Connor W Zach Hyman W Gabriel Vilardi,,Jordan Kyrou,W,4.07%,13
72,5047564249,LushyLeanPocket,0,115.70001,C Ryan Hartman C Ryan McLeod D Darren Raddysh D Jake Walman G Alex Lyon UTIL Nikita Kucherov W Brandon Hagel W Jason Zucker W Jack Quinn,,Jimmy Snuggerud,W,4.07%,4.5
73,5047459838,WalmartCNXN (1/6),0,115.6,C Nick Suzuki C Anthony Cirelli D Philip Broberg D Mason Lohrei G Jakub Dobes UTIL Kirby Dach W Nikita Kucherov W Brandon Hagel W Cole Caufield,,Jack Hughes,C,4.07%,0
74,5047488946,bkreider (6/8),0,115,C Anthony Cirelli C Alex Laferriere D Lane Hutson D Brandt Clarke G Jakub Dobes UTIL Nikita Kucherov W Brandon Hagel W Pontus Holmberg W Zemgus Girgensons,,Alex Turcotte,C,4.07%,8
75,5047490104,Cicima6709 (2/8),0,114.50001,C Connor McDavid C Kirby Dach D Mattias Samuelsson D Joel Edmundson G Tristan Jarry UTIL Vladimir Tarasenko W Nikita Kucherov W Brandon Hagel W Vasily Podkolzin,,Andrei Kuzmenko,UTIL,4.07%,14.5
76,5047765505,mackman1995,0,114.3,C Anthony Cirelli C Ryan McLeod D Darren Raddysh D Simon Nemec G James Reimer UTIL Jack Quinn W Nikita Kucherov W Brandon Hagel W Jason Zucker,,Jonathan Toews,C,4.07%,0
77,5047614363,xeqtr1 (2/2),0,114.20001,C Ryan Hartman C Ryan O'Reilly D Roman Josi D Alexandre Carrier G Juuse Saros UTIL Nikita Kucherov W Cole Caufield W Juraj Slafkovsky W Vladimir Tarasenko,,Boone Jenner,W,4.07%,9.3
77,5047733231,nickps (2/8),0,114.200005,C Ryan Hartman C Ryan O'Reilly D Roman Josi D Nick Blankenburg G Tristan Jarry UTIL Filip Forsberg W Kirill Kaprizov W Luke Evangelista W Kent Johnson,,Jason Robertson,W,3.70%,33.5
79,5047335061,AJTruth33 (3/3),0,113.90001,C Connor McDavid C Ryan O'Reilly D Roman Josi D Jake Walman G Jeremy Swayman UTIL Vasily Podkolzin W Filip Forsberg W Viktor Arvidsson W Luke Evangelista,,Rasmus Dahlin,D,3.70%,11.9
80,5047624807,luckyguesses (2/3),0,113.299995,C Mark Scheifele C Nico Hischier D Josh Morrissey D Thomas Harley G Jake Oettinger UTIL Ondrej Palat W Kyle Connor W Dawson Mercer W Alex Iafallo,,Erik Haula,C,3.70%,1.5
81,5047556181,Chillman9 (2/7),0,112.80001,C Ryan Hartman C Ryan O'Reilly D Roman Josi D Mikey Anderson G Jeremy Swayman UTIL Filip Forsberg W Kirill Kaprizov W Mats Zuccarello W Luke Evangelista,,Oliver Kapanen,C,3.33%,1.5
81,5047660158,madbx8 (1/2),0,112.80001,C Ryan Hartman C Ryan O'Reilly D Roman Josi D Mikey Anderson G Jeremy Swayman UTIL Filip Forsberg W Kirill Kaprizov W Mats Zuccarello W Luke Evangelista,,Charlie McAvoy,D,3.33%,2.6
83,5047302717,B_Heals152 (8/8),0,111.90001,C Ryan Hartman C Ryan O'Reilly D Roman Josi D Jake Walman G Juuse Saros UTIL Filip Forsberg W Kirill Kaprizov W Luke Evangelista W Alex Iafallo,,Noah Ostlund,C,3.33%,22.8
84,5047654879,vishy2773 (7/8),0,111.40001,C Jonathan Toews C Kirby Dach D Darren Raddysh D Mikey Anderson G Andrei Vasilevskiy UTIL Brandon Hagel W Nikita Kucherov W Jake Guentzel W Oliver Bjorkstrand,,Alexandre Carrier,D,3.33%,19
85,5047643731,sullybrochill (4/4),0,110.899994,C Nick Suzuki C Kirby Dach D Lane Hutson D Brady Skjei G Jakub Dobes UTIL Alex Turcotte W Nikita Kucherov W Jake Guentzel W Cole Caufield,,Brayden Schenn,C,3.33%,0
86,5047632600,Jstar03 (2/2),0,110.4,C Dylan Cozens C Ryan O'Reilly D Jake Sanderson D Logan Stanley G Jeremy Swayman UTIL Filip Forsberg W Brady Tkachuk W Drake Batherson W Luke Evangelista,,Alex Iafallo,W,3.33%,2.6
87,5047219584,jdmercer,0,109.10001,C Ryan Hartman C Ryan O'Reilly D Roman Josi D Damon Severson G Juuse Saros UTIL Connor McDavid W Filip Forsberg W Vladimir Tarasenko W Vasily Podkolzin,,Darcy Kuemper,G,3.33%,-2.8
87,5047343601,FantasySultan,0,109.100006,C Connor McDavid C Ryan O'Reilly D Roman Josi D Charle-Edouard D'Astous G Jeremy Swayman UTIL Filip Forsberg W Zach Hyman W Vasily Podkolzin W Dominic James,,Cole Sillinger,W,3.33%,1.5
89,5047378592,mbhabes,0,109,C Mark Scheifele C Jonathan Toews D Josh Morrissey D Artem Zub G Alex Lyon UTIL Zach Hyman W Kyle Connor W Gabriel Vilardi W Alex Iafallo,,Darnell Nurse,D,3.33%,2.8
90,5047555061,jagibbs22 (5/6),0,108.9,C Nick Suzuki C Kirby Dach D Mike Matheson D Simon Nemec G Jakub Dobes UTIL Roope Hintz W Jason Robertson W Zach Hyman W Cole Caufield,,Jake Oettinger,G,2.96%,10.2
91,5047777657,jpeters6 (5/8),0,108.7,C Brayden Schenn C Nick Paul D Darren Raddysh D Philip Broberg G Joel Hofer UTIL Vladimir Tarasenko W Nikita Kucherov W Brandon Hagel W Jake Guentzel,,Mattias Ekholm,D,2.96%,5.6
92,5047302711,B_Heals152 (2/8),0,108.50001,C Quinton Byfield C Jack Roslovic D Darren Raddysh D Jake Walman G Andrei Vasilevskiy UTIL Warren Foegele W Nikita Kucherov W Brandon Hagel W Oliver Bjorkstrand,,Viktor Arvidsson,W,2.96%,3
93,5047647434,nolt0032 (3/8),0,108.200005,C Wyatt Johnston C Roope Hintz D Brandt Clarke D Braden Schneider G Jakub Dobes UTIL Alex Laferriere W Jason Robertson W Adrian Kempe W Corey Perry,,Vladislav Gavrikov,D,2.96%,16
94,5047283000,supremexjp,0,107.7,C Nick Suzuki C Dylan Cozens D Jake Sanderson D Brock Faber G Alex Lyon UTIL Kirby Dach W Brady Tkachuk W Cole Caufield W Ridly Greig,,Nico Hischier,UTIL,2.96%,0
95,5047278314,Firedog50 (7/8),0,107.3,C Ryan Hartman C Ryan O'Reilly D Roman Josi D Nick Blankenburg G Jeremy Swayman UTIL Luke Evangelista W Kirill Kaprizov W Nikita Kucherov W Vladimir Tarasenko,,Wyatt Johnston,C,2.59%,13
95,5047488941,bkreider (1/8),0,107.3,C Ryan Hartman C Kirby Dach D Quinn Hughes D Vladislav Gavrikov G Jonathan Quick UTIL Mats Zuccarello W Kirill Kaprizov W Cole Caufield W Vladimir Tarasenko,,Jason Zucker,W,2.59%,7.3
95,5047654880,vishy2773 (8/8),0,107.3,C Ryan O'Reilly C Kirby Dach D Roman Josi D Charlie McAvoy G Jeremy Swayman UTIL Filip Forsberg W David Pastrnak W Steven Stamkos W Luke Evangelista,,Brady Skjei,D,2.59%,10.6
98,5047653803,slewyyy,0,107.00001,C Ryan O'Reilly C Danila Yurov D Roman Josi D Mike Matheson G Tristan Jarry UTIL Anthony Cirelli W Nikita Kucherov W Cole Caufield W Dawson Mercer,,Timo Meier,W,2.59%,4.5
99,5047733232,nickps (3/8),0,106.8,C Nick Suzuki C Kirby Dach D Lane Hutson D Nick Blankenburg G Andrei Vasilevskiy UTIL Luke Evangelista W Nikita Kucherov W Cole Caufield W Juraj Slafkovsky,,Jesper Bratt,W,2.59%,2.6
100,5047666288,Hunter4ever89 (6/8),0,106.700005,C Anthony Cirelli C Sean Monahan D Darren Raddysh D Nick Blankenburg G Juuse Saros UTIL Kent Johnson W Nikita Kucherov W Brandon Hagel W Boone Jenner,,Mattias Samuelsson,D,2.59%,7.6
101,5047733230,nickps (1/8),0,106.3,C Tage Thompson C Roope Hintz D Rasmus Dahlin D Brandt Clarke G Alex Lyon UTIL Alex Laferriere W Adrian Kempe W Corey Perry W Vladimir Tarasenko,,Erik Gudbranson,D,2.59%,11.2
102,5047437760,FatsoFat6969 (2/3),0,105.9,C Anthony Cirelli C Brayden Schenn D Jake Walman D Philip Broberg G Joel Hofer UTIL Zach Hyman W Nikita Kucherov W Brandon Hagel W Jimmy Snuggerud,,Pavel Zacha,C,2.22%,3
102,5047335968,saulgoodman23 (1/8),0,105.899994,C Anthony Cirelli C Pavel Zacha D Darren Raddysh D Damon Severson G Elvis Merzlikins UTIL Viktor Arvidsson W Nikita Kucherov W Brandon Hagel W Vladimir Tarasenko,,Dominic James,W,2.22%,11
104,5047277539,OneDropKing (7/8),0,105.4,C Jack Hughes C Alex Turcotte D Darren Raddysh D Dougie Hamilton G Jake Allen UTIL Andrei Kuzmenko W Nikita Kucherov W Adrian Kempe W Arseny Gritsyuk,,Charle-Edouard D'Astous,D,2.22%,1.3
104,5047647437,nolt0032 (6/8),0,105.4,C Adam Fantilli C Ryan O'Reilly D Rasmus Dahlin D Logan Stanley G Joel Hofer UTIL Steven Stamkos W Kirill Marchenko W Filip Forsberg W Luke Evangelista,,Jack Quinn,UTIL,2.22%,11.8
