Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5048487146,isupol (2/4),0,145.40001,C Nick Schmaltz C Matty Beniers D Mikhail Sergachev D Vince Dunn G Kevin Lankinen UTIL Elias Pettersson W Clayton Keller W Jared McCann W Jordan Eberle,,Nathan MacKinnon,C,61.03%,4.5
2,5048283400,ekim8,0,140.7,C Brock Nelson C Nick Schmaltz D Brent Burns D Simon Edvinsson G John Gibson UTIL Valeri Nichushkin W Clayton Keller W Ross Colton W Lawson Crouse,,Victor Olofsson,W,44.85%,5.8
3,5048231359,nolt0032 (1/4),0,130.3,C Sidney Crosby C Matty Beniers D Vince Dunn D Tony DeAngelo G John Gibson UTIL Jordan Eberle W Bryan Rust W Rickard Rakell W Jared McCann,,Martin Necas,W,27.21%,4.1
4,5048486720,isupol (1/4),0,127.50001,C Nick Schmaltz C John Tavares D Mikhail Sergachev D Morgan Rielly G Lukas Dostal UTIL Bryan Rust W Clayton Keller W Matthew Knies W Matias Maccelli,,Brett Kulak,D,22.79%,1.3
5,5048397251,d0r1t0s,0,123,C Auston Matthews C Nick Schmaltz D Brent Burns D Oliver Ekman-Larsson G Joseph Woll UTIL Lawson Crouse W Clayton Keller W Bobby McMann W Max Domi,,Stuart Skinner,G,21.32%,15.1
6,5048256261,tecmo27 (3/4),0,120.5,C Nick Schmaltz C Calum Ritchie D Mikhail Sergachev D Brett Kulak G Stuart Skinner UTIL Rickard Rakell W Dylan Guenther W Clayton Keller W JJ Peterka,,Cale Makar,D,18.38%,8.6
7,5048328237,tsteffes78,0,119.40001,C Brock Nelson C Matty Beniers D Brent Burns D Morgan Rielly G Philipp Grubauer UTIL Nathan MacKinnon W Jared McCann W Ross Colton W Matvei Gridin,,Ilya Sorokin,G,18.38%,4.2
8,5048122897,fborch,0,116.40001,C Nathan MacKinnon C Matty Beniers D Vince Dunn D Jamie Drysdale G Philipp Grubauer UTIL Jordan Eberle W Martin Necas W Jared McCann W Victor Olofsson,,Anthony Duclair,W,16.91%,11.3
9,5048403303,THE_PHANTOM_1 (4/4),0,115.5,C Sidney Crosby C Dylan Larkin D Pavel Mintyukov D Brett Kulak G Stuart Skinner UTIL Matty Beniers W Bryan Rust W Rickard Rakell W Jared McCann,,Brock Nelson,C,16.91%,11
10,5048201784,giantsquid (2/3),0,113.4,C Sidney Crosby C Matty Beniers D Kris Letang D Kevin Bahl G Stuart Skinner UTIL Evgeni Malkin W Bryan Rust W Rickard Rakell W Jared McCann,,Ross Colton,W,16.91%,10.5
11,5047996685,OneDropKing (1/4),0,110.200005,C Nick Schmaltz C Mikael Backlund D Mikhail Sergachev D Filip Hronek G Karel Vejmelka UTIL Dylan Guenther W Clayton Keller W JJ Peterka W Nicholas Robertson,,Auston Matthews,C,16.18%,11.8
12,5048540220,mike_hnatiuk,0,110.100006,C Nathan MacKinnon C Matty Beniers D Vince Dunn D Brett Kulak G Joseph Woll UTIL Jared McCann W Martin Necas W JJ Peterka W Victor Olofsson,,Rickard Rakell,W,16.18%,10.8
13,5048291438,madbx8 (2/2),0,109.200005,C Nick Schmaltz C Mikael Granlund D John Carlson D Jacob Trouba G Karel Vejmelka UTIL Lawson Crouse W Clayton Keller W Beckett Sennecke W Alex Killorn,,Philipp Grubauer,G,14.71%,24.3
14,5048167230,cantfademe (1/4),0,107.899994,C Nathan MacKinnon C Matty Beniers D Cale Makar D Brett Kulak G Philipp Grubauer UTIL Brock Boeser W Jared McCann W Jordan Eberle W Victor Olofsson,,Jakob Chychrun,D,14.71%,4.3
15,5047926051,Koronin (3/4),0,107.399994,C Auston Matthews C Nick Schmaltz D Mikhail Sergachev D Morgan Rielly G Joseph Woll UTIL Jared McCann W Bobby McMann W Lawson Crouse W Max Domi,,Matty Beniers,C,13.97%,19
16,5047926049,Koronin (1/4),0,107.100006,C Elias Pettersson C Matty Beniers D Cale Makar D Tom Willander G Philipp Grubauer UTIL Jake DeBrusk W Martin Necas W Jared McCann W Jordan Eberle,,Sam Malinski,D,13.97%,6
17,5048231360,nolt0032 (2/4),0,106.8,C Sidney Crosby C Elias Pettersson D Brandon Montour D Tom Willander G Philipp Grubauer UTIL Evander Kane W Bryan Rust W Rickard Rakell W Jake DeBrusk,,Nick Schmaltz,C,13.24%,12.8
18,5048033460,clothsofheaven (4/4),0,104.3,C Mathew Barzal C Nick Schmaltz D Mikhail Sergachev D Sam Malinski G Scott Wedgewood UTIL Anthony Duclair W Clayton Keller W Anders Lee W Lawson Crouse,,Scott Wedgewood,G,13.24%,9.7
19,5048546412,cammc15,0,104,C Dylan Larkin C Dylan Strome D Jakob Chychrun D Cam York G Logan Thompson UTIL Matvei Michkov W Lucas Raymond W Ryan Leonard W Marco Kasper,,Jared McCann,W,11.76%,19.3
20,5048149802,oshevach,0,103.600006,C Dylan Strome C John Tavares D Jakob Chychrun D Morgan Rielly G Philipp Grubauer UTIL Yegor Sharangovich W Alex Ovechkin W Matthew Knies W Matias Maccelli,,Elias Pettersson,C,11.03%,9.7
21,5048564372,xPipeDreams,0,103.3,C Mathew Barzal C Dylan Strome D Jakob Chychrun D Matthew Schaefer G Stuart Skinner UTIL Ryan Leonard W Evgeni Malkin W Anthony Duclair W Egor Chinakhov,,Morgan Rielly,D,11.03%,11.4
22,5048033458,clothsofheaven (2/4),0,102.8,C Sidney Crosby C Calum Ritchie D Zeev Buium D Brett Kulak G Lukas Dostal UTIL Bryan Rust W Alex DeBrincat W Lucas Raymond W Rickard Rakell,,Lawson Crouse,W,10.29%,12.8
23,5047996686,OneDropKing (2/4),0,102.3,C Nathan MacKinnon C Elias Pettersson D Filip Hronek D Zeev Buium G Kevin Lankinen UTIL Jake DeBrusk W Alex DeBrincat W Brock Boeser W Evander Kane,,Mathew Barzal,C,10.29%,8
24,5048231361,nolt0032 (3/4),0,101.7,C Auston Matthews C Dylan Larkin D Moritz Seider D Morgan Rielly G Philipp Grubauer UTIL Justin Brazeau W Lucas Raymond W Anthony Mantha W Marco Kasper,,Logan Thompson,G,10.29%,0.7
