Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
952,5048128830,jjbumphrey (2/10),0,100.59999,C Nathan MacKinnon C Justin Sourdif D Filip Hronek D Adam Pelech G Stuart Skinner UTIL Bryan Rust W Rickard Rakell W Evgeni Malkin W Anthony Mantha,,,,,
952,5048154661,PresidentLeach (1/50),0,100.59999,C Auston Matthews C Sidney Crosby D Morgan Rielly D Brandon Carlo G Philipp Grubauer UTIL Matty Beniers W Rickard Rakell W Bobby McMann W Max Domi,,,,,
952,5048201624,giantsquid (22/142),0,100.59999,C Sidney Crosby C Calum Ritchie D Kris Letang D Filip Hronek G Stuart Skinner UTIL Elias Pettersson W Bryan Rust W Rickard Rakell W Evgeni Malkin,,,,,
952,5048416639,I_Slewfoot_U (14/50),0,100.59999,C Nathan MacKinnon C Elias Pettersson D Cale Makar D Filip Hronek G Philipp Grubauer UTIL Brock Boeser W Jake DeBrusk W Victor Olofsson W Ryan Strome,,,,,
959,5047990088,OneDropKing (38/142),0,100.50001,C Nathan MacKinnon C Elias Pettersson D Filip Hronek D Parker Wotherspoon G Kevin Lankinen UTIL Brock Boeser W Travis Konecny W Evgeni Malkin W Jake DeBrusk,,,,,
959,5048276012,EricX (128/142),0,100.50001,C Christian Dvorak C Chandler Stephenson D Matthew Schaefer D Vince Dunn G Samuel Ersson UTIL Matty Beniers W Travis Konecny W Trevor Zegras W Jordan Eberle,,,,,
959,5048378216,gauvdawg326 (1/3),0,100.5,C Nathan MacKinnon C Nick Schmaltz D Sam Malinski D Martin Fehervary G Stuart Skinner UTIL Ethen Frank W Clayton Keller W Lawson Crouse W Victor Olofsson,,,,,
959,5048481817,geocom (3/4),0,100.5,C Sidney Crosby C Nick Schmaltz D Kevin Bahl D Elias-Nils Pettersson G Logan Thompson UTIL Justin Sourdif W Clayton Keller W Rickard Rakell W Aliaksei Protas,,,,,
959,5048497012,Saginaw66,0,100.5,C Brock Nelson C Dylan Strome D Brent Burns D Simon Edvinsson G Ilya Sorokin UTIL Justin Sourdif W Valeri Nichushkin W Aliaksei Protas W Connor McMichael,,,,,
964,5047950964,Firedog50 (16/142),0,100.4,C Nathan MacKinnon C Matty Beniers D Josh Manson D Jake McCabe G Scott Wedgewood UTIL Vince Dunn W Martin Necas W Jared McCann W Victor Olofsson,,,,,
964,5048286305,hbyanksman (1/8),0,100.4,C Auston Matthews C Nick Schmaltz D Mikhail Sergachev D Zach Whitecloud G Ilya Sorokin UTIL Lawson Crouse W Clayton Keller W Bobby McMann W Max Domi,,,,,
964,5048367166,xnodak,0,100.4,C Sidney Crosby C Mathew Barzal D Matthew Schaefer D Cam York G Stuart Skinner UTIL Anthony Duclair W Bryan Rust W Brock Boeser W Ross Colton,,,,,
964,5048172335,tommienation1 (80/106),0,100.399994,C Auston Matthews C Dylan Strome D Jake McCabe D Yan Kuznetsov G Joseph Woll UTIL Aliaksei Protas W Alex Ovechkin W Bobby McMann W Max Domi,,,,,
964,5048201681,giantsquid (79/142),0,100.399994,C Sidney Crosby C Elias Pettersson D Kris Letang D Josh Manson G Stuart Skinner UTIL Brock Boeser W Bryan Rust W Rickard Rakell W Ross Colton,,,,,
964,5048527660,teeoff2da (4/7),0,100.399994,C Nathan MacKinnon C Matty Beniers D Travis Sanheim D Tony DeAngelo G Stuart Skinner UTIL Morgan Rielly W Alex DeBrincat W Artturi Lehkonen W Victor Olofsson,,,,,
970,5048395177,hitman41,0,100.30001,C Nick Schmaltz C Mason McTavish D Mikhail Sergachev D Josh Manson G Karel Vejmelka UTIL Dylan Guenther W Clayton Keller W Chris Kreider W Ryan Strome,,,,,
970,5047977704,triumph74 (1/2),0,100.3,C Brock Nelson C Nick Schmaltz D Matthew Schaefer D Josh Manson G Ilya Sorokin UTIL Anthony Duclair W Clayton Keller W Anders Lee W Lawson Crouse,,,,,
970,5048201672,giantsquid (70/142),0,100.29999,C Sidney Crosby C Elias Pettersson D Kris Letang D Pavel Mintyukov G Philipp Grubauer UTIL Brock Boeser W Bryan Rust W Rickard Rakell W Jake DeBrusk,,,,,
973,5048236358,thechek182 (24/70),0,100.20001,C Nathan MacKinnon C Matty Beniers D Brandon Montour D Sean Durzi G Philipp Grubauer UTIL Elias Pettersson W Jared McCann W Jake DeBrusk W Linus Karlsson,,,,,
973,5048424338,nmeyer1983 (8/12),0,100.200005,C Brock Nelson C Nick Schmaltz D Tony DeAngelo D Brett Kulak G Logan Thompson UTIL Lawson Crouse W Clayton Keller W Artturi Lehkonen W Valeri Nichushkin,,,,,
973,5047950955,Firedog50 (7/142),0,100.2,C Nathan MacKinnon C Matty Beniers D Cale Makar D Josh Manson G Philipp Grubauer UTIL Jared McCann W Jordan Eberle W Connor Zary W Victor Olofsson,,,,,
973,5048191617,Grunt0341,0,100.2,C Brock Nelson C Nick Schmaltz D Martin Fehervary D Parker Wotherspoon G Ilya Sorokin UTIL Ross Colton W Clayton Keller W Travis Konecny W Trevor Zegras,,,,,
973,5048401482,gmoney_69 (27/50),0,100.2,C Nathan MacKinnon C Elias Pettersson D Vince Dunn D Brent Burns G Scott Wedgewood UTIL Evander Kane W Jake DeBrusk W Ross Colton W Victor Olofsson,,,,,
973,5048495334,swamp66,0,100.2,C Nick Schmaltz C Andrew Copp D Mikhail Sergachev D Sam Malinski G Ilya Sorokin UTIL Jacob Trouba W Clayton Keller W Rickard Rakell W Lawson Crouse,,,,,
979,5048126586,bmull1981 (5/15),0,100.100006,C Dylan Larkin C Dylan Strome D Moritz Seider D Tyler Myers G John Gibson UTIL Lucas Raymond W Ryan Leonard W Connor McMichael W James van Riemsdyk,,,,,
979,5048497780,jusnit (38/40),0,100.100006,C Nathan MacKinnon C Brock Nelson D Kris Letang D Brett Kulak G Philipp Grubauer UTIL Filip Hronek W Bryan Rust W Jared McCann W Egor Chinakhov,,,,,
979,5048364596,bizzell88 (123/142),0,100.1,C Auston Matthews C Mason McTavish D Pavel Mintyukov D Jake McCabe G Lukas Dostal UTIL Bryan Rust W Cutter Gauthier W Rickard Rakell W Matias Maccelli,,,,,
979,5048430215,ogi14us (15/20),0,100.1,C Nick Schmaltz C Mason McTavish D Cale Makar D Jacob Trouba G Stuart Skinner UTIL Lawson Crouse W Clayton Keller W Chris Kreider W Ryan Strome,,,,,
979,5048412978,THE_PHANTOM_1 (3/142),0,100.09999,C Nathan MacKinnon C Brock Nelson D Brent Burns D Samuel Girard G Philipp Grubauer UTIL Matty Beniers W Valeri Nichushkin W Jared McCann W Ryan Strome,,,,,
979,5048416653,I_Slewfoot_U (28/50),0,100.09999,C Nathan MacKinnon C Elias Pettersson D Cale Makar D Filip Hronek G Joseph Woll UTIL Brock Boeser W Jake DeBrusk W Nicholas Robertson W Ryan Strome,,,,,
985,5047919936,Destroyer-83,0,100,C Elias Pettersson C Mikael Granlund D Mikhail Sergachev D Vince Dunn G Kevin Lankinen UTIL Alex DeBrincat W Evgeni Malkin W Valeri Nichushkin W Linus Karlsson,,,,,
985,5048012985,B_Heals152 (50/142),0,100,C Mikael Backlund C Christian Dvorak D Morgan Rielly D Rasmus Sandin G Logan Thompson UTIL Rickard Rakell W Alex DeBrincat W Travis Konecny W Trevor Zegras,,,,,
985,5048115940,shanespicks,0,100,C Nathan MacKinnon C Christian Dvorak D Morgan Rielly D Jamie Drysdale G Scott Wedgewood UTIL Connor Zary W Martin Necas W Artturi Lehkonen W Matvei Gridin,,,,,
985,5048198202,marky2513,0,100,C Nick Schmaltz C John Tavares D MacKenzie Weegar D Tyler Myers G Kevin Lankinen UTIL Cale Makar W Evgeni Malkin W Brock Boeser W Evander Kane,,,,,
985,5048413047,THE_PHANTOM_1 (72/142),0,100,C Brock Nelson C Dylan Larkin D Brent Burns D Zach Whitecloud G Scott Wedgewood UTIL Victor Olofsson W Alex DeBrincat W Valeri Nichushkin W Ross Colton,,,,,
985,5048413080,THE_PHANTOM_1 (105/142),0,99.99999,C Sidney Crosby C Barrett Hayton D Mikhail Sergachev D Vince Dunn G Stuart Skinner UTIL Rickard Rakell W Dylan Guenther W JJ Peterka W Daniil But,,,,,
991,5048531521,tical1994 (48/63),0,99.90001,C Brock Nelson C Elias Pettersson D Moritz Seider D Tyler Myers G Kevin Lankinen UTIL Jared McCann W Alex DeBrincat W Jake DeBrusk W Evander Kane,,,,,
991,5048201743,giantsquid (141/142),0,99.9,C Nathan MacKinnon C Elias Pettersson D Filip Hronek D Jamie Drysdale G Stuart Skinner UTIL Brock Boeser W Martin Necas W Artturi Lehkonen W Victor Olofsson,,,,,
991,5048221918,JFishh87 (1/6),0,99.9,C Dylan Larkin C Mathew Barzal D Sam Malinski D Jake McCabe G John Gibson UTIL Anders Lee W Alex DeBrincat W Lucas Raymond W Anthony Duclair,,,,,
991,5048364561,bizzell88 (88/142),0,99.9,C Mathew Barzal C Mason McTavish D John Carlson D Jackson LaCombe G Lukas Dostal UTIL Anthony Duclair W Cutter Gauthier W Anders Lee W JJ Peterka,,,,,
991,5048497779,jusnit (37/40),0,99.9,C Nathan MacKinnon C Sidney Crosby D Tony DeAngelo D Brett Kulak G Stuart Skinner UTIL Tommy Novak W Rickard Rakell W Evgeni Malkin W Egor Chinakhov,,,,,
991,5048167334,cantfademe (35/142),0,99.899994,C Nathan MacKinnon C Matty Beniers D Cale Makar D Jack St. Ivany G Philipp Grubauer UTIL Justin Brazeau W Jared McCann W Eeli Tolvanen W Jordan Eberle,,,,,
991,5048167352,cantfademe (53/142),0,99.899994,C Matty Beniers C Jack McBain D Cale Makar D Jakob Chychrun G Philipp Grubauer UTIL Jordan Eberle W Dylan Guenther W Jared McCann W Michael Carcone,,,,,
991,5048221920,ShineCrazyDiamond (1/7),0,99.899994,C Dylan Strome C Sean Couturier D Sam Malinski D Adam Pelech G Joseph Woll UTIL Travis Konecny W Alex Ovechkin W Trevor Zegras W Ethen Frank,,,,,
991,5048321848,DALLASTILL (2/6),0,99.899994,C Nathan MacKinnon C Matty Beniers D Cale Makar D Brett Kulak G Philipp Grubauer UTIL Lawson Crouse W Jared McCann W Jordan Eberle W Victor Olofsson,,,,,
991,5048527840,joejoe113 (2/2),0,99.899994,C Brock Nelson C Dylan Strome D John Carlson D Jacob Trouba G Stuart Skinner UTIL Evander Kane W Aliaksei Protas W Connor McMichael W Bobby McMann,,,,,
1001,5048211050,FISTER80 (1/2),0,99.8,C Auston Matthews C John Tavares D John Carlson D Tony DeAngelo G Joseph Woll UTIL Eeli Tolvanen W Owen Tippett W Ross Colton W Evander Kane,,,,,
1001,5048423977,kanada72 (3/3),0,99.8,C Nathan MacKinnon C Nick Schmaltz D Brett Kulak D Zach Whitecloud G John Gibson UTIL Justin Brazeau W Martin Necas W Clayton Keller W Victor Olofsson,,,,,
1001,5048515992,adh4andrew (8/10),0,99.8,C Auston Matthews C John Tavares D Vince Dunn D Morgan Rielly G Philipp Grubauer UTIL Elias Pettersson W Matthew Knies W Jake DeBrusk W Matias Maccelli,,,,,
1001,5048149190,Chrisanader,0,99.799995,C Dylan Strome C John Tavares D Vince Dunn D Brent Burns G Dustin Wolf UTIL Nicolas Roy W Bryan Rust W Lucas Raymond W Patrick Kane,,,,,
1005,5047990107,OneDropKing (57/142),0,99.700005,C Mathew Barzal C Nick Schmaltz D John Carlson D Sean Durzi G Logan Thompson UTIL Anthony Duclair W Clayton Keller W Anders Lee W Lawson Crouse,,,,,
1005,5048210127,BJLTNYK (54/142),0,99.700005,C Mathew Barzal C Nick Schmaltz D John Carlson D Sean Durzi G Logan Thompson UTIL Anthony Duclair W Clayton Keller W Anders Lee W Lawson Crouse,,,,,
1005,5048210166,BJLTNYK (93/142),0,99.700005,C Mathew Barzal C Matty Beniers D Matthew Schaefer D Mikhail Sergachev G Stuart Skinner UTIL Anthony Duclair W Dylan Guenther W Jared McCann W Jordan Eberle,,,,,
1005,5048387667,gauvdawg326 (2/3),0,99.7,C Nathan MacKinnon C Nick Schmaltz D Sam Malinski D Filip Hronek G Scott Wedgewood UTIL Justin Brazeau W Clayton Keller W Lawson Crouse W Anthony Mantha,,,,,
1009,5047928681,Ish99,0,99.6,C Brock Nelson C Dylan Larkin D Cam York D Axel Sandin-Pellikka G John Gibson UTIL Valeri Nichushkin W Lucas Raymond W Travis Konecny W Marco Kasper,,,,,
1009,5048369135,piotrj10 (4/6),0,99.6,C Sidney Crosby C Tommy Novak D Matthew Schaefer D Filip Hronek G Ilya Sorokin UTIL Egor Chinakhov W Bryan Rust W Rickard Rakell W Evgeni Malkin,,,,,
1011,5048143080,craftylefty (33/53),0,99.5,C Sidney Crosby C John Tavares D Morgan Rielly D Parker Wotherspoon G Philipp Grubauer UTIL Vince Dunn W Bryan Rust W Rickard Rakell W Matthew Knies,,,,,
1011,5048153062,Stree (28/50),0,99.5,C Nathan MacKinnon C Matty Beniers D MacKenzie Weegar D Vince Dunn G Philipp Grubauer UTIL Nazem Kadri W Jared McCann W Connor Zary W Matvei Gridin,,,,,
1011,5048263295,sampoulos1 (32/60),0,99.5,C Auston Matthews C Brock Nelson D Brent Burns D Parker Wotherspoon G Stuart Skinner UTIL Egor Chinakhov W Evgeni Malkin W Valeri Nichushkin W Ross Colton,,,,,
1011,5048290907,chrismac00 (1/6),0,99.5,C Brock Nelson C Nick Schmaltz D Jakob Chychrun D Kevin Bahl G Logan Thompson UTIL Eeli Tolvanen W Clayton Keller W Ross Colton W Lawson Crouse,,,,,
1011,5048366800,jrieling3342 (2/3),0,99.5,C Brock Nelson C Jack McBain D Brent Burns D John Marino G Dustin Wolf UTIL Aliaksei Protas W Dylan Guenther W Clayton Keller W JJ Peterka,,,,,
1016,5048286300,j2cain (4/5),0,99.40001,C Nick Schmaltz C John Tavares D Jakob Chychrun D Morgan Rielly G Karel Vejmelka UTIL Lawson Crouse W Clayton Keller W Matthew Knies W Matias Maccelli,,,,,
1016,5048401476,gmoney_69 (21/50),0,99.40001,C Mathew Barzal C Nick Schmaltz D Mikhail Sergachev D Brett Kulak G Karel Vejmelka UTIL Anders Lee W Clayton Keller W Lawson Crouse W Anthony Duclair,,,,,
1016,5048201674,giantsquid (72/142),0,99.4,C Sidney Crosby C Dylan Strome D Kris Letang D Brett Kulak G Stuart Skinner UTIL Rickard Rakell W Bryan Rust W Evgeni Malkin W Daniil But,,,,,
1016,5048210125,BJLTNYK (52/142),0,99.4,C Auston Matthews C John Tavares D Morgan Rielly D Brett Kulak G Scott Wedgewood UTIL Tommy Novak W Alex Ovechkin W Evgeni Malkin W Egor Chinakhov,,,,,
1016,5048275925,EricX (41/142),0,99.4,C Dylan Larkin C Mikael Backlund D MacKenzie Weegar D Sean Durzi G John Gibson UTIL Yegor Sharangovich W Dylan Guenther W Lucas Raymond W Marco Kasper,,,,,
1016,5048364582,bizzell88 (109/142),0,99.4,C Nathan MacKinnon C Calum Ritchie D Moritz Seider D Adam Pelech G Ilya Sorokin UTIL Tony DeAngelo W Clayton Keller W Artturi Lehkonen W Jonathan Drouin,,,,,
1016,5048408475,jeffdusmc,0,99.4,C Dylan Larkin C Dylan Strome D Simon Edvinsson D Parker Wotherspoon G Ilya Sorokin UTIL Matt Coronato W Lucas Raymond W Tom Wilson W Aliaksei Protas,,,,,
1016,5048275905,EricX (21/142),0,99.399994,C Dylan Larkin C Shane Wright D Cale Makar D Simon Edvinsson G Philipp Grubauer UTIL Jaden Schwartz W Alex DeBrincat W Eeli Tolvanen W James van Riemsdyk,,,,,
1024,5048154702,PresidentLeach (42/50),0,99.3,C Nathan MacKinnon C Christian Dvorak D Jamie Drysdale D Tyler Myers G Kevin Lankinen UTIL Zeev Buium W Martin Necas W Travis Konecny W Trevor Zegras,,,,,
1024,5048167341,cantfademe (42/142),0,99.3,C Nathan MacKinnon C Matty Beniers D Jacob Trouba D Brett Kulak G Philipp Grubauer UTIL Elias Pettersson W Jared McCann W Jake DeBrusk W Jordan Eberle,,,,,
1024,5048281439,tdavis24 (20/28),0,99.3,C Nathan MacKinnon C Chandler Stephenson D MacKenzie Weegar D Vince Dunn G Philipp Grubauer UTIL Matty Beniers W Jared McCann W Jordan Eberle W Matt Coronato,,,,,
1024,5048411867,corksoaker (39/41),0,99.3,C Auston Matthews C Brock Nelson D Morgan Rielly D Josh Manson G Joseph Woll UTIL Rickard Rakell W Bobby McMann W Ross Colton W Max Domi,,,,,
1028,5047995615,kregs525 (5/18),0,99.200005,C Nathan MacKinnon C Nick Schmaltz D Sam Malinski D Nate Schmidt G John Gibson UTIL Connor McMichael W Clayton Keller W Lawson Crouse W Parker Kelly,,,,,
1028,5048162009,bartmeister (2/2),0,99.200005,C Nick Schmaltz C John Tavares D Mikhail Sergachev D Brett Kulak G Stuart Skinner UTIL Morgan Rielly W Bryan Rust W Rickard Rakell W Evgeni Malkin,,,,,
1028,5048190322,Blaker283 (5/7),0,99.200005,C Dylan Strome C Noah Cates D Jakob Chychrun D John Carlson G Logan Thompson UTIL Mikael Granlund W Alex Ovechkin W Matvei Michkov W Bobby Brink,,,,,
1028,5048333095,FarrokhTheKitten,0,99.2,C Brock Nelson C Nick Schmaltz D Brent Burns D Ilya Solovyov G Philipp Grubauer UTIL Nicholas Robertson W Dylan Guenther W Martin Necas W Ross Colton,,,,,
1032,5047990125,OneDropKing (75/142),0,99.100006,C Nick Schmaltz C Nazem Kadri D Jakob Chychrun D Mikhail Sergachev G Logan Thompson UTIL Matty Beniers W Clayton Keller W Lawson Crouse W Denver Barkey,,,,,
1032,5048201628,giantsquid (26/142),0,99.1,C Sidney Crosby C Elias Pettersson D Kris Letang D Brett Kulak G Stuart Skinner UTIL Brock Boeser W Bryan Rust W Rickard Rakell W Jared McCann,,,,,
1032,5048126294,esjohnson15,0,99.09999,C Justin Sourdif C Jack McBain D Brandon Montour D Brent Burns G Philipp Grubauer UTIL Beckett Sennecke W Dylan Guenther W Tom Wilson W Aliaksei Protas,,,,,
1032,5048318113,TT8607 (7/35),0,99.09999,C Auston Matthews C John Tavares D Brandon Montour D Morgan Rielly G Philipp Grubauer UTIL Elias Pettersson W Matthew Knies W Brock Boeser W Matias Maccelli,,,,,
1036,5048246141,thedreger,0,99,C Auston Matthews C Nick Schmaltz D John Carlson D Kevin Bahl G Joseph Woll UTIL Anthony Duclair W Tom Wilson W Aliaksei Protas W Justin Brazeau,,,,,
1036,5048524651,I_Slewfoot_U (46/50),0,99,C Elias Pettersson C Chandler Stephenson D Cale Makar D Vince Dunn G Philipp Grubauer UTIL Jakob Chychrun W Jared McCann W Ross Colton W Simon Holmstrom,,,,,
1036,5048319888,orl9798 (2/2),0,98.99999,C Nick Schmaltz C Justin Sourdif D Rasmus Sandin D Brett Kulak G Logan Thompson UTIL Clayton Keller W Dylan Guenther W Tom Wilson W Connor McMichael,,,,,
1039,5048329814,mcampbell24,0,98.90001,C Nathan MacKinnon C John Tavares D Jake McCabe D Parker Wotherspoon G Philipp Grubauer UTIL Dylan Larkin W Alex DeBrincat W Anthony Duclair W Marco Kasper,,,,,
1039,5048413060,THE_PHANTOM_1 (85/142),0,98.90001,C Nick Schmaltz C Ben Kindel D Mikhail Sergachev D Brett Kulak G Karel Vejmelka UTIL Victor Olofsson W Dylan Guenther W Clayton Keller W JJ Peterka,,,,,
1039,5047919472,SkyU27 (5/10),0,98.9,C Nick Schmaltz C Justin Sourdif D Jakob Chychrun D Tony DeAngelo G Logan Thompson UTIL Connor McMichael W Clayton Keller W Ryan Leonard W Lawson Crouse,,,,,
1039,5048086977,Robd1974 (3/3),0,98.9,C Sidney Crosby C Dylan Strome D John Carlson D Kevin Bahl G Logan Thompson UTIL Ross Colton W Alex Ovechkin W Lawson Crouse W Victor Olofsson,,,,,
1039,5048201731,giantsquid (129/142),0,98.9,C Sidney Crosby C Mason McTavish D Kris Letang D Brett Kulak G Stuart Skinner UTIL Rickard Rakell W Clayton Keller W Bryan Rust W Egor Chinakhov,,,,,
1039,5048210200,BJLTNYK (127/142),0,98.9,C Dylan Larkin C Nazem Kadri D Moritz Seider D Zach Whitecloud G John Gibson UTIL Matvei Gridin W Dylan Guenther W Lucas Raymond W Connor Zary,,,,,
1039,5048364482,bizzell88 (9/142),0,98.9,C Auston Matthews C Nick Schmaltz D Morgan Rielly D Brett Kulak G Lukas Dostal UTIL Joel Farabee W Bryan Rust W Rickard Rakell W Matvei Gridin,,,,,
1039,5048263282,sampoulos1 (19/60),0,98.899994,C Auston Matthews C Elias Pettersson D Morgan Rielly D Tom Willander G Joseph Woll UTIL Dylan Guenther W Jake DeBrusk W Bobby McMann W Max Domi,,,,,
1039,5048327806,mikesimon12345 (2/2),0,98.899994,C Auston Matthews C Dylan Strome D Matt Roy D Oliver Ekman-Larsson G Stuart Skinner UTIL Dylan Larkin W Aliaksei Protas W Bobby McMann W Matias Maccelli,,,,,
1048,5047990089,OneDropKing (39/142),0,98.8,C Mikael Granlund C Christian Dvorak D Jackson LaCombe D Jacob Trouba G Samuel Ersson UTIL Conor Garland W Cutter Gauthier W Travis Konecny W Trevor Zegras,,,,,
1048,5048143077,craftylefty (30/53),0,98.8,C Nathan MacKinnon C Brock Nelson D Brandon Montour D Brett Kulak G Philipp Grubauer UTIL Matty Beniers W Jared McCann W Jordan Eberle W Victor Olofsson,,,,,
1048,5048335855,MillionDollarPoker (53/60),0,98.8,C Nathan MacKinnon C Dylan Larkin D Tom Willander D Ian Cole G Philipp Grubauer UTIL Matt Coronato W Bryan Rust W Lucas Raymond W Victor Olofsson,,,,,
1048,5048509406,djcbulls23 (2/2),0,98.8,C Brock Nelson C Dylan Larkin D Brent Burns D Kevin Bahl G Logan Thompson UTIL Marco Kasper W Alex DeBrincat W Lucas Raymond W Ross Colton,,,,,
1048,5048522632,EvilMeanies,0,98.8,C Nathan MacKinnon C Matty Beniers D Matthew Schaefer D Josh Manson G Philipp Grubauer UTIL Ross Colton W Alex DeBrincat W Anthony Duclair W Victor Olofsson,,,,,
1048,5048233037,jmkenney2626,0,98.799995,C Sidney Crosby C Brock Nelson D Brent Burns D Rasmus Sandin G Stuart Skinner UTIL Rickard Rakell W Bryan Rust W Ross Colton W Victor Olofsson,,,,,
1054,5048318125,TT8607 (19/35),0,98.700005,C Dylan Larkin C J.T. Compher D Moritz Seider D Brett Kulak G John Gibson UTIL Matvei Michkov W Alex DeBrincat W Lucas Raymond W James van Riemsdyk,,,,,
1054,5048425027,thechek182 (64/70),0,98.700005,C Nathan MacKinnon C Dylan Larkin D Josh Manson D Tom Willander G Kevin Lankinen UTIL Calum Ritchie W Martin Necas W Artturi Lehkonen W Victor Olofsson,,,,,
1054,5047990114,OneDropKing (64/142),0,98.7,C Brock Nelson C Matty Beniers D Cale Makar D Vince Dunn G Dustin Wolf UTIL Matt Coronato W Jared McCann W Jordan Eberle W Ross Colton,,,,,
1054,5048172259,tommienation1 (4/106),0,98.7,C Brock Nelson C John Tavares D Simon Edvinsson D Josh Manson G Philipp Grubauer UTIL Ross Colton W Dylan Guenther W Valeri Nichushkin W Matthew Knies,,,,,
1054,5048275903,EricX (19/142),0,98.7,C John Tavares C Matty Beniers D Cale Makar D Morgan Rielly G Philipp Grubauer UTIL Jared McCann W Matthew Knies W Jordan Eberle W Matias Maccelli,,,,,
1054,5048413023,THE_PHANTOM_1 (48/142),0,98.7,C Mikael Backlund C Andrew Copp D Jakob Chychrun D Brandon Montour G Philipp Grubauer UTIL Dylan Strome W Alex Ovechkin W Matt Coronato W Yegor Sharangovich,,,,,
1060,5048478283,MikeOck69420 (1/2),0,98.59999,C Nathan MacKinnon C Auston Matthews D Josh Manson D Oliver Ekman-Larsson G Joseph Woll UTIL Matias Maccelli W Jared McCann W Ross Colton W Egor Chinakhov,,,,,
1061,5048210100,BJLTNYK (27/142),0,98.50001,C Dylan Larkin C Justin Sourdif D Jakob Chychrun D Brett Kulak G John Gibson UTIL Aliaksei Protas W Lucas Raymond W Tom Wilson W Marco Kasper,,,,,
1061,5047957514,jaenglish1959 (1/2),0,98.5,C Nathan MacKinnon C Matty Beniers D Vince Dunn D Matt Roy G Stuart Skinner UTIL Jordan Eberle W Martin Necas W Jared McCann W Victor Olofsson,,,,,
1061,5048210105,BJLTNYK (32/142),0,98.5,C Brock Nelson C Dylan Larkin D Brent Burns D Brett Kulak G Stuart Skinner UTIL Artturi Lehkonen W Lucas Raymond W Valeri Nichushkin W Marco Kasper,,,,,
1061,5048401491,gmoney_69 (36/50),0,98.5,C John Tavares C Chandler Stephenson D Vince Dunn D Zach Whitecloud G Philipp Grubauer UTIL Jakob Chychrun W Alex Ovechkin W Tom Wilson W Jared McCann,,,,,
1061,5048259123,bubbamsu (10/24),0,98.49999,C Brock Nelson C Matty Beniers D Vince Dunn D Morgan Rielly G Logan Thompson UTIL Alex DeBrincat W Lucas Raymond W Jordan Eberle W Kaapo Kakko,,,,,
1066,5048364579,bizzell88 (106/142),0,98.4,C Dylan Strome C Shane Wright D Jakob Chychrun D Brandon Montour G Lukas Dostal UTIL Alex Ovechkin W Tom Wilson W Anthony Mantha W Justin Brazeau,,,,,
1066,5047957405,racehorsecharlie (3/4),0,98.399994,C John Tavares C Mikael Backlund D Cale Makar D Samuel Girard G Philipp Grubauer UTIL Bobby McMann W Clayton Keller W Bryan Rust W Anthony Mantha,,,,,
1066,5048176122,wazzu24 (2/20),0,98.399994,C Nathan MacKinnon C Elias Pettersson D Vince Dunn D Zeev Buium G Scott Wedgewood UTIL Jake DeBrusk W Artturi Lehkonen W Brock Boeser W Victor Olofsson,,,,,
1069,5048172358,tommienation1 (103/106),0,98.3,C Dylan Strome C Mikael Granlund D Mikhail Sergachev D Ryan Pulock G Lukas Dostal UTIL Aliaksei Protas W Alex Ovechkin W Beckett Sennecke W Alex Killorn,,,,,
1069,5048236270,steveob1013 (3/7),0,98.3,C Nathan MacKinnon C Dylan Larkin D Mikhail Sergachev D Sam Malinski G Philipp Grubauer UTIL Tommy Novak W Emil Heineman W James van Riemsdyk W Ross Colton,,,,,
1069,5048439071,rurbatsc (2/2),0,98.3,C Dylan Larkin C Ben Kindel D Moritz Seider D Brent Burns G Philipp Grubauer UTIL Anthony Mantha W Alex DeBrincat W Lucas Raymond W James van Riemsdyk,,,,,
1069,5048504771,krodino (2/2),0,98.3,C Mathew Barzal C Nick Schmaltz D Jakob Chychrun D Pavel Mintyukov G Scott Wedgewood UTIL Anthony Duclair W Clayton Keller W Anders Lee W Lawson Crouse,,,,,
1069,5048002293,R-32DD,0,98.299995,C Nazem Kadri C Matty Beniers D Sam Malinski D Simon Edvinsson G Scott Wedgewood UTIL Martin Necas W Clayton Keller W Ethen Frank W James van Riemsdyk,,,,,
1069,5048531536,tical1994 (63/63),0,98.299995,C Dylan Larkin C Elias Pettersson D Cale Makar D Filip Hronek G Ilya Sorokin UTIL Lucas Raymond W Jake DeBrusk W Evander Kane W Marco Kasper,,,,,
1075,5048066963,dermenva,0,98.2,C Brock Nelson C Justin Sourdif D Cale Makar D Nate Schmidt G Philipp Grubauer UTIL Jared McCann W Martin Necas W Jordan Eberle W Marco Kasper,,,,,
1075,5048167366,cantfademe (67/142),0,98.2,C Matty Beniers C Jack McBain D Cale Makar D MacKenzie Weegar G Philipp Grubauer UTIL Jordan Eberle W Dylan Guenther W Jared McCann W Michael Carcone,,,,,
1075,5048252476,ev7734 (2/20),0,98.2,C Dylan Larkin C Mikael Backlund D Cale Makar D Brandon Montour G Stuart Skinner UTIL Evander Kane W Lucas Raymond W Ross Colton W Marco Kasper,,,,,
1075,5048497762,jusnit (20/40),0,98.2,C Dylan Larkin C J.T. Compher D Moritz Seider D Jackson LaCombe G Lukas Dostal UTIL Michael Carcone W Alex DeBrincat W Lucas Raymond W James van Riemsdyk,,,,,
