Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
16,5050986832,isupol (2/2),0,151.90001,C Connor McDavid C Pavel Buchnevich D Justin Faulk D Uvis Balinskis G Sergei Bobrovsky UTIL Ryan Nugent-Hopkins W Zach Hyman W Jordan Kyrou W Jake Neighbours,,Connor Hellebuyck,G,14.46%,4.2
17,5050644787,tsteffes78 (1/2),0,151.30002,C Connor McDavid C Pavel Zacha D Alexandre Carrier D Hampus Lindholm G Joel Hofer UTIL Leon Draisaitl W Zach Hyman W Viktor Arvidsson W Casey Mittelstadt,,Leon Draisaitl,C,13.25%,26.6
17,5050648676,tsteffes78 (2/2),0,151.30002,C Connor McDavid C Pavel Zacha D Alexandre Carrier D Hampus Lindholm G Joel Hofer UTIL Leon Draisaitl W Zach Hyman W Viktor Arvidsson W Casey Mittelstadt,,Nick Suzuki,C,13.25%,12.8
19,5050657440,h418ov21c (1/2),0,149.59999,C Nick Suzuki C Pavel Buchnevich D Lane Hutson D Sean Walker G Sam Montembeault UTIL Evan Bouchard W Cole Caufield W Juraj Slafkovsky W Ivan Demidov,,Juraj Slafkovsky,W,13.25%,11
20,5050444788,jaker1soe,0,149.1,C Leon Draisaitl C Joel Eriksson Ek D Evan Bouchard D Mike Matheson G Filip Gustavsson UTIL Andrew Mangiapane W Matt Boldy W Vasily Podkolzin W Marcus Johansson,,Ivan Demidov,W,13.25%,0
21,5050555626,Sam6082 (1/2),0,147.20001,C Connor McDavid C Leon Draisaitl D Alexander Nikishin D Damon Severson G Jet Greaves UTIL Corey Perry W Nikolaj Ehlers W Mason Marchment W Alex Iafallo,,Corey Perry,W,12.05%,5
22,5051134850,drhass,0,139.70001,C Connor McDavid C Sam Bennett D Hampus Lindholm D Jake Middleton G Connor Hellebuyck UTIL Adam Fantilli W Zach Hyman W Jackson Blake W Pontus Holmberg,,Jake Walman,D,12.05%,5.6
23,5051037210,OneDropKing (2/2),0,136.59999,C Elias Lindholm C Pavel Zacha D Charlie McAvoy D Jaccob Slavin G Jeremy Swayman UTIL Leon Draisaitl W David Pastrnak W Morgan Geekie W Viktor Arvidsson,,Alexander Nikishin,D,10.84%,6.5
24,5050868334,tastefultides,0,135.79999,C Nick Suzuki C Elias Lindholm D Charlie McAvoy D Mike Matheson G Filip Gustavsson UTIL Corey Perry W David Pastrnak W Cole Caufield W Viktor Arvidsson,,Mike Matheson,D,10.84%,8
25,5051116268,Felixxberg,0,134.8,C Joel Eriksson Ek C Pavel Zacha D Brock Faber D Colton Parayko G Joel Hofer UTIL Connor McDavid W Zach Hyman W Viktor Arvidsson W Marcus Johansson,,Evan Bouchard,UTIL,9.64%,64.1
26,5050277770,Cicima6709 (2/2),0,134.4,C Connor McDavid C Elias Lindholm D Charlie McAvoy D Hampus Lindholm G Connor Hellebuyck UTIL David Pastrnak W Boone Jenner W Viktor Arvidsson W Corey Perry,,Sean Walker,D,9.64%,3
27,5050277682,Cicima6709 (1/2),0,131,C Connor McDavid C Leon Draisaitl D Brock Faber D Hampus Lindholm G Connor Hellebuyck UTIL Mattias Ekholm W Boone Jenner W Viktor Arvidsson W Corey Perry,,Alexandre Carrier,D,9.64%,1.3
28,5050919611,saulgoodman23 (1/2),0,130.2,C Connor McDavid C Jonathan Toews D Erik Gudbranson D Travis Hamonic G Joel Hofer UTIL Leon Draisaitl W Zach Hyman W Gabriel Vilardi W Cole Perfetti,,Pavel Buchnevich,C,8.43%,11
29,5050918436,mpgoldberg16 (2/2),0,127.4,C Connor McDavid C Sean Monahan D Jake Walman D Mike Matheson G Joel Hofer UTIL Zach Hyman W Ryan Nugent-Hopkins W Boone Jenner W Kent Johnson,,Brock Faber,D,8.43%,2.8
30,5050709733,Hunter4ever89 (2/2),0,127.1,C Connor McDavid C Logan Stankoven D Mike Matheson D Sean Walker G Filip Gustavsson UTIL Ryan Nugent-Hopkins W Zach Hyman W Jackson Blake W Taylor Hall,,Erik Gudbranson,D,8.43%,9.1
31,5050425093,johnbon12 (2/2),0,124.00001,C Nick Suzuki C Jordan Staal D Lane Hutson D Alexander Nikishin G Filip Gustavsson UTIL Jordan Kyrou W Cole Caufield W Nikolaj Ehlers W Juraj Slafkovsky,,Jonathan Toews,C,8.43%,1.5
32,5050694547,reign0187,0,121.600006,C Nick Suzuki C Ryan Hartman D Sean Walker D Alexandre Carrier G Joel Hofer UTIL Kirill Kaprizov W Cole Caufield W Mats Zuccarello W Viktor Arvidsson,,Damon Severson,D,8.43%,1.5
33,5050657441,h418ov21c (2/2),0,119.8,C Elias Lindholm C Pavel Zacha D Charlie McAvoy D Mason Lohrei G Jeremy Swayman UTIL Brandon Hagel W David Pastrnak W Lucas Raymond W Morgan Geekie,,Jet Greaves,G,8.43%,6
34,5051090193,MFedorak1982 (1/2),0,117.3,C Nick Suzuki C Justin Sourdif D Lane Hutson D Ben Chiarot G Filip Gustavsson UTIL Tom Wilson W Cole Caufield W Juraj Slafkovsky W Ivan Demidov,,Jackson Blake,W,8.43%,5
35,5051121130,bsampson07,0,117.2,C Connor McDavid C Ryan Hartman D Sean Walker D Erik Gudbranson G Joel Hofer UTIL Jake Walman W Zach Hyman W Mats Zuccarello W Vladimir Tarasenko,,Ryan Nugent-Hopkins,W,8.43%,8
36,5051080594,revitup11,0,116.600006,C Connor McDavid C Alex Laferriere D Noah Dobson D Charle-Edouard D'Astous G Connor Hellebuyck UTIL Pavel Zacha W Matthew Tkachuk W Kevin Fiala W Cole Perfetti,,Jordan Kyrou,W,7.23%,23
37,5050706475,CosaSpeciale (2/2),0,115.600006,C Adam Fantilli C Charlie Coyle D Zach Werenski D Alexander Nikishin G Jet Greaves UTIL Jimmy Snuggerud W Kirill Marchenko W Nikolaj Ehlers W Kent Johnson,,Seth Jarvis,W,7.23%,15
38,5050925981,Jbarton324,0,114.5,C Nick Suzuki C Pavel Zacha D Charlie McAvoy D Uvis Balinskis G Connor Hellebuyck UTIL Elias Lindholm W David Pastrnak W Cole Caufield W Ivan Demidov,,Andrei Svechnikov,W,7.23%,11.5
39,5050896909,madbx8 (2/2),0,113.8,C Nick Suzuki C Ryan Hartman D Mike Matheson D Philip Broberg G Charlie Lindgren UTIL Mats Zuccarello W Kirill Kaprizov W Cole Caufield W Kirby Dach,,Lane Hutson,D,7.23%,6.3
40,5051072935,gemma7 (1/2),0,111.200005,C Adam Fantilli C Quinton Byfield D Kaiden Guhle D Erik Gudbranson G James Reimer UTIL Connor McDavid W Ryan Nugent-Hopkins W Carter Verhaeghe W Drake Batherson,,Joel Eriksson Ek,C,7.23%,10
40,5051129163,gemma7 (2/2),0,111.200005,C Adam Fantilli C Quinton Byfield D Kaiden Guhle D Erik Gudbranson G James Reimer UTIL Connor McDavid W Ryan Nugent-Hopkins W Carter Verhaeghe W Drake Batherson,,Sam Montembeault,G,7.23%,-2.1
42,5051105005,uziebeatz,0,110.799995,C Connor McDavid C Sean Monahan D Ivan Provorov D Damon Severson G Connor Hellebuyck UTIL Zach Hyman W Brady Tkachuk W Kent Johnson W Andrei Kuzmenko,,Oliver Kapanen,C,7.23%,1.5
43,5050919612,saulgoodman23 (2/2),0,110.5,C Elias Lindholm C Pavel Zacha D Charlie McAvoy D Damon Severson G Jeremy Swayman UTIL Joel Eriksson Ek W David Pastrnak W Matt Boldy W Viktor Arvidsson,,Boone Jenner,W,6.02%,7.3
44,5051138310,radagast23,0,110.4,C Dylan Strome C Ryan Hartman D Brock Faber D Martin Fehervary G Joel Hofer UTIL Mattias Ekholm W Kirill Kaprizov W Cole Caufield W Corey Perry,,Vladimir Tarasenko,W,6.02%,4.3
45,5051037209,OneDropKing (1/2),0,109.8,C Nick Suzuki C Dalibor Dvorsky D Lane Hutson D Mike Matheson G Sam Montembeault UTIL Matthew Tkachuk W Cole Caufield W Juraj Slafkovsky W Ivan Demidov,,Sebastian Aho,C,6.02%,0
46,5051136868,KINGOFNY21,0,108.299995,C Ryan Hartman C Pavel Buchnevich D Quinn Hughes D Jake Middleton G Filip Gustavsson UTIL Kirill Kaprizov W Mats Zuccarello W Jordan Kyrou W Viktor Arvidsson,,Noah Dobson,D,6.02%,6
47,5051154768,moods,0,107.99999,C Elias Lindholm C Pavel Zacha D Charlie McAvoy D Alexander Nikishin G Connor Hellebuyck UTIL Sam Bennett W David Pastrnak W Matthew Tkachuk W Viktor Arvidsson,,Charlie Lindgren,G,6.02%,4.8
48,5050702905,Hunter4ever89 (1/2),0,106.90001,C Anthony Cirelli C Logan Stankoven D Darren Raddysh D Alexandre Carrier G Joel Hofer UTIL Brandon Hagel W Nikita Kucherov W Jackson Blake W Taylor Hall,,James Reimer,G,6.02%,-3.5
49,5051136703,codeman10,0,105.799995,C Leon Draisaitl C Alex Turcotte D Brandt Clarke D Jake Walman G Darcy Kuemper UTIL Ethen Frank W Zach Hyman W Kevin Fiala W Andrei Kuzmenko,,Kent Johnson,W,6.02%,1.3
50,5050811243,Buckingham21,0,103.4,C Sebastian Aho C Jonathan Toews D Damon Severson D Jaccob Slavin G Sergei Bobrovsky UTIL Nick Suzuki W Seth Jarvis W Andrei Svechnikov W Cole Caufield,,Charlie Coyle,C,6.02%,27.1
51,5050896908,madbx8 (1/2),0,100.700005,C Anthony Cirelli C Alex Turcotte D Brandt Clarke D Alexander Nikishin G Sam Montembeault UTIL Andrei Kuzmenko W Nikita Kucherov W Brandon Hagel W Kevin Fiala,,Brady Tkachuk,W,6.02%,3
52,5051086175,easton136,0,98.3,C Logan Stankoven C Pavel Buchnevich D Quinn Hughes D John Carlson G Joel Hofer UTIL Justin Sourdif W Kirill Kaprizov W Mats Zuccarello W Jackson Blake,,Brandon Hagel,UTIL,6.02%,13
53,5050590532,nolt0032 (1/2),0,96.4,C Ryan Hartman C Charlie Coyle D Quinn Hughes D Damon Severson G Sam Montembeault UTIL Mackie Samoskevich W Kirill Kaprizov W Matt Boldy W Mathieu Olivier,,Logan Stankoven,C,6.02%,4.5
54,5050518946,ariedoz (1/2),0,95.7,C Pavel Zacha C Jonathan Toews D Quinn Hughes D Charlie McAvoy G Connor Hellebuyck UTIL Ryan Hartman W Kirill Kaprizov W Gabriel Vilardi W Viktor Arvidsson,,Taylor Hall,W,6.02%,10
55,5050568630,xeqtr1,0,95.4,C Ryan Hartman C Pavel Zacha D Noah Dobson D Alexandre Carrier G James Reimer UTIL Mats Zuccarello W David Pastrnak W Cole Caufield W Juraj Slafkovsky,,Adam Fantilli,C,6.02%,26
56,5050555951,Sam6082 (2/2),0,94.6,C Sebastian Aho C Pavel Zacha D Damon Severson D Hampus Lindholm G Jet Greaves UTIL Leon Draisaitl W Seth Jarvis W Andrei Svechnikov W Viktor Arvidsson,,Adrian Kempe,W,6.02%,9.5
57,5050921381,Rickyk07,0,93.6,C Elias Lindholm C Pavel Zacha D Darren Raddysh D Charlie McAvoy G Joel Hofer UTIL Dylan Strome W David Pastrnak W Ryan Leonard W Oliver Bjorkstrand,,Uvis Balinskis,D,6.02%,4.3
58,5051020479,Quail13,0,91.700005,C Sam Bennett C Elias Lindholm D Charlie McAvoy D Sean Walker G Joel Hofer UTIL Matthew Tkachuk W David Pastrnak W Carter Verhaeghe W Marat Khusnutdinov,,Jeremy Swayman,G,4.82%,10.9
59,5050644211,Dougy_70,0,91.5,C Ryan Hartman C Fraser Minten D Jake Walman D Alexandre Carrier G Filip Gustavsson UTIL Jack Roslovic W Kirill Kaprizov W Seth Jarvis W Andrei Svechnikov,,Mattias Ekholm,UTIL,4.82%,7.6
60,5050373818,ekim8,0,87.70001,C Elias Lindholm C Pavel Zacha D Brock Faber D Alexandre Carrier G Joel Hofer UTIL Kirill Kaprizov W David Pastrnak W Vladimir Tarasenko W Viktor Arvidsson,,Matt Boldy,W,4.82%,21.3
61,5051013511,supremexjp,0,87.30001,C Nick Suzuki C Oliver Kapanen D Lane Hutson D Uvis Balinskis G Sam Montembeault UTIL Dylan Strome W Cole Caufield W Juraj Slafkovsky W Ivan Demidov,,Casey Mittelstadt,W,4.82%,5
62,5051175784,esheres,0,85.9,C Nick Suzuki C Oliver Kapanen D Josh Morrissey D Brock Faber G Connor Hellebuyck UTIL Ivan Demidov W Cole Caufield W Juraj Slafkovsky W Alexandre Texier,,John Gibson,G,4.82%,20.7
63,5051136547,Nsibell21,0,84.7,C Ryan Hartman C Logan Stankoven D Brock Faber D Uvis Balinskis G Connor Hellebuyck UTIL Kirill Kaprizov W Matt Boldy W Jackson Blake W Taylor Hall,,Gabriel Vilardi,W,4.82%,1.3
64,5051070353,ariedoz (2/2),0,84.6,C Ryan Hartman C Jonathan Toews D Quinn Hughes D Brandt Clarke G Filip Gustavsson UTIL Kirill Kaprizov W Mats Zuccarello W Cole Perfetti W Corey Perry,,Anthony Cirelli,C,4.82%,23
65,5051098506,MFedorak1982 (2/2),0,84.1,C Ryan Hartman C Pavel Zacha D Quinn Hughes D K'Andre Miller G Filip Gustavsson UTIL Jackson Blake W Kirill Kaprizov W Mats Zuccarello W Taylor Hall,,Alex Iafallo,W,4.82%,0
66,5050844493,bizzell88 (2/2),0,83,C Elias Lindholm C Jonathan Toews D John Carlson D Charlie McAvoy G Charlie Lindgren UTIL Jimmy Snuggerud W David Pastrnak W Kyle Connor W Gabriel Vilardi,,Sean Monahan,C,4.82%,12.8
66,5051077564,mackman1995,0,83,C Anthony Cirelli C Oliver Kapanen D K'Andre Miller D Charle-Edouard D'Astous G Sam Montembeault UTIL Juraj Slafkovsky W Nikita Kucherov W Brandon Hagel W Ivan Demidov,,Darren Raddysh,D,4.82%,14.3
68,5050586020,kyortiz31,0,81.2,C Ryan Hartman C Sean Monahan D Quinn Hughes D K'Andre Miller G Filip Gustavsson UTIL Boone Jenner W Kirill Kaprizov W Mats Zuccarello W Kent Johnson,,Dylan Strome,C,4.82%,10
69,5051159676,dukedog71,0,79.9,C Ryan Hartman C Pavel Zacha D Quinn Hughes D Jake Walman G Filip Gustavsson UTIL Joel Eriksson Ek W Zach Hyman W Vladimir Tarasenko W Jack Roslovic,,Brandt Clarke,D,4.82%,17.9
70,5050417874,johnbon12 (1/2),0,79.100006,C Sebastian Aho C Justin Sourdif D Noah Dobson D Alexander Nikishin G Charlie Lindgren UTIL Aliaksei Protas W Seth Jarvis W Andrei Svechnikov W Alexandre Texier,,Sam Bennett,C,4.82%,14.5
71,5051024674,Bears21 (1/2),0,75,C Ryan Hartman C Elias Lindholm D Darren Raddysh D Alexander Nikishin G Jonas Johansson UTIL Sam Bennett W Jake Guentzel W Mats Zuccarello W Marat Khusnutdinov,,Matthew Tkachuk,UTIL,4.82%,16
72,5050961469,isupol (1/2),0,73,C Sebastian Aho C Elias Lindholm D Brandt Clarke D Alexander Nikishin G Charlie Lindgren UTIL Adrian Kempe W Seth Jarvis W Andrei Svechnikov W Corey Perry,,Jake Middleton,UTIL,3.61%,0
72,5051077411,rdk5042,0,72.99999,C Dylan Larkin C Ryan Hartman D Moritz Seider D Ben Chiarot G James Reimer UTIL Andrew Mangiapane W Kirill Kaprizov W Lucas Raymond W Mats Zuccarello,,Justin Sourdif,C,3.61%,16.5
74,5051157494,d0r1t0s,0,68.899994,C Oliver Kapanen C Sean Monahan D Zach Werenski D Lane Hutson G Jet Greaves UTIL Boone Jenner W Adrian Kempe W Juraj Slafkovsky W Ivan Demidov,,Nikolaj Ehlers,W,3.61%,7.8
75,5051015836,dm4k8,0,67.8,C Ryan Hartman C Jonathan Toews D Darren Raddysh D Uvis Balinskis G James Reimer UTIL Quinn Hughes W Kirill Kaprizov W Mats Zuccarello W Matt Savoie,,Marcus Johansson,W,3.61%,1.5
76,5051053618,Starsfan10,0,67.4,C Sebastian Aho C Joel Eriksson Ek D John Carlson D Alexander Nikishin G Jet Greaves UTIL Marcus Johansson W Seth Jarvis W Andrei Svechnikov W Vladimir Tarasenko,,Kyle Connor,W,3.61%,11.8
77,5051119253,NYMicky,0,66.1,C Dylan Larkin C Joel Eriksson Ek D Noah Dobson D Jake Walman G Jet Greaves UTIL Nino Niederreiter W Brady Tkachuk W Adrian Kempe W Jordan Kyrou,,Josh Morrissey,D,3.61%,7.1
78,5050548534,gordylamb,0,63.499996,C Mark Scheifele C Anthony Cirelli D Josh Morrissey D Charle-Edouard D'Astous G Joel Hofer UTIL Ryan Hartman W Kyle Connor W Mats Zuccarello W Alex Iafallo,,Charle-Edouard D'Astous,D,3.61%,3
79,5050590533,nolt0032 (2/2),0,55.499996,C Ryan Hartman C Dylan Cozens D Brock Faber D Tyler Kleven G Charlie Lindgren UTIL Mackie Samoskevich W Kirill Kaprizov W Brady Tkachuk W Mats Zuccarello,,K'Andre Miller,D,3.61%,2.6
80,5050872595,q80minouma,0,50.499996,C Dylan Strome C Elias Lindholm D Quinn Hughes D Jake Walman G Connor Hellebuyck UTIL Ryan Leonard W Adrian Kempe W Ivan Demidov W Corey Perry,,Dylan Cozens,C,3.61%,4.5
81,5051031595,mbhabes,0,50.3,C Mark Scheifele C Jonathan Toews D Josh Morrissey D Mike Matheson G Connor Hellebuyck UTIL Jakob Chychrun W Kyle Connor W Gabriel Vilardi W Alex Iafallo,,Jack Roslovic,UTIL,3.61%,1.5
82,5051094794,deuceswildixi (1/2),0,44.3,C Dylan Cozens C Oliver Kapanen D Quinn Hughes D Mike Matheson G Connor Ingram UTIL Ridly Greig W Brady Tkachuk W Juraj Slafkovsky W Ivan Demidov,,Morgan Geekie,W,3.61%,22.8
82,5051119041,deuceswildixi (2/2),0,44.3,C Dylan Cozens C Oliver Kapanen D Quinn Hughes D Mike Matheson G Connor Ingram UTIL Ridly Greig W Brady Tkachuk W Juraj Slafkovsky W Ivan Demidov,,Darcy Kuemper,G,3.61%,9.5
,,,,,,,Nikita Kucherov,W,3.61%,31
,,,,,,,Zach Werenski,D,3.61%,14.5
,,,,,,,Marat Khusnutdinov,W,3.61%,0
,,,,,,,John Carlson,D,3.61%,12.6
,,,,,,,Kevin Fiala,W,3.61%,2.8
,,,,,,,Andrei Kuzmenko,UTIL,3.61%,5.6
,,,,,,,Cole Perfetti,W,3.61%,3
,,,,,,,Carter Verhaeghe,W,3.61%,13
,,,,,,,Jake Neighbours,W,2.41%,3
,,,,,,,Alexandre Texier,W,2.41%,3
,,,,,,,Vasily Podkolzin,W,2.41%,5.8
,,,,,,,Andrew Mangiapane,UTIL,2.41%,2.8
,,,,,,,Mark Scheifele,C,2.41%,3
,,,,,,,Mackie Samoskevich,UTIL,2.41%,0
,,,,,,,Mathieu Olivier,W,2.41%,6.9
,,,,,,,Lucas Raymond,W,2.41%,20.6
,,,,,,,Philip Broberg,D,2.41%,5.6
,,,,,,,Jimmy Snuggerud,UTIL,2.41%,10.6
,,,,,,,Alex Laferriere,C,2.41%,19.5
,,,,,,,Jaccob Slavin,D,2.41%,9.5
,,,,,,,Sergei Bobrovsky,G,2.41%,8.1
,,,,,,,Ryan Leonard,UTIL,2.41%,4.3
,,,,,,,Alex Turcotte,C,2.41%,3
,,,,,,,Quinton Byfield,C,2.41%,0
,,,,,,,Drake Batherson,W,2.41%,4.5
,,,,,,,Kaiden Guhle,D,2.41%,1.3
,,,,,,,Dylan Larkin,C,2.41%,1.5
,,,,,,,Ben Chiarot,D,2.41%,5.6
,,,,,,,Ridly Greig,UTIL,2.41%,11.4
,,,,,,,Connor Ingram,G,2.41%,-4.2
,,,,,,,Nikita Zadorov,D,1.20%,0
,,,,,,,Aliaksei Protas,UTIL,1.20%,15.8
,,,,,,,Jordan Staal,C,1.20%,4.1
,,,,,,,Mason Marchment,W,1.20%,41
,,,,,,,Tyler Kleven,D,1.20%,1.3
,,,,,,,Fraser Minten,C,1.20%,15
,,,,,,,Mason Lohrei,D,1.20%,2.8
,,,,,,,Trevor Moore,W,1.20%,20.5
,,,,,,,Brayden Schenn,UTIL,1.20%,12.6
,,,,,,,Brendan Gallagher,W,1.20%,2.8
,,,,,,,Kirill Marchenko,W,1.20%,15.8
,,,,,,,Joel Edmundson,D,1.20%,11.4
,,,,,,,Eetu Luostarinen,W,1.20%,7.1
,,,,,,,Cole Sillinger,W,1.20%,11.5
,,,,,,,Kirby Dach,W,1.20%,0
,,,,,,,Travis Hamonic,D,1.20%,4.3
,,,,,,,Oliver Bjorkstrand,W,1.20%,10.5
,,,,,,,Justin Faulk,D,1.20%,14.9
,,,,,,,Matt Savoie,W,1.20%,3
,,,,,,,Jake Guentzel,W,1.20%,31
,,,,,,,Jonas Johansson,G,1.20%,-4.9
,,,,,,,Jakob Chychrun,UTIL,1.20%,13.4
,,,,,,,Dalibor Dvorsky,C,1.20%,14.3
,,,,,,,Moritz Seider,D,1.20%,6.9
,,,,,,,Tom Wilson,UTIL,1.20%,12.6
,,,,,,,Ivan Provorov,D,1.20%,2.8
,,,,,,,Colton Parayko,D,1.20%,9.7
,,,,,,,Nino Niederreiter,UTIL,1.20%,1.5
,,,,,,,Pontus Holmberg,W,1.20%,2.8
,,,,,,,Ethen Frank,UTIL,1.20%,8
,,,,,,,Martin Fehervary,D,1.20%,4.1
